NOC,Sport,Gold_Medals,Silver_Medals,Bronze_Medals,No_Medals,Total_Medals,Country_Event_Participation,Event_Total_Participation
GUI,Athletics,0,0,0,31,0,31,43294
GUI,Boxing,0,0,0,7,0,7,6584
GUI,Football,0,0,0,34,0,34,7906
GUI,Judo,0,0,0,14,0,14,4876
GUI,Swimming,0,0,0,12,0,12,26416
GUI,Taekwondo,0,0,0,1,0,1,870
GUI,Wrestling,0,0,0,3,0,3,7734
GUM,Archery,0,0,0,1,0,1,2846
GUM,Athletics,0,0,0,23,0,23,43294
GUM,Boxing,0,0,0,1,0,1,6584
GUM,Canoe Sprint,0,0,0,2,0,2,756
GUM,Canoeing,0,0,0,2,0,2,6171
GUM,Cycling,0,0,0,18,0,18,10859
GUM,Judo,0,0,0,9,0,9,4876
GUM,Sailing,0,0,0,8,0,8,7266
GUM,Swimming,0,0,0,46,0,46,26416
GUM,Triathlon,0,0,0,1,0,1,822
GUM,Weightlifting,0,0,0,5,0,5,4256
GUM,Wrestling,0,0,0,9,0,9,7734
GUY,Athletics,0,0,0,58,0,58,43294
GUY,Boxing,0,0,1,18,1,19,6584
GUY,Cycling,0,0,0,16,0,16,10859
GUY,Judo,0,0,0,1,0,1,4876
GUY,Swimming,0,0,0,10,0,10,26416
GUY,Table Tennis,0,0,0,2,0,2,2480
GUY,Weightlifting,0,0,0,8,0,8,4256
HAI,Art Competitions,0,0,0,1,0,1,3578
HAI,Artistic Gymnastics,0,0,0,6,0,6,2297
HAI,Athletics,0,1,0,61,1,62,43294
HAI,Boxing,0,0,0,8,0,8,6584
HAI,Fencing,0,0,0,5,0,5,11558
HAI,Judo,0,0,0,16,0,16,4876
HAI,Rugby,1,0,0,0,1,1,162
HAI,Shooting,0,0,5,4,5,9,12580
HAI,Swimming,0,0,0,7,0,7,26416
HAI,Taekwondo,0,0,0,3,0,3,870
HAI,Tennis,0,0,0,3,0,3,3446
HAI,Weightlifting,0,0,0,2,0,2,4256
HAI,Wrestling,0,0,0,1,0,1,7734
HKG,Archery,0,0,0,11,0,11,2846
HKG,Artistic Gymnastics,0,0,0,3,0,3,2297
HKG,Athletics,0,0,0,39,0,39,43294
HKG,Badminton,0,0,0,46,0,46,1816
HKG,Boxing,0,0,0,2,0,2,6584
HKG,Canoeing,0,0,0,27,0,27,6171
HKG,Cycling,0,0,1,53,1,54,10859
HKG,Cycling Road,0,0,0,2,0,2,493
HKG,"Cycling Road, Cycling Track",0,0,0,2,0,2,30
HKG,Cycling Track,0,0,1,7,1,8,878
HKG,Diving,0,0,0,7,0,7,3193
HKG,Equestrian,0,0,0,1,0,1,835
HKG,Equestrianism,0,0,0,6,0,6,6344
HKG,Fencing,3,0,0,83,3,86,11558
HKG,Golf,0,0,0,2,0,2,487
HKG,Gymnastics,0,0,0,9,0,9,26707
HKG,Hockey,0,0,0,17,0,17,6264
HKG,Judo,0,0,0,18,0,18,4876
HKG,Karate,0,0,1,0,1,1,81
HKG,Marathon Swimming,0,0,0,1,0,1,89
HKG,Rowing,0,0,0,23,0,23,11625
HKG,Sailing,1,0,0,46,1,47,7266
HKG,Shooting,0,0,0,35,0,35,12580
HKG,Swimming,0,2,2,233,4,237,26416
HKG,Table Tennis,0,2,3,93,5,98,2480
HKG,Taekwondo,0,0,0,1,0,1,870
HKG,Triathlon,0,0,0,5,0,5,822
HKG,Weightlifting,0,0,0,1,0,1,4256
HON,Athletics,0,0,0,32,0,32,43294
HON,Boxing,0,0,0,6,0,6,6584
HON,Fencing,0,0,0,1,0,1,11558
HON,Football,0,0,0,90,0,90,7906
HON,Judo,0,0,0,8,0,8,4876
HON,Rowing,0,0,0,1,0,1,11625
HON,Shooting,0,0,0,1,0,1,12580
HON,Swimming,0,0,0,70,0,70,26416
HON,Table Tennis,0,0,0,1,0,1,2480
HON,Taekwondo,0,0,0,3,0,3,870
HON,Weightlifting,0,0,0,3,0,3,4256
HON,Wrestling,0,0,0,2,0,2,7734
HUN,Archery,0,0,0,15,0,15,2846
HUN,Art Competitions,1,3,1,82,5,87,3578
HUN,Artistic Gymnastics,0,0,0,23,0,23,2297
HUN,Athletics,11,16,26,752,53,805,43294
HUN,Badminton,0,0,0,9,0,9,1816
HUN,Basketball,0,0,0,61,0,61,5111
HUN,Boxing,10,2,8,94,20,114,6584
HUN,Canoe Sprint,6,8,9,37,23,60,756
HUN,Canoeing,52,62,44,148,158,306,6171
HUN,Cycling,0,0,0,121,0,121,10859
HUN,Cycling Mountain Bike,0,0,0,2,0,2,144
HUN,Cycling Road,0,0,0,3,0,3,493
HUN,"Cycling Road, Cycling Mountain Bike",0,0,0,2,0,2,4
HUN,Diving,0,0,0,39,0,39,3193
HUN,Equestrian,0,0,0,1,0,1,835
HUN,Equestrianism,0,0,1,83,1,84,6344
HUN,Fencing,108,65,78,423,251,674,11558
HUN,Football,46,17,16,53,79,132,7906
HUN,Gymnastics,20,46,45,1131,111,1242,26707
HUN,Handball,0,15,30,211,45,256,4419
HUN,Hockey,0,0,0,15,0,15,6264
HUN,Judo,1,3,6,87,10,97,4876
HUN,Karate,0,0,1,0,1,1,81
HUN,Marathon Swimming,1,1,0,2,2,4,89
HUN,"Marathon Swimming, Swimming",0,0,0,2,0,2,52
HUN,Modern Pentathlon,18,12,10,61,40,101,1821
HUN,Polo,0,0,0,5,0,5,95
HUN,Rhythmic Gymnastics,0,0,0,9,0,9,848
HUN,Rowing,0,4,4,188,8,196,11625
HUN,Sailing,0,1,2,80,3,83,7266
HUN,Shooting,7,3,8,302,18,320,12580
HUN,Swimming,39,34,26,717,99,816,26416
HUN,Synchronized Swimming,0,0,0,4,0,4,909
HUN,Table Tennis,0,0,0,47,0,47,2480
HUN,Taekwondo,1,0,0,4,1,5,870
HUN,Tennis,0,0,1,63,1,64,3446
HUN,Triathlon,0,0,0,23,0,23,822
HUN,Volleyball,0,0,0,47,0,47,4003
HUN,Water Polo,107,29,62,158,198,356,4418
HUN,Weightlifting,2,9,9,80,20,100,4256
HUN,Wrestling,20,17,20,233,57,290,7734
INA,Archery,0,3,0,53,3,56,2846
INA,Artistic Gymnastics,0,0,0,2,0,2,2297
INA,Athletics,0,0,0,47,0,47,43294
INA,Badminton,13,9,10,86,32,118,1816
INA,Beach Volleyball,0,0,0,4,0,4,756
INA,Boxing,0,0,0,21,0,21,6584
INA,Canoeing,0,0,0,7,0,7,6171
INA,Cycling,0,0,0,12,0,12,10859
INA,Cycling Track,0,0,0,1,0,1,878
INA,Diving,0,0,0,4,0,4,3193
INA,Fencing,0,0,0,11,0,11,11558
INA,Football,0,0,0,13,0,13,7906
INA,Judo,0,0,0,10,0,10,4876
INA,Rowing,0,0,0,6,0,6,11625
INA,Sailing,0,0,0,14,0,14,7266
INA,Shooting,0,0,0,13,0,13,12580
INA,Sport Climbing,1,0,0,3,1,4,108
INA,Surfing,0,0,0,2,0,2,88
INA,Swimming,0,0,0,47,0,47,26416
INA,Table Tennis,0,0,0,11,0,11,2480
INA,Taekwondo,0,0,0,3,0,3,870
INA,Tennis,0,0,0,18,0,18,3446
INA,Weightlifting,1,6,7,43,14,57,4256
INA,Wrestling,0,0,0,2,0,2,7734
IND,Archery,0,0,0,79,0,79,2846
IND,Art Competitions,0,0,0,2,0,2,3578
IND,Artistic Gymnastics,0,0,0,5,0,5,2297
IND,Athletics,1,3,0,326,4,330,43294
IND,Badminton,0,1,2,35,3,38,1816
IND,Basketball,0,0,0,12,0,12,5111
IND,Boxing,0,0,3,68,3,71,6584
IND,Cycling,0,0,0,40,0,40,10859
IND,Diving,0,0,0,2,0,2,3193
IND,Equestrian,0,0,0,2,0,2,835
IND,Equestrianism,0,0,0,10,0,10,6344
IND,Fencing,0,0,0,1,0,1,11558
IND,Football,0,0,0,51,0,51,7906
IND,Golf,0,0,0,11,0,11,487
IND,Gymnastics,0,0,0,88,0,88,26707
IND,Hockey,130,13,64,190,207,397,6264
IND,Judo,0,0,0,17,0,17,4876
IND,Rowing,0,0,0,13,0,13,11625
IND,Sailing,0,0,0,18,0,18,7266
IND,Shooting,1,2,5,153,8,161,12580
IND,Swimming,0,0,0,43,0,43,26416
IND,Table Tennis,0,0,0,42,0,42,2480
IND,Tennis,0,0,1,55,1,56,3446
IND,Water Polo,0,0,0,19,0,19,4418
IND,Weightlifting,0,1,1,40,2,42,4256
IND,Wrestling,0,2,6,109,8,117,7734
IOA,Athletics,0,0,0,13,0,13,43294
IOA,Boxing,0,0,0,1,0,1,6584
IOA,Canoeing,0,0,0,7,0,7,6171
IOA,Cycling,0,0,0,8,0,8,10859
IOA,Fencing,0,0,0,2,0,2,11558
IOA,Judo,0,0,0,5,0,5,4876
IOA,Rhythmic Gymnastics,0,0,0,2,0,2,848
IOA,Rowing,0,0,0,2,0,2,11625
IOA,Sailing,0,0,0,1,0,1,7266
IOA,Shooting,1,1,3,14,5,19,12580
IOA,Swimming,0,0,0,10,0,10,26416
IOA,Synchronized Swimming,0,0,0,5,0,5,909
IOA,Table Tennis,0,0,0,7,0,7,2480
IOA,Tennis,0,0,0,1,0,1,3446
IOA,Weightlifting,0,0,0,1,0,1,4256
IOA,Wrestling,0,0,0,9,0,9,7734
IRI,Archery,0,0,0,7,0,7,2846
IRI,Artistic Gymnastics,0,0,0,2,0,2,2297
IRI,Athletics,0,1,0,65,1,66,43294
IRI,Badminton,0,0,0,2,0,2,1816
IRI,Basketball,0,0,0,37,0,37,5111
IRI,Boxing,0,0,0,57,0,57,6584
IRI,Canoe Sprint,0,0,0,3,0,3,756
IRI,Canoeing,0,0,0,6,0,6,6171
IRI,Cycling,0,0,0,70,0,70,10859
IRI,Cycling Road,0,0,0,3,0,3,493
IRI,Diving,0,0,0,1,0,1,3193
IRI,Equestrianism,0,0,0,1,0,1,6344
IRI,Fencing,0,0,0,70,0,70,11558
IRI,Football,0,0,0,48,0,48,7906
IRI,Gymnastics,0,0,0,12,0,12,26707
IRI,Judo,0,0,0,18,0,18,4876
IRI,Karate,1,0,0,2,1,3,81
IRI,Rowing,0,0,0,9,0,9,11625
IRI,Shooting,1,0,0,50,1,51,12580
IRI,Sport Climbing,0,0,0,1,0,1,108
IRI,Swimming,0,0,0,8,0,8,26416
IRI,Table Tennis,0,0,0,13,0,13,2480
IRI,Taekwondo,3,3,4,11,10,21,870
IRI,Volleyball,0,0,0,24,0,24,4003
IRI,Water Polo,0,0,0,11,0,11,4418
IRI,Weightlifting,7,6,6,59,19,78,4256
IRI,Wrestling,12,19,24,157,55,212,7734
IRL,Archery,0,0,0,11,0,11,2846
IRL,Art Competitions,0,1,2,39,3,42,3578
IRL,Artistic Gymnastics,1,0,0,7,1,8,2297
IRL,Athletics,4,2,0,354,6,360,43294
IRL,Badminton,0,0,0,10,0,10,1816
IRL,Basketball,0,0,0,13,0,13,5111
IRL,Boxing,4,5,10,122,19,141,6584
IRL,Canoe Slalom,0,0,0,8,0,8,256
IRL,Canoeing,0,0,0,48,0,48,6171
IRL,Cycling,0,0,0,73,0,73,10859
IRL,Cycling Road,0,0,0,8,0,8,493
IRL,Cycling Track,0,0,0,21,0,21,878
IRL,Diving,0,0,0,6,0,6,3193
IRL,Equestrian,0,0,0,32,0,32,835
IRL,Equestrianism,0,0,1,182,1,183,6344
IRL,Fencing,0,0,0,53,0,53,11558
IRL,Football,0,0,0,23,0,23,7906
IRL,Golf,0,0,0,12,0,12,487
IRL,Gymnastics,0,0,0,18,0,18,26707
IRL,Hockey,0,0,0,51,0,51,6264
IRL,Judo,0,0,0,18,0,18,4876
IRL,"Marathon Swimming, Swimming",0,0,0,3,0,3,52
IRL,Modern Pentathlon,0,0,0,11,0,11,1821
IRL,Rowing,4,2,6,83,12,95,11625
IRL,Rugby Sevens,0,0,0,41,0,41,928
IRL,Sailing,0,3,0,90,3,93,7266
IRL,Shooting,0,0,0,26,0,26,12580
IRL,Swimming,3,0,2,150,5,155,26416
IRL,Taekwondo,0,0,0,2,0,2,870
IRL,Tennis,0,0,0,19,0,19,3446
IRL,Triathlon,0,0,0,7,0,7,822
IRL,Water Polo,0,0,0,14,0,14,4418
IRL,Weightlifting,0,0,0,3,0,3,4256
IRL,Wrestling,0,0,0,9,0,9,7734
IRQ,Archery,0,0,0,1,0,1,2846
IRQ,Athletics,0,0,0,52,0,52,43294
IRQ,Basketball,0,0,0,10,0,10,5111
IRQ,Boxing,0,0,0,22,0,22,6584
IRQ,Cycling,0,0,0,3,0,3,10859
IRQ,Football,0,0,0,99,0,99,7906
IRQ,Judo,0,0,0,3,0,3,4876
IRQ,Rowing,0,0,0,4,0,4,11625
IRQ,Shooting,0,0,0,4,0,4,12580
IRQ,Swimming,0,0,0,5,0,5,26416
IRQ,Table Tennis,0,0,0,1,0,1,2480
IRQ,Taekwondo,0,0,0,1,0,1,870
IRQ,Weightlifting,0,0,1,29,1,30,4256
IRQ,Wrestling,0,0,0,23,0,23,7734
ISL,Art Competitions,0,0,0,1,0,1,3578
ISL,Athletics,0,1,1,117,2,119,43294
ISL,Badminton,0,0,0,8,0,8,1816
ISL,Gymnastics,0,0,0,25,0,25,26707
ISL,Handball,0,14,0,88,14,102,4419
ISL,Judo,0,0,1,14,1,15,4876
ISL,Sailing,0,0,0,6,0,6,7266
ISL,Shooting,0,0,0,6,0,6,12580
ISL,Swimming,0,0,0,138,0,138,26416
ISL,Triathlon,0,0,0,1,0,1,822
ISL,Water Polo,0,0,0,8,0,8,4418
ISL,Weightlifting,0,0,0,7,0,7,4256
ISL,Wrestling,0,0,0,2,0,2,7734
ISR,Archery,0,0,0,5,0,5,2846
ISR,Artistic Gymnastics,1,1,0,15,2,17,2297
ISR,Artistic Swimming,0,0,0,4,0,4,257
ISR,Athletics,0,0,0,101,0,101,43294
ISR,Badminton,0,0,0,5,0,5,1816
ISR,Baseball/Softball,0,0,0,24,0,24,234
ISR,Basketball,0,0,0,12,0,12,5111
ISR,Boxing,0,0,0,5,0,5,6584
ISR,Canoeing,0,0,1,14,1,15,6171
ISR,Cycling,0,0,0,4,0,4,10859
ISR,Cycling Mountain Bike,0,0,0,2,0,2,144
ISR,Cycling Road,0,0,0,4,0,4,493
ISR,Cycling Track,0,0,0,2,0,2,878
ISR,Diving,0,0,0,3,0,3,3193
ISR,Equestrian,0,0,0,13,0,13,835
ISR,Fencing,0,0,0,22,0,22,11558
ISR,Football,0,0,0,51,0,51,7906
ISR,Golf,0,0,0,1,0,1,487
ISR,Gymnastics,0,0,0,90,0,90,26707
ISR,Judo,0,3,16,60,19,79,4876
ISR,Marathon Swimming,0,0,0,2,0,2,89
ISR,Rhythmic Gymnastics,1,5,0,32,6,38,848
ISR,Sailing,2,1,2,63,5,68,7266
ISR,Shooting,0,0,0,66,0,66,12580
ISR,Surfing,0,0,0,2,0,2,88
ISR,Swimming,0,0,0,201,0,201,26416
ISR,Synchronized Swimming,0,0,0,8,0,8,909
ISR,Table Tennis,0,0,0,1,0,1,2480
ISR,Taekwondo,0,0,1,4,1,5,870
ISR,Tennis,0,0,0,20,0,20,3446
ISR,Triathlon,0,0,0,4,0,4,822
ISR,Weightlifting,0,0,0,13,0,13,4256
ISR,Wrestling,0,0,0,17,0,17,7734
ISV,Archery,0,0,0,2,0,2,2846
ISV,Athletics,0,0,0,63,0,63,43294
ISV,Boxing,0,0,0,10,0,10,6584
ISV,Cycling,0,0,0,2,0,2,10859
ISV,Equestrianism,0,0,0,4,0,4,6344
ISV,Fencing,0,0,0,6,0,6,11558
ISV,Sailing,0,1,0,47,1,48,7266
ISV,Shooting,0,0,0,23,0,23,12580
ISV,Swimming,0,0,0,86,0,86,26416
ISV,Weightlifting,0,0,0,1,0,1,4256
ISV,Wrestling,0,0,0,4,0,4,7734
ITA,3x3 Basketball,0,0,0,4,0,4,128
ITA,Archery,4,7,6,94,17,111,2846
ITA,Art Competitions,5,7,2,175,14,189,3578
ITA,Artistic Gymnastics,1,6,1,102,8,110,2297
ITA,Artistic Swimming,0,0,0,21,0,21,257
ITA,Athletics,29,19,37,1125,85,1210,43294
ITA,Badminton,0,0,0,4,0,4,1816
ITA,Baseball,0,0,0,88,0,88,894
ITA,Baseball/Softball,0,0,0,15,0,15,234
ITA,Basketball,0,24,0,172,24,196,5111
ITA,Beach Volleyball,0,2,0,34,2,36,756
ITA,Boxing,15,15,18,139,48,187,6584
ITA,Breaking,0,0,0,1,0,1,33
ITA,Canoe Slalom,1,0,0,9,1,10,256
ITA,Canoe Sprint,0,3,0,7,3,10,756
ITA,Canoeing,8,9,6,157,23,180,6171
ITA,Cycling,70,34,20,323,124,447,10859
ITA,Cycling BMX Racing,0,0,0,3,0,3,115
ITA,Cycling Mountain Bike,0,0,0,8,0,8,144
ITA,Cycling Road,0,0,1,18,1,19,493
ITA,"Cycling Road, Cycling Track",0,0,0,10,0,10,30
ITA,Cycling Track,8,1,5,29,14,43,878
ITA,Diving,3,6,3,107,12,119,3193
ITA,Equestrian,0,0,0,18,0,18,835
ITA,Equestrianism,10,16,20,247,46,293,6344
ITA,Fencing,155,151,81,433,387,820,11558
ITA,Football,14,0,34,192,48,240,7906
ITA,Golf,0,0,0,11,0,11,487
ITA,Gymnastics,68,18,23,1254,109,1363,26707
ITA,Hockey,0,0,0,33,0,33,6264
ITA,Judo,5,4,9,100,18,118,4876
ITA,Karate,1,0,1,3,2,5,81
ITA,Marathon Swimming,0,0,1,4,1,5,89
ITA,"Marathon Swimming, Swimming",0,0,0,5,0,5,52
ITA,Modern Pentathlon,4,4,6,82,14,96,1821
ITA,Rhythmic Gymnastics,0,6,17,38,23,61,848
ITA,Rowing,56,67,74,392,197,589,11625
ITA,Sailing,14,4,13,252,31,283,7266
ITA,Shooting,18,19,12,334,49,383,12580
ITA,Skateboarding,0,0,0,5,0,5,168
ITA,Softball,0,0,0,30,0,30,478
ITA,Sport Climbing,0,0,0,7,0,7,108
ITA,Surfing,0,0,0,2,0,2,88
ITA,Swimming,7,11,30,816,48,864,26416
ITA,Synchronized Swimming,0,0,0,52,0,52,909
ITA,Table Tennis,0,0,0,22,0,22,2480
ITA,Taekwondo,2,1,2,11,5,16,870
ITA,Tennis,2,0,2,131,4,135,3446
ITA,Trampolining,0,0,0,3,0,3,152
ITA,Triathlon,0,0,0,32,0,32,822
ITA,Tug-Of-War,0,0,0,8,0,8,170
ITA,Volleyball,13,36,36,157,85,242,4003
ITA,Water Polo,46,37,37,198,120,318,4418
ITA,Weightlifting,5,6,8,83,19,102,4256
ITA,Wrestling,7,4,11,147,22,169,7734
IVB,Athletics,0,0,0,36,0,36,43294
IVB,Sailing,0,0,0,11,0,11,7266
IVB,Swimming,0,0,0,2,0,2,26416
JAM,Artistic Gymnastics,0,0,0,1,0,1,2297
JAM,Athletics,48,79,56,654,183,837,43294
JAM,Badminton,0,0,0,1,0,1,1816
JAM,Boxing,0,0,0,23,0,23,6584
JAM,Cycling,0,0,1,34,1,35,10859
JAM,Diving,0,0,0,4,0,4,3193
JAM,Equestrianism,0,0,0,2,0,2,6344
JAM,Gymnastics,0,0,0,4,0,4,26707
JAM,Judo,0,0,0,2,0,2,4876
JAM,Sailing,0,0,0,17,0,17,7266
JAM,Shooting,0,0,0,2,0,2,12580
JAM,Swimming,0,0,0,44,0,44,26416
JAM,Table Tennis,0,0,0,6,0,6,2480
JAM,Taekwondo,0,0,0,1,0,1,870
JAM,Triathlon,0,0,0,1,0,1,822
JAM,Weightlifting,0,0,0,5,0,5,4256
JOR,Archery,0,0,0,1,0,1,2846
JOR,Artistic Gymnastics,0,0,0,2,0,2,2297
JOR,Athletics,0,0,0,23,0,23,43294
JOR,Boxing,0,0,0,13,0,13,6584
JOR,Equestrian,0,0,0,1,0,1,835
JOR,Equestrianism,0,0,0,4,0,4,6344
JOR,Fencing,0,0,0,2,0,2,11558
JOR,Judo,0,0,0,2,0,2,4876
JOR,Karate,0,0,1,0,1,1,81
JOR,Shooting,0,0,0,17,0,17,12580
JOR,Swimming,0,0,0,17,0,17,26416
JOR,Table Tennis,0,0,0,6,0,6,2480
JOR,Taekwondo,1,2,0,11,3,14,870
JOR,Triathlon,0,0,0,1,0,1,822
JOR,Wrestling,0,0,0,4,0,4,7734
JPN,3x3 Basketball,0,0,0,8,0,8,128
JPN,Archery,0,3,8,104,11,115,2846
JPN,Art Competitions,0,0,2,127,2,129,3578
JPN,Artistic Gymnastics,9,4,3,118,16,134,2297
JPN,Artistic Swimming,0,0,0,21,0,21,257
JPN,Athletics,8,16,10,885,34,919,43294
JPN,Badminton,2,2,7,88,11,99,1816
JPN,Baseball,0,20,44,48,64,112,894
JPN,Baseball/Softball,39,0,0,0,39,39,234
JPN,Basketball,0,12,0,151,12,163,5111
JPN,Beach Volleyball,0,0,0,24,0,24,756
JPN,Boxing,3,0,5,77,8,85,6584
JPN,Breaking,1,0,0,3,1,4,33
JPN,Canoe Slalom,0,0,0,11,0,11,256
JPN,Canoe Sprint,0,0,0,11,0,11,756
JPN,Canoeing,0,0,1,97,1,98,6171
JPN,Cycling,0,3,3,164,6,170,10859
JPN,Cycling BMX Freestyle,0,0,0,3,0,3,42
JPN,Cycling BMX Racing,0,0,0,4,0,4,115
JPN,Cycling Mountain Bike,0,0,0,3,0,3,144
JPN,Cycling Road,0,0,0,7,0,7,493
JPN,Cycling Track,0,1,0,45,1,46,878
JPN,Diving,0,1,0,110,1,111,3193
JPN,Equestrian,0,0,4,34,4,38,835
JPN,Equestrianism,1,0,0,198,1,199,6344
JPN,Fencing,9,9,8,209,26,235,11558
JPN,Football,0,18,16,273,34,307,7906
JPN,Golf,0,1,1,10,2,12,487
JPN,Gymnastics,65,47,54,1050,166,1216,26707
JPN,Handball,0,0,0,111,0,111,4419
JPN,Hockey,0,11,0,166,11,177,6264
JPN,Judo,51,47,30,55,128,183,4876
JPN,Karate,1,1,1,5,3,8,81
JPN,Marathon Swimming,0,0,0,4,0,4,89
JPN,Modern Pentathlon,0,1,0,50,1,51,1821
JPN,Rhythmic Gymnastics,0,0,0,40,0,40,848
JPN,Rowing,0,0,0,188,0,188,11625
JPN,Rugby Sevens,0,0,0,77,0,77,928
JPN,Sailing,0,4,2,132,6,138,7266
JPN,Shooting,1,2,3,216,6,222,12580
JPN,Skateboarding,5,3,1,11,9,20,168
JPN,Softball,15,15,14,15,44,59,478
JPN,Sport Climbing,0,2,1,5,3,8,108
JPN,Surfing,0,1,1,6,2,8,88
JPN,Swimming,30,41,56,839,127,966,26416
JPN,Synchronized Swimming,0,22,30,26,52,78,909
JPN,Table Tennis,2,12,9,99,23,122,2480
JPN,Taekwondo,0,0,1,10,1,11,870
JPN,Tennis,0,3,1,88,4,92,3446
JPN,Trampoline Gymnastics,0,0,0,6,0,6,64
JPN,Trampolining,0,0,0,12,0,12,152
JPN,Triathlon,0,0,0,36,0,36,822
JPN,Volleyball,36,32,33,181,101,282,4003
JPN,Water Polo,0,0,0,115,0,115,4418
JPN,Weightlifting,2,3,10,106,15,121,4256
JPN,Wrestling,45,22,20,176,87,263,7734
KAZ,Archery,0,0,0,39,0,39,2846
KAZ,Artistic Gymnastics,0,1,0,16,1,17,2297
KAZ,Artistic Swimming,0,0,0,2,0,2,257
KAZ,Athletics,2,0,2,152,4,156,43294
KAZ,Badminton,0,0,0,1,0,1,1816
KAZ,Boxing,7,8,11,49,26,75,6584
KAZ,Breaking,0,0,0,1,0,1,33
KAZ,Canoe Slalom,0,0,0,2,0,2,256
KAZ,Canoe Sprint,0,0,0,17,0,17,756
KAZ,Canoeing,0,0,0,68,0,68,6171
KAZ,Cycling,1,1,0,39,2,41,10859
KAZ,Cycling Road,0,0,0,7,0,7,493
KAZ,Cycling Track,0,0,0,5,0,5,878
KAZ,Diving,0,0,0,13,0,13,3193
KAZ,Fencing,0,0,0,19,0,19,11558
KAZ,Gymnastics,0,0,0,45,0,45,26707
KAZ,Handball,0,0,0,14,0,14,4419
KAZ,Judo,1,2,3,65,6,71,4876
KAZ,Karate,0,0,2,3,2,5,81
KAZ,Marathon Swimming,0,0,0,1,0,1,89
KAZ,Modern Pentathlon,1,0,0,13,1,14,1821
KAZ,Rhythmic Gymnastics,0,0,0,6,0,6,848
KAZ,Rowing,0,0,0,10,0,10,11625
KAZ,Shooting,0,2,3,75,5,80,12580
KAZ,Sport Climbing,0,0,0,2,0,2,108
KAZ,Swimming,1,0,0,73,1,74,26416
KAZ,Synchronized Swimming,0,0,0,10,0,10,909
KAZ,Table Tennis,0,0,0,5,0,5,2480
KAZ,Taekwondo,0,0,1,12,1,13,870
KAZ,Tennis,0,0,0,24,0,24,3446
KAZ,Trampoline Gymnastics,0,0,0,1,0,1,64
KAZ,Trampolining,0,0,0,1,0,1,152
KAZ,Triathlon,0,0,0,7,0,7,822
KAZ,Volleyball,0,0,0,12,0,12,4003
KAZ,Water Polo,0,0,0,74,0,74,4418
KAZ,Weightlifting,6,5,7,24,18,42,4256
KAZ,Wrestling,1,6,12,77,19,96,7734
KEN,Archery,0,0,0,4,0,4,2846
KEN,Athletics,41,46,33,435,120,555,43294
KEN,Beach Volleyball,0,0,0,2,0,2,756
KEN,Boxing,1,1,5,59,7,66,6584
KEN,Cycling,0,0,0,1,0,1,10859
KEN,Fencing,0,0,0,1,0,1,11558
KEN,Hockey,0,0,0,110,0,110,6264
KEN,Judo,0,0,0,9,0,9,4876
KEN,Rowing,0,0,0,2,0,2,11625
KEN,Rugby Sevens,0,0,0,63,0,63,928
KEN,Sailing,0,0,0,4,0,4,7266
KEN,Shooting,0,0,0,32,0,32,12580
KEN,Swimming,0,0,0,17,0,17,26416
KEN,Taekwondo,0,0,0,3,0,3,870
KEN,Volleyball,0,0,0,49,0,49,4003
KEN,Weightlifting,0,0,0,9,0,9,4256
KEN,Wrestling,0,0,0,7,0,7,7734
KGZ,Athletics,0,0,0,36,0,36,43294
KGZ,Boxing,0,1,0,12,1,13,6584
KGZ,Canoeing,0,0,0,4,0,4,6171
KGZ,Cycling,0,0,0,5,0,5,10859
KGZ,Fencing,0,0,0,3,0,3,11558
KGZ,Judo,0,0,1,16,1,17,4876
KGZ,Modern Pentathlon,0,0,0,3,0,3,1821
KGZ,Sailing,0,0,0,1,0,1,7266
KGZ,Shooting,0,0,0,19,0,19,12580
KGZ,Swimming,0,0,0,82,0,82,26416
KGZ,Taekwondo,0,0,0,2,0,2,870
KGZ,Weightlifting,0,0,0,8,0,8,4256
KGZ,Wrestling,0,4,6,43,10,53,7734
KIR,Athletics,0,0,0,9,0,9,43294
KIR,Judo,0,0,0,2,0,2,4876
KIR,Weightlifting,0,0,0,6,0,6,4256
KOR,Archery,68,12,10,40,90,130,2846
KOR,Artistic Gymnastics,1,0,1,84,2,86,2297
KOR,Artistic Swimming,0,0,0,2,0,2,257
KOR,Athletics,1,1,0,251,2,253,43294
KOR,Badminton,12,14,14,96,40,136,1816
KOR,Baseball,24,0,24,20,48,68,894
KOR,Baseball/Softball,0,0,0,24,0,24,234
KOR,Basketball,0,11,0,135,11,146,5111
KOR,Boxing,3,7,11,93,21,114,6584
KOR,Breaking,0,0,0,1,0,1,33
KOR,Canoe Sprint,0,0,0,1,0,1,756
KOR,Canoeing,0,0,0,48,0,48,6171
KOR,Cycling,0,0,0,113,0,113,10859
KOR,Cycling Road,0,0,0,3,0,3,493
KOR,Cycling Track,0,0,0,2,0,2,878
KOR,Diving,0,0,0,41,0,41,3193
KOR,Equestrian,0,0,0,2,0,2,835
KOR,Equestrianism,0,0,0,54,0,54,6344
KOR,Fencing,16,13,17,205,46,251,11558
KOR,Football,0,0,18,160,18,178,7906
KOR,Golf,1,0,0,16,1,17,487
KOR,Gymnastics,1,4,4,503,9,512,26707
KOR,Handball,25,57,14,164,96,260,4419
KOR,Hockey,0,48,0,177,48,225,6264
KOR,Judo,11,19,31,106,61,167,4876
KOR,Karate,0,0,0,1,0,1,81
