NOC,Sport,Gold_Medals,Silver_Medals,Bronze_Medals,No_Medals,Total_Medals,Country_Event_Participation,Event_Total_Participation,Parti_to_Gold,Parti_to_Silver,Parti_to_Bronze,Parti_to_Medal,Partipate_Rate,,Score,Rank
SCG,Shooting,1,2,1,28,4,32,12580,0.03125,0.0625,0.03125,0.125,0.00254372,,0.123750056,4
SCG,Swimming,0,0,0,28,0,28,26416,0,0,0,0,0.001059964,,0.037005737,6
SCG,Table Tennis,0,0,0,13,0,13,2480,0,0,0,0,0.005241935,,0.011433404,10
SCG,Tennis,0,0,0,3,0,3,3446,0,0,0,0,0.000870575,,0.002232982,17
SCG,Volleyball,11,0,12,12,23,35,4003,0.314285714,0,0.342857143,0.657142857,0.008743442,,0.688716157,1
SCG,Water Polo,0,12,13,13,25,38,4418,0,0.315789474,0.342105263,0.657894737,0.008601177,,0.472897273,2
SCG,Weightlifting,0,0,0,1,0,1,4256,0,0,0,0,0.000234962,,0.002087826,18
SCG,Wrestling,0,0,0,3,0,3,7734,0,0,0,0,0.000387898,,0.006442356,14
SEN,Athletics,0,1,0,165,1,166,43294,0,0.006024096,0,0.006024096,0.00383425,,0,8
SEN,Basketball,0,0,0,60,0,60,5111,0,0,0,0,0.011739386,,0,8
SEN,Boxing,0,0,0,6,0,6,6584,0,0,0,0,0.0009113,,0,8
SEN,Canoe Slalom,0,0,0,4,0,4,256,0,0,0,0,0.015625,,0,8
SEN,Canoe Sprint,0,0,0,1,0,1,756,0,0,0,0,0.001322751,,0,8
SEN,Canoeing,0,0,0,6,0,6,6171,0,0,0,0,0.00097229,,0,8
SEN,Fencing,0,0,0,8,0,8,11558,0,0,0,0,0.000692161,,0,8
SEN,Football,0,0,0,17,0,17,7906,0,0,0,0,0.002150266,,0,8
SEN,Judo,0,0,0,49,0,49,4876,0,0,0,0,0.010049221,,0,8
SEN,Sailing,0,0,0,1,0,1,7266,0,0,0,0,0.000137627,,0,8
SEN,Shooting,0,0,0,3,0,3,12580,0,0,0,0,0.000238474,,0,8
SEN,Swimming,0,0,0,28,0,28,26416,0,0,0,0,0.001059964,,0,8
SEN,Table Tennis,0,0,0,3,0,3,2480,0,0,0,0,0.001209677,,0,8
SEN,Taekwondo,0,0,0,4,0,4,870,0,0,0,0,0.004597701,,0,8
SEN,Wrestling,0,0,0,41,0,41,7734,0,0,0,0,0.005301267,,0,8
SEY,Athletics,0,0,0,49,0,49,43294,0,0,0,0,0.001131797,,0,4
SEY,Badminton,0,0,0,2,0,2,1816,0,0,0,0,0.001101322,,0,4
SEY,Boxing,0,0,0,14,0,14,6584,0,0,0,0,0.002126367,,0,4
SEY,Canoeing,0,0,0,4,0,4,6171,0,0,0,0,0.000648193,,0,4
SEY,Judo,0,0,0,5,0,5,4876,0,0,0,0,0.001025431,,0,4
SEY,Sailing,0,0,0,12,0,12,7266,0,0,0,0,0.001651528,,0,4
SEY,Swimming,0,0,0,29,0,29,26416,0,0,0,0,0.00109782,,0,4
SEY,Weightlifting,0,0,0,5,0,5,4256,0,0,0,0,0.001174812,,0,4
SGP,Artistic Gymnastics,0,0,0,2,0,2,2297,0,0,0,0,0.000870701,,0.002857989,18
SGP,Athletics,0,0,0,32,0,32,43294,0,0,0,0,0.000739132,,0.055760249,5
SGP,Badminton,0,0,0,27,0,27,1816,0,0,0,0,0.014867841,,0.019015637,8
SGP,Basketball,0,0,0,10,0,10,5111,0,0,0,0,0.001956564,,0.009087044,12
SGP,Boxing,0,0,0,1,0,1,6584,0,0,0,0,0.000151883,,0.008081299,14
SGP,Canoe Sprint,0,0,0,1,0,1,756,0,0,0,0,0.001322751,,0.000835663,20
SGP,Canoeing,0,0,0,2,0,2,6171,0,0,0,0,0.000324097,,0.007607021,15
SGP,Diving,0,0,0,2,0,2,3193,0,0,0,0,0.00062637,,0.003947069,17
SGP,Equestrian,0,0,0,2,0,2,835,0,0,0,0,0.00239521,,0.001190958,19
SGP,Fencing,0,0,0,8,0,8,11558,0,0,0,0,0.000692161,,0.015072073,9
SGP,Golf,0,0,0,1,0,1,487,0,0,0,0,0.002053388,,0.0004988,21
SGP,Gymnastics,0,0,0,4,0,4,26707,0,0,0,0,0.000149773,,0.032413679,6
SGP,Hockey,0,0,0,17,0,17,6264,0,0,0,0,0.002713921,,0.013963089,11
SGP,Judo,0,0,0,2,0,2,4876,0,0,0,0,0.000410172,,0.006013579,16
SGP,Marathon Swimming,0,0,0,1,0,1,89,0,0,0,0,0.011235955,,0,22
SGP,Rowing,0,0,0,3,0,3,11625,0,0,0,0,0.000258065,,0.014343575,10
SGP,Sailing,0,0,1,44,1,45,7266,0,0,0.022222222,0.022222222,0.006193229,,0.138316153,4
SGP,Shooting,0,0,0,19,0,19,12580,0,0,0,0,0.001510334,,0.020181117,7
SGP,Swimming,1,0,0,161,1,162,26416,0.00617284,0,0,0.00617284,0.006132647,,0.456552722,2
SGP,Table Tennis,0,3,4,42,7,49,2480,0,0.06122449,0.081632653,0.142857143,0.019758065,,0.539827364,1
SGP,Water Polo,0,0,0,10,0,10,4418,0,0,0,0,0.002263468,,0.008522057,13
SGP,Weightlifting,0,1,0,10,1,11,4256,0,0.090909091,0,0.090909091,0.002584586,,0.282974514,3
SKN,Athletics,0,0,0,46,0,46,43294,0,0,0,0,0.001062503,,0,1
SKN,Swimming,0,0,0,1,0,1,26416,0,0,0,0,3.79E-05,,0,1
SLE,Athletics,0,0,0,101,0,101,43294,0,0,0,0,0.002332887,,0,3
SLE,Boxing,0,0,0,9,0,9,6584,0,0,0,0,0.00136695,,0,3
SLE,Cycling,0,0,0,1,0,1,10859,0,0,0,0,9.21E-05,,0,3
SLE,Judo,0,0,0,2,0,2,4876,0,0,0,0,0.000410172,,0,3
SLE,Swimming,0,0,0,7,0,7,26416,0,0,0,0,0.000264991,,0,3
SLE,Weightlifting,0,0,0,2,0,2,4256,0,0,0,0,0.000469925,,0,3
SLO,Archery,0,0,0,14,0,14,2846,0,0,0,0,0.004919185,,0.013606391,17
SLO,Artistic Gymnastics,0,0,0,6,0,6,2297,0,0,0,0,0.002612103,,0.008480508,19
SLO,Athletics,1,2,1,109,4,113,43294,0.008849558,0.017699115,0.008849558,0.03539823,0.002610061,,0.261443486,5
SLO,Badminton,0,0,0,3,0,3,1816,0,0,0,0,0.001651982,,0.006136651,20
SLO,Basketball,0,0,0,12,0,12,5111,0,0,0,0,0.002347877,,0.018993628,14
SLO,Canoe Slalom,1,0,0,11,1,12,256,0.083333333,0,0,0.083333333,0.046875,,0.136454073,10
SLO,Canoe Sprint,0,0,0,4,0,4,756,0,0,0,0,0.005291005,,0.003242145,22
SLO,Canoeing,0,2,0,34,2,36,6171,0,0.055555556,0,0.055555556,0.005833738,,0.256427197,6
SLO,Cycling,0,0,0,36,0,36,10859,0,0,0,0,0.003315222,,0.044133543,13
SLO,Cycling Mountain Bike,0,0,0,2,0,2,144,0,0,0,0,0.013888889,,0.000785909,26
SLO,Cycling Road,1,0,1,13,2,15,493,0.066666667,0,0.066666667,0.133333333,0.030425963,,0.208315373,8
SLO,Golf,0,0,0,3,0,3,487,0,0,0,0,0.006160164,,0.002052242,25
SLO,Gymnastics,0,0,0,24,0,24,26707,0,0,0,0,0.000898641,,0.086603168,11
SLO,Handball,0,0,0,79,0,79,4419,0,0,0,0,0.017877348,,0.058136629,12
SLO,Judo,3,1,3,29,7,36,4876,0.083333333,0.027777778,0.083333333,0.194444444,0.007383101,,0.41887046,3
SLO,Marathon Swimming,0,0,0,1,0,1,89,0,0,0,0,0.011235955,,0,27
SLO,Rhythmic Gymnastics,0,0,0,2,0,2,848,0,0,0,0,0.002358491,,0.002729004,23
SLO,Rowing,2,2,8,32,12,44,11625,0.045454545,0.045454545,0.181818182,0.272727273,0.003784946,,0.611416827,1
SLO,Sailing,0,3,1,38,4,42,7266,0,0.071428571,0.023809524,0.095238095,0.005780347,,0.346874714,4
SLO,Shooting,1,0,2,24,3,27,12580,0.037037037,0,0.074074074,0.111111111,0.002146264,,0.233380677,7
SLO,Sport Climbing,2,0,0,3,2,5,108,0.4,0,0,0.4,0.046296296,,0.4208229,2
SLO,Swimming,0,1,0,116,1,117,26416,0,0.008547009,0,0.008547009,0.004429134,,0.145868707,9
SLO,Table Tennis,0,0,0,14,0,14,2480,0,0,0,0,0.005645161,,0.012778763,18
SLO,Taekwondo,0,0,0,6,0,6,870,0,0,0,0,0.006896552,,0.0046573,21
SLO,Tennis,0,0,0,20,0,20,3446,0,0,0,0,0.005803831,,0.018290988,15
SLO,Triathlon,0,0,0,2,0,2,822,0,0,0,0,0.00243309,,0.002643108,24
SLO,Volleyball,0,0,0,13,0,13,4003,0,0,0,0,0.003247564,,0.016129661,16
SMR,Archery,0,0,0,4,0,4,2846,0,0,0,0,0.001405481,,0,6
SMR,Athletics,0,0,0,21,0,21,43294,0,0,0,0,0.000485056,,0,6
SMR,Cycling,0,0,0,16,0,16,10859,0,0,0,0,0.001473432,,0,6
SMR,Gymnastics,0,0,0,7,0,7,26707,0,0,0,0,0.000262104,,0,6
SMR,Judo,0,0,0,10,0,10,4876,0,0,0,0,0.002050861,,0,6
SMR,Sailing,0,0,0,3,0,3,7266,0,0,0,0,0.000412882,,0,6
SMR,Shooting,0,2,1,57,3,60,12580,0,0.033333333,0.016666667,0.05,0.004769475,,0,6
SMR,Swimming,0,0,0,29,0,29,26416,0,0,0,0,0.00109782,,0,6
SMR,Tennis,0,0,0,2,0,2,3446,0,0,0,0,0.000580383,,0,6
SMR,Weightlifting,0,0,0,2,0,2,4256,0,0,0,0,0.000469925,,0,6
SMR,Wrestling,0,0,1,2,1,3,7734,0,0,0.333333333,0.333333333,0.000387898,,0,6
SOL,Archery,0,0,0,1,0,1,2846,0,0,0,0,0.00035137,,0,3
SOL,Athletics,0,0,0,19,0,19,43294,0,0,0,0,0.00043886,,0,3
SOL,Boxing,0,0,0,1,0,1,6584,0,0,0,0,0.000151883,,0,3
SOL,Judo,0,0,0,1,0,1,4876,0,0,0,0,0.000205086,,0,3
SOL,Swimming,0,0,0,2,0,2,26416,0,0,0,0,7.57E-05,,0,3
SOL,Weightlifting,0,0,0,8,0,8,4256,0,0,0,0,0.001879699,,0,3
SOM,Athletics,0,0,0,34,0,34,43294,0,0,0,0,0.000785328,,0,1
SOM,Boxing,0,0,0,1,0,1,6584,0,0,0,0,0.000151883,,0,1
SRB,3x3 Basketball,0,0,4,4,4,8,128,0,0,0.5,0.5,0.0625,,0.204961095,6
SRB,Athletics,0,0,1,49,1,50,43294,0,0,0.02,0.02,0.001154894,,0.107430435,7
SRB,Basketball,0,12,24,24,36,60,5111,0,0.2,0.4,0.6,0.011739386,,0.411805454,2
SRB,Boxing,0,0,0,5,0,5,6584,0,0,0,0,0.000759417,,0.01706816,16
SRB,Canoe Sprint,0,0,0,18,0,18,756,0,0,0,0,0.023809524,,0.009938405,19
SRB,Canoeing,0,2,0,29,2,31,6171,0,0.064516129,0,0.064516129,0.005023497,,0.095028481,9
SRB,Cycling,0,0,0,6,0,6,10859,0,0,0,0,0.000552537,,0.027898099,14
SRB,Cycling Road,0,0,0,2,0,2,493,0,0,0,0,0.004056795,,0.001232015,21
SRB,Football,0,0,0,15,0,15,7906,0,0,0,0,0.001897293,,0.021779626,15
SRB,Handball,0,0,0,15,0,15,4419,0,0,0,0,0.003394433,,0.013876044,18
SRB,Judo,0,0,0,19,0,19,4876,0,0,0,0,0.003896637,,0.016184846,17
SRB,Karate,1,0,0,0,1,1,81,1,0,0,1,0.012345679,,0.337268262,3
SRB,Rowing,0,0,0,19,0,19,11625,0,0,0,0,0.001634409,,0.031331094,13
SRB,Shooting,2,2,2,64,6,70,12580,0.028571429,0.028571429,0.028571429,0.085714286,0.005564388,,0.095202581,8
SRB,Swimming,0,1,0,54,1,55,26416,0,0.018181818,0,0.018181818,0.002082071,,0.079048494,10
SRB,Table Tennis,0,0,0,10,0,10,2480,0,0,0,0,0.004032258,,0.008154053,20
SRB,Taekwondo,2,2,1,5,5,10,870,0.2,0.2,0.1,0.5,0.011494253,,0.252862479,5
SRB,Tennis,1,0,1,32,2,34,3446,0.029411765,0,0.029411765,0.058823529,0.009866512,,0.036186226,12
SRB,Volleyball,0,12,12,73,24,97,4003,0,0.12371134,0.12371134,0.24742268,0.024231826,,0.321613766,4
SRB,Water Polo,39,0,26,0,65,65,4418,0.6,0,0.4,1,0.01471254,,0.651102698,1
SRB,Wrestling,1,0,1,13,2,15,7734,0.066666667,0,0.066666667,0.133333333,0.001939488,,0.054740614,11
SRI,Artistic Gymnastics,0,0,0,5,0,5,2297,0,0,0,0,0.002176752,,0,7
SRI,Athletics,0,2,0,70,2,72,43294,0,0.027777778,0,0.027777778,0.001663048,,0,7
SRI,Badminton,0,0,0,7,0,7,1816,0,0,0,0,0.003854626,,0,7
SRI,Boxing,0,0,0,14,0,14,6584,0,0,0,0,0.002126367,,0,7
SRI,Cycling,0,0,0,1,0,1,10859,0,0,0,0,9.21E-05,,0,7
SRI,Diving,0,0,0,2,0,2,3193,0,0,0,0,0.00062637,,0,7
SRI,Equestrian,0,0,0,1,0,1,835,0,0,0,0,0.001197605,,0,7
SRI,Judo,0,0,0,2,0,2,4876,0,0,0,0,0.000410172,,0,7
SRI,Sailing,0,0,0,4,0,4,7266,0,0,0,0,0.000550509,,0,7
SRI,Shooting,0,0,0,23,0,23,12580,0,0,0,0,0.001828299,,0,7
SRI,Swimming,0,0,0,29,0,29,26416,0,0,0,0,0.00109782,,0,7
SRI,Weightlifting,0,0,0,4,0,4,4256,0,0,0,0,0.00093985,,0,7
SRI,Wrestling,0,0,0,1,0,1,7734,0,0,0,0,0.000129299,,0,7
SSD,Athletics,0,0,0,7,0,7,43294,0,0,0,0,0.000161685,,0,1
SSD,Basketball,0,0,0,12,0,12,5111,0,0,0,0,0.002347877,,0,1
STP,Athletics,0,0,0,14,0,14,43294,0,0,0,0,0.00032337,,0,2
STP,Canoe Sprint,0,0,0,5,0,5,756,0,0,0,0,0.006613757,,0,2
STP,Canoeing,0,0,0,3,0,3,6171,0,0,0,0,0.000486145,,0,2
STP,Judo,0,0,0,1,0,1,4876,0,0,0,0,0.000205086,,0,2
SUD,Athletics,0,1,0,54,1,55,43294,0,0.018181818,0,0.018181818,0.001270384,,0,5
SUD,Boxing,0,0,0,20,0,20,6584,0,0,0,0,0.003037667,,0,5
SUD,Football,0,0,0,14,0,14,7906,0,0,0,0,0.001770807,,0,5
SUD,Judo,0,0,0,4,0,4,4876,0,0,0,0,0.000820345,,0,5
SUD,Rowing,0,0,0,2,0,2,11625,0,0,0,0,0.000172043,,0,5
SUD,Shooting,0,0,0,6,0,6,12580,0,0,0,0,0.000476948,,0,5
SUD,Swimming,0,0,0,10,0,10,26416,0,0,0,0,0.000378558,,0,5
SUD,Table Tennis,0,0,0,1,0,1,2480,0,0,0,0,0.000403226,,0,5
SUD,Weightlifting,0,0,0,4,0,4,4256,0,0,0,0,0.00093985,,0,5
SUI,Aeronautics,1,0,0,0,1,1,1,1,0,0,1,1,,0.420962833,4
SUI,Alpinism,2,0,0,0,2,2,4,1,0,0,1,0.5,,0.423156881,3
SUI,Archery,0,0,0,16,0,16,2846,0,0,0,0,0.005621926,,0.012279916,34
SUI,Art Competitions,3,5,1,149,9,158,3578,0.018987342,0.03164557,0.006329114,0.056962025,0.044158748,,0.081379976,21
SUI,Artistic Gymnastics,0,0,0,86,0,86,2297,0,0,0,0,0.037440139,,0.022608675,29
SUI,Athletics,0,6,2,493,8,501,43294,0,0.011976048,0.003992016,0.015968064,0.011572042,,0.194102912,11
SUI,Badminton,0,0,0,15,0,15,1816,0,0,0,0,0.008259912,,0.008247674,36
SUI,Basketball,0,0,0,36,0,36,5111,0,0,0,0,0.007043631,,0.022540714,30
SUI,Beach Volleyball,0,0,6,28,6,34,756,0,0,0.176470588,0.176470588,0.044973545,,0.141150187,14
SUI,Boxing,0,0,0,38,0,38,6584,0,0,0,0,0.005771567,,0.028226742,28
SUI,Canoe Slalom,0,0,0,9,0,9,256,0,0,0,0,0.03515625,,0.002232665,42
SUI,Canoeing,0,4,0,78,4,82,6171,0,0.048780488,0,0.048780488,0.01328796,,0.063871307,23
SUI,Cycling,5,15,6,264,26,290,10859,0.017241379,0.051724138,0.020689655,0.089655172,0.026705958,,0.182302121,12
SUI,Cycling BMX Freestyle,0,0,1,1,1,2,42,0,0,0.5,0.5,0.047619048,,0.306415201,6
SUI,Cycling BMX Racing,0,0,1,8,1,9,115,0,0,0.111111111,0.111111111,0.07826087,,0.084707105,20
SUI,Cycling Mountain Bike,1,2,1,6,4,10,144,0.1,0.2,0.1,0.4,0.069444444,,0.209358441,10
SUI,Cycling Road,0,1,0,15,1,16,493,0,0.0625,0,0.0625,0.032454361,,0.05877617,25
SUI,Cycling Track,0,0,0,16,0,16,878,0,0,0,0,0.018223235,,0.005170496,38
SUI,Diving,0,0,0,23,0,23,3193,0,0,0,0,0.007203257,,0.014185158,32
SUI,Equestrian,0,1,0,33,1,34,835,0,0.029411765,0,0.029411765,0.040718563,,0.030304111,27
SUI,Equestrianism,5,30,15,226,50,276,6344,0.018115942,0.108695652,0.054347826,0.18115942,0.043505675,,0.302229061,7
SUI,Fencing,1,10,12,224,23,247,11558,0.004048583,0.04048583,0.048582996,0.093117409,0.021370479,,0.169398428,13
SUI,Figure Skating,0,0,0,1,0,1,54,0,0,0,0,0.018518519,,0.000220436,47
SUI,Football,0,15,0,28,15,43,7906,0,0.348837209,0,0.348837209,0.005438907,,0.289741588,8
SUI,Golf,0,0,0,7,0,7,487,0,0,0,0,0.014373717,,0.002498924,41
SUI,Gymnastics,23,40,21,779,84,863,26707,0.026651217,0.046349942,0.02433372,0.097334878,0.032313626,,0.448733167,1
SUI,Handball,0,0,17,42,17,59,4419,0,0,0.288135593,0.288135593,0.013351437,,0.24508032,9
SUI,Hockey,0,0,0,72,0,72,6264,0,0,0,0,0.011494253,,0.03065162,26
SUI,Ice Hockey,0,0,0,8,0,8,60,0,0,0,0,0.133333333,,0.001737701,43
SUI,Judo,1,1,2,35,4,39,4876,0.025641026,0.025641026,0.051282051,0.102564103,0.007998359,,0.063101662,24
SUI,Karate,0,0,0,1,0,1,81,0,0,0,0,0.012345679,,0.000332702,46
SUI,Modern Pentathlon,0,0,0,45,0,45,1821,0,0,0,0,0.024711697,,0.013086205,33
SUI,Rhythmic Gymnastics,0,0,0,2,0,2,848,0,0,0,0,0.002358491,,0.003521988,40
SUI,Rowing,24,27,26,202,77,279,11625,0.086021505,0.096774194,0.093189964,0.275985663,0.024,,0.440451235,2
SUI,Sailing,3,6,3,161,12,173,7266,0.01734104,0.034682081,0.01734104,0.069364162,0.023809524,,0.098714879,18
SUI,Shooting,24,9,24,249,57,306,12580,0.078431373,0.029411765,0.078431373,0.18627451,0.024324324,,0.378900395,5
SUI,Sport Climbing,0,0,0,2,0,2,108,0,0,0,0,0.018518519,,0.000508418,45
SUI,Swimming,0,0,4,290,4,294,26416,0,0,0.013605442,0.013605442,0.011129618,,0.125753127,16
SUI,Synchronized Swimming,0,0,0,25,0,25,909,0,0,0,0,0.02750275,,0.006975096,37
SUI,Table Tennis,0,0,0,2,0,2,2480,0,0,0,0,0.000806452,,0.010228852,35
SUI,Taekwondo,0,0,0,1,0,1,870,0,0,0,0,0.001149425,,0.003604259,39
SUI,Tennis,4,5,0,53,9,62,3446,0.064516129,0.080645161,0,0.14516129,0.017991875,,0.113864046,17
SUI,Trampolining,0,0,0,2,0,2,152,0,0,0,0,0.013157895,,0.000674288,44
SUI,Triathlon,2,2,2,33,6,39,822,0.051282051,0.051282051,0.051282051,0.153846154,0.047445255,,0.08597253,19
SUI,Water Polo,0,0,0,36,0,36,4418,0,0,0,0,0.008148483,,0.019986103,31
SUI,Weightlifting,0,2,2,36,4,40,4256,0,0.05,0.05,0.1,0.009398496,,0.070996857,22
SUI,Wrestling,4,4,7,100,15,115,7734,0.034782609,0.034782609,0.060869565,0.130434783,0.014869408,,0.126290183,15
SUR,Athletics,0,0,0,30,0,30,43294,0,0,0,0,0.000692937,,0,3
SUR,Badminton,0,0,0,5,0,5,1816,0,0,0,0,0.002753304,,0,3
SUR,Cycling,0,0,0,3,0,3,10859,0,0,0,0,0.000276269,,0,3
SUR,Cycling Track,0,0,0,4,0,4,878,0,0,0,0,0.004555809,,0,3
SUR,Judo,0,0,0,5,0,5,4876,0,0,0,0,0.001025431,,0,3
SUR,Swimming,1,0,1,31,2,33,26416,0.03030303,0,0.03030303,0.060606061,0.001249243,,0,3
SVK,Archery,0,0,0,4,0,4,2846,0,0,0,0,0.001405481,,0.004729786,21
SVK,Artistic Gymnastics,0,0,0,5,0,5,2297,0,0,0,0,0.002176752,,0.004185306,22
SVK,Athletics,1,0,0,111,1,112,43294,0.008928571,0,0,0.008928571,0.002586964,,0.101499789,5
SVK,Badminton,0,0,0,3,0,3,1816,0,0,0,0,0.001651982,,0.002957319,24
SVK,Basketball,0,0,0,12,0,12,5111,0,0,0,0,0.002347877,,0.010193851,17
SVK,Boxing,0,0,0,4,0,4,6584,0,0,0,0,0.000607533,,0.010613105,16
SVK,Canoe Slalom,0,1,1,10,2,12,256,0,0.083333333,0.083333333,0.166666667,0.046875,,0.083759889,6
SVK,Canoe Sprint,0,0,4,3,4,7,756,0,0,0.571428571,0.571428571,0.009259259,,0.317482159,3
SVK,Canoeing,12,12,8,74,32,106,6171,0.113207547,0.113207547,0.075471698,0.301886792,0.017177119,,0.634378851,1
SVK,Cycling,0,0,0,45,0,45,10859,0,0,0,0,0.004144028,,0.029806014,11
SVK,Cycling Road,0,0,0,6,0,6,493,0,0,0,0,0.012170385,,0.002897129,25
SVK,Football,0,0,0,18,0,18,7906,0,0,0,0,0.002276752,,0.015788488,14
SVK,Golf,0,1,0,0,1,1,487,0,1,0,1,0.002053388,,0.326929581,2
SVK,Gymnastics,0,0,0,28,0,28,26707,0,0,0,0,0.001048414,,0.044393989,10
SVK,Judo,0,1,0,7,1,8,4876,0,0.125,0,0.125,0.001640689,,0.060204381,8
SVK,Rowing,0,0,0,5,0,5,11625,0,0,0,0,0.000430108,,0.018680262,13
SVK,Sailing,0,0,0,8,0,8,7266,0,0,0,0,0.001101018,,0.012225707,15
SVK,Shooting,1,2,3,57,6,63,12580,0.015873016,0.031746032,0.047619048,0.095238095,0.005007949,,0.153854784,4
SVK,Skateboarding,0,0,0,1,0,1,168,0,0,0,0,0.005952381,,2.63E-05,27
SVK,Swimming,0,2,0,44,2,46,26416,0,0.043478261,0,0.043478261,0.001741369,,0.07570305,7
SVK,Synchronized Swimming,0,0,0,6,0,6,909,0,0,0,0,0.00660066,,0.003101585,23
SVK,Table Tennis,0,0,0,10,0,10,2480,0,0,0,0,0.004032258,,0.006365102,20
SVK,Tennis,0,0,0,51,0,51,3446,0,0,0,0,0.014799768,,0.028243473,12
SVK,Trampolining,0,0,0,1,0,1,152,0,0,0,0,0.006578947,,0,28
SVK,Triathlon,0,0,0,3,0,3,822,0,0,0,0,0.003649635,,0.001583488,26
SVK,Water Polo,0,0,0,13,0,13,4418,0,0,0,0,0.002942508,,0.009713564,18
SVK,Weightlifting,0,0,0,10,0,10,4256,0,0,0,0,0.002349624,,0.008414608,19
SVK,Wrestling,0,0,1,14,1,15,7734,0,0,0.066666667,0.066666667,0.001939488,,0.056818964,9
SWE,Archery,0,2,0,67,2,69,2846,0,0.028985507,0,0.028985507,0.024244554,,0.034011994,30
SWE,Art Competitions,2,0,2,103,4,107,3578,0.018691589,0,0.018691589,0.037383178,0.029904975,,0.044228496,28
SWE,Artistic Gymnastics,0,0,0,8,0,8,2297,0,0,0,0,0.003482804,,0.013096498,34
SWE,Athletics,35,36,61,919,132,1051,43294,0.033301618,0.034253092,0.058039962,0.125594672,0.024275881,,0.478092944,1
SWE,Badminton,0,0,0,36,0,36,1816,0,0,0,0,0.019823789,,0.013351936,33
SWE,Basketball,0,0,0,12,0,12,5111,0,0,0,0,0.002347877,,0.029025919,31
SWE,Beach Volleyball,2,0,0,6,2,8,756,0.25,0,0,0.25,0.010582011,,0.209448064,16
SWE,Boxing,0,5,6,70,11,81,6584,0,0.061728395,0.074074074,0.135802469,0.012302552,,0.098714642,22
SWE,Canoe Slalom,0,0,0,3,0,3,256,0,0,0,0,0.01171875,,0.001289031,41
SWE,Canoe Sprint,0,0,0,8,0,8,756,0,0,0,0,0.010582011,,0.004448392,38
SWE,Canoeing,23,23,11,172,57,229,6171,0.100436681,0.100436681,0.048034934,0.248908297,0.037109058,,0.243186014,13
SWE,Cycling,15,11,22,190,48,238,10859,0.06302521,0.046218487,0.092436975,0.201680672,0.021917304,,0.217232328,15
SWE,Cycling Mountain Bike,0,0,1,1,1,2,144,0,0,0.5,0.5,0.013888889,,0.312178087,10
SWE,Cycling Road,0,0,0,2,0,2,493,0,0,0,0,0.004056795,,0.00258177,39
SWE,Diving,6,8,7,134,21,155,3193,0.038709677,0.051612903,0.04516129,0.135483871,0.048543689,,0.107826524,20
SWE,Equestrian,4,1,0,40,5,45,835,0.088888889,0.022222222,0,0.111111111,0.053892216,,0.089756562,24
SWE,Equestrianism,37,24,24,306,85,391,6344,0.094629156,0.061381074,0.061381074,0.217391304,0.061633039,,0.323285426,8
SWE,Fencing,6,13,7,220,26,246,11558,0.024390244,0.052845528,0.028455285,0.105691057,0.021283959,,0.134568731,19
SWE,Figure Skating,3,2,1,2,6,8,54,0.375,0.25,0.125,0.75,0.148148148,,0.352094632,6
SWE,Football,12,40,30,181,82,263,7906,0.045627376,0.152091255,0.114068441,0.311787072,0.033265874,,0.311859874,11
SWE,Golf,0,1,0,11,1,12,487,0,0.083333333,0,0.083333333,0.024640657,,0.064973128,25
SWE,Gymnastics,95,7,1,386,103,489,26707,0.194274029,0.014314928,0.00204499,0.210633947,0.018309806,,0.477490293,2
SWE,Handball,0,61,0,168,61,229,4419,0,0.266375546,0,0.266375546,0.051821679,,0.289890677,12
SWE,Ice Hockey,0,0,0,11,0,11,60,0,0,0,0,0.183333333,,0.002475553,40
SWE,Judo,0,0,1,33,1,34,4876,0,0,0.029411765,0.029411765,0.006972929,,0.037730311,29
SWE,"Marathon Swimming, Swimming",0,0,0,4,0,4,52,0,0,0,0,0.076923077,,0.000743481,42
SWE,Modern Pentathlon,9,9,7,78,25,103,1821,0.087378641,0.087378641,0.067961165,0.242718447,0.056562328,,0.155224936,17
SWE,Rhythmic Gymnastics,0,0,0,1,0,1,848,0,0,0,0,0.001179245,,0.004631165,37
SWE,Rowing,0,10,0,140,10,150,11625,0,0.066666667,0,0.066666667,0.012903226,,0.099897353,21
SWE,Sailing,33,50,37,223,120,343,7266,0.096209913,0.145772595,0.10787172,0.349854227,0.047206166,,0.412362149,4
SWE,Shooting,32,55,40,459,127,586,12580,0.054607509,0.093856655,0.068259386,0.216723549,0.046581876,,0.413199126,3
SWE,Skateboarding,0,0,0,2,0,2,168,0,0,0,0,0.011904762,,0.000720861,43
SWE,Swimming,11,27,35,733,73,806,26416,0.013647643,0.033498759,0.043424318,0.09057072,0.030511811,,0.320834188,9
SWE,Synchronized Swimming,0,0,0,1,0,1,909,0,0,0,0,0.00110011,,0.004984735,36
SWE,Table Tennis,1,5,1,73,7,80,2480,0.0125,0.0625,0.0125,0.0875,0.032258065,,0.063892878,26
SWE,Taekwondo,0,0,0,8,0,8,870,0,0,0,0,0.009195402,,0.005063994,35
SWE,Tennis,0,6,8,116,14,130,3446,0,0.046153846,0.061538462,0.107692308,0.037724898,,0.091120801,23
SWE,Triathlon,0,1,0,4,1,5,822,0,0.2,0,0.2,0.006082725,,0.144162396,18
SWE,Tug-Of-War,11,0,8,8,19,27,170,0.407407407,0,0.296296296,0.703703704,0.158823529,,0.385506871,5
