NOC,Name,Total_Medals,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Competitions
USA,Cornelius Righter,1,1,0,0,1
USA,Cornelius Roosevelt,1,1,0,0,1
USA,Cory Juneau,1,0,0,1,1
USA,Coryn Rivera,0,0,0,0,1
USA,Cottrell Iii,0,0,0,0,1
USA,Courtenay Becker-dey,1,0,0,1,2
USA,Courtney (-carter),2,0,1,1,6
USA,Courtney (-hart),2,2,0,0,3
USA,Courtney (young-),1,0,1,0,1
USA,Courtney Frerichs,1,0,1,0,2
USA,Courtney Hurley,1,0,0,1,6
USA,Courtney King-dye,0,0,0,0,2
USA,Courtney Lindsey,1,1,0,0,2
USA,Courtney Mathewson,2,2,0,0,2
USA,Courtney Mccool,1,0,1,0,6
USA,Courtney Okolo,1,1,0,0,1
USA,Courtney Thompson,2,0,1,1,2
USA,Courtney Wayment,0,0,0,0,1
USA,Craig Agena,0,0,0,0,1
USA,Craig Buck,2,2,0,0,2
USA,Craig Dixon,1,0,0,1,1
USA,Craig Fitschen,0,0,0,0,1
USA,Craig Gilbert,0,0,0,0,1
USA,Craig Healy,0,0,0,0,1
USA,Craig Kinsley,0,0,0,0,1
USA,Craig Kredell,0,0,0,0,1
USA,Craig Lincoln,1,0,0,1,1
USA,Craig Mclanahan,0,0,0,0,2
USA,Craig Schommer,0,0,0,0,1
USA,Craig Virgin,0,0,0,0,2
USA,Craig Wilson,2,0,2,0,4
USA,Cravon Gillespie,0,0,0,0,1
USA,Creth Hines,0,0,0,0,1
USA,Cristina Teuscher,2,1,0,1,4
USA,Croix Bethune,1,1,0,0,1
USA,Cruz (muz-),0,0,0,0,1
USA,Crystal (-walker),0,0,0,0,1
USA,Crystal Dunn,2,1,0,1,3
USA,Crystl Bustos,3,2,1,0,3
USA,Cullen Jones,4,2,2,0,5
USA,Curt Clausen,0,0,0,0,3
USA,Curt Rottmann,0,0,0,0,9
USA,Curt White,0,0,0,0,1
USA,Curtis Bader,0,0,0,0,2
USA,Curtis Canning,0,0,0,0,1
USA,Curtis Fleming,0,0,0,0,1
USA,Curtis Johnson,0,0,0,0,1
USA,Curtis Onalfo,0,0,0,0,1
USA,Curtis Reilly,0,0,0,0,1
USA,Curtis Shears,1,0,0,1,1
USA,Curtis Stone,0,0,0,0,4
USA,Curtis Thompson,0,0,0,0,2
USA,Cynthea (-patterson),0,0,0,0,1
USA,Cynthia (-dyke),2,1,0,1,2
USA,Cynthia (-jensen),0,0,0,0,1
USA,Cynthia (-lasser),1,0,0,1,3
USA,Cynthia (-matthes),0,0,0,0,1
USA,Cynthia (-rusher),1,0,1,0,2
USA,Cynthia (-shroeder),1,1,0,0,1
USA,Cynthia (-soukup),1,0,0,1,2
USA,Cynthia (-wall),0,0,0,0,1
USA,Cynthia (-whitmore),0,0,0,0,1
USA,Cynthia (suggs-),0,0,0,0,3
USA,Cynthia -brennan),1,0,1,0,1
USA,Cynthia Brogdon,1,0,1,0,1
USA,Cynthia Brown,1,1,0,0,1
USA,Cynthia Parlow,3,2,1,0,3
USA,Cynthia Stinger,0,0,0,0,3
USA,Cyril Weidenborner,1,0,1,0,1
USA,Cyrus Beasley,0,0,0,0,1
USA,Cyrus Dallin,1,0,0,1,3
USA,Cyrus Hostetler,0,0,0,0,2
USA,Cyrus Jr.,1,1,0,0,2
USA,D'Andre Hill,0,0,0,0,1
USA,Daedra (-furlow),1,0,0,1,1
USA,Dagmara (woniak-),1,0,0,1,3
USA,Dagmara Wozniak,0,0,0,0,2
USA,Dain Blanton,1,1,0,0,2
USA,Daisy Mazzio-manson,0,0,0,0,1
USA,Dakotah Lindwurm,0,0,0,0,1
USA,Dale Lewis,0,0,0,0,2
USA,Dale Thomas,0,0,0,0,1
USA,Daleny Vaughn,0,0,0,0,1
USA,Dalilah Muhammad,3,2,1,0,3
USA,Dallas Bixler,1,1,0,0,1
USA,Dallas Iii,2,1,0,1,2
USA,Damian Lillard,1,1,0,0,1
USA,Damian Silvera,0,0,0,0,1
USA,Damon Keeve,0,0,0,0,2
USA,Damu (-mitchell),0,0,0,0,1
USA,Dan Pippin,1,1,0,0,1
USA,Dan Steveson,1,1,0,0,1
USA,Dana (-butler),1,1,0,0,2
USA,Dana (-grant),7,5,1,1,8
USA,Dana (chladkov-),2,0,1,1,2
USA,Dana Kirk,0,0,0,0,1
USA,Dana Rettke,1,0,1,0,1
USA,Dana Schoenfield,1,0,1,0,1
USA,Dana Sensenig,0,0,0,0,1
USA,Danell Gonzalez,3,0,2,1,11
USA,Danell Nicholson,0,0,0,0,1
USA,Daniel (ahearne-),0,0,0,0,1
USA,Daniel Beery,1,1,0,0,1
USA,Daniel Brand,1,0,0,1,2
USA,Daniel Browne,0,0,0,0,2
USA,Daniel Bukantz,0,0,0,0,5
USA,Daniel Butler,0,0,0,0,1
USA,Daniel Califf,0,0,0,0,1
USA,Daniel Cantore,0,0,0,0,2
USA,Daniel Carlisle,1,0,0,1,3
USA,Daniel Carmichael,1,0,0,1,1
USA,Daniel Carroll,1,1,0,0,1
USA,Daniel Chandler,0,0,0,0,2
USA,Daniel Cormier,0,0,0,0,1
USA,Daniel Dean,0,0,0,0,1
USA,Daniel Dennis-kengott,0,0,0,0,1
USA,Daniel Drown,0,0,0,0,1
USA,Daniel Durben,0,0,0,0,1
USA,Daniel Everett,2,1,0,1,3
USA,Daniel Frank,1,0,1,0,1
USA,Daniel Gallery,0,0,0,0,1
USA,Daniel Greenbaum,1,0,0,1,1
USA,Daniel Hackett,0,0,0,0,2
USA,Daniel Harrigan,1,0,0,1,1
USA,Daniel Harris,1,0,1,0,1
USA,Daniel Haugh,0,0,0,0,2
USA,Daniel Haute,0,0,0,0,1
USA,Daniel Henderson,0,0,0,0,2
USA,Daniel Hodge,1,0,1,0,2
USA,Daniel Horton,0,0,0,0,2
USA,Daniel Ii,0,0,0,0,1
USA,Daniel Jorgensen,2,1,0,1,4
USA,Daniel Jr.,1,0,0,1,1
USA,Daniel Kellner,0,0,0,0,2
USA,Daniel Kelly,1,0,1,0,1
USA,Daniel Ketchum,1,1,0,0,1
USA,Daniel Kinsey,1,1,0,0,1
USA,Daniel Klatt,0,0,0,0,1
USA,Daniel Landry,0,0,0,0,2
USA,Daniel Lincoln,0,0,0,0,1
USA,Daniel Lopez,0,0,0,0,1
USA,Daniel Lowe,0,0,0,0,2
USA,Daniel Lyons,0,0,0,0,1
USA,Daniel Majerle,1,0,0,1,1
USA,Daniel Manning,1,0,0,1,1
USA,Daniel Mcmahon,0,0,0,0,1
USA,Daniel Middleman,0,0,0,0,1
USA,Daniel Miklasevich,0,0,0,0,1
USA,Daniel O'brien,1,1,0,0,1
USA,Daniel O'connor,0,0,0,0,1
USA,Daniel Ormsbee,0,0,0,0,1
USA,Daniel Patterson,0,0,0,0,1
USA,Daniel Puckel,0,0,0,0,3
USA,Daniel Roberts,1,0,1,0,2
USA,Daniel Sawyer,1,1,0,0,2
USA,Daniel Schnurrenberger,0,0,0,0,1
USA,Daniel Sr.,0,0,0,0,1
USA,Daniel Sullivan,0,0,0,0,2
USA,Daniel Szetela,0,0,0,0,1
USA,Daniel Veatch,0,0,0,0,1
USA,Daniel Walsh,1,0,0,1,1
USA,Daniel Watters,0,0,0,0,1
USA,Daniela Moroz,0,0,0,0,1
USA,Daniella Ramirez,1,0,1,0,1
USA,Danielle Collins,0,0,0,0,2
USA,Danielle Henderson,1,1,0,0,1
USA,Danielle Kang,0,0,0,0,1
USA,Danielle Scott-arruda,2,0,2,0,5
USA,Danielle Tyler,1,1,0,0,1
USA,Danika Holbrook-harris,0,0,0,0,1
USA,Dannette (-stone),2,1,1,0,3
USA,Dannette Leininger,0,0,0,0,2
USA,Danny Barrett,0,0,0,0,2
USA,Danny Gable,1,1,0,0,1
USA,Dante Craig,0,0,0,0,1
USA,Dante Washington,0,0,0,0,1
USA,Danute Bankaitis-davis,0,0,0,0,1
USA,Dara -minas),12,4,4,4,13
USA,Dario Brose,0,0,0,0,1
USA,Darius Young,0,0,0,0,3
USA,Darnell Hall,1,1,0,0,1
USA,Darold Williamson,1,1,0,0,1
USA,Daron Kirkreit,0,0,0,0,1
USA,Darrall Imhoff,1,1,0,0,1
USA,Darrell Hill,0,0,0,0,1
USA,Darrell Pace,3,2,1,0,4
USA,Darrell Vreugdenhil,0,0,0,0,1
USA,Darren Chiacchia,1,0,0,1,2
USA,Darren Dreifort,0,0,0,0,1
USA,Darrick Heath,0,0,0,0,1
USA,Darrin Plab,0,0,0,0,1
USA,Darryl Sullivan,0,0,0,0,1
USA,Darvis Patton,1,0,1,0,4
USA,Daryl Homer,1,0,1,0,5
USA,Daryl Szarenski,0,0,0,0,6
USA,Daryn Wright,0,0,0,0,1
USA,Dathan Ritzenhein,0,0,0,0,3
USA,David Abbott,0,0,0,0,1
USA,David Albritton,1,0,1,0,1
USA,David Alcoriza,0,0,0,0,1
USA,David Armstrong,0,0,0,0,2
USA,David Ashleigh,0,0,0,0,2
USA,David Auble,0,0,0,0,1
USA,David Banks,0,0,0,0,2
USA,David Berkoff,4,2,1,1,4
USA,David Bolen,0,0,0,0,1
USA,David Boll,0,0,0,0,1
USA,David Boudia,4,1,1,2,6
USA,David Bratton,1,1,0,0,2
USA,David Brcic,0,0,0,0,1
USA,David Bright,0,0,0,0,2
USA,David Brink,0,0,0,0,1
USA,David Brinton,0,0,0,0,1
USA,David Brown,1,1,0,0,1
USA,David Butler,0,0,0,0,1
USA,David Caldwell,0,0,0,0,1
USA,David Chauner,0,0,0,0,3
USA,David Clark,1,0,1,0,2
USA,David Collins,1,0,0,1,1
USA,David Degraaf,0,0,0,0,1
USA,David Diaz,0,0,0,0,1
USA,David Dunlap,1,1,0,0,1
USA,David Edgar,1,1,0,0,2
USA,David Edstrom,0,0,0,0,1
USA,David Everett,0,0,0,0,3
USA,David Fairbank,2,2,0,0,2
USA,David Fall,1,0,1,0,1
USA,David Fellows,0,0,0,0,1
USA,David Fox,1,1,0,0,2
USA,David Gilman,0,0,0,0,2
USA,David Grylls,1,0,1,0,1
USA,David Hall,1,0,0,1,2
USA,David Halpern,0,0,0,0,1
USA,David Hammond,2,0,2,0,4
USA,David Hazewinkel,0,0,0,0,2
USA,David Hearn,0,0,0,0,3
USA,David Herman,0,0,0,0,1
USA,David Hesser,1,1,0,0,2
USA,David Higgins,0,0,0,0,2
USA,David Hughes,0,0,0,0,2
USA,David Iii,1,0,0,1,3
USA,David Jackson,0,0,0,0,1
USA,David James,0,0,0,0,1
USA,David Johnson,3,2,0,1,6
USA,David Johnston,0,0,0,0,1
USA,David Jr.,1,1,0,0,1
USA,David Juarez,0,0,0,0,2
USA,David Kendziera,0,0,0,0,1
USA,David Kimmons,0,0,0,0,1
USA,David Kirkwood,1,0,1,0,2
USA,David Kneeland,0,0,0,0,1
USA,David Krmpotich,1,0,1,0,1
USA,David Langon,0,0,0,0,1
USA,David Larson,1,1,0,0,1
USA,David Laut,1,0,0,1,1
USA,David Lee,2,1,0,1,3
USA,David Lettieri,0,0,0,0,1
USA,David Liebenberg,0,0,0,0,1
USA,David Littell,0,0,0,0,2
USA,David Lurie,0,0,0,0,2
USA,David Lyons,1,1,0,0,1
USA,David Maggard,0,0,0,0,1
USA,David Mayor,0,0,0,0,1
USA,David Mcfaull,1,0,1,0,1
USA,David Mcgowan,0,0,0,0,1
USA,David Mckienzie,0,0,0,0,1
USA,David Mcmichael,0,0,0,0,1
USA,David Merwin,0,0,0,0,1
USA,David Micahnik,0,0,0,0,6
USA,David Mitchell,0,0,0,0,1
USA,David Moore,0,0,0,0,1
USA,David Mulica,0,0,0,0,1
USA,David Munson,1,1,0,0,3
USA,David Neville,2,1,0,1,2
USA,David O'connor,3,1,1,1,4
USA,David Oliver,1,0,0,1,1
USA,David Patrick,0,0,0,0,1
USA,David Payne,1,0,1,0,1
USA,David Perkowski,0,0,0,0,1
USA,David Pichler,0,0,0,0,4
USA,David Plummer,2,1,0,1,2
USA,David Popejoy,0,0,0,0,1
USA,David Radcliffe,0,0,0,0,1
USA,David Reid,1,1,0,0,1
USA,David Rhoads,0,0,0,0,5
USA,David Roberts,1,0,0,1,1
USA,David Robertson,1,0,1,0,1
USA,David Robinson,3,2,0,1,3
USA,David Romansky,0,0,0,0,1
USA,David Ruff,0,0,0,0,1
USA,David Santee,0,0,0,0,1
USA,David Saunders,2,2,0,0,2
USA,David Sawyer,0,0,0,0,1
USA,David Schultz,1,1,0,0,1
USA,David Sharp,0,0,0,0,1
USA,David Sheppard,1,0,1,0,1
USA,David Sime,1,0,1,0,2
USA,David Simon,0,0,0,0,1
USA,David Smith,3,1,0,2,5
USA,David Sr.,0,0,0,0,2
USA,David Stephens,0,0,0,0,2
USA,David Thor,0,0,0,0,8
USA,David Turner,1,1,0,0,1
USA,David Vanole,0,0,0,0,1
USA,David Vasquez,0,0,0,0,1
USA,David Verburg,1,1,0,0,2
USA,David Volz,0,0,0,0,1
USA,David Walters,1,1,0,0,1
USA,David Weill,1,0,0,1,1
USA,David Weinberg,0,0,0,0,1
USA,David Wharton,1,0,1,0,4
USA,David Whitehurst,0,0,0,0,1
USA,David Wight,1,1,0,0,1
USA,David Wilson,2,1,1,0,2
USA,David Wottle,1,1,0,0,2
USA,David Young,1,1,0,0,1
USA,David Zabriskie,0,0,0,0,2
USA,David Zhuang,0,0,0,0,4
USA,David Zuniga,0,0,0,0,1
USA,Davis Phinney,1,0,0,1,2
USA,Davis Tarwater,1,1,0,0,1
USA,Dawn (-lewis),0,0,0,0,1
USA,Dawn -nelson),2,1,1,0,2
USA,Dawn Burrell,0,0,0,0,1
USA,Dawn Ellerbe,0,0,0,0,1
USA,Dawn Marple,0,0,0,0,1
USA,Dawn Staley,3,3,0,0,3
USA,Daxton Holdren,0,0,0,0,1
USA,De'Hashia Trotter,3,2,0,1,5
USA,DeAnna Price,0,0,0,0,1
USA,DeAnne Hemmens,0,0,0,0,2
USA,DeLisha Milton-jones,2,2,0,0,2
USA,DeMar Derozan,1,1,0,0,1
USA,DeMarcus Cousins,1,1,0,0,1
USA,Deajah Stevens,0,0,0,0,1
USA,Dean Glenesk,1,0,1,0,2
USA,Dean Hudnutt,0,0,0,0,1
USA,Dean Thackwray,0,0,0,0,1
USA,Deanna Price,0,0,0,0,2
USA,Deanne (-nicholas),0,0,0,0,1
USA,Dearica Hamby,1,0,0,1,1
USA,Debora -christopher),1,0,1,0,2
USA,Deborah (-asay),1,0,0,1,2
USA,Deborah (-brown),0,0,0,0,1
USA,Deborah (-vargas),1,0,1,0,1
USA,Deborah (-weber),3,3,0,0,3
USA,Deborah (lansky-),0,0,0,0,1
USA,Deborah (spino-),0,0,0,0,3
USA,Deborah Capozzi,0,0,0,0,2
USA,Deborah Edwards-armstrong,0,0,0,0,3
USA,Deborah Mcdonald,1,0,0,1,4
USA,Deborah Willcox,0,0,0,0,6
USA,Deborah Wilson,1,0,0,1,1
USA,Debra (-engers),0,0,0,0,1
USA,Debra (luker-),0,0,0,0,1
USA,Debra Waples,0,0,0,0,2
USA,Deena (-schmidt),1,1,0,0,2
USA,Deena Drossin-kastor,1,0,0,1,3
USA,Deena Wigger,0,0,0,0,1
USA,Deirdre Demet-barry,1,0,1,0,2
USA,Deitre (-parker),0,0,0,0,1
USA,Dejah Mulipola,1,0,1,0,1
USA,Delaney Schnell,1,0,1,0,4
USA,Delaney Spaulding,1,0,1,0,1
USA,Delano Aldrich,0,0,0,0,2
USA,Delante Johnson,0,0,0,0,1
USA,Deliana (-dooling),0,0,0,0,1
USA,Delisa Walton-floyd,0,0,0,0,1
USA,Delores Boeckmann,0,0,0,0,1
USA,Delorez Joyner,5,3,2,0,5
USA,Delos Thurber,1,0,0,1,1
USA,Demetria Sance,0,0,0,0,1
USA,Demetrius Andrade,0,0,0,0,1
USA,Dempster Jackson,0,0,0,0,1
USA,Denean Howard-hill,3,1,2,0,4
USA,Denis Kudla,0,0,0,0,1
USA,Denise -smith),1,0,0,1,6
USA,Denise Curry,1,1,0,0,1
USA,Denise O'connor,0,0,0,0,2
USA,Dennis Berkholtz,0,0,0,0,1
USA,Dennis Bowsher,0,0,0,0,1
USA,Dennis Conner,1,0,0,1,1
USA,Dennis Fenton,5,3,0,2,10
USA,Dennis Fercho,0,0,0,0,1
USA,Dennis Hall,1,0,1,0,3
USA,Dennis Koslowski,2,0,1,1,2
USA,Dennis Mccomak,0,0,0,0,1
USA,Dennis Mitchell,3,1,1,1,6
USA,Dennis Valkenburgh,0,0,0,0,1
USA,Deontay Wilder,1,0,0,1,1
USA,Derek Bouchard-hall,0,0,0,0,1
USA,Derek Brown,0,0,0,0,1
USA,Derek Miles,0,0,0,0,3
USA,Derek Mills,1,1,0,0,1
USA,Dernell Every,1,0,0,1,5
USA,Deron Williams,2,2,0,0,2
USA,Derrick Adkins,1,1,0,0,1
USA,Derrick Brew,2,1,0,1,2
USA,Derrick Crass,0,0,0,0,2
USA,Derrick Peterson,0,0,0,0,1
USA,Derrick Waldroup,0,0,0,0,1
USA,Derrick White,1,1,0,0,1
USA,Desirae Krawczyk,0,0,0,0,1
USA,Desiree Davila-linden,0,0,0,0,2
USA,Desmond Armstrong,0,0,0,0,1
USA,Desmond Koch,1,0,0,1,1
USA,Destinee Hooker,1,0,1,0,1
USA,Devere Christensen,0,0,0,0,1
USA,Devery Karz,0,0,0,0,1
USA,Devin Booker,2,2,0,0,2
USA,Devin Mcewan,0,0,0,0,1
USA,Devin Vargas,0,0,0,0,1
USA,Devon Allen,0,0,0,0,2
USA,Dewey Yoder,0,0,0,0,1
USA,Diamond Dixon,1,1,0,0,1
USA,Diana (-depetro),3,1,1,1,3
USA,Diana (-mcdonnell),0,0,0,0,4
USA,Diana Lopez,1,0,0,1,2
USA,Diana Olson,0,0,0,0,1
USA,Diana Pickler,0,0,0,0,1
USA,Diana Richburg,0,0,0,0,1
USA,Diana Taurasi,6,6,0,0,6
USA,Diane (-bundy),0,0,0,0,1
USA,Diane (-molinaro),0,0,0,0,1
USA,Diane (-nuess),0,0,0,0,1
USA,Diane (-smith),0,0,0,0,1
USA,Diane (-trouse),2,1,1,0,3
USA,Diane (-vreugdenhil),0,0,0,0,1
USA,Diane Madl,0,0,0,0,1
USA,Diane Moyer,1,0,0,1,1
USA,Diaz Cetrulo,1,0,0,1,4
USA,Dimitri Zaitz,0,0,0,0,1
USA,Dina Rizzo,0,0,0,0,1
USA,Dionna Harris,1,1,0,0,1
USA,Dirk Copeland,0,0,0,0,2
USA,Divie Duffield,0,0,0,0,1
USA,Dixon Boardman,0,0,0,0,2
USA,Dixon Fiske,0,0,0,0,2
USA,Djordje Mihailovic,0,0,0,0,1
USA,Dolores (-duffy),0,0,0,0,1
USA,Dominic Breazeale,0,0,0,0,1
USA,Dominic Grazioli,0,0,0,0,1
USA,Dominick Jr.,0,0,0,0,16
USA,Dominique (-canales),1,1,0,0,6
USA,Dominique (-thompson),4,1,0,3,18
USA,Dominique Stater,0,0,0,0,1
USA,Donald Barksdale,1,1,0,0,1
USA,Donald Beer,1,1,0,0,1
USA,Donald Behm,1,0,1,0,1
USA,Donald Blessing,1,1,0,0,1
USA,Donald Bowden,0,0,0,0,1
USA,Donald Bragg,1,1,0,0,1
USA,Donald Buck,0,0,0,0,1
USA,Donald Bush,0,0,0,0,1
USA,Donald Cabral,0,0,0,0,2
USA,Donald Cohan,1,0,0,1,1
USA,Donald Dee,1,1,0,0,1
USA,Donald Durbin,0,0,0,0,1
USA,Donald Favor,0,0,0,0,1
USA,Donald Ferguson,0,0,0,0,1
USA,Donald Gehrmann,0,0,0,0,1
USA,Donald Gwinn,0,0,0,0,1
USA,Donald Haldeman,1,1,0,0,2
USA,Donald Hamilton,0,0,0,0,1
USA,Donald Harper,1,0,1,0,1
USA,Donald Holder,0,0,0,0,8
USA,Donald Hume,1,1,0,0,1
USA,Donald Johnston,1,1,0,0,1
USA,Donald Jr.,3,2,1,0,6
USA,Donald Kardong,0,0,0,0,1
USA,Donald Lash,0,0,0,0,2
USA,Donald Laz,1,0,1,0,1
USA,Donald Lippincott,2,0,1,1,2
USA,Donald Myrah,0,0,0,0,1
USA,Donald Nelsen,0,0,0,0,1
USA,Donald Nygord,0,0,0,0,3
USA,Donald Parkinson,0,0,0,0,1
USA,Donald Piper,1,1,0,0,1
USA,Donald Robinson,1,0,0,1,1
USA,Donald Schollander,8,7,1,0,8
USA,Donald Scott,0,0,0,0,4
USA,Donald Sheff,1,1,0,0,1
USA,Donald Sheldon,0,0,0,0,3
USA,Donald Smith,0,0,0,0,2
USA,Donald Spero,0,0,0,0,1
USA,Donald Suxho,0,0,0,0,2
USA,Donald Thompson,0,0,0,0,1
USA,Donald Tonry,0,0,0,0,8
USA,Donald Waldhaus,0,0,0,0,1
USA,Donald Witherspoon,0,0,0,0,1
USA,Donna (-chung),0,0,0,0,1
USA,Donna (-pinto),3,3,0,0,4
USA,Donna Mayhew,0,0,0,0,2
USA,Donnalee (-carlson),0,0,0,0,2
USA,Donnell Young,0,0,0,0,2
USA,Doreen (hansen-),1,1,0,0,1
USA,Doris (-brause),0,0,0,0,13
USA,Doris (-cannon),0,0,0,0,7
USA,Doris -heritage),0,0,0,0,1
USA,Doris Howard,0,0,0,0,6
USA,Doris Willette,0,0,0,0,1
USA,Dorothy (-teuber),4,2,1,1,4
USA,Dorothy (cowden-),1,0,1,0,1
USA,Dorothy -haver),0,0,0,0,1
USA,Dorothy -kephart),0,0,0,0,6
USA,Dorothy -kotzenborn),0,0,0,0,3
USA,Dorothy Angell,0,0,0,0,2
USA,Dorothy Armstrong,0,0,0,0,2
USA,Dorothy Dalton,1,0,0,1,8
USA,Dorothy Locke,0,0,0,0,2
USA,Dorothy Morkis,1,0,0,1,2
USA,Dorothy Richardson,2,2,0,0,2
USA,Dorothy Ritter,1,1,0,0,2
USA,Doug Payne,0,0,0,0,2
USA,Douglas Blubaugh,1,1,0,0,1
USA,Douglas Burke,1,0,1,0,1
USA,Douglas Dake,2,0,0,2,2
USA,Douglas Dvorak,1,1,0,0,1
USA,Douglas Gjertsen,3,2,0,1,4
USA,Douglas Herland,1,0,0,1,1
USA,Douglas Kern,1,0,1,0,1
USA,Douglas Kimbell,1,0,1,0,2
USA,Douglas Lytle,0,0,0,0,1
USA,Douglas Mientkiewicz,1,1,0,0,1
USA,Douglas Nelson,0,0,0,0,1
USA,Douglas Nordquist,0,0,0,0,1
USA,Douglas Northway,2,1,0,1,2
USA,Douglas Padilla,0,0,0,0,2
USA,Douglas Russell,2,2,0,0,2
USA,Douglas Schwab,0,0,0,0,1
USA,Douglas Turner,0,0,0,0,3
USA,Douglass Cadwallader,1,0,0,1,2
USA,Draymond Green,2,2,0,0,2
USA,Dremiel Byers,0,0,0,0,2
USA,Drew Holland,1,0,0,1,2
USA,Drew Kibler,1,0,1,0,3
USA,Drusilla (-patlak),0,0,0,0,1
USA,Duane Bobick,0,0,0,0,1
USA,Duane Koslowski,0,0,0,0,1
USA,Duane Solomon,0,0,0,0,1
USA,Duane Swanson,1,1,0,0,1
USA,Dudley Degroot,1,1,0,0,1
USA,Dudley Talcott,0,0,0,0,2
USA,Dudley Wilkins,0,0,0,0,1
USA,Duke Kahanamoku,5,3,2,0,6
USA,Duke Ragan,1,0,1,0,1
USA,Duncan Atwood,0,0,0,0,1
USA,Duncan Gregg,1,1,0,0,1
USA,Duncan Macdonald,0,0,0,0,1
USA,Dustin Jonas,0,0,0,0,1
USA,Duvall Hecht,1,1,0,0,2
USA,Dwayne Evans,1,0,0,1,1
USA,Dwight Baum,0,0,0,0,1
USA,Dwight Campbell,0,0,0,0,1
USA,Dwight Howard,1,1,0,0,1
USA,Dwight Jones,1,0,1,0,1
USA,Dwight Phillips,1,1,0,0,2
USA,Dwight Sr.,0,0,0,0,2
USA,Dwight Stones,2,0,0,2,3
USA,Dwyane Jr.,2,1,0,1,2
USA,Dylan Travis,0,0,0,0,1
USA,Dylan Woodhead,1,0,0,1,2
USA,Dyrol Burleson,0,0,0,0,2
USA,E. Zebroski,0,0,0,0,1
USA,Eanger Couse,0,0,0,0,2
USA,Earl Bell,1,0,0,1,3
USA,Earl Borchelt,1,0,1,0,2
USA,Earl Douglas,0,0,0,0,1
USA,Earl Eby,1,0,1,0,1
USA,Earl Fuller,0,0,0,0,1
USA,Earl Herring,0,0,0,0,1
USA,Earl Jones,1,0,0,1,1
USA,Earl Kelley,1,1,0,0,1
USA,Earl Mucks,0,0,0,0,2
USA,Earl Purdy,0,0,0,0,3
USA,Earl Thomson,5,2,3,0,8
USA,Earl Young,1,1,0,0,2
USA,Earle Meadows,1,1,0,0,1
USA,Earlene (dennis-),1,0,0,1,5
USA,Earvin Jr.,1,1,0,0,1
USA,Eben Comins,0,0,0,0,1
USA,Eddy Alvarez,1,0,1,0,1
USA,Edgar Ablowich,1,1,0,0,1
USA,Edgar Adams,1,0,1,0,5
USA,Edgar Davis,0,0,0,0,1
USA,Edgar Iv,0,0,0,0,1
USA,Edgar Kiralfy,0,0,0,0,1
USA,Edgar Leonard,2,1,0,1,2
USA,Edgar Nemir,1,0,1,0,1
USA,Edgar White,1,1,0,0,1
USA,Edgecomb Jones,0,0,0,0,1
USA,Edith (-duvall),3,1,2,0,3
USA,Edith (-polster),0,0,0,0,1
USA,Edith (day-),0,0,0,0,2
USA,Edith Horle,0,0,0,0,1
USA,Edith Master,1,0,0,1,6
USA,Edmund Black,1,0,0,1,1
USA,Edmund Coffin,2,2,0,0,2
USA,Edmund Jr.,0,0,0,0,1
USA,Edmund Minahan,0,0,0,0,2
USA,Edmund Pueschel,0,0,0,0,3
USA,Edmund Tarbell,0,0,0,0,1
USA,Edson Brown,0,0,0,0,1
USA,Edu Edu,0,0,0,0,1
USA,Edward Bagdonas,0,0,0,0,1
USA,Edward Ballinger,0,0,0,0,2
USA,Edward Banach,1,1,0,0,1
USA,Edward Barnett,0,0,0,0,1
USA,Edward Bennett,0,0,0,0,1
USA,Edward Bozek,0,0,0,0,3
USA,Edward Broxterman,0,0,0,0,1
USA,Edward Bruce,0,0,0,0,3
USA,Edward Burke,0,0,0,0,3
USA,Edward Bushnell,0,0,0,0,1
USA,Edward Butler,0,0,0,0,1
USA,Edward Carr,0,0,0,0,3
USA,Edward Cummins,1,1,0,0,2
USA,Edward Curtis,0,0,0,0,1
USA,Edward Dewitt,0,0,0,0,1
USA,Edward Dierkes,1,0,0,1,1
USA,Edward Donofrio,0,0,0,0,2
USA,Edward Douglas,0,0,0,0,3
USA,Edward Eagan,1,1,0,0,2
USA,Edward Eyestone,0,0,0,0,2
USA,Edward Farrell,0,0,0,0,2
USA,Edward Ferry,1,1,0,0,1
USA,Edward Fitzgerald,0,0,0,0,1
USA,Edward Flynn,1,1,0,0,1
USA,Edward Frentz,0,0,0,0,2
USA,Edward Gleason,1,1,0,0,2
USA,Edward Glover,1,0,0,1,1
USA,Edward Gould,0,0,0,0,1
USA,Edward Gourdin,1,0,1,0,1
USA,Edward Graff,1,1,0,0,1
USA,Edward Greene,0,0,0,0,2
USA,Edward Greer,0,0,0,0,3
USA,Edward Hagen,0,0,0,0,1
USA,Edward Hamm,1,1,0,0,1
USA,Edward Hart,1,1,0,0,2
USA,Edward Hennig,2,2,0,0,7
USA,Edward Ives,1,0,1,0,2
USA,Edward Jaworski,0,0,0,0,1
USA,Edward Jennings,2,1,0,1,2
USA,Edward Johnson,0,0,0,0,1
USA,Edward Jr.,7,5,1,1,15
USA,Edward King,0,0,0,0,1
USA,Edward Kirby,1,0,0,1,1
USA,Edward Klass,1,0,1,0,2
USA,Edward Knourek,0,0,0,0,1
USA,Edward Lansing,0,0,0,0,1
USA,Edward Liddie,1,0,0,1,1
USA,Edward Lindberg,2,1,0,1,2
USA,Edward Lynch,0,0,0,0,2
