NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,TOPSIS_Score_Sum,Host,Sport_topsis_score,Unnamed: 10,Unnamed: 11,Historical_Bronze,Historical_Gold,Historical_No_Medal,Historical_Silver
IND,Shooting,4,0,28,0,4,0.014619641,0,0.094615924,,,5,1,153,2
IND,Swimming,0,0,2,0,0,0.003368633,0,0.008316133,,,0,0,43,0
IND,Table Tennis,0,0,10,0,0,0.003373572,0,0.020202126,,,0,0,42,0
IND,Tennis,0,0,3,0,0,0.006715091,0,0.032681102,,,1,0,55,0
IND,Weightlifting,0,0,1,0,0,0.086140832,0,0.107562693,,,1,0,40,1
IND,Wrestling,1,0,5,0,1,0.16612191,0,0.118100003,,,6,0,109,2
IRI,Archery,0,0,1,0,0,0.0,0,0.005228758,,,0,0,7,0
IRI,Artistic Gymnastics,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
IRI,Athletics,0,0,2,0,0,0.001125348,0,0.048906908,,,0,0,65,1
IRI,Canoe Sprint,0,0,2,0,0,0.0,0,0.007329643,,,0,0,3,0
IRI,Cycling Road,0,0,1,0,0,0.001125348,0,0.011303856,,,0,0,3,0
IRI,Fencing,0,0,7,0,0,0.003376044,0,0.033498149,,,0,0,70,0
IRI,Rowing,0,0,3,0,0,0.0,0,0.003950109,,,0,0,9,0
IRI,Shooting,0,0,5,0,0,0.089581616,0,0.04214844,,,0,1,50,0
IRI,Sport Climbing,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
IRI,Swimming,0,0,1,0,0,0.0,0,0.003311968,,,0,0,8,0
IRI,Table Tennis,0,0,3,0,0,0.001125348,0,0.011180906,,,0,0,13,0
IRI,Taekwondo,1,1,0,2,4,0.0,0,0.449099957,,,4,3,11,3
IRI,Weightlifting,0,0,2,0,0,0.08726618,0,0.378976482,,,6,7,59,6
IRI,Wrestling,2,2,4,4,8,0.365863296,0,0.712184309,,,24,12,157,19
IRL,Artistic Gymnastics,0,1,1,0,1,0.004486578,0,0.39412566,,,0,1,7,0
IRL,Athletics,0,0,31,0,0,0.014622108,0,0.285840417,,,0,4,354,2
IRL,Badminton,0,0,2,0,0,0.0,0,0.005960031,,,0,0,10,0
IRL,Boxing,0,1,9,0,1,0.161688383,0,0.694404339,,,10,4,122,5
IRL,Canoe Slalom,0,0,7,0,0,0.0,0,0.032897855,,,0,0,8,0
IRL,Cycling Road,0,0,4,0,0,0.001125348,0,0.017082559,,,0,0,8,0
IRL,Cycling Track,0,0,11,0,0,0.004501392,0,0.025909441,,,0,0,21,0
IRL,Diving,0,0,2,0,0,0.001125348,0,0.001890391,,,0,0,6,0
IRL,Equestrian,0,0,16,0,0,0.007877436,0,0.041281755,,,0,0,32,0
IRL,Golf,0,0,4,0,0,0.002250696,0,0.026125147,,,0,0,12,0
IRL,Hockey,0,0,17,0,0,0.0,0,0.018113477,,,0,0,51,0
IRL,"Marathon Swimming, Swimming",0,0,3,0,0,0.0,0,0.0,,,0,0,3,0
IRL,Rowing,2,2,12,0,4,0.525825452,0,0.568969755,,,6,4,83,2
IRL,Rugby Sevens,0,0,28,0,0,0.0,0,0.047748668,,,0,0,41,0
IRL,Sailing,0,0,4,0,0,0.086170324,0,0.291990084,,,0,0,90,3
IRL,Swimming,1,0,26,0,1,0.011238666,0,0.23447985,,,2,3,150,0
IRL,Taekwondo,0,0,1,0,0,0.0,0,0.001798246,,,0,0,2,0
IRQ,Athletics,0,0,1,0,0,0.0,0,0.058472716,,,0,0,52,0
IRQ,Football,0,0,19,0,0,0.0,0,0.0,,,0,0,99,0
IRQ,Judo,0,0,1,0,0,0.0,0,0.0,,,0,0,3,0
IRQ,Swimming,0,0,1,0,0,0.0,0,0.0,,,0,0,5,0
IRQ,Weightlifting,0,0,1,0,0,0.0,0,0.0,,,1,0,29,0
ISL,Athletics,0,0,1,0,0,0.0,0,0.25883389,,,1,0,117,1
ISL,Shooting,0,0,1,0,0,0.0,0,0.004277012,,,0,0,6,0
ISL,Swimming,0,0,4,0,0,0.001125348,0,0.104586093,,,0,0,138,0
ISL,Triathlon,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
ISR,Archery,0,0,4,0,0,0.0,0,0.002481986,,,0,0,5,0
ISR,Artistic Gymnastics,0,0,8,1,1,0.085077765,0,0.369312103,,,0,1,15,1
ISR,Artistic Swimming,0,0,2,0,0,0.0,0,0.016946356,,,0,0,4,0
ISR,Athletics,0,0,7,0,0,0.002250696,0,0.046287174,,,0,0,101,0
ISR,Badminton,0,0,1,0,0,0.002248224,0,0.003303091,,,0,0,5,0
ISR,Cycling Mountain Bike,0,0,1,0,0,0.0,0,0.0,,,0,0,2,0
ISR,Cycling Road,0,0,2,0,0,0.001125348,0,0.008789113,,,0,0,4,0
ISR,Cycling Track,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
ISR,Equestrian,0,0,6,0,0,0.003376044,0,0.01782141,,,0,0,13,0
ISR,Fencing,0,0,1,0,0,0.0,0,0.0,,,0,0,22,0
ISR,Football,0,0,19,0,0,0.0,0,0.0,,,0,0,51,0
ISR,Judo,1,0,21,2,3,0.953267195,0,0.552015719,,,16,0,60,3
ISR,Marathon Swimming,0,0,1,0,0,0.0,0,0.024396389,,,0,0,2,0
ISR,Rhythmic Gymnastics,0,0,1,5,5,0.080581957,0,0.461994411,,,0,1,32,5
ISR,Sailing,0,1,6,1,2,0.0,0,0.364585578,,,2,2,63,1
ISR,Shooting,0,0,1,0,0,0.004486578,0,0.030984376,,,0,0,66,0
ISR,Surfing,0,0,1,0,0,0.0,0,0.024671813,,,0,0,2,0
ISR,Swimming,0,0,41,0,0,0.022435403,0,0.088830357,,,0,0,201,0
ISR,Taekwondo,0,0,1,0,0,0.079981078,0,0.261836286,,,1,0,4,0
ISR,Triathlon,0,0,1,0,0,0.0,0,0.005253128,,,0,0,4,0
ISV,Archery,0,0,1,0,0,0.0,0,0.006746881,,,0,0,2,0
ISV,Athletics,0,0,1,0,0,0.001125348,0,0.071038336,,,0,0,63,0
ISV,Fencing,0,0,1,0,0,0.0,0,0.0,,,0,0,6,0
ISV,Swimming,0,0,2,0,0,0.001125348,0,0.099123976,,,0,0,86,0
ITA,Archery,0,0,9,0,0,0.278520406,0,0.09322638,,,6,4,94,7
ITA,Artistic Gymnastics,1,1,69,5,7,0.110953425,0,0.060188264,,,1,1,102,6
ITA,Artistic Swimming,0,0,11,0,0,0.002250696,0,0.018845278,,,0,0,21,0
ITA,Athletics,2,0,97,1,3,0.824537509,0,0.263165179,,,37,29,1125,19
ITA,Badminton,0,0,1,0,0,0.0,0,0.0,,,0,0,4,0
ITA,Beach Volleyball,0,0,6,0,0,0.174588872,0,0.051840429,,,0,0,34,2
ITA,Boxing,0,0,8,0,0,0.079989894,0,0.174177479,,,18,15,139,15
ITA,Breaking,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
ITA,Canoe Slalom,0,1,6,0,1,0.0,0,0.089509608,,,0,1,9,0
ITA,Canoe Sprint,0,0,2,2,2,0.088391528,0,0.22712693,,,0,0,7,3
ITA,Cycling BMX Racing,0,0,2,0,0,0.0,0,0.005649485,,,0,0,3,0
ITA,Cycling Mountain Bike,0,0,4,0,0,0.0,0,0.012572358,,,0,0,8,0
ITA,Cycling Road,0,0,7,0,0,0.081115242,0,0.039897748,,,1,0,18,0
ITA,"Cycling Road, Cycling Track",0,0,10,0,0,0.0,0,0.0,,,0,0,10,0
ITA,Cycling Track,4,2,13,1,7,0.086206225,0,0.185973349,,,5,8,29,1
ITA,Diving,0,0,12,0,0,0.005619329,0,0.067906837,,,3,3,107,6
ITA,Equestrian,0,0,9,0,0,0.003376044,0,0.0053846,,,0,0,18,0
ITA,Fencing,1,4,28,9,14,1.980913509,0,0.824318251,,,81,155,433,151
ITA,Golf,0,0,3,0,0,0.001125348,0,0.005098984,,,0,0,11,0
ITA,Judo,0,1,25,0,1,0.289253575,0,0.092774913,,,9,5,100,4
ITA,Marathon Swimming,0,0,2,0,0,0.079981078,0,0.135083331,,,1,0,4,0
ITA,"Marathon Swimming, Swimming",0,0,5,0,0,0.0,0,0.0,,,0,0,5,0
ITA,Modern Pentathlon,1,0,3,0,1,0.001125348,0,0.084796605,,,6,4,82,4
ITA,Rhythmic Gymnastics,6,0,1,0,6,0.399923022,0,0.213873982,,,17,0,38,6
ITA,Rowing,0,0,28,6,6,1.025079109,0,0.4739163,,,74,56,392,67
ITA,Sailing,0,3,9,0,3,0.164549188,0,0.107136678,,,13,14,252,4
ITA,Shooting,1,2,19,2,5,0.418704907,0,0.14663814,,,12,18,334,19
ITA,Skateboarding,0,0,2,0,0,0.0,0,0.006536629,,,0,0,5,0
ITA,Sport Climbing,0,0,4,0,0,0.0,0,0.014694712,,,0,0,7,0
ITA,Surfing,0,0,1,0,0,0.0,0,0.004852598,,,0,0,2,0
ITA,Swimming,6,2,63,0,8,1.115044423,0,0.181222919,,,30,7,816,11
ITA,Table Tennis,0,0,2,0,0,0.0,0,0.003853889,,,0,0,22,0
ITA,Taekwondo,1,0,2,0,1,0.080581957,0,0.156789124,,,2,2,11,1
ITA,Tennis,1,2,15,0,3,0.01568829,0,0.031948257,,,2,2,131,0
ITA,Triathlon,0,0,5,0,0,0.00562674,0,0.010069035,,,0,0,32,0
ITA,Volleyball,0,13,13,0,13,0.47099648,0,0.272922762,,,36,13,157,36
ITA,Water Polo,0,0,26,0,0,0.283002544,0,0.337236859,,,37,46,198,37
ITA,Weightlifting,1,0,2,0,1,0.246111576,0,0.107173191,,,8,5,83,6
ITA,Wrestling,0,0,3,0,0,0.079981078,0,0.091492856,,,11,7,147,4
IVB,Athletics,0,0,3,0,0,0.0,0,0.751613148,,,0,0,36,0
IVB,Sailing,0,0,1,0,0,0.0,0,0.0,,,0,0,11,0
JAM,Athletics,2,1,71,3,6,2.141142253,0,1.0,,,56,48,654,79
JAM,Diving,0,0,1,0,0,0.001125348,0,0.006070556,,,0,0,4,0
JAM,Judo,0,0,1,0,0,0.0,0,0.001456027,,,0,0,2,0
JAM,Swimming,0,0,2,0,0,0.008951016,0,0.015713009,,,0,0,44,0
JOR,Artistic Gymnastics,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
JOR,Athletics,0,0,1,0,0,0.0,0,0.035193164,,,0,0,23,0
JOR,Boxing,0,0,3,0,0,0.001125348,0,0.022130913,,,0,0,13,0
JOR,Swimming,0,0,2,0,0,0.003373572,0,0.025942246,,,0,0,17,0
JOR,Table Tennis,0,0,1,0,0,0.0,0,0.0,,,0,0,6,0
JOR,Taekwondo,0,0,3,1,1,0.086140832,0,0.582009393,,,0,1,11,2
JPN,Archery,0,0,9,0,0,0.426118496,1,0.067965928,,,8,0,104,3
JPN,Artistic Gymnastics,1,7,62,0,8,0.589219983,1,0.090635969,,,3,9,118,4
JPN,Artistic Swimming,0,0,11,0,0,0.002250696,1,0.01355158,,,0,0,21,0
JPN,Athletics,0,1,63,0,1,0.441720867,1,0.179013321,,,10,8,885,16
JPN,Badminton,4,0,8,0,4,0.242211562,1,0.067900427,,,7,2,88,2
JPN,Basketball,0,0,24,0,0,1.033732924,1,0.082064523,,,0,0,151,12
JPN,Beach Volleyball,0,0,2,0,0,0.002248224,1,0.005111115,,,0,0,24,0
JPN,Boxing,0,0,2,0,0,0.241669461,1,0.058621392,,,5,3,77,0
JPN,Breaking,0,1,3,0,1,0.0,0,0.0,,,0,1,3,0
JPN,Canoe Slalom,0,0,7,0,0,0.0,1,0.005996181,,,0,0,11,0
JPN,Cycling BMX Freestyle,0,0,1,0,0,0.0,1,0.01126443,,,0,0,3,0
JPN,Cycling BMX Racing,0,0,2,0,0,0.0,1,0.004275086,,,0,0,4,0
JPN,Cycling Mountain Bike,0,0,1,0,0,0.0,1,0.001584313,,,0,0,3,0
JPN,Cycling Road,0,0,2,0,0,0.0,1,0.000741024,,,0,0,7,0
JPN,Cycling Track,0,0,34,0,0,0.088400116,1,0.018978498,,,0,0,45,1
JPN,Diving,0,0,4,1,1,0.01232706,1,0.020230768,,,0,0,110,1
JPN,Equestrian,4,0,11,0,4,0.012378828,1,0.068054637,,,4,0,34,0
JPN,Fencing,8,5,13,4,17,0.338130916,1,0.109620113,,,8,9,209,9
JPN,Football,0,0,43,0,0,0.17679776,1,0.141892308,,,16,0,273,18
JPN,Golf,1,0,3,0,1,0.086140832,1,0.078493606,,,1,0,10,1
JPN,Handball,0,0,14,0,0,0.0,1,0.018182253,,,0,0,111,0
JPN,Hockey,0,0,16,0,0,0.00899784,1,0.075081568,,,0,0,166,11
JPN,Judo,3,3,7,15,21,1.768334476,1,0.501716463,,,30,51,55,47
JPN,Marathon Swimming,0,0,2,0,0,0.0,1,0.006222774,,,0,0,4,0
JPN,Modern Pentathlon,0,0,1,1,1,0.001125348,1,0.01682884,,,0,0,50,1
JPN,Rowing,0,0,5,0,0,0.002250696,1,0.030566039,,,0,0,188,0
JPN,Rugby Sevens,0,0,26,0,0,0.006752088,1,0.018227912,,,0,0,77,0
JPN,Sailing,0,0,5,2,2,0.008992901,1,0.03988813,,,2,0,132,4
JPN,Shooting,0,0,6,0,0,0.021342108,1,0.043538576,,,3,1,216,2
JPN,Skateboarding,0,2,6,2,4,0.407867781,1,0.210192442,,,1,5,11,3
JPN,Sport Climbing,0,0,3,1,1,0.16612191,1,0.173017991,,,1,0,5,2
JPN,Surfing,0,0,4,0,0,0.16612191,1,0.114885543,,,1,0,6,1
JPN,Swimming,0,0,49,1,1,0.778400394,1,0.385380529,,,56,30,839,41
JPN,Table Tennis,1,0,8,3,4,0.909322581,1,0.119093008,,,9,2,99,12
JPN,Tennis,0,0,10,0,0,0.091403086,1,0.032957992,,,1,0,88,3
JPN,Trampoline Gymnastics,0,0,2,0,0,0.0,1,0.015486124,,,0,0,6,0
JPN,Triathlon,0,0,3,0,0,0.004501392,1,0.008169528,,,0,0,36,0
JPN,Volleyball,0,0,26,0,0,0.084548513,1,0.361844915,,,33,36,181,32
JPN,Water Polo,0,0,13,0,0,0.006752088,1,0.018856629,,,0,0,115,0
JPN,Weightlifting,0,0,3,0,0,0.206433648,1,0.0832071,,,10,2,106,3
JPN,Wrestling,2,8,2,1,11,0.728609721,1,0.355305822,,,20,45,176,22
KAZ,Archery,0,0,6,0,0,0.00449892,0,0.026660129,,,0,0,39,0
KAZ,Artistic Gymnastics,0,0,9,1,1,0.006715091,0,0.153192865,,,0,0,16,1
KAZ,Athletics,0,0,8,0,0,0.0,0,0.155116929,,,2,2,152,0
KAZ,Badminton,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
KAZ,Boxing,1,0,8,1,2,0.159962156,0,0.719933619,,,11,7,49,8
KAZ,Breaking,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
KAZ,Canoe Sprint,0,0,9,0,0,0.003376044,0,0.025316226,,,0,0,17,0
KAZ,Cycling Road,0,0,3,0,0,0.001125348,0,0.015162664,,,0,0,7,0
KAZ,Cycling Track,0,0,2,0,0,0.001125348,0,0.006102439,,,0,0,5,0
KAZ,Fencing,0,0,8,0,0,0.0,0,0.010951765,,,0,0,19,0
KAZ,Judo,1,1,14,0,2,0.126382931,0,0.188696008,,,3,1,65,2
KAZ,Modern Pentathlon,0,0,2,0,0,0.002248224,0,0.192018531,,,0,1,13,0
KAZ,Rhythmic Gymnastics,0,0,1,0,0,0.0,0,0.007711309,,,0,0,6,0
KAZ,Rowing,0,0,1,0,0,0.002248224,0,0.005481333,,,0,0,10,0
KAZ,Shooting,2,0,20,0,2,0.001125348,0,0.160900667,,,3,0,75,2
KAZ,Sport Climbing,0,0,1,0,0,0.0,0,0.019313038,,,0,0,2,0
KAZ,Swimming,0,0,3,0,0,0.001125348,0,0.077900088,,,0,1,73,0
KAZ,Table Tennis,0,0,1,0,0,0.0,0,0.002915249,,,0,0,5,0
KAZ,Taekwondo,0,0,2,0,0,0.001125348,0,0.095643279,,,1,0,12,0
KAZ,Tennis,0,0,6,0,0,0.008978107,0,0.015488935,,,0,0,24,0
KAZ,Trampoline Gymnastics,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
KAZ,Triathlon,0,0,1,0,0,0.0,0,0.0,,,0,0,7,0
KAZ,Wrestling,0,0,7,1,1,0.161105136,0,0.466285983,,,12,1,77,6
KEN,Athletics,5,4,36,2,11,1.218164624,0,0.883731044,,,33,41,435,46
KEN,Fencing,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
KEN,Judo,0,0,1,0,0,0.0,0,0.0,,,0,0,9,0
KEN,Rugby Sevens,0,0,13,0,0,0.003376044,0,0.129101335,,,0,0,63,0
KEN,Swimming,0,0,2,0,0,0.0,0,0.005429335,,,0,0,17,0
KEN,Volleyball,0,0,13,0,0,0.0,0,0.029735685,,,0,0,49,0
KGZ,Athletics,0,0,1,0,0,0.001125348,0,0.044075322,,,0,0,36,0
KGZ,Boxing,0,0,0,1,1,0.0,0,0.0,,,0,0,12,1
KGZ,Judo,0,0,2,0,0,0.0,0,0.225086389,,,1,0,16,0
KGZ,Swimming,0,0,3,0,0,0.002248224,0,0.098451523,,,0,0,82,0
KGZ,Wrestling,4,0,5,1,5,0.252262742,0,0.963077726,,,6,0,43,4
KIR,Athletics,0,0,1,0,0,0.0,0,0.279104077,,,0,0,9,0
KIR,Judo,0,0,1,0,0,0.0,0,0.15502479,,,0,0,2,0
KIR,Weightlifting,0,0,1,0,0,0.0,0,0.860578184,,,0,0,6,0
KOR,Archery,1,10,2,1,12,0.709277533,0,0.61913307,,,10,68,40,12
KOR,Artistic Gymnastics,0,0,44,0,0,0.19535613,0,0.037095501,,,1,1,84,0
KOR,Artistic Swimming,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
KOR,Athletics,0,0,3,0,0,0.0,0,0.05881487,,,0,1,251,1
KOR,Badminton,0,1,10,2,3,0.161087504,0,0.27825816,,,14,12,96,14
KOR,Boxing,1,0,1,0,1,0.0,0,0.168795172,,,11,3,93,7
KOR,Breaking,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
KOR,Cycling Road,0,0,2,0,0,0.0,0,0.003366224,,,0,0,3,0
KOR,Diving,0,0,6,0,0,0.003373572,0,0.012282222,,,0,0,41,0
KOR,Equestrian,0,0,1,0,0,0.0,0,0.000842866,,,0,0,2,0
KOR,Fencing,0,5,14,4,9,1.346458283,0,0.255336311,,,17,16,205,13
KOR,Golf,0,0,5,0,0,0.0,0,0.057389499,,,0,1,16,0
KOR,Handball,0,0,17,0,0,0.0,0,0.504177682,,,14,25,164,57
KOR,Judo,13,0,7,2,15,0.25625734,0,0.369327367,,,31,11,106,19
KOR,Modern Pentathlon,1,0,3,0,1,0.079981078,0,0.052584786,,,2,0,37,0
KOR,Sailing,0,0,1,0,0,0.0,0,0.010899651,,,0,0,45,0
KOR,Shooting,0,3,22,4,7,0.096266492,0,0.160944736,,,1,10,235,13
KOR,Sport Climbing,0,0,3,0,0,0.0,0,0.030090096,,,0,0,5,0
KOR,Swimming,1,0,31,0,1,0.014614702,0,0.070701664,,,1,1,277,3
KOR,Table Tennis,5,0,7,0,5,0.006749616,0,0.291591106,,,28,4,87,6
KOR,Taekwondo,1,2,1,0,3,0.246102988,0,0.457816353,,,8,14,6,3
KOR,Weightlifting,0,0,4,1,1,0.0,0,0.101325033,,,5,3,116,5
KOR,Wrestling,0,0,3,0,0,0.0,0,0.229765176,,,14,11,125,11
KOS,Athletics,0,0,1,0,0,0.001125348,0,0.013325768,,,0,0,4,0
KOS,Boxing,0,0,1,0,0,0.0,0,0.01356695,,,0,0,2,0
KOS,Judo,1,0,3,1,2,0.161173144,0,1.0,,,1,3,7,1
KOS,Swimming,0,0,2,0,0,0.0,0,0.023454757,,,0,0,6,0
KSA,Athletics,0,0,2,0,0,0.0,0,0.230370438,,,0,0,108,1
KSA,Equestrian,0,0,6,0,0,0.0,0,0.0,,,0,0,6,0
KSA,Swimming,0,0,2,0,0,0.0,0,0.011209246,,,0,0,12,0
KSA,Taekwondo,0,0,1,0,0,0.0,0,0.0,,,0,0,2,0
KUW,Athletics,0,0,2,0,0,0.0,0,0.045998143,,,0,0,53,0
KUW,Fencing,0,0,1,0,0,0.0,0,0.0,,,0,0,58,0
KUW,Rowing,0,0,1,0,0,0.0,0,0.001938769,,,0,0,3,0
KUW,Sailing,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
KUW,Shooting,0,0,2,0,0,0.079981078,0,0.945161087,,,3,0,27,0
KUW,Swimming,0,0,2,0,0,0.0,0,0.034448039,,,0,0,39,0
LAO,Athletics,0,0,1,0,0,0.0,0,0.884855866,,,0,0,30,0
LAO,Rhythmic Gymnastics,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
LAO,Swimming,0,0,2,0,0,0.001125348,0,0.374067359,,,0,0,12,0
LAT,3x3 Basketball,0,0,4,0,0,0.322327828,0,0.598990484,,,0,4,4,0
LAT,Athletics,0,0,8,0,0,0.004496448,0,0.287357195,,,1,0,157,4
LAT,Beach Volleyball,0,0,2,0,0,0.0,0,0.322661442,,,2,0,12,0
LAT,Cycling BMX Freestyle,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
LAT,Cycling BMX Racing,0,0,2,0,0,0.0,0,0.070981304,,,0,0,4,0
LAT,Cycling Mountain Bike,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
LAT,Cycling Road,0,0,2,0,0,0.001125348,0,0.021817724,,,0,0,5,0
LAT,Diving,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
LAT,Equestrian,0,0,1,0,0,0.0,0,0.00509408,,,0,0,2,0
LAT,Modern Pentathlon,0,0,1,0,0,0.0,0,0.134021606,,,0,0,17,1
LAT,Shooting,0,0,5,0,0,0.001125348,0,0.120601059,,,0,0,20,1
LAT,Swimming,0,0,2,0,0,0.001125348,0,0.028212844,,,0,0,34,0
LAT,Tennis,0,0,1,0,0,0.002250696,0,0.010953237,,,0,0,11,0
LAT,Weightlifting,0,0,1,0,0,0.079981078,0,0.289597215,,,2,0,20,1
LBA,Athletics,0,0,1,0,0,0.0,0,0.619988347,,,0,0,29,0
LBA,Rowing,0,0,1,0,0,0.0,0,0.065359925,,,0,0,3,0
LBA,Shooting,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
LBA,Swimming,0,0,2,0,0,0.0,0,0.43592372,,,0,0,17,0
LBA,Weightlifting,0,0,1,0,0,0.0,0,0.0,,,0,0,8,0
LBN,Fencing,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
LBN,Judo,0,0,1,0,0,0.0,0,0.339725235,,,0,0,2,0
LBN,Shooting,0,0,1,0,0,0.0,0,0.144524277,,,0,0,2,0
LBN,Swimming,0,0,2,0,0,0.0,0,0.255415303,,,0,0,4,0
LBN,Table Tennis,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
LBN,Taekwondo,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
LBN,Tennis,0,0,4,0,0,0.0,0,0.0,,,0,0,4,0
LBR,Athletics,0,0,10,0,0,0.003368633,0,1.0,,,0,0,84,0
LCA,Athletics,0,1,1,1,2,0.003368633,0,0.993498637,,,0,1,21,1
LCA,Sailing,0,0,1,0,0,0.0,0,0.010662946,,,0,0,6,0
LCA,Swimming,0,0,1,0,0,0.0,0,0.007056808,,,0,0,9,0
LES,Athletics,0,0,2,0,0,0.0,0,0.675261924,,,0,0,55,0
LES,Taekwondo,0,0,1,0,0,0.0,0,0.0,,,0,0,4,0
LIE,Cycling Mountain Bike,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
LTU,3x3 Basketball,4,0,0,0,4,0.0,0,0.0,,,4,0,0,0
LTU,Artistic Gymnastics,0,0,3,0,0,0.006715091,0,0.010828986,,,0,0,10,0
LTU,Athletics,0,0,10,1,1,0.0,0,0.328445348,,,1,3,128,2
LTU,Beach Volleyball,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
LTU,Breaking,0,0,0,1,1,0.0,0,0.0,,,0,0,0,1
LTU,Canoe Sprint,0,0,7,0,0,0.0,0,0.022944248,,,0,0,8,0
LTU,Cycling Road,0,0,1,0,0,0.0,0,0.012840999,,,0,0,3,0
LTU,Cycling Track,0,0,3,0,0,0.004496448,0,0.024913089,,,0,0,10,0
LTU,Equestrian,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
LTU,Modern Pentathlon,0,0,2,0,0,0.088389056,0,0.268645354,,,1,1,20,3
LTU,Rowing,1,0,7,0,1,0.087295672,0,0.162066129,,,5,0,40,2
LTU,Sailing,0,0,2,0,0,0.002248224,0,0.079210741,,,0,0,13,1
LTU,Swimming,0,0,14,0,0,0.016825929,0,0.132840309,,,0,1,103,0
LTU,Wrestling,0,0,3,0,0,0.0,0,0.047274686,,,2,0,18,0
LUX,Archery,0,0,1,0,0,0.002248224,0,0.010193905,,,0,0,12,0
LUX,Athletics,0,0,4,0,0,0.0,0,0.389066177,,,0,2,106,0
LUX,Cycling Road,0,0,2,0,0,0.0,0,0.026431973,,,0,0,6,0
LUX,Equestrian,0,0,1,0,0,0.0,0,0.005066302,,,0,0,2,0
LUX,Swimming,0,0,1,0,0,0.001125348,0,0.023734563,,,0,0,57,0
LUX,Table Tennis,0,0,3,0,0,0.0,0,0.010451075,,,0,0,11,0
LUX,Triathlon,0,0,1,0,0,0.0,0,0.015986547,,,0,0,6,0
MAD,Athletics,0,0,2,0,0,0.0,0,0.836588885,,,0,0,61,0
MAD,Judo,0,0,1,0,0,0.0,0,0.356021162,,,0,0,15,0
MAD,Swimming,0,0,2,0,0,0.0,0,0.387949239,,,0,0,25,0
MAD,Table Tennis,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
MAD,Weightlifting,0,0,1,0,0,0.0,0,0.158839299,,,0,0,6,0
MAR,Athletics,0,1,12,0,1,0.086208044,0,0.752059855,,,8,8,205,5
MAR,Beach Volleyball,0,0,2,0,0,0.0,0,0.005881063,,,0,0,4,0
MAR,Boxing,0,0,3,0,0,0.001125348,0,0.132158796,,,4,0,88,0
MAR,Breaking,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
MAR,Canoe Slalom,0,0,2,0,0,0.0,0,0.017132467,,,0,0,4,0
MAR,Canoe Sprint,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
MAR,Cycling BMX Racing,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
MAR,Cycling Road,0,0,2,0,0,0.0,0,0.006663611,,,0,0,3,0
MAR,Equestrian,0,0,2,0,0,0.003376044,0,0.013716043,,,0,0,10,0
MAR,Fencing,0,0,2,0,0,0.0,0,0.014834341,,,0,0,33,0
MAR,Football,19,0,0,0,19,0.0,0,0.0,,,19,0,110,0
MAR,Golf,0,0,1,0,0,0.001125348,0,0.00674599,,,0,0,3,0
MAR,Judo,0,0,3,0,0,0.001125348,0,0.016748895,,,0,0,34,0
MAR,Rowing,0,0,1,0,0,0.0,0,0.000460067,,,0,0,2,0
MAR,Shooting,0,0,1,0,0,0.0,0,0.004650378,,,0,0,11,0
MAR,Skateboarding,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
MAR,Surfing,0,0,1,0,0,0.0,0,0.024745746,,,0,0,2,0
MAR,Swimming,0,0,2,0,0,0.0,0,0.005507485,,,0,0,13,0
MAR,Taekwondo,0,0,2,0,0,0.0,0,0.02642198,,,0,0,20,0
MAR,Triathlon,0,0,1,0,0,0.0,0,0.002574762,,,0,0,2,0
MAR,Wrestling,0,0,1,0,0,0.0,0,0.019430965,,,0,0,42,0
MAS,Archery,0,0,6,0,0,0.002250696,0,0.031466585,,,0,0,30,0
MAS,Athletics,0,0,1,0,0,0.0,0,0.039503206,,,0,0,69,0
MAS,Badminton,3,0,5,0,3,0.159962156,0,0.965703943,,,8,0,50,9
