NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,TOPSIS_Score_Sum,Host,Sport_topsis_score,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Bronze,Total_Gold,Total_No_Medal,Total_Silver,Gold_Ratio,Silver_Ratio,Bronze_Ratio,No_Medal_Ratio
FIN,Athletics,0,0,25,0,0,0.006744677,0,0.583873897,0,0,0,1452,1500,38865,1477,0,0,0,0.000643252
FIN,Badminton,0,0,1,0,0,0,0,0.008950392,0,0,0,76,70,1600,70,0,0,0,0.000625
FIN,Boxing,0,0,1,0,0,0.079981078,0,0.179107327,0,0,1,493,278,5536,277,0,0,0,0.000180636
FIN,Cycling Mountain Bike,0,0,1,0,0,0,0,0,,,,4,3,133,4,0,0,0,0.007518797
FIN,Cycling Road,0,0,2,0,0,0,0,0,,,,6,7,473,7,0,0,0,0.00422833
FIN,Equestrian,0,0,9,0,0,0,0,0.011533543,0,0,0,29,30,747,29,0,0,0,0.012048193
FIN,Golf,0,0,4,0,0,0,0,0.02362307,0,0,0,20,19,429,19,0,0,0,0.009324009
FIN,Judo,0,0,2,0,0,0,0,0,,,,374,190,4122,190,0,0,0,0.000485201
FIN,Sailing,0,0,7,0,0,0.003373572,0,0.215217626,0,0,0,396,479,5947,444,0,0,0,0.001177064
FIN,Shooting,0,0,4,0,0,0,0,0.215652745,0,0,0,443,446,11244,447,0,0,0,0.000355745
FIN,Skateboarding,0,0,1,0,0,0,0,0.011280439,0,0,0,8,8,144,8,0,0,0,0.006944444
FIN,Swimming,0,0,2,0,0,0.08459442,0,0.062764826,0,0,1,1096,1241,22946,1133,0,0,0,8.72E-05
FIN,Wrestling,0,0,2,0,0,0,0,0.452746221,0,0,0,540,449,6294,451,0,0,0,0.000317763
FRA,3x3 Basketball,0,0,4,4,4,0,0,0.106098717,0,0,0,16,16,80,16,0,0.25,0,0.05
FRA,Archery,1,0,10,3,4,0.007862622,0,0.139392249,0,0,0,118,155,2433,140,0,0.021428571,0.008474576,0.004110152
FRA,Artistic Gymnastics,0,0,34,0,0,0.029123343,0,0.010308338,0,0,0,44,42,2169,42,0,0,0,0.015675426
FRA,Artistic Swimming,0,0,11,0,0,0,0,0.006927702,0,0,0,21,21,194,21,0,0,0,0.056701031
FRA,Athletics,0,0,104,1,1,0.308498952,0,0.311305386,1,2,1,1452,1500,38865,1477,0,0.000677048,0,0.002675929
FRA,Badminton,0,0,10,0,0,0.002248224,0,0.005055035,0,0,0,76,70,1600,70,0,0,0,0.00625
FRA,Basketball,0,0,0,24,24,2.036551494,0,0.239965424,0,13,12,403,413,3888,407,0,0.058968059,0,0
FRA,Beach Volleyball,0,0,8,0,0,0,0,0,,,,32,32,660,32,0,0,0,0.012121212
FRA,Boxing,1,0,5,2,3,0.08614942,0,0.077934824,0,1,0,493,278,5536,277,0,0.007220217,0.002028398,0.000903179
FRA,Breaking,0,0,3,1,1,0,0,0,,,,2,2,27,2,0,0.5,0,0.111111111
FRA,Canoe Slalom,0,1,5,2,3,0,0,0.069662892,0,0,0,10,10,226,10,0.1,0.2,0,0.022123894
FRA,Canoe Sprint,0,0,10,0,0,0.007874964,0,0.004755331,0,0,0,44,42,628,42,0,0,0,0.015923567
FRA,Cycling BMX Freestyle,1,0,1,0,1,0,0,0.164699825,0,0,0,4,4,30,4,0,0,0.25,0.033333333
FRA,Cycling BMX Racing,1,1,3,1,3,0,0,0.077753828,0,0,0,4,4,103,4,0.25,0.25,0.25,0.029126214
FRA,Cycling Mountain Bike,0,1,2,1,2,0,0,0.073840186,0,0,0,4,3,133,4,0.333333333,0.25,0,0.015037594
FRA,Cycling Road,1,0,7,1,2,0.002250696,0,0.039763873,0,0,0,6,7,473,7,0,0.142857143,0.166666667,0.014799154
FRA,"Cycling Road, Cycling Track",0,0,2,0,0,0,0,0,,,,0,0,30,0,0,0,0,0.066666667
FRA,Cycling Track,0,1,31,0,1,0.567850172,0,0.069439871,0,0,7,56,56,710,56,0.017857143,0,0,0.043661972
FRA,Diving,0,0,10,0,0,0.002248224,0,0.014952234,0,0,0,167,166,2694,166,0,0,0,0.003711952
FRA,Equestrian,4,0,13,4,8,0.248972466,0,0.098472196,0,0,3,29,30,747,29,0,0.137931034,0.137931034,0.017402945
FRA,Fencing,8,1,26,7,16,1.211086364,0,0.571075444,6,8,1,626,654,9635,643,0.001529052,0.01088647,0.012779553,0.002698495
FRA,Football,0,0,20,21,21,0,0,0.143875375,0,0,0,626,601,6079,600,0,0.035,0,0.003290015
FRA,Golf,0,0,4,0,0,0,0,0.005075938,0,0,0,20,19,429,19,0,0,0,0.009324009
FRA,Handball,0,0,16,17,17,3.204914566,0,0.315763517,36,8,0,414,412,3172,421,0,0.040380048,0,0.005044136
FRA,Hockey,0,0,35,0,0,0,0,0,,,,580,589,4526,569,0,0,0,0.007733098
FRA,Judo,6,15,5,2,23,1.462484493,0,0.249935203,14,4,4,374,190,4122,190,0.078947368,0.010526316,0.016042781,0.001213003
FRA,Marathon Swimming,0,0,4,0,0,0,0,0.012538835,0,0,0,2,4,81,2,0,0,0,0.049382716
FRA,Modern Pentathlon,0,0,3,1,1,0.002250696,0,0.043736328,0,0,0,66,66,1623,66,0,0.015151515,0,0.001848429
FRA,Rhythmic Gymnastics,0,0,6,0,0,0,0,0,,,,56,56,680,56,0,0,0,0.008823529
FRA,Rowing,0,0,12,0,0,0.333487036,0,0.261800451,2,2,0,1086,1074,8392,1073,0,0,0,0.001429933
FRA,Rugby Sevens,0,13,12,0,13,1.11985658,0,0.137174121,0,13,0,76,76,698,78,0.171052632,0,0,0.017191977
FRA,Sailing,2,0,11,1,3,0.443656481,0,0.265323339,1,2,3,396,479,5947,444,0,0.002252252,0.005050505,0.001849672
FRA,Shooting,0,0,25,1,1,0.130943451,0,0.173557837,1,1,0,443,446,11244,447,0,0.002237136,0,0.002223408
FRA,Skateboarding,0,0,7,0,0,0,0,0.011139687,0,0,0,8,8,144,8,0,0,0,0.048611111
FRA,Sport Climbing,0,0,7,0,0,0,0,0.017347717,0,0,0,6,6,90,6,0,0,0,0.077777778
FRA,Surfing,1,1,2,0,2,0,0,0.09216247,0,0,0,4,4,76,4,0.25,0,0.25,0.026315789
FRA,Swimming,7,4,66,1,12,0.456710769,0,0.232547136,1,4,1,1096,1241,22946,1133,0.003223207,0.000882613,0.006386861,0.002876318
FRA,Table Tennis,4,0,8,0,4,0.011228783,0,0.054383163,0,0,0,80,74,2252,74,0,0,0.05,0.003552398
FRA,Taekwondo,1,1,2,0,2,0.079981078,0,0.166516959,0,0,1,96,56,662,56,0.017857143,0,0.010416667,0.003021148
FRA,Tennis,0,0,18,0,0,0.025806496,0,0.101443699,0,0,0,144,122,3058,122,0,0,0,0.0058862
FRA,Trampoline Gymnastics,0,0,2,0,0,0,0,0.009170495,0,0,0,4,4,52,4,0,0,0,0.038461538
FRA,Triathlon,1,1,4,0,2,0.400050733,0,0.081993747,0,0,5,19,19,765,19,0.052631579,0,0.052631579,0.005228758
FRA,Volleyball,0,13,13,0,13,0.967001944,0,0.160151684,12,0,0,375,372,2884,372,0.034946237,0,0,0.004507628
FRA,Water Polo,0,0,26,0,0,0,0,0,,,,412,402,3205,399,0,0,0,0.008112324
FRA,Weightlifting,0,0,4,0,0,0,0,0.057450142,0,0,0,240,241,3538,237,0,0,0,0.001130582
FRA,Wrestling,0,0,3,0,0,0,0,0.055973762,0,0,0,540,449,6294,451,0,0,0,0.000476644
FSM,Athletics,0,0,1,0,0,0,0,0.599205693,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
FSM,Swimming,0,0,2,0,0,0,0,0.755723247,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
GAB,Athletics,0,0,1,0,0,0,0,0.022057615,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
GAB,Judo,0,0,1,0,0,0,0,0.032618927,0,0,0,374,190,4122,190,0,0,0,0.000242601
GAB,Swimming,0,0,2,0,0,0,0,0,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
GAB,Taekwondo,0,0,1,0,0,0,0,0.978544178,0,0,0,96,56,662,56,0,0,0,0.001510574
GAM,Athletics,0,0,4,0,0,0.002248224,0,1,0,0,0,1452,1500,38865,1477,0,0,0,0.00010292
GAM,Judo,0,0,1,0,0,0.001125348,0,0.070040995,0,0,0,374,190,4122,190,0,0,0,0.000242601
GAM,Swimming,0,0,2,0,0,0,0,0.052862449,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
GAM,Taekwondo,0,0,1,0,0,0,0,0,,,,96,56,662,56,0,0,0,0.001510574
GBR,Archery,0,0,14,0,0,0.017926697,0,0.047680238,0,0,0,118,155,2433,140,0,0,0,0.005754213
GBR,Artistic Gymnastics,2,0,74,0,2,0.42494855,0,0.03610704,1,0,4,44,42,2169,42,0,0,0.045454545,0.034117105
GBR,Artistic Swimming,0,0,0,2,2,0,0,0.125666741,0,0,0,21,21,194,21,0,0.095238095,0,0
GBR,Athletics,30,1,53,9,40,1.430769585,0,0.655508036,1,8,10,1452,1500,38865,1477,0.000666667,0.006093433,0.020661157,0.001363695
GBR,Badminton,0,0,3,0,0,0.083363466,0,0.029899023,0,0,1,76,70,1600,70,0,0,0,0.001875
GBR,Boxing,1,0,5,0,1,0.579557796,0,0.142242181,3,3,2,493,278,5536,277,0,0,0.002028398,0.000903179
GBR,Canoe Slalom,2,0,4,2,4,0.086140832,0,0.097692261,0,1,0,10,10,226,10,0,0.2,0.2,0.017699115
GBR,Cycling BMX Freestyle,0,0,1,1,1,0.160563035,0,0.153613048,1,0,1,4,4,30,4,0,0.25,0,0.033333333
GBR,Cycling BMX Racing,0,0,4,0,0,0.166722789,0,0.078959255,1,1,0,4,4,103,4,0,0,0,0.038834951
GBR,Cycling Mountain Bike,0,0,3,0,0,0.080581957,0,0.074302535,1,0,0,4,3,133,4,0,0,0,0.022556391
GBR,Cycling Road,0,0,7,1,1,0.002250696,0,0.017765742,0,0,0,6,7,473,7,0,0.142857143,0,0.014799154
GBR,"Cycling Road, Cycling Mountain Bike",0,0,2,0,0,0,0,0,,,,0,0,4,0,0,0,0,0.5
GBR,Cycling Track,9,4,16,11,24,0.804465888,0,0.139453399,4,12,1,56,56,710,56,0.071428571,0.196428571,0.160714286,0.022535211
GBR,Diving,7,0,7,2,9,0.568316661,0,0.075787538,3,1,5,167,166,2694,166,0,0.012048193,0.041916168,0.002598367
GBR,Equestrian,6,8,8,0,14,0.843206696,0,0.155458497,5,1,5,29,30,747,29,0.266666667,0,0.206896552,0.010709505
GBR,Golf,0,0,3,1,1,0,0,0.044978037,0,0,1,20,19,429,19,0,0.052631579,0,0.006993007
GBR,Hockey,0,0,34,0,0,1.583792743,0,0.370334824,4,0,19,580,589,4526,569,0,0,0,0.007512152
GBR,Judo,0,0,5,0,0,0.082231774,0,0.066480372,0,0,1,374,190,4122,190,0,0,0,0.001213003
GBR,Marathon Swimming,0,0,3,0,0,0,0,0.011262523,0,0,0,2,4,81,2,0,0,0,0.037037037
GBR,Modern Pentathlon,0,0,4,0,0,0.162298492,0,0.04530471,2,0,0,66,66,1623,66,0,0,0,0.002464572
GBR,Rowing,15,15,6,6,36,1.58366132,0,0.536180454,3,7,10,1086,1074,8392,1073,0.01396648,0.005591799,0.013812155,0.000714967
GBR,Rugby Sevens,0,0,14,0,0,0.088400116,0,0.062056379,0,1,0,76,76,698,78,0,0,0,0.020057307
GBR,Sailing,1,1,12,0,2,0.975971505,0,0.312070544,7,5,1,396,479,5947,444,0.002087683,0,0.002525253,0.002017824
GBR,Shooting,0,1,8,1,2,0.084491286,0,0.208134721,0,1,1,443,446,11244,447,0.002242152,0.002237136,0,0.000711491
GBR,Skateboarding,1,0,2,0,1,0.079981078,0,0.15150447,0,0,1,8,8,144,8,0,0,0.125,0.013888889
GBR,Sport Climbing,0,1,3,0,1,0,0,0.074569178,0,0,0,6,6,90,6,0.166666667,0,0,0.033333333
GBR,Swimming,0,6,61,4,10,1.782842364,0,0.352553651,13,12,1,1096,1241,22946,1133,0.004834811,0.00353045,0,0.002658415
GBR,Table Tennis,0,0,2,0,0,0.007855211,0,0.006384324,0,0,0,80,74,2252,74,0,0,0,0.000888099
GBR,Taekwondo,0,0,3,1,1,0.4829276,0,0.086927961,2,2,2,96,56,662,56,0,0.017857143,0,0.004531722
GBR,Tennis,0,0,11,0,0,0.005602063,0,0.148483753,0,0,0,144,122,3058,122,0,0,0,0.003597122
GBR,Trampoline Gymnastics,0,1,2,0,1,0.079981078,0,0.111145037,0,0,1,4,4,52,4,0.25,0,0,0.038461538
GBR,Triathlon,1,1,3,0,2,0.571385302,0,0.085039879,5,3,1,19,19,765,19,0.052631579,0,0.052631579,0.003921569
GBR,Weightlifting,1,0,0,0,1,0.08726618,0,0.032470683,0,1,0,240,241,3538,237,0,0,0.004166667,0
GBS,Athletics,0,0,1,0,0,0,0,0.613374744,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
GBS,Judo,0,0,1,0,0,0,0,0.25657554,0,0,0,374,190,4122,190,0,0,0,0.000242601
GBS,Swimming,0,0,1,0,0,0,0,0,,,,1096,1241,22946,1133,0,0,0,4.36E-05
GBS,Taekwondo,0,0,1,0,0,0,0,0,,,,96,56,662,56,0,0,0,0.001510574
GBS,Wrestling,0,0,2,0,0,0.003368633,0,0.88240414,0,0,0,540,449,6294,451,0,0,0,0.000317763
GEO,Athletics,0,0,1,0,0,0.002250696,0,0.03134608,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
GEO,Boxing,1,0,1,0,1,0,0,0.200074768,0,0,0,493,278,5536,277,0,0,0.002028398,0.000180636
GEO,Fencing,0,0,1,0,0,0.001125348,0,0.00430548,0,0,0,626,654,9635,643,0,0,0,0.000103788
GEO,Judo,0,1,16,2,3,0.412415749,0,0.636359501,2,3,1,374,190,4122,190,0.005263158,0.010526316,0,0.003881611
GEO,Shooting,0,0,2,0,0,0.001125348,0,0.085707936,0,0,0,443,446,11244,447,0,0,0,0.000177873
GEO,Swimming,0,0,2,0,0,0,0,0.013887439,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
GEO,Trampoline Gymnastics,0,0,1,0,0,0,0,0,,,,4,4,52,4,0,0,0,0.019230769
GEO,Weightlifting,0,1,2,0,1,0.23730165,0,0.467094644,2,0,1,240,241,3538,237,0.004149378,0,0,0.000565291
GEO,Wrestling,0,1,5,1,2,0.211398415,0,0.714630999,0,2,1,540,449,6294,451,0.002227171,0.002217295,0,0.000794407
GEQ,Athletics,0,0,2,0,0,0,0,1,0,0,0,1452,1500,38865,1477,0,0,0,5.15E-05
GEQ,Swimming,0,0,1,0,0,0,0,0.069560944,0,0,0,1096,1241,22946,1133,0,0,0,4.36E-05
GER,3x3 Basketball,0,4,0,0,4,0,0,0,,,,16,16,80,16,0.25,0,0,0
GER,Archery,0,0,7,2,2,0.28414991,0,0.098467864,0,1,3,118,155,2433,140,0,0.014285714,0,0.002877106
GER,Artistic Gymnastics,0,0,58,0,0,0.132344252,0,0.029453846,0,1,0,44,42,2169,42,0,0,0,0.026740433
GER,Athletics,5,1,92,2,8,0.381186036,0,0.417288401,1,2,1,1452,1500,38865,1477,0.000666667,0.001354096,0.003443526,0.002367168
GER,Badminton,0,0,4,0,0,0.001125348,0,0.016011055,0,0,0,76,70,1600,70,0,0,0,0.0025
GER,Basketball,0,0,24,0,0,0,0,0.015627858,0,0,0,403,413,3888,407,0,0,0,0.00617284
GER,Beach Volleyball,0,0,4,2,2,0.081776285,0,0.055084553,1,0,0,32,32,660,32,0,0.0625,0,0.006060606
GER,Boxing,1,0,2,0,1,0,0,0.125625738,0,0,0,493,278,5536,277,0,0,0.002028398,0.000361272
GER,Canoe Slalom,1,0,6,1,2,0.320525191,0,0.210281213,1,0,3,10,10,226,10,0,0.1,0.1,0.026548673
GER,Canoe Sprint,2,6,14,4,12,0.661338668,0,0.128137184,4,2,2,44,42,628,42,0.142857143,0.095238095,0.045454545,0.022292994
GER,Cycling BMX Freestyle,0,0,1,0,0,0,0,0.013841329,0,0,0,4,4,30,4,0,0,0,0.033333333
GER,Cycling BMX Racing,0,0,4,0,0,0,0,0,,,,4,4,103,4,0,0,0,0.038834951
GER,Cycling Mountain Bike,0,0,3,0,0,0,0,0.014220207,0,0,0,4,3,133,4,0,0,0,0.022556391
GER,Cycling Road,0,0,7,0,0,0.002250696,0,0.011674664,0,0,0,6,7,473,7,0,0,0,0.014799154
GER,"Cycling Road, Cycling Track",0,0,2,0,0,0,0,0,,,,0,0,30,0,0,0,0,0.066666667
GER,Cycling Track,4,0,35,1,5,0.505867607,0,0.073345812,6,3,0,56,56,710,56,0,0.017857143,0.071428571,0.049295775
GER,Diving,0,0,11,0,0,0.427337313,0,0.117667038,0,1,5,167,166,2694,166,0,0,0,0.004083148
GER,Equestrian,0,7,14,1,8,0.531165404,0,0.120768504,6,1,0,29,30,747,29,0.233333333,0.034482759,0,0.018741633
GER,Fencing,0,0,2,0,0,0.21182752,0,0.203477899,1,0,2,626,654,9635,643,0,0,0,0.000207577
GER,Football,20,0,0,0,20,0,0,0.365091604,0,0,0,626,601,6079,600,0,0,0.031948882,0
GER,Golf,0,0,3,1,1,0.001125348,0,0.043252547,0,0,0,20,19,429,19,0,0.052631579,0,0.006993007
GER,Handball,0,0,17,16,16,0.481064712,0,0.201881122,0,0,6,414,412,3172,421,0,0.038004751,0,0.005359395
GER,Hockey,0,0,18,18,18,0.600159374,0,0.446605081,1,0,7,580,589,4526,569,0,0.031634446,0,0.003977022
GER,Judo,0,0,19,1,1,1.07515815,0,0.166554888,0,1,13,374,190,4122,190,0,0.005263158,0,0.004609413
GER,Marathon Swimming,0,0,1,0,0,0.080581957,0,0.074358795,1,0,0,2,4,81,2,0,0,0,0.012345679
GER,"Marathon Swimming, Swimming",0,0,8,0,0,0,0,0,,,,0,0,52,0,0,0,0,0.153846154
GER,Modern Pentathlon,0,0,4,0,0,0.003373572,0,0.025386778,0,0,0,66,66,1623,66,0,0,0,0.002464572
GER,Rhythmic Gymnastics,0,1,6,0,1,0,0,0,,,,56,56,680,56,0.017857143,0,0,0.008823529
GER,Rowing,4,1,18,0,5,1.842818102,0,0.509492434,6,18,0,1086,1074,8392,1073,0.000931099,0,0.003683241,0.0021449
GER,Sailing,0,0,14,0,0,0.565545331,0,0.145995955,0,2,5,396,479,5947,444,0,0,0,0.002354128
GER,Shooting,0,0,26,0,0,0.209953044,0,0.102869066,1,1,1,443,446,11244,447,0,0,0,0.002312344
GER,Skateboarding,0,0,2,0,0,0,0,0.006292249,0,0,0,8,8,144,8,0,0,0,0.013888889
GER,Sport Climbing,0,0,3,0,0,0,0,0.013452756,0,0,0,6,6,90,6,0,0,0,0.033333333
GER,Surfing,0,0,2,0,0,0,0,0.009553735,0,0,0,4,4,76,4,0,0,0,0.026315789
GER,Swimming,1,1,50,0,2,0.13495928,0,0.380498482,0,0,2,1096,1241,22946,1133,0.000805802,0,0.000912409,0.002179029
GER,Table Tennis,0,0,12,0,0,0.910176206,0,0.105107648,0,8,6,80,74,2252,74,0,0,0,0.005328597
GER,Taekwondo,0,0,1,0,0,0,0,0.066705479,0,0,0,96,56,662,56,0,0,0,0.001510574
GER,Tennis,0,0,18,0,0,0.090704505,0,0.06507248,1,0,0,144,122,3058,122,0,0,0,0.0058862
GER,Trampoline Gymnastics,0,0,1,0,0,0,0,0,,,,4,4,52,4,0,0,0,0.019230769
GER,Triathlon,0,0,6,0,0,0.005624268,0,0.024366223,0,0,0,19,19,765,19,0,0,0,0.007843137
GER,Volleyball,0,0,13,0,0,0,0,0,,,,375,372,2884,372,0,0,0,0.004507628
GER,Wrestling,0,0,7,0,0,0.241669461,0,0.128236052,1,0,2,540,449,6294,451,0,0,0,0.00111217
GHA,Athletics,0,0,9,0,0,0.003376044,0,0.143538544,0,0,0,1452,1500,38865,1477,0,0,0,0.000231571
GHA,Swimming,0,0,2,0,0,0,0,0.002356966,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
GRE,Artistic Gymnastics,1,0,1,0,1,0.079981078,0,0.41968526,0,0,1,44,42,2169,42,0,0,0.022727273,0.000461042
GRE,Artistic Swimming,0,0,2,0,0,0.002250696,0,0.042551629,0,0,0,21,21,194,21,0,0,0,0.010309278
GRE,Athletics,1,1,12,0,2,0.090714375,0,0.346687469,1,0,0,1452,1500,38865,1477,0.000666667,0,0.000688705,0.000308761
GRE,Basketball,0,0,12,0,0,0,0,0,,,,403,413,3888,407,0,0,0,0.00308642
GRE,Cycling Road,0,0,1,0,0,0,0,0.002872661,0,0,0,6,7,473,7,0,0,0,0.002114165
GRE,Equestrian,0,0,1,0,0,0,0,0,,,,29,30,747,29,0,0,0,0.001338688
GRE,Fencing,0,0,1,0,0,0,0,0.127341961,0,0,0,626,654,9635,643,0,0,0,0.000103788
GRE,Judo,1,0,1,0,1,0,0,0.101740667,0,0,0,374,190,4122,190,0,0,0.002673797,0.000242601
GRE,Marathon Swimming,0,0,1,0,0,0,0,0.020322697,0,0,0,2,4,81,2,0,0,0,0.012345679
GRE,Rowing,4,0,3,0,4,0.080591187,0,0.47783637,1,0,0,1086,1074,8392,1073,0,0,0.003683241,0.000357483
GRE,Sailing,0,0,4,0,0,0.159979788,0,0.19270865,0,0,2,396,479,5947,444,0,0,0,0.000672608
GRE,Shooting,0,0,8,0,0,0.121370714,0,0.23432364,1,0,1,443,446,11244,447,0,0,0,0.000711491
GRE,Swimming,0,0,31,1,1,0.021332238,0,0.108927704,0,0,0,1096,1241,22946,1133,0,0.000882613,0,0.001350998
GRE,Table Tennis,0,0,1,0,0,0.006715091,0,0.010204845,0,0,0,80,74,2252,74,0,0,0,0.00044405
GRE,Tennis,0,0,9,0,0,0.002250696,0,0.15637101,0,0,0,144,122,3058,122,0,0,0,0.0029431
GRE,Water Polo,0,0,26,0,0,1.119915564,0,0.266505359,0,13,0,412,402,3205,399,0,0,0,0.008112324
GRE,Wrestling,1,0,2,0,1,0.002248224,0,0.139363801,0,0,0,540,449,6294,451,0,0,0.001851852,0.000317763
GRN,Athletics,2,0,2,0,2,0.160668888,0,0.997000222,1,1,1,1452,1500,38865,1477,0,0,0.00137741,5.15E-05
GRN,Swimming,0,0,2,0,0,0,0,0.023887315,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
GUA,Athletics,0,0,5,0,0,0,0,0.41415706,0,0,0,1452,1500,38865,1477,0,0,0,0.00012865
GUA,Badminton,0,0,1,0,0,0,0,0.011463048,0,0,0,76,70,1600,70,0,0,0,0.000625
GUA,Judo,0,0,1,0,0,0,0,0.004383384,0,0,0,374,190,4122,190,0,0,0,0.000242601
GUA,Modern Pentathlon,0,0,2,0,0,0,0,0.012911063,0,0,0,66,66,1623,66,0,0,0,0.001232286
GUA,Sailing,0,0,1,0,0,0,0,0.006518096,0,0,0,396,479,5947,444,0,0,0,0.000168152
GUA,Shooting,1,1,2,0,2,0,0,0.614894175,0,0,0,443,446,11244,447,0.002242152,0,0.002257336,0.000177873
GUA,Swimming,0,0,2,0,0,0,0,0.041308486,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
GUI,Archery,0,0,1,0,0,0,0,0,,,,118,155,2433,140,0,0,0,0.000411015
GUI,Athletics,0,0,1,0,0,0,0,0.522175303,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
GUI,Football,0,0,19,0,0,0,0,0,,,,626,601,6079,600,0,0,0,0.003125514
GUI,Judo,0,0,2,0,0,0,0,0.504898632,0,0,0,374,190,4122,190,0,0,0,0.000485201
GUI,Swimming,0,0,2,0,0,0,0,0.230933114,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
GUM,Athletics,0,0,2,0,0,0,0,0.472848973,0,0,0,1452,1500,38865,1477,0,0,0,5.15E-05
GUM,Canoe Sprint,0,0,2,0,0,0,0,0,,,,44,42,628,42,0,0,0,0.003184713
GUM,Judo,0,0,1,0,0,0,0,0.222123332,0,0,0,374,190,4122,190,0,0,0,0.000242601
GUM,Triathlon,0,0,1,0,0,0,0,0,,,,19,19,765,19,0,0,0,0.00130719
GUM,Weightlifting,0,0,1,0,0,0,0,0,,,,240,241,3538,237,0,0,0,0.000282646
GUM,Wrestling,0,0,2,0,0,0,0,0.193851901,0,0,0,540,449,6294,451,0,0,0,0.000317763
GUY,Athletics,0,0,2,0,0,0.001125348,0,0.105845657,0,0,0,1452,1500,38865,1477,0,0,0,5.15E-05
GUY,Swimming,0,0,2,0,0,0,0,0.01824185,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
GUY,Table Tennis,0,0,1,0,0,0,0,0.009028872,0,0,0,80,74,2252,74,0,0,0,0.00044405
HAI,Artistic Gymnastics,0,0,6,0,0,0,0,0,,,,44,42,2169,42,0,0,0,0.002766252
HAI,Athletics,0,0,2,0,0,0.001125348,0,0.400987029,0,0,0,1452,1500,38865,1477,0,0,0,5.15E-05
HAI,Boxing,0,0,1,0,0,0,0,0.014960375,0,0,0,493,278,5536,277,0,0,0,0.000180636
HAI,Judo,0,0,1,0,0,0,0,0.03565654,0,0,0,374,190,4122,190,0,0,0,0.000242601
HAI,Swimming,0,0,2,0,0,0,0,0.010496792,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
HKG,Artistic Gymnastics,0,0,2,0,0,0,0,0.001870579,0,0,0,44,42,2169,42,0,0,0,0.000922084
HKG,Athletics,0,0,1,0,0,0,0,0.018055448,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
HKG,Badminton,0,0,6,0,0,0,0,0.041846371,0,0,0,76,70,1600,70,0,0,0,0.00375
HKG,Cycling Road,0,0,1,0,0,0,0,0.005722481,0,0,0,6,7,473,7,0,0,0,0.002114165
HKG,"Cycling Road, Cycling Track",0,0,2,0,0,0,0,0,,,,0,0,30,0,0,0,0,0.066666667
HKG,Fencing,0,2,2,0,2,0.086217927,0,0.412209256,1,0,0,626,654,9635,643,0.003058104,0,0,0.000207577
HKG,Judo,0,0,1,0,0,0,0,0,,,,374,190,4122,190,0,0,0,0.000242601
HKG,Rowing,0,0,1,0,0,0,0,0.010822648,0,0,0,1086,1074,8392,1073,0,0,0,0.000119161
HKG,Sailing,0,0,5,0,0,0,0,0.232023868,0,0,0,396,479,5947,444,0,0,0,0.00084076
HKG,Swimming,2,0,16,0,2,0.168237591,0,0.328164151,0,2,0,1096,1241,22946,1133,0,0,0.001824818,0.000697289
HKG,Table Tennis,0,0,8,0,0,0.243356456,0,0.421319056,0,0,3,80,74,2252,74,0,0,0,0.003552398
HKG,Taekwondo,0,0,1,0,0,0,0,0,,,,96,56,662,56,0,0,0,0.001510574
HKG,Triathlon,0,0,1,0,0,0,0,0.008908953,0,0,0,19,19,765,19,0,0,0,0.00130719
HON,Athletics,0,0,1,0,0,0,0,0.227831537,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
HON,Swimming,0,0,2,0,0,0.001125348,0,0.486941499,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
HON,Wrestling,0,0,1,0,0,0,0,0,,,,540,449,6294,451,0,0,0,0.000158881
HUN,Artistic Gymnastics,0,0,18,0,0,0.004486578,0,0.006563058,0,0,0,44,42,2169,42,0,0,0,0.008298755
HUN,Athletics,0,0,19,1,1,0,0,0.188969014,0,0,0,1452,1500,38865,1477,0,0.000677048,0,0.000488872
HUN,Boxing,0,0,3,0,0,0,0,0.104209436,0,0,0,493,278,5536,277,0,0,0,0.000541908
HUN,Canoe Sprint,7,0,15,6,13,0.701559467,0,0.198910444,6,2,2,44,42,628,42,0,0.142857143,0.159090909,0.02388535
HUN,Cycling Road,0,0,2,0,0,0,0,0.002924758,0,0,0,6,7,473,7,0,0,0,0.00422833
