Name,NOC,Total_Medals,Gold_Medals,Silver_Medals,Bronze_Medals
Pierre Carlier,SUI,0,0,0,0
Pierre Charpentier,FRA,0,0,0,0
Pierre Chayrigus,FRA,0,0,0,0
Pierre Chibert,BEL,1,0,0,1
Pierre Chuit,SUI,0,0,0,0
Pierre Clav,FRA,0,0,0,0
Pierre Clergerie,FRA,0,0,0,0
Pierre Coche,FRA,0,0,0,0
Pierre Colnard,FRA,0,0,0,0
Pierre Coppieters,BEL,1,0,0,1
Pierre Coq,FRA,1,0,0,1
Pierre Corre,FRA,0,0,0,0
Pierre Cottier,SUI,0,0,0,0
Pierre Court,FRA,0,0,0,0
Pierre Cousin,FRA,0,0,0,0
Pierre D'ableiges,FRA,0,0,0,0
Pierre D'astafort,FRA,1,0,1,0
Pierre D'hugues,FRA,2,1,0,1
Pierre D'oriola,FRA,4,2,2,0
Pierre Danloux,FRA,0,0,0,0
Pierre Dansou,BEN,0,0,0,0
Pierre Delbecque,BEL,0,0,0,0
Pierre Derivery,FRA,0,0,0,0
Pierre Derkinderen,BEL,0,0,0,0
Pierre Deschamps,FRA,0,0,0,0
Pierre Desjardins,CAN,0,0,0,0
Pierre Desormeaux,CAN,0,0,0,0
Pierre Devaux,BEL,0,0,0,0
Pierre Dewin,BEL,2,0,2,0
Pierre Dlze,SUI,0,0,0,0
Pierre Dondelinger,FRA,0,0,0,0
Pierre Dumesnil,FRA,0,0,0,0
Pierre Duprat,FRA,0,0,0,0
Pierre Eichhorn,BEL,0,0,0,0
Pierre Estrabant,FRA,0,0,0,0
Pierre Failliot,FRA,1,0,1,0
Pierre Fauveau,FRA,0,0,0,0
Pierre Feidt,LUX,0,0,0,0
Pierre Ferdais,CAN,0,0,0,0
Pierre Ferlin,FRA,0,0,0,0
Pierre Francisse,BEL,0,0,0,0
Pierre Garsau,FRA,0,0,0,0
Pierre Gauderman,FRA,0,0,0,0
Pierre Gauthier,FRA,1,0,0,1
Pierre Gentil,FRA,0,0,0,0
Pierre Georget,FRA,2,0,1,1
Pierre Gervais,FRA,2,1,0,1
Pierre Gillet,FRA,0,0,0,0
Pierre Girard,SUI,1,0,0,1
Pierre Godart,BEL,0,0,0,0
Pierre Gosselin,BEL,0,0,0,0
Pierre Gourrier,FRA,0,0,0,0
Pierre Gouws,ZIM,0,0,0,0
Pierre Gouzou,FRA,0,0,0,0
Pierre Grany,FRA,0,0,0,0
Pierre Guichot,FRA,2,0,1,1
Pierre Guilloux,FRA,0,0,0,0
Pierre Guy,FRA,0,0,0,0
Pierre Haeghen,BEL,0,0,0,0
Pierre Hardy,FRA,1,0,1,0
Pierre Harper,GBR,0,0,0,0
Pierre Harvey,CAN,0,0,0,0
Pierre Hastert,LUX,0,0,0,0
Pierre Hemmer,LUX,0,0,0,0
Pierre Henri,FRA,0,0,0,0
Pierre Hentges,LUX,0,0,0,0
Pierre Hernandez,FRA,0,0,0,0
Pierre Hirsch,FRA,0,0,0,0
Pierre Hostein,FRA,0,0,0,0
Pierre Houd,BEL,0,0,0,0
Pierre Houdt,BEL,0,0,0,0
Pierre Houin,FRA,1,1,0,0
Pierre Huybrechts,BEL,1,0,1,0
Pierre Jean,CAN,0,0,0,0
Pierre Jr.,FRA,2,1,0,1
Pierre Jumilhac,FRA,0,0,0,0
Pierre Kalulu,FRA,0,0,0,0
Pierre Lacaze,FRA,0,0,0,0
Pierre Langlois,FRA,0,0,0,0
Pierre Larran,FRA,1,0,1,0
Pierre Leboucher,FRA,0,0,0,0
Pierre Lebrton,FRA,0,0,0,0
Pierre Leclerc,CAN,0,0,0,0
Pierre Ledron,FRA,0,0,0,0
Pierre Lefou,MRI,0,0,0,0
Pierre Legrain,FRA,0,0,0,0
Pierre Leichtnam,FRA,0,0,0,0
Pierre Leveille,CAN,0,0,0,0
Pierre Levesy,MON,0,0,0,0
Pierre Lewden,FRA,1,0,0,1
Pierre Lisk,SLE,0,0,0,0
Pierre Lubac,FRA,0,0,0,0
Pierre Lvaque,FRA,0,0,0,0
Pierre Lvisse,FRA,0,0,0,0
Pierre Maddaloni,FRA,0,0,0,0
Pierre Mange,SUI,0,0,0,0
Pierre Marchand,FRA,0,0,0,0
Pierre Marsan,MON,0,0,0,0
Pierre Martin,CAN,0,0,0,0
Pierre Matorra,FRA,0,0,0,0
Pierre Mazille,FRA,0,0,0,0
Pierre Mazior,FRA,0,0,0,0
Pierre Mella,CMR,0,0,0,0
Pierre Michel,FRA,0,0,0,0
Pierre Mollin,BEL,0,0,0,0
Pierre Montaut,FRA,0,0,0,0
Pierre Montenot,FRA,1,1,0,0
Pierre Montezin,FRA,0,0,0,0
Pierre Mousel,LUX,0,0,0,0
Pierre Moussette,FRA,0,0,0,0
Pierre Moussi,FRA,0,0,0,0
Pierre Mrillon,FRA,0,0,0,0
Pierre Muralt,SUI,0,0,0,0
Pierre Musy,SUI,0,0,0,0
Pierre N'diaye,SEN,0,0,0,0
Pierre Ndinga,CGO,0,0,0,0
Pierre Nihant,BEL,1,0,1,0
Pierre Ollivier,BEL,1,0,1,0
Pierre Page,SUI,0,0,0,0
Pierre Paris,SUI,0,0,0,0
Pierre Parrain,FRA,0,0,0,0
Pierre Pascarel,FRA,0,0,0,0
Pierre Pasche,SUI,0,0,0,0
Pierre Payss,FRA,2,2,0,0
Pierre Pcher,BEL,0,0,0,0
Pierre Peinaud,FRA,0,0,0,0
Pierre Pennec,FRA,0,0,0,0
Pierre Perrier,FRA,0,0,0,0
Pierre Petiteau,FRA,1,0,1,0
Pierre Piasecki,FRA,0,0,0,0
Pierre Plihon,FRA,0,0,0,0
Pierre Prat,FRA,0,0,0,0
Pierre Prieur,FRA,0,0,0,0
Pierre Pujol,FRA,0,0,0,0
Pierre Quinon,FRA,1,1,0,0
Pierre Rabot,FRA,1,0,0,1
Pierre Ramadier,FRA,0,0,0,0
Pierre Richard-willm,FRA,0,0,0,0
Pierre Rodocanachi,FRA,1,0,0,1
Pierre Roger,FRA,0,0,0,0
Pierre Rolland,FRA,0,0,0,0
Pierre Rollin,FRA,0,0,0,0
Pierre Rosenbaum,FRA,0,0,0,0
Pierre Roussel,FRA,0,0,0,0
Pierre Sagna,SEN,0,0,0,0
Pierre Samiac,FRA,0,0,0,0
Pierre Sauvestre,FRA,0,0,0,0
Pierre Schmitz,LUX,0,0,0,0
Pierre Schoebel,FRA,0,0,0,0
Pierre Seginaud,FRA,0,0,0,0
Pierre Segond-weber,FRA,0,0,0,0
Pierre Selderslagh,BEL,0,0,0,0
Pierre Siegenthaler,SUI,0,0,0,0
Pierre Six,FRA,0,0,0,0
Pierre Skawinski,FRA,0,0,0,0
Pierre Slock,BEL,0,0,0,0
Pierre Smets,BEL,0,0,0,0
Pierre Sne,SEN,0,0,0,0
Pierre Soete,BEL,0,0,0,0
Pierre Sotoumey,BEN,0,0,0,0
Pierre Sourb,FRA,1,0,0,1
Pierre Souziff,FRA,0,0,0,0
Pierre Sprcher,FRA,0,0,0,0
Pierre Sr.,FRA,1,0,0,1
Pierre Strauwen,BEL,0,0,0,0
Pierre Thielt,BEL,3,2,1,0
Pierre Thiolon,FRA,1,0,1,0
Pierre Thiriar,BEL,1,0,0,1
Pierre Thomegeux,FRA,0,0,0,0
Pierre Thorsson,SWE,3,0,3,0
Pierre Tolar,LUX,0,0,0,0
Pierre Toulgouat,FRA,0,0,0,0
Pierre Trentin,FRA,4,2,0,2
Pierre Trullemans,BEL,0,0,0,0
Pierre Tuffri,FRA,1,0,1,0
Pierre Tuffri,GRE,0,0,0,0
Pierre Turquet,GBR,0,0,0,0
Pierre Vago,FRA,0,0,0,0
Pierre Valcke,BEL,1,0,0,1
Pierre Vandame,FRA,0,0,0,0
Pierre Vernet,FRA,1,0,1,0
Pierre Versteegh,NED,1,0,0,1
Pierre Vibert,FRA,0,0,0,0
Pierre Volla,FRA,0,0,0,0
Pierre Welfring,LUX,0,0,0,0
Pierre William,FRA,0,0,0,0
Pierre Windt,ARU,0,0,0,0
Pierre Wome,CMR,1,1,0,0
Pierre Wouters,BEL,0,0,0,0
Pierre Yana,CMR,0,0,0,0
Pierre Zadin,FRA,0,0,0,0
Pierre-Alain Dufaux,SUI,0,0,0,0
Pierre-Alexis Pessonneaux,FRA,1,0,0,1
Pierre-Alexis Ponsot,FRA,0,0,0,0
Pierre-Ambroise Bosse,FRA,0,0,0,0
Pierre-Amde Plasait,FRA,0,0,0,0
Pierre-Andr Dufau,FRA,0,0,0,0
Pierre-Andr Flckiger,SUI,0,0,0,0
Pierre-Clestin Nihorimbere,BDI,0,0,0,0
Pierre-Didier Jollien,SUI,0,0,0,0
Pierre-Emerick Aubameyang,GAB,0,0,0,0
Pierre-Georges Leclercq,BEL,0,0,0,0
Pierre-Gilles Lakafia,FRA,0,0,0,0
Pierre-Hugues Herbert,FRA,0,0,0,0
Pierre-Jean Peltier,FRA,1,0,0,1
Pierre-Luc Hinse,CAN,0,0,0,0
Pierre-Luc Laforest,CAN,0,0,0,0
Pierre-Marie Deloof,BEL,1,0,1,0
Pierre-Marie Hilaire,FRA,0,0,0,0
Pierre-Richard Gaetjens,HAI,0,0,0,0
Pierre-Yves Bny,FRA,0,0,0,0
Pierre-Yves Copin,FRA,0,0,0,0
Pierre-Yves Eberle,SUI,0,0,0,0
Pierre-Yvon Lenoir,FRA,0,0,0,0
Pierre-ambroise Bosse,FRA,0,0,0,0
Pierre-frederic Vanpeperstraete,FRA,0,0,0,0
Pierre-hugues Herbert,FRA,0,0,0,0
Pierre-luc Poulin,CAN,0,0,0,0
Pierrette Dame,FRA,0,0,0,0
Pierrette Michel,BEL,0,0,0,0
Pierrick Fdrigo,FRA,0,0,0,0
Piervittorio Pampuro,ITA,0,0,0,0
Piet Eckert,SUI,0,0,0,0
Piet Geeris,NED,1,1,0,0
Piet Kuil,NED,0,0,0,0
Piet Norval,RSA,1,0,1,0
Piet Peters,NED,0,0,0,0
Piet Plantinga,NED,0,0,0,0
Pieta Dishoeck,NED,2,0,2,0
Pieter Andel,NED,0,0,0,0
Pieter Beets,NED,0,0,0,0
Pieter Belmer,NED,0,0,0,0
Pieter Bergh,NED,0,0,0,0
Pieter Bon,NED,0,0,0,0
Pieter Boven,NED,0,0,0,0
Pieter Braun,NED,0,0,0,0
Pieter Bromberg,NED,1,0,0,1
Pieter Brussaard,NED,0,0,0,0
Pieter Bulling,NZL,0,0,0,0
Pieter Coetze,RSA,0,0,0,0
Pieter Conradie,RSA,0,0,0,0
Pieter Custers,NED,0,0,0,0
Pieter Dam,NED,0,0,0,0
Pieter Desmet,BEL,0,0,0,0
Pieter Devos,BEL,1,0,0,1
Pieter Doorn,NED,0,0,0,0
Pieter Ede,NED,0,0,0,0
Pieter Giessen,NED,0,0,0,0
Pieter Gunning,NED,1,0,0,1
Pieter Hem,NED,0,0,0,0
Pieter Hillense,RSA,0,0,0,0
Pieter Hoekstra,NED,0,0,0,0
Pieter Hoogenband,NED,7,3,2,2
Pieter Jacobszoon,NED,0,0,0,0
Pieter Jr.,NED,1,0,0,1
Pieter Katwijk,NED,0,0,0,0
Pieter Keyzer,NED,0,0,0,0
Pieter Klaveren,NED,0,0,0,0
Pieter Kloppenburg,NED,0,0,0,0
Pieter Kraak,NED,0,0,0,0
Pieter Kreuningen,NED,0,0,0,0
Pieter Kruk,NED,0,0,0,0
Pieter Leeuwerink,NED,0,0,0,0
Pieter Lehrer,ANT,0,0,0,0
Pieter Lombard,RSA,0,0,0,0
Pieter Mijer,NED,0,0,0,0
Pieter Offens,NED,0,0,0,0
Pieter Ooms,NED,0,0,0,0
Pieter Quinton,USA,1,0,0,1
Pieter Roelofsen,NED,0,0,0,0
Pieter Salomons,NED,1,0,0,1
Pieter Schans,NED,0,0,0,0
Pieter Schep,NED,0,0,0,0
Pieter Senus,NED,0,0,0,0
Pieter Sisk,BEL,0,0,0,0
Pieter Smith,RSA,0,0,0,0
Pieter Stam,NED,0,0,0,0
Pieter Swieter,NED,0,0,0,0
Pieter Timmers,BEL,1,0,1,0
Pieter Tolhoek,NED,0,0,0,0
Pieter Touw,NED,0,0,0,0
Pieter Velden,NED,0,0,0,0
Pieter Versluis,NED,1,0,0,1
Pieter Villiers,RSA,0,0,0,0
Pieter Waas,NED,0,0,0,0
Pieter Waller,NED,0,0,0,0
Pieter Wijdekop,NED,1,0,0,1
Pieter Windt,NED,1,1,0,0
Pieter Zwart,NED,0,0,0,0
Pieter Zwarte,NED,1,0,0,1
Pieter-Jan Hannes,BEL,0,0,0,0
Pieternella (-zandee),NED,0,0,0,0
Pieternella Vegter,NED,0,0,0,0
Pietie Coetzee,RSA,0,0,0,0
Pietje (-koudijs),NED,1,1,0,0
Pietro Algeri,ITA,0,0,0,0
Pietro Annoni,ITA,1,0,1,0
Pietro Arese,ITA,0,0,0,0
Pietro Aurino,ITA,0,0,0,0
Pietro Bellotti,ITA,0,0,0,0
Pietro Bertagnoli,ITA,0,0,0,0
Pietro Bestetti,ITA,0,0,0,0
Pietro Bianchi,ITA,3,2,1,0
Pietro Borsari,SUI,0,0,0,0
Pietro Borsetti,ITA,0,0,0,0
Pietro Boscaini,ITA,0,0,0,0
Pietro Bruschi,ITA,0,0,0,0
Pietro Camporesi,ITA,0,0,0,0
Pietro D'al,ITA,0,0,0,0
Pietro Fanna,ITA,0,0,0,0
Pietro Farina,ITA,0,0,0,0
Pietro Figlioli,AUS,0,0,0,0
Pietro Figlioli,ITA,2,0,1,1
Pietro Freschi,ITA,1,0,0,1
Pietro Generali,ITA,1,0,1,0
Pietro Genga,ITA,0,0,0,0
Pietro Genovesi,ITA,1,0,0,1
Pietro Guerra,ITA,1,0,1,0
Pietro Ivanov,ITA,1,0,0,1
Pietro Leone,ITA,0,0,0,0
Pietro Lombardi,ITA,1,1,0,0
Pietro Marascalchi,ITA,0,0,0,0
Pietro Martinelli,ITA,0,0,0,0
Pietro Masala,FRG,0,0,0,0
Pietro Mennea,ITA,3,1,0,2
Pietro Pastorino,ITA,0,0,0,0
Pietro Polti,ITA,0,0,0,0
Pietro Pujia,ITA,0,0,0,0
Pietro Rava,ITA,1,1,0,0
Pietro Reggio,ITA,0,0,0,0
Pietro Roman,ITA,0,0,0,0
Pietro Ruta,ITA,1,0,0,1
Pietro Sandei,ITA,0,0,0,0
Pietro Sarzano,ITA,0,0,0,0
Pietro Selvaggio,ITA,0,0,0,0
Pietro Sessa,ITA,0,0,0,0
Pietro Speciale,ITA,2,1,1,0
Pietro Tordera,ITA,0,0,0,0
Pietro Torre,ITA,0,0,0,0
Pietro Vierchowod,ITA,0,0,0,0
Pietro Zucchetti,ITA,0,0,0,0
Pihla Kaivo-oja,FIN,0,0,0,0
Piia Pantsu,FIN,0,0,0,0
Pilar Carsten,ESP,0,0,0,0
Pilar Cervi,ESP,0,0,0,0
Pilar Iglesias,ESP,0,0,0,0
Pilar Laguna,MEX,0,0,0,0
Pilar Lamadrid,ESP,0,0,0,0
Pilar Mart,ESP,0,0,0,0
Pilar Matheus,CUB,0,0,0,0
Pilar Muro,ESP,0,0,0,0
Pilar Shimizu,GUM,0,0,0,0
Pilavullakandi Usha,IND,0,0,0,0
Pili Pena,ESP,2,1,1,0
Pilin Tachakittiranan,THA,0,0,0,0
Piloo Sarkari,IND,0,0,0,0
Pilton,FRA,0,0,0,0
Pim Nieuwenhuis,NED,0,0,0,0
Pim Walsma,NED,0,0,0,0
Pim-On Klaisuban,THA,0,0,0,0
Pimentel Dizotti,BRA,0,0,0,0
Pimsiri Sirikaew,THA,2,0,2,0
Pina Cipriotto,ITA,0,0,0,0
Pinelopi Karamesiou,GRE,0,0,0,0
Pinetta Colonna-gamero,ITA,0,0,0,0
Ping Huang,CHN,1,1,0,0
Ping Li,QAT,0,0,0,0
Ping Thum,SGP,0,0,0,0
Pinit Boonjoung,THA,0,0,0,0
Pinit Koeykorpkeo,THA,0,0,0,0
Pinye Malaibi,PNG,0,0,0,0
Pio Chirinos,VEN,0,0,0,0
Pio Ferraris,ITA,0,0,0,0
Pio Vennettilli,ITA,0,0,0,0
Piot,FRA,0,0,0,0
Piotr Albiski,POL,0,0,0,0
Piotr Balcerzak,POL,0,0,0,0
Piotr Banaszak,POL,0,0,0,0
Piotr Basta,POL,0,0,0,0
Piotr Bielczyk,POL,0,0,0,0
Piotr Bochenek,POL,0,0,0,0
Piotr Brzzka,POL,0,0,0,0
Piotr Buchalski,POL,0,0,0,0
Piotr Buciarski,DEN,0,0,0,0
Piotr Bujnarowski,POL,0,0,0,0
Piotr Bukowski,GER,0,0,0,0
Piotr Chmielewski,POL,0,0,0,0
Piotr Ciela,POL,1,0,0,1
Piotr Czaczka,POL,0,0,0,0
Piotr Daniluk,POL,0,0,0,0
Piotr Ducik,POL,0,0,0,0
Piotr Dugosielski,POL,0,0,0,0
Piotr Gabrych,POL,0,0,0,0
Piotr Gadki,POL,0,0,0,0
Piotr Gruszka,POL,0,0,0,0
Piotr Gutman,POL,0,0,0,0
Piotr Haczek,POL,0,0,0,0
Piotr Hojka,POL,0,0,0,0
Piotr Jabkowski,POL,1,0,1,0
Piotr Jaboski,POL,0,0,0,0
Piotr Juszczak,POL,0,0,0,0
Piotr Kamrowski,POL,0,0,0,0
Piotr Kantor,POL,0,0,0,0
Piotr Kdzia,POL,0,0,0,0
Piotr Kiepikowski,POL,2,0,1,1
Piotr Klimczak,POL,0,0,0,0
Piotr Kosmatko,POL,0,0,0,0
Piotr Kuczera,POL,0,0,0,0
Piotr Kula,POL,0,0,0,0
Piotr Kuleta,POL,0,0,0,0
Piotr Langosz,POL,0,0,0,0
Piotr Lisek,POL,0,0,0,0
Piotr Ludwiczak,POL,0,0,0,0
Piotr Maachowski,POL,2,0,2,0
Piotr Malachowski,POL,0,0,0,0
Piotr Markiewicz,POL,1,0,0,1
Piotr Mikua,POL,0,0,0,0
Piotr Molenda,POL,0,0,0,0
Piotr Mowlik,POL,1,0,1,0
Piotr Myszka,POL,0,0,0,0
Piotr Nowakowski,POL,0,0,0,0
Piotr Olewiski,POL,0,0,0,0
Piotr Olszewski,POL,0,0,0,0
Piotr Paziski,POL,0,0,0,0
Piotr Piasecki,POL,0,0,0,0
Piotr Piekarski,POL,0,0,0,0
Piotr Pitek,POL,0,0,0,0
Piotr Przydzia,POL,0,0,0,0
Piotr Rysiukiewicz,POL,0,0,0,0
Piotr Siemionowski,POL,0,0,0,0
Piotr Skierski,POL,0,0,0,0
Piotr Sobotta,POL,0,0,0,0
Piotr Stpie,POL,1,0,1,0
Piotr Szczepaski,POL,0,0,0,0
Piotr Tobolski,POL,0,0,0,0
Piotr Wadecki,POL,0,0,0,0
Piotr Wawryniuk,POL,0,0,0,0
Piotr Wiaderek,POL,0,0,0,0
Piotr Wierczewski,POL,1,0,1,0
Piotr Wozniak,POL,0,0,0,0
Piotr Wyszomirski,POL,0,0,0,0
Pipat Singsanee,THA,0,0,0,0
Piper Kelly,USA,0,0,0,0
Piper Logan,CAN,1,0,1,0
Pippa Hayward,NZL,0,0,0,0
Pippa Savage,AUS,0,0,0,0
Pirjo Peltola,FIN,0,0,0,0
Pirkko (-anttila),FIN,0,0,0,0
Pirkko (-metsmki),FIN,0,0,0,0
Pirkko (-mkel),FIN,0,0,0,0
Pirkko Vilppunen,FIN,0,0,0,0
Pirmammad Aliyev,KAZ,0,0,0,0
Pirmin Blaak,NED,1,1,0,0
Piroska Budai,HUN,0,0,0,0
Piroska Szamornsky,HUN,0,0,0,0
Pirouz Adamiyat,IRI,0,0,0,0
Pissi,FRA,0,0,0,0
Pit Klein,LUX,0,0,0,0
Pita Taufatofua,TGA,0,0,0,0
Pita Vi,USA,0,0,0,0
Pitak Kampita,THA,0,0,0,0
Pitaya Tibnoke,THA,0,0,0,0
Pitory,FRA,0,0,0,0
Pitty Scheer,LUX,0,0,0,0
Pius Bazighe,NGR,0,0,0,0
Pius Hollenstein,AUT,0,0,0,0
Pius Ikedia,NGR,0,0,0,0
Pius Munyasia,KEN,0,0,0,0
Pius Ochieng,KEN,0,0,0,0
Pius Olowo,UGA,0,0,0,0
Pius Schwizer,SUI,1,0,0,1
Pivi (kunttu-),FIN,0,0,0,0
Pivi Alafrantti,FIN,0,0,0,0
Pivi Meriluoto-aaltonen,FIN,1,0,0,1
Piyathip Sansaniyakulvilai,THA,0,0,0,0
Pl (brhlik-),HUN,0,0,0,0
Pl (kempner-),HUN,0,0,0,0
Pl (szalav),HUN,0,0,0,0
Pl (vinkovics-),HUN,1,0,0,1
Pl Bak,HUN,1,0,1,0
Pl Bakos,HUN,0,0,0,0
Pl Bedk,HUN,0,0,0,0
Pl Benum,NOR,0,0,0,0
Pl Bogr,HUN,0,0,0,0
Pl Budai,HUN,0,0,0,0
Pl Bye,NOR,0,0,0,0
Pl Cappelen,NOR,0,0,0,0
Pl Domonkos,HUN,0,0,0,0
Pl Dunay,HUN,0,0,0,0
Pl Fagernes,NOR,0,0,0,0
Pl Gerevich,HUN,2,0,0,2
Pl Gmry,HUN,0,0,0,0
Pl Hansen,NOR,0,0,0,0
Pl Hembre,NOR,0,0,0,0
Pl Joensen,DEN,0,0,0,0
Pl Katk,HUN,0,0,0,0
Pl Kirly,HUN,0,0,0,0
Pl Koczka,HUN,0,0,0,0
Pl Koppn,HUN,0,0,0,0
Pl Kovcs,HUN,7,6,0,1
Pl Lakatos,HUN,0,0,0,0
Pl Lgler,HUN,0,0,0,0
Pl Mccarthy,NOR,0,0,0,0
Pl Nagy,HUN,1,1,0,0
Pl Orosz,HUN,1,0,0,1
Pl Pajzs,HUN,0,0,0,0
Pl Phlsson,SWE,0,0,0,0
Pl Pk,HUN,1,0,1,0
Pl Rosty,HUN,0,0,0,0
Pl Sandli,NOR,0,0,0,0
Pl Schmitt,HUN,2,2,0,0
Pl Simon,HUN,1,0,0,1
Pl Szcs,HUN,0,0,0,0
Pl Szekeres,HUN,1,0,0,1
Pl Szplaki,HUN,0,0,0,0
Pl Tuska,HUN,0,0,0,0
Pl Vargha,HUN,0,0,0,0
Pl Vg,HUN,0,0,0,0
Pl Wgner,HUN,0,0,0,0
Plabon,FRA,0,0,0,0
Placido Briones,MEX,0,0,0,0
Plamen Aleksandrov,BUL,0,0,0,0
Plamen Asparukhov,BUL,0,0,0,0
Plamen Brankov,BUL,0,0,0,0
Plamen Bratoychev,BUL,0,0,0,0
Plamen Khristov,BUL,0,0,0,0
Plamen Konstantinov,BUL,0,0,0,0
Plamen Krastev,BUL,0,0,0,0
Plamen Minev,BUL,0,0,0,0
Plamen Paskalev,BUL,0,0,0,0
Plamen Penev,BUL,0,0,0,0
Plamen Petkov,BUL,0,0,0,0
Plamen Timchev,BUL,0,0,0,0
Plamen Yankov,BUL,0,0,0,0
Plamen Zhelyazkov,BUL,0,0,0,0
Plamena Mitkova,BUL,0,0,0,0
Platis,GRE,0,0,0,0
Platon Georgitsis,GRE,0,0,0,0
Platt Adams,USA,2,1,1,0
Plauto Guimares,BRA,0,0,0,0
Playter Medina,DOM,0,0,0,0
Pleun Leenen,NED,0,0,0,0
Plinio Brusa,FRA,1,0,0,1
Pll Lafsson,ISL,0,0,0,0
Plus Raison,FRA,0,0,0,0
Plutarco Dusavage,HON,0,0,0,0
Pmella Oliveira,BRA,0,0,0,0
Pnar Saka,TUR,0,0,0,0
Pnlope (-serpieri),FRA,1,0,1,0
Pnlope Leprvost,FRA,1,1,0,0
Po-jen Chen,TPE,0,0,0,0
Po-ya Su,TPE,0,0,0,0
Poe Pinson,USA,0,0,0,0
Poh Kimseng,CHN,0,0,0,0
Poh Song,SGP,0,0,0,0
Poina Jeizarova,LAT,0,0,0,0
Pol Betriu,AND,0,0,0,0
Pol Dourdet,AND,0,0,0,0
Pol Goffaux,BEL,0,0,0,0
Pol Moya,AND,0,0,0,0
Pol Vegu,ESP,0,0,0,0
Polat Arkan,TUR,0,0,0,0
Polen Uslupehlivan,TUR,0,0,0,0
Poliana Medeiros,BRA,0,0,0,0
Poliana Okimoto-cintra,BRA,1,0,0,1
Poliana Paula,BRA,0,0,0,0
Policarp Malhin,ROU,1,0,0,1
Policarpio Huaca,BOL,0,0,0,0
Policarpio Ortega,PHI,0,0,0,0
Polina (vyakhireva-),RUS,1,1,0,0
Polina Astakhova,URS,10,5,2,3
Polina Berezina,ESP,0,0,0,0
Polina Buhrova,UKR,0,0,0,0
Polina Fouda,EGY,0,0,0,0
Polina Gorshkova,ROC,1,0,1,0
Polina Guryeva,TKM,1,0,1,0
Polina Komar,ROC,1,1,0,0
Polina Kuznetsova,ROC,1,0,1,0
Polina Matveeva,ROC,0,0,0,0
Polina Mikhailova,ROC,0,0,0,0
Polina Mikhaylova,RUS,0,0,0,0
Polina Repina,KAZ,0,0,0,0
Polina Trifonova,BUL,0,0,0,0
Polina Tsekova,BUL,0,0,0,0
Polina Vedekhina,ROC,1,0,1,0
Polina Zakaluzny,ISR,0,0,0,0
Polly Swann,GBR,1,0,1,0
Polona Batagelj,SLO,0,0,0,0
Polona Dornik,YUG,1,0,1,0
Polona Frelih,SLO,0,0,0,0
Polona Hercog,SLO,0,0,0,0
Poloni Avek,PNG,0,0,0,0
Polycarp Pereira,UGA,0,0,0,0
Polychronis Tzortzakis,GRE,0,0,0,0
Polydore Veirman,BEL,2,0,2,0
Polymnia Sarengou,GRE,0,0,0,0
Polyniki Emmanouilidou,GRE,0,0,0,0
Ponciano Castillo,GEQ,0,0,0,0
Ponciano Gonzlez,MEX,0,0,0,0
Ponciano Saldaa,PHI,0,0,0,0
Poncio Planas,ESP,0,0,0,0
Pong Son-hwa,PRK,0,0,0,0
Pongsak Hrientounthong,THA,0,0,0,0
Pongsak Maneetong,THA,0,0,0,0
Pongsiree Bunluewong,THA,0,0,0,0
Pongummart Ummarttayakul,THA,0,0,0,0
Ponipate Loganimasi,FIJ,1,0,1,0
Ponnuswamy Rangaswamy,IND,0,0,0,0
Pontus Hanson,SWE,4,0,1,3
Pontus Jntti,FIN,0,0,0,0
Pontus Rosen,SWE,0,0,0,0
Pooja Rani,IND,0,0,0,0
Poon Loke,MAS,0,0,0,0
Poon Yan,HKG,0,0,0,0
Poonam Rani,IND,0,0,0,0
Popole Misenga,EOR,0,0,0,0
Popole Misenga,ROT,0,0,0,0
Popoola Saliu,NGR,1,0,0,1
Poppy Olsen,AUS,0,0,0,0
Porfirio Acosta,PAR,0,0,0,0
Porfirio Becerril,MEX,0,0,0,0
Porfirio Hernndez,CUB,0,0,0,0
Porfirio Len,PUR,0,0,0,0
Porfirio Mercedes,DOM,0,0,0,0
Porfirio Rivera,MEX,0,0,0,0
Pornanong Phatlum,THA,0,0,0,0
Pornchai Thongburan,THA,1,0,0,1
Pornpim Srisurat,THA,0,0,0,0
Pornsawan Plungwech,THA,0,0,0,0
Porntip Buranaprasertsuk,THA,0,0,0,0
Portia Lack,USA,0,0,0,0
Portia Mcgee,USA,0,0,0,0
Portia Modise,RSA,0,0,0,0
Portia Woodman,NZL,2,1,1,0
Portia Woodman-wickliffe,NZL,1,1,0,0
Portilho Gabi,BRA,1,0,1,0
Portious Warren,TTO,0,0,0,0
Potito Starace,ITA,0,0,0,0
Pouget,FRA,0,0,0,0
Poul Andersen,DEN,0,0,0,0
Poul Bille-holst,DEN,0,0,0,0
Poul Bk,DEN,0,0,0,0
Poul Cederquist,DEN,0,0,0,0
Poul Frandsen,DEN,0,0,0,0
Poul Hansen,DEN,1,0,1,0
Poul Hartmann,DEN,1,1,0,0
Poul Holm,DEN,0,0,0,0
Poul Jensen,DEN,3,2,1,0
Poul Jessen,DEN,0,0,0,0
Poul Jrgensen,DEN,1,0,0,1
Poul Justesen,DEN,0,0,0,0
Poul Knudsen,DEN,0,0,0,0
Poul Kops,DEN,0,0,0,0
Poul Korup,DEN,0,0,0,0
Poul Larsen,DEN,0,0,0,0
