NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,TOPSIS_Score_Sum,Host,Sport_topsis_score,Unnamed: 10,Unnamed: 11,TOPSIS_Product
HKG,Swimming,2,0,16,0,2,0.168237591,0,0.328164151,,,0.05520954621680024
HKG,Table Tennis,0,0,8,0,0,0.243356456,0,0.421319056,,,0.10253071231342555
HKG,Taekwondo,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
HKG,Triathlon,0,0,1,0,0,1e-10,0,0.008908953,,,8.908953000000001e-13
HON,Athletics,0,0,1,0,0,1e-10,0,0.227831537,,,2.2783153700000002e-11
HON,Swimming,0,0,2,0,0,0.001125348,0,0.486941499,,,0.0005479786420166519
HON,Wrestling,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
HUN,Artistic Gymnastics,0,0,18,0,0,0.004486578,0,0.006563058,,,2.9445671635523998e-05
HUN,Athletics,0,0,19,1,1,1e-10,0,0.188969014,,,1.88969014e-11
HUN,Boxing,0,0,3,0,0,1e-10,0,0.104209436,,,1.04209436e-11
HUN,Canoe Sprint,7,0,15,6,13,0.701559467,0,0.198910444,,,0.13954750507337335
HUN,Cycling Road,0,0,2,0,0,1e-10,0,0.002924758,,,2.9247580000000003e-13
HUN,"Cycling Road, Cycling Mountain Bike",0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
HUN,Equestrian,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
HUN,Fencing,1,4,15,4,9,0.463096606,0,0.526661356,,,0.24389508647495772
HUN,Handball,0,0,34,0,0,0.001125348,0,0.169607409,,,0.00019086735850333197
HUN,Judo,0,0,14,0,0,0.082229302,0,0.061701598,,,0.005073679335824597
HUN,Marathon Swimming,0,1,1,0,1,0.086140832,0,0.273287707,,,0.023541230456352223
HUN,"Marathon Swimming, Swimming",0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
HUN,Modern Pentathlon,0,1,3,0,1,0.079981078,0,0.22460859,,,0.01796443715626002
HUN,Rhythmic Gymnastics,0,0,1,0,0,1e-10,0,0.005765016,,,5.765016e-13
HUN,Rowing,0,0,1,0,0,1e-10,0,0.049825009,,,4.9825009e-12
HUN,Sailing,0,0,2,0,0,0.087328881,0,0.026627033,,,0.002325308996240073
HUN,Shooting,1,0,11,0,1,0.006747144,0,0.078275037,,,0.0005281329462443281
HUN,Swimming,0,2,38,1,3,0.173496606,0,0.274761221,,,0.04767013930391593
HUN,Table Tennis,0,0,3,0,0,0.002250696,0,0.013346982,,,3.0039998999472e-05
HUN,Taekwondo,0,1,2,0,1,1e-10,0,0.14541936,,,1.4541936e-11
HUN,Tennis,0,0,4,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
HUN,Triathlon,0,0,3,0,0,0.003376044,0,0.016249964,,,5.4860593462415996e-05
HUN,Water Polo,0,0,26,0,0,2.07960053,0,0.50309437,,,1.0462353184920161
HUN,Wrestling,0,0,5,0,0,0.170091422,0,0.178941551,,,0.03043642286447552
INA,Archery,0,0,9,0,0,0.005624268,0,0.172196013,,,0.000968476525643484
INA,Artistic Gymnastics,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
INA,Athletics,0,0,1,0,0,1e-10,0,0.030331896,,,3.0331896e-12
INA,Badminton,1,0,8,0,1,0.325164977,0,0.775712024,,,0.2522343824425835
INA,Cycling Track,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
INA,Judo,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
INA,Rowing,0,0,1,0,0,1e-10,0,0.003419722,,,3.419722e-13
INA,Shooting,0,0,2,0,0,0.001125348,0,0.008229809,,,9.261399098531998e-06
INA,Sport Climbing,0,1,3,0,1,1e-10,0,1e-10,,,1.0000000000000001e-20
INA,Surfing,0,0,1,0,0,1e-10,0,0.045374513,,,4.5374513e-12
INA,Swimming,0,0,2,0,0,0.001125348,0,0.030446273,,,3.4262652428004e-05
INA,Weightlifting,0,1,2,0,1,0.246102988,0,0.494131128,,,0.12160714706461045
IND,Archery,0,0,14,0,0,0.015700574,0,0.033595181,,,0.000527463625333894
IND,Athletics,0,0,31,1,1,0.085080877,0,0.095075106,,,0.008089073399347963
IND,Badminton,0,0,7,0,0,0.079981078,0,0.133449422,,,0.010673428630036917
IND,Boxing,0,0,6,0,0,0.079981078,0,0.062379285,,,0.00498916245916923
IND,Equestrian,0,0,1,0,0,1e-10,0,0.002599404,,,2.5994040000000003e-13
IND,Golf,0,0,4,0,0,0.002250696,0,0.024809078,,,5.5837692618287994e-05
IND,Hockey,16,0,0,0,16,1.444218078,0,1.0,,,1.444218078
IND,Judo,0,0,1,0,0,1e-10,0,0.004917435,,,4.917435000000001e-13
IND,Rowing,0,0,1,0,0,1e-10,0,0.002608271,,,2.608271e-13
IND,Sailing,0,0,2,0,0,1e-10,0,0.004255866,,,4.2558659999999996e-13
IND,Shooting,4,0,28,0,4,0.014619641,0,0.094615924,,,0.001383250841763284
IND,Swimming,0,0,2,0,0,0.003368633,0,0.008316133,,,2.8014000056188998e-05
IND,Table Tennis,0,0,10,0,0,0.003373572,0,0.020202126,,,6.8153326614072e-05
IND,Tennis,0,0,3,0,0,0.006715091,0,0.032681102,,,0.000219456573910282
IND,Weightlifting,0,0,1,0,0,0.086140832,0,0.107562693,,,0.009265539867180575
IND,Wrestling,1,0,5,0,1,0.16612191,0,0.118100003,,,0.01961899806936573
IRI,Archery,0,0,1,0,0,1e-10,0,0.005228758,,,5.228758e-13
IRI,Artistic Gymnastics,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
IRI,Athletics,0,0,2,0,0,0.001125348,0,0.048906908,,,5.5037291103984e-05
IRI,Canoe Sprint,0,0,2,0,0,1e-10,0,0.007329643,,,7.329643000000001e-13
IRI,Cycling Road,0,0,1,0,0,0.001125348,0,0.011303856,,,1.2720771741887999e-05
IRI,Fencing,0,0,7,0,0,0.003376044,0,0.033498149,,,0.00011309122494255599
IRI,Rowing,0,0,3,0,0,1e-10,0,0.003950109,,,3.9501090000000007e-13
IRI,Shooting,0,0,5,0,0,0.089581616,0,0.04214844,,,0.0037757253670790405
IRI,Sport Climbing,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
IRI,Swimming,0,0,1,0,0,1e-10,0,0.003311968,,,3.311968e-13
IRI,Table Tennis,0,0,3,0,0,0.001125348,0,0.011180906,,,1.2582410205287998e-05
IRI,Taekwondo,1,1,0,2,4,1e-10,0,0.449099957,,,4.4909995700000004e-11
IRI,Weightlifting,0,0,2,0,0,0.08726618,0,0.378976482,,,0.03307182989397876
IRI,Wrestling,2,2,4,4,8,0.365863296,0,0.712184309,,,0.26056209865022245
IRL,Artistic Gymnastics,0,1,1,0,1,0.004486578,0,0.39412566,,,0.0017682755153914799
IRL,Athletics,0,0,31,0,0,0.014622108,0,0.285840417,,,0.004179589448139036
IRL,Badminton,0,0,2,0,0,1e-10,0,0.005960031,,,5.960031000000001e-13
IRL,Boxing,0,1,9,0,1,0.161688383,0,0.694404339,,,0.11227711472109383
IRL,Canoe Slalom,0,0,7,0,0,1e-10,0,0.032897855,,,3.2897854999999997e-12
IRL,Cycling Road,0,0,4,0,0,0.001125348,0,0.017082559,,,1.9223823605532e-05
IRL,Cycling Track,0,0,11,0,0,0.004501392,0,0.025909441,,,0.000116628550441872
IRL,Diving,0,0,2,0,0,0.001125348,0,0.001890391,,,2.1273477310679998e-06
IRL,Equestrian,0,0,16,0,0,0.007877436,0,0.041281755,,,0.00032519438298018
IRL,Golf,0,0,4,0,0,0.002250696,0,0.026125147,,,5.8799763852312e-05
IRL,Hockey,0,0,17,0,0,1e-10,0,0.018113477,,,1.8113477e-12
IRL,"Marathon Swimming, Swimming",0,0,3,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
IRL,Rowing,2,2,12,0,4,0.525825452,0,0.568969755,,,0.29917877859720426
IRL,Rugby Sevens,0,0,28,0,0,1e-10,0,0.047748668,,,4.7748668e-12
IRL,Sailing,0,0,4,0,0,0.086170324,0,0.291990084,,,0.025160880143067218
IRL,Swimming,1,0,26,0,1,0.011238666,0,0.23447985,,,0.0026352407178800996
IRL,Taekwondo,0,0,1,0,0,1e-10,0,0.001798246,,,1.7982460000000002e-13
IRQ,Athletics,0,0,1,0,0,1e-10,0,0.058472716,,,5.8472716000000005e-12
IRQ,Football,0,0,19,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
IRQ,Judo,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
IRQ,Swimming,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
IRQ,Weightlifting,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
ISL,Athletics,0,0,1,0,0,1e-10,0,0.25883389,,,2.5883389000000003e-11
ISL,Shooting,0,0,1,0,0,1e-10,0,0.004277012,,,4.277012e-13
ISL,Swimming,0,0,4,0,0,0.001125348,0,0.104586093,,,0.00011769575058536401
ISL,Triathlon,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
ISR,Archery,0,0,4,0,0,1e-10,0,0.002481986,,,2.481986e-13
ISR,Artistic Gymnastics,0,0,8,1,1,0.085077765,0,0.369312103,,,0.0314202483106898
ISR,Artistic Swimming,0,0,2,0,0,1e-10,0,0.016946356,,,1.6946356e-12
ISR,Athletics,0,0,7,0,0,0.002250696,0,0.046287174,,,0.000104178357373104
ISR,Badminton,0,0,1,0,0,0.002248224,0,0.003303091,,,7.426088460384001e-06
ISR,Cycling Mountain Bike,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
ISR,Cycling Road,0,0,2,0,0,0.001125348,0,0.008789113,,,9.890810736323999e-06
ISR,Cycling Track,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
ISR,Equestrian,0,0,6,0,0,0.003376044,0,0.01782141,,,6.0165864302039997e-05
ISR,Fencing,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
ISR,Football,0,0,19,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
ISR,Judo,1,0,21,2,3,0.953267195,0,0.552015719,,,0.5262184760470382
ISR,Marathon Swimming,0,0,1,0,0,1e-10,0,0.024396389,,,2.4396389e-12
ISR,Rhythmic Gymnastics,0,0,1,5,5,0.080581957,0,0.461994411,,,0.03722841376144233
ISR,Sailing,0,1,6,1,2,1e-10,0,0.364585578,,,3.6458557800000004e-11
ISR,Shooting,0,0,1,0,0,0.004486578,0,0.030984376,,,0.000139013819705328
ISR,Surfing,0,0,1,0,0,1e-10,0,0.024671813,,,2.4671813000000003e-12
ISR,Swimming,0,0,41,0,0,0.022435403,0,0.088830357,,,0.001992944857928871
ISR,Taekwondo,0,0,1,0,0,0.079981078,0,0.261836286,,,0.020941948413796305
ISR,Triathlon,0,0,1,0,0,1e-10,0,0.005253128,,,5.253128e-13
ISV,Archery,0,0,1,0,0,1e-10,0,0.006746881,,,6.746881e-13
ISV,Athletics,0,0,1,0,0,0.001125348,0,0.071038336,,,7.9942849340928e-05
ISV,Fencing,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
ISV,Swimming,0,0,2,0,0,0.001125348,0,0.099123976,,,0.000111548968143648
ITA,Archery,0,0,9,0,0,0.278520406,0,0.09322638,,,0.025965449207510278
ITA,Artistic Gymnastics,1,1,69,5,7,0.110953425,0,0.060188264,,,0.006678094035604199
ITA,Artistic Swimming,0,0,11,0,0,0.002250696,0,0.018845278,,,4.2414991813488e-05
ITA,Athletics,2,0,97,1,3,0.824537509,0,0.263165179,,,0.21698956114819914
ITA,Badminton,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
ITA,Beach Volleyball,0,0,6,0,0,0.174588872,0,0.051840429,,,0.009050762023106089
ITA,Boxing,0,0,8,0,0,0.079989894,0,0.174177479,,,0.013932438082397226
ITA,Breaking,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
ITA,Canoe Slalom,0,1,6,0,1,1e-10,0,0.089509608,,,8.950960800000001e-12
ITA,Canoe Sprint,0,0,2,2,2,0.088391528,0,0.22712693,,,0.02007609639264904
ITA,Cycling BMX Racing,0,0,2,0,0,1e-10,0,0.005649485,,,5.649485000000001e-13
ITA,Cycling Mountain Bike,0,0,4,0,0,1e-10,0,0.012572358,,,1.2572358e-12
ITA,Cycling Road,0,0,7,0,0,0.081115242,0,0.039897748,,,0.003236315484275016
ITA,"Cycling Road, Cycling Track",0,0,10,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
ITA,Cycling Track,4,2,13,1,7,0.086206225,0,0.185973349,,,0.016032060367897526
ITA,Diving,0,0,12,0,0,0.005619329,0,0.067906837,,,0.000381590858452373
ITA,Equestrian,0,0,9,0,0,0.003376044,0,0.0053846,,,1.81786465224e-05
ITA,Fencing,1,4,28,9,14,1.980913509,0,0.824318251,,,1.632903159121153
ITA,Golf,0,0,3,0,0,0.001125348,0,0.005098984,,,5.738131446432e-06
ITA,Judo,0,1,25,0,1,0.289253575,0,0.092774913,,,0.026835475255563974
ITA,Marathon Swimming,0,0,2,0,0,0.079981078,0,0.135083331,,,0.010804110433210818
ITA,"Marathon Swimming, Swimming",0,0,5,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
ITA,Modern Pentathlon,1,0,3,0,1,0.001125348,0,0.084796605,,,9.542568984354e-05
ITA,Rhythmic Gymnastics,6,0,1,0,6,0.399923022,0,0.213873982,,,0.0855331292086136
ITA,Rowing,0,0,28,6,6,1.025079109,0,0.4739163,,,0.4858016985445767
ITA,Sailing,0,3,9,0,3,0.164549188,0,0.107136678,,,0.017629253369917466
ITA,Shooting,1,2,19,2,5,0.418704907,0,0.14663814,,,0.06139810877135298
ITA,Skateboarding,0,0,2,0,0,1e-10,0,0.006536629,,,6.536629e-13
ITA,Sport Climbing,0,0,4,0,0,1e-10,0,0.014694712,,,1.4694712e-12
ITA,Surfing,0,0,1,0,0,1e-10,0,0.004852598,,,4.852598e-13
ITA,Swimming,6,2,63,0,8,1.115044423,0,0.181222919,,,0.20207160515073075
ITA,Table Tennis,0,0,2,0,0,1e-10,0,0.003853889,,,3.853889e-13
ITA,Taekwondo,1,0,2,0,1,0.080581957,0,0.156789124,,,0.012634374448235668
ITA,Tennis,1,2,15,0,3,0.01568829,0,0.031948257,,,0.00050121352081053
ITA,Triathlon,0,0,5,0,0,0.00562674,0,0.010069035,,,5.6655841995900004e-05
ITA,Volleyball,0,13,13,0,13,0.47099648,0,0.272922762,,,0.12854566021387775
ITA,Water Polo,0,0,26,0,0,0.283002544,0,0.337236859,,,0.0954388890275693
ITA,Weightlifting,1,0,2,0,1,0.246111576,0,0.107173191,,,0.026376562941959017
ITA,Wrestling,0,0,3,0,0,0.079981078,0,0.091492856,,,0.007317697252178767
IVB,Athletics,0,0,3,0,0,1e-10,0,0.751613148,,,7.51613148e-11
IVB,Sailing,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
JAM,Athletics,2,1,71,3,6,2.141142253,0,1.0,,,2.141142253
JAM,Diving,0,0,1,0,0,0.001125348,0,0.006070556,,,6.831488053488001e-06
JAM,Judo,0,0,1,0,0,1e-10,0,0.001456027,,,1.456027e-13
JAM,Swimming,0,0,2,0,0,0.008951016,0,0.015713009,,,0.000140647394967144
JOR,Artistic Gymnastics,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
JOR,Athletics,0,0,1,0,0,1e-10,0,0.035193164,,,3.5193164e-12
JOR,Boxing,0,0,3,0,0,0.001125348,0,0.022130913,,,2.4904978682723998e-05
JOR,Swimming,0,0,2,0,0,0.003373572,0,0.025942246,,,8.7518034722712e-05
JOR,Table Tennis,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
JOR,Taekwondo,0,0,3,1,1,0.086140832,0,0.582009393,,,0.050134773344834974
JPN,Archery,0,0,9,0,0,0.426118496,1,0.067965928,,,0.028961539018604286
JPN,Artistic Gymnastics,1,7,62,0,8,0.589219983,1,0.090635969,,,0.053404524113368525
JPN,Artistic Swimming,0,0,11,0,0,0.002250696,1,0.01355158,,,3.050048689968e-05
JPN,Athletics,0,1,63,0,1,0.441720867,1,0.179013321,,,0.07907391935666931
JPN,Badminton,4,0,8,0,4,0.242211562,1,0.067900427,,,0.016446268484136974
JPN,Basketball,0,0,24,0,0,1.033732924,1,0.082064523,,,0.08483279931745524
JPN,Beach Volleyball,0,0,2,0,0,0.002248224,1,0.005111115,,,1.1490931409760001e-05
JPN,Boxing,0,0,2,0,0,0.241669461,1,0.058621392,,,0.014167000207709713
JPN,Breaking,0,1,3,0,1,1e-10,0,1e-10,,,1.0000000000000001e-20
JPN,Canoe Slalom,0,0,7,0,0,1e-10,1,0.005996181,,,5.996181e-13
JPN,Cycling BMX Freestyle,0,0,1,0,0,1e-10,1,0.01126443,,,1.1264430000000001e-12
JPN,Cycling BMX Racing,0,0,2,0,0,1e-10,1,0.004275086,,,4.275086e-13
JPN,Cycling Mountain Bike,0,0,1,0,0,1e-10,1,0.001584313,,,1.584313e-13
JPN,Cycling Road,0,0,2,0,0,1e-10,1,0.000741024,,,7.41024e-14
JPN,Cycling Track,0,0,34,0,0,0.088400116,1,0.018978498,,,0.001677701424705768
JPN,Diving,0,0,4,1,1,0.01232706,1,0.020230768,,,0.00024938589098208
JPN,Equestrian,4,0,11,0,4,0.012378828,1,0.068054637,,,0.000842436646025436
JPN,Fencing,8,5,13,4,17,0.338130916,1,0.109620113,,,0.03706594922071351
JPN,Football,0,0,43,0,0,0.17679776,1,0.141892308,,,0.025086242215630078
JPN,Golf,1,0,3,0,1,0.086140832,1,0.078493606,,,0.006761504527520191
JPN,Handball,0,0,14,0,0,1e-10,1,0.018182253,,,1.8182253e-12
JPN,Hockey,0,0,16,0,0,0.00899784,1,0.075081568,,,0.0006755719358131201
JPN,Judo,3,3,7,15,21,1.768334476,1,0.501716463,,,0.8872025186996783
JPN,Marathon Swimming,0,0,2,0,0,1e-10,1,0.006222774,,,6.222774000000001e-13
JPN,Modern Pentathlon,0,0,1,1,1,0.001125348,1,0.01682884,,,1.893830143632e-05
JPN,Rowing,0,0,5,0,0,0.002250696,1,0.030566039,,,6.8794861713144e-05
JPN,Rugby Sevens,0,0,26,0,0,0.006752088,1,0.018227912,,,0.000123076465880256
JPN,Sailing,0,0,5,2,2,0.008992901,1,0.03988813,,,0.00035871000416513
JPN,Shooting,0,0,6,0,0,0.021342108,1,0.043538576,,,0.000929204991158208
JPN,Skateboarding,0,2,6,2,4,0.407867781,1,0.210192442,,,0.08573072490151121
JPN,Sport Climbing,0,0,3,1,1,0.16612191,1,0.173017991,,,0.028742079129282814
JPN,Surfing,0,0,4,0,0,0.16612191,1,0.114885543,,,0.01908500583454713
JPN,Swimming,0,0,49,1,1,0.778400394,1,0.385380529,,,0.2999803556135285
JPN,Table Tennis,1,0,8,3,4,0.909322581,1,0.119093008,,,0.10829396141361364
JPN,Tennis,0,0,10,0,0,0.091403086,1,0.032957992,,,0.003012462177163312
JPN,Trampoline Gymnastics,0,0,2,0,0,1e-10,1,0.015486124,,,1.5486124000000002e-12
JPN,Triathlon,0,0,3,0,0,0.004501392,1,0.008169528,,,3.6774247982976e-05
JPN,Volleyball,0,0,26,0,0,0.084548513,1,0.361844915,,,0.030593449499861397
JPN,Water Polo,0,0,13,0,0,0.006752088,1,0.018856629,,,0.000127321618391352
JPN,Weightlifting,0,0,3,0,0,0.206433648,1,0.0832071,,,0.0171767451925008
JPN,Wrestling,2,8,2,1,11,0.728609721,1,0.355305822,,,0.25887927583709563
KAZ,Archery,0,0,6,0,0,0.00449892,0,0.026660129,,,0.00011994178756068001
KAZ,Artistic Gymnastics,0,0,9,1,1,0.006715091,0,0.153192865,,,0.001028704029025715
KAZ,Athletics,0,0,8,0,0,1e-10,0,0.155116929,,,1.5511692899999998e-11
KAZ,Badminton,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
KAZ,Boxing,1,0,8,1,2,0.159962156,0,0.719933619,,,0.11516213387212255
KAZ,Breaking,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
KAZ,Canoe Sprint,0,0,9,0,0,0.003376044,0,0.025316226,,,8.5468692889944e-05
KAZ,Cycling Road,0,0,3,0,0,0.001125348,0,0.015162664,,,1.7063273607072e-05
KAZ,Cycling Track,0,0,2,0,0,0.001125348,0,0.006102439,,,6.867367523772e-06
KAZ,Fencing,0,0,8,0,0,1e-10,0,0.010951765,,,1.0951765000000002e-12
KAZ,Judo,1,1,14,0,2,0.126382931,0,0.188696008,,,0.023847954559039448
KAZ,Modern Pentathlon,0,0,2,0,0,0.002248224,0,0.192018531,,,0.000431700669838944
KAZ,Rhythmic Gymnastics,0,0,1,0,0,1e-10,0,0.007711309,,,7.711309000000001e-13
KAZ,Rowing,0,0,1,0,0,0.002248224,0,0.005481333,,,1.2323264402592e-05
KAZ,Shooting,2,0,20,0,2,0.001125348,0,0.160900667,,,0.000181069243807116
KAZ,Sport Climbing,0,0,1,0,0,1e-10,0,0.019313038,,,1.9313038000000002e-12
KAZ,Swimming,0,0,3,0,0,0.001125348,0,0.077900088,,,8.7664708230624e-05
KAZ,Table Tennis,0,0,1,0,0,1e-10,0,0.002915249,,,2.915249e-13
KAZ,Taekwondo,0,0,2,0,0,0.001125348,0,0.095643279,,,0.00010763197273609199
KAZ,Tennis,0,0,6,0,0,0.008978107,0,0.015488935,,,0.000139061315746045
KAZ,Trampoline Gymnastics,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
KAZ,Triathlon,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
KAZ,Wrestling,0,0,7,1,1,0.161105136,0,0.466285983,,,0.0751210667061087
KEN,Athletics,5,4,36,2,11,1.218164624,0,0.883731044,,,1.0765298949313875
KEN,Fencing,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
KEN,Judo,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
KEN,Rugby Sevens,0,0,13,0,0,0.003376044,0,0.129101335,,,0.00043585178741874003
KEN,Swimming,0,0,2,0,0,1e-10,0,0.005429335,,,5.429335000000001e-13
KEN,Volleyball,0,0,13,0,0,1e-10,0,0.029735685,,,2.9735685e-12
KGZ,Athletics,0,0,1,0,0,0.001125348,0,0.044075322,,,4.9600075462055996e-05
KGZ,Boxing,0,0,0,1,1,1e-10,0,1e-10,,,1.0000000000000001e-20
KGZ,Judo,0,0,2,0,0,1e-10,0,0.225086389,,,2.25086389e-11
KGZ,Swimming,0,0,3,0,0,0.002248224,0,0.098451523,,,0.000221341076845152
KGZ,Wrestling,4,0,5,1,5,0.252262742,0,0.963077726,,,0.24294862791988467
KIR,Athletics,0,0,1,0,0,1e-10,0,0.279104077,,,2.7910407700000003e-11
KIR,Judo,0,0,1,0,0,1e-10,0,0.15502479,,,1.5502479e-11
KIR,Weightlifting,0,0,1,0,0,1e-10,0,0.860578184,,,8.60578184e-11
KOR,Archery,1,10,2,1,12,0.709277533,0,0.61913307,,,0.43913717648831624
KOR,Artistic Gymnastics,0,0,44,0,0,0.19535613,0,0.037095501,,,0.00724683351577113
KOR,Artistic Swimming,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
KOR,Athletics,0,0,3,0,0,1e-10,0,0.05881487,,,5.881487e-12
KOR,Badminton,0,1,10,2,3,0.161087504,0,0.27825816,,,0.044823912462032635
KOR,Boxing,1,0,1,0,1,1e-10,0,0.168795172,,,1.68795172e-11
KOR,Breaking,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
KOR,Cycling Road,0,0,2,0,0,1e-10,0,0.003366224,,,3.366224e-13
KOR,Diving,0,0,6,0,0,0.003373572,0,0.012282222,,,4.1434960236984006e-05
KOR,Equestrian,0,0,1,0,0,1e-10,0,0.000842866,,,8.428659999999999e-14
KOR,Fencing,0,5,14,4,9,1.346458283,0,0.255336311,,,0.343799690896614
KOR,Golf,0,0,5,0,0,1e-10,0,0.057389499,,,5.7389499e-12
KOR,Handball,0,0,17,0,0,1e-10,0,0.504177682,,,5.04177682e-11
KOR,Judo,13,0,7,2,15,0.25625734,0,0.369327367,,,0.09464284865662378
KOR,Modern Pentathlon,1,0,3,0,1,0.079981078,0,0.052584786,,,0.004205787870679308
KOR,Sailing,0,0,1,0,0,1e-10,0,0.010899651,,,1.0899651e-12
KOR,Shooting,0,3,22,4,7,0.096266492,0,0.160944736,,,0.015493585140586111
KOR,Sport Climbing,0,0,3,0,0,1e-10,0,0.030090096,,,3.0090096e-12
KOR,Swimming,1,0,31,0,1,0.014614702,0,0.070701664,,,0.001033283750264128
KOR,Table Tennis,5,0,7,0,5,0.006749616,0,0.291591106,,,0.0019681279945152957
KOR,Taekwondo,1,2,1,0,3,0.246102988,0,0.457816353,,,0.11266997242856276
KOR,Weightlifting,0,0,4,1,1,1e-10,0,0.101325033,,,1.01325033e-11
KOR,Wrestling,0,0,3,0,0,1e-10,0,0.229765176,,,2.29765176e-11
KOS,Athletics,0,0,1,0,0,0.001125348,0,0.013325768,,,1.4996126367263999e-05
KOS,Boxing,0,0,1,0,0,1e-10,0,0.01356695,,,1.356695e-12
KOS,Judo,1,0,3,1,2,0.161173144,0,1.0,,,0.161173144
KOS,Swimming,0,0,2,0,0,1e-10,0,0.023454757,,,2.3454757e-12
KSA,Athletics,0,0,2,0,0,1e-10,0,0.230370438,,,2.30370438e-11
KSA,Equestrian,0,0,6,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
KSA,Swimming,0,0,2,0,0,1e-10,0,0.011209246,,,1.1209246e-12
KSA,Taekwondo,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
KUW,Athletics,0,0,2,0,0,1e-10,0,0.045998143,,,4.5998143e-12
KUW,Fencing,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
KUW,Rowing,0,0,1,0,0,1e-10,0,0.001938769,,,1.938769e-13
KUW,Sailing,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
KUW,Shooting,0,0,2,0,0,0.079981078,0,0.945161087,,,0.07559500262191178
KUW,Swimming,0,0,2,0,0,1e-10,0,0.034448039,,,3.4448039000000003e-12
LAO,Athletics,0,0,1,0,0,1e-10,0,0.884855866,,,8.84855866e-11
LAO,Rhythmic Gymnastics,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
LAO,Swimming,0,0,2,0,0,0.001125348,0,0.374067359,,,0.000420955954315932
LAT,3x3 Basketball,0,0,4,0,0,0.322327828,0,0.598990484,,,0.19307130170038875
LAT,Athletics,0,0,8,0,0,0.004496448,0,0.287357195,,,0.0012920866847433601
LAT,Beach Volleyball,0,0,2,0,0,1e-10,0,0.322661442,,,3.2266144200000006e-11
LAT,Cycling BMX Freestyle,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
LAT,Cycling BMX Racing,0,0,2,0,0,1e-10,0,0.070981304,,,7.0981304e-12
LAT,Cycling Mountain Bike,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
LAT,Cycling Road,0,0,2,0,0,0.001125348,0,0.021817724,,,2.4552532067952e-05
LAT,Diving,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
LAT,Equestrian,0,0,1,0,0,1e-10,0,0.00509408,,,5.09408e-13
LAT,Modern Pentathlon,0,0,1,0,0,1e-10,0,0.134021606,,,1.3402160599999999e-11
LAT,Shooting,0,0,5,0,0,0.001125348,0,0.120601059,,,0.000135718160543532
