Name,NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals
Anna Baranchuk,ROC,Rugby Sevens,0,0,1,0,0
Baizat Khamidova,ROC,Rugby Sevens,0,0,1,0,0
Baizat Khamidova,ROC,Rugby Sevens,0,0,1,0,0
Daria Lushina,ROC,Rugby Sevens,0,0,1,0,0
Daria Lushina,ROC,Rugby Sevens,0,0,1,0,0
Daria Noritsina,ROC,Rugby Sevens,0,0,1,0,0
Daria Noritsina,ROC,Rugby Sevens,0,0,1,0,0
Daria Shestakova,ROC,Rugby Sevens,0,0,1,0,0
Daria Shestakova,ROC,Rugby Sevens,0,0,1,0,0
Elena Zdrokova,ROC,Rugby Sevens,0,0,1,0,0
Elena Zdrokova,ROC,Rugby Sevens,0,0,1,0,0
Iana Danilova,ROC,Rugby Sevens,0,0,1,0,0
Iana Danilova,ROC,Rugby Sevens,0,0,1,0,0
Kristina Seredina,ROC,Rugby Sevens,0,0,1,0,0
Kristina Seredina,ROC,Rugby Sevens,0,0,1,0,0
Marina Kukina,ROC,Rugby Sevens,0,0,1,0,0
Marina Kukina,ROC,Rugby Sevens,0,0,1,0,0
Nadezhda Sozonova,ROC,Rugby Sevens,0,0,1,0,0
Nadezhda Sozonova,ROC,Rugby Sevens,0,0,1,0,0
Aleksandr Askerov,ROC,Sailing,0,0,1,0,0
Aleksandr Askerov,ROC,Sailing,0,0,1,0,0
Anna Khvorikova,ROC,Sailing,0,0,1,0,0
Anna Khvorikova,ROC,Sailing,0,0,1,0,0
Denis Gribanov,ROC,Sailing,0,0,1,0,0
Denis Gribanov,ROC,Sailing,0,0,1,0,0
Ekaterina Zyuzina,ROC,Sailing,0,0,1,0,0
Ekaterina Zyuzina,ROC,Sailing,0,0,1,0,0
Pavel Sozykin,ROC,Sailing,0,0,1,0,0
Pavel Sozykin,ROC,Sailing,0,0,1,0,0
Sergei Komissarov,ROC,Sailing,0,0,1,0,0
Sergei Komissarov,ROC,Sailing,0,0,1,0,0
Alexey Alipov,ROC,Shooting,0,0,2,0,0
Alexey Alipov,ROC,Shooting,0,0,2,0,0
Anastasiia Galashina,ROC,Shooting,0,0,1,1,1
Anastasiia Galashina,ROC,Shooting,0,0,1,1,1
Anton Aristarkhov,ROC,Shooting,0,0,1,0,0
Anton Aristarkhov,ROC,Shooting,0,0,1,0,0
Artem Chernousov,ROC,Shooting,0,0,1,1,1
Artem Chernousov,ROC,Shooting,0,0,1,1,1
Daria Semianova,ROC,Shooting,0,0,2,0,0
Daria Semianova,ROC,Shooting,0,0,2,0,0
Ekaterina Subbotina,ROC,Shooting,0,0,2,0,0
Ekaterina Subbotina,ROC,Shooting,0,0,2,0,0
Leonid Ekimov,ROC,Shooting,0,0,1,0,0
Leonid Ekimov,ROC,Shooting,0,0,1,0,0
Margarita Chernousova,ROC,Shooting,0,0,3,0,0
Margarita Chernousova,ROC,Shooting,0,0,3,0,0
Maxim Kabatskiy,ROC,Shooting,0,0,1,0,0
Maxim Kabatskiy,ROC,Shooting,0,0,1,0,0
Natalia Vinogradova,ROC,Shooting,0,0,1,0,0
Natalia Vinogradova,ROC,Shooting,0,0,1,0,0
Sergey Kamenskiy,ROC,Shooting,1,0,1,1,2
Sergey Kamenskiy,ROC,Shooting,1,0,1,1,2
Vadim Mukhametyanov,ROC,Shooting,0,0,1,0,0
Vadim Mukhametyanov,ROC,Shooting,0,0,1,0,0
Vitalina Batsarashkina,ROC,Shooting,0,2,0,1,3
Vitalina Batsarashkina,ROC,Shooting,0,2,0,1,3
Vladimir Maslennikov,ROC,Shooting,0,0,2,0,0
Vladimir Maslennikov,ROC,Shooting,0,0,2,0,0
Yulia Karimova,ROC,Shooting,2,0,1,0,2
Yulia Karimova,ROC,Shooting,2,0,1,0,2
Yulia Zykova,ROC,Shooting,0,0,0,1,1
Yulia Zykova,ROC,Shooting,0,0,0,1,1
Zilia Batyrshina,ROC,Shooting,0,0,1,0,0
Zilia Batyrshina,ROC,Shooting,0,0,1,0,0
Aleksey Rubtsov,ROC,Sport Climbing,0,0,1,0,0
Aleksey Rubtsov,ROC,Sport Climbing,0,0,1,0,0
Iuliia Kaplina,ROC,Sport Climbing,0,0,1,0,0
Iuliia Kaplina,ROC,Sport Climbing,0,0,1,0,0
Viktoriia Meshkova,ROC,Sport Climbing,0,0,1,0,0
Viktoriia Meshkova,ROC,Sport Climbing,0,0,1,0,0
Aleksandr Egorov,ROC,Swimming,0,0,3,0,0
Aleksandr Egorov,ROC,Swimming,0,0,3,0,0
Aleksandr Krasnykh,ROC,Swimming,0,0,0,1,1
Aleksandr Krasnykh,ROC,Swimming,0,0,0,1,1
Aleksandr Kudashev,ROC,Swimming,0,0,1,0,0
Aleksandr Kudashev,ROC,Swimming,0,0,1,0,0
Aleksandr Shchegolev,ROC,Swimming,0,0,1,0,0
Aleksandr Shchegolev,ROC,Swimming,0,0,1,0,0
Anastasia Guzhenkova,ROC,Swimming,0,0,1,0,0
Anastasia Guzhenkova,ROC,Swimming,0,0,1,0,0
Anastasiia Fesikova,ROC,Swimming,0,0,2,0,0
Anastasiia Fesikova,ROC,Swimming,0,0,2,0,0
Anastasiia Kirpichnikova,ROC,Swimming,0,0,3,0,0
Anastasiia Kirpichnikova,ROC,Swimming,0,0,3,0,0
Andrei Minakov,ROC,Swimming,0,0,4,0,0
Andrei Minakov,ROC,Swimming,0,0,4,0,0
Andrey Zhilkin,ROC,Swimming,0,0,1,0,0
Andrey Zhilkin,ROC,Swimming,0,0,1,0,0
Anna Egorova,ROC,Swimming,0,0,3,0,0
Anna Egorova,ROC,Swimming,0,0,3,0,0
Anton Chupkov,ROC,Swimming,0,0,3,0,0
Anton Chupkov,ROC,Swimming,0,0,3,0,0
Arina Surkova,ROC,Swimming,0,0,5,0,0
Arina Surkova,ROC,Swimming,0,0,5,0,0
Elizaveta Klevanovich,ROC,Swimming,0,0,1,0,0
Elizaveta Klevanovich,ROC,Swimming,0,0,1,0,0
Evgeniia Chikunova,ROC,Swimming,0,0,3,0,0
Evgeniia Chikunova,ROC,Swimming,0,0,3,0,0
Evgeny Rylov,ROC,Swimming,0,2,2,1,3
Evgeny Rylov,ROC,Swimming,0,2,2,1,3
Grigory Tarasevich,ROC,Swimming,0,0,3,0,0
Grigory Tarasevich,ROC,Swimming,0,0,3,0,0
Ilia Borodin,ROC,Swimming,0,0,2,0,0
Ilia Borodin,ROC,Swimming,0,0,2,0,0
Ivan Girev,ROC,Swimming,0,0,1,1,1
Ivan Girev,ROC,Swimming,0,0,1,1,1
K Ustinova,ROC,Swimming,0,0,1,0,0
K Ustinova,ROC,Swimming,0,0,1,0,0
Kirill Martynychev,ROC,Swimming,0,0,1,0,0
Kirill Martynychev,ROC,Swimming,0,0,1,0,0
Kirill Prigoda,ROC,Swimming,0,0,4,0,0
Kirill Prigoda,ROC,Swimming,0,0,4,0,0
Kliment Kolesnikov,ROC,Swimming,1,0,3,1,2
Kliment Kolesnikov,ROC,Swimming,1,0,3,1,2
Mariia Kameneva,ROC,Swimming,0,0,5,0,0
Mariia Kameneva,ROC,Swimming,0,0,5,0,0
Martin Malyutin,ROC,Swimming,0,0,2,1,1
Martin Malyutin,ROC,Swimming,0,0,2,1,1
Maxim Stupin,ROC,Swimming,0,0,2,0,0
Maxim Stupin,ROC,Swimming,0,0,2,0,0
Mikhail Dovgalyuk,ROC,Swimming,0,0,0,1,1
Mikhail Dovgalyuk,ROC,Swimming,0,0,0,1,1
Mikhail Vekovishchev,ROC,Swimming,0,0,2,1,1
Mikhail Vekovishchev,ROC,Swimming,0,0,2,1,1
S Ustinova,ROC,Swimming,0,0,1,0,0
S Ustinova,ROC,Swimming,0,0,1,0,0
Svetlana Chimrova,ROC,Swimming,0,0,4,0,0
Svetlana Chimrova,ROC,Swimming,0,0,4,0,0
Valeriia Salamatina,ROC,Swimming,0,0,2,0,0
Valeriia Salamatina,ROC,Swimming,0,0,2,0,0
Veronika Andrusenko,ROC,Swimming,0,0,3,0,0
Veronika Andrusenko,ROC,Swimming,0,0,3,0,0
Vladimir Morozov,ROC,Swimming,0,0,2,0,0
Vladimir Morozov,ROC,Swimming,0,0,2,0,0
Vladislav Grinev,ROC,Swimming,0,0,2,0,0
Vladislav Grinev,ROC,Swimming,0,0,2,0,0
Yuliya Efimova,ROC,Swimming,0,0,2,0,0
Yuliya Efimova,ROC,Swimming,0,0,2,0,0
Kirill Skachkov,ROC,Table Tennis,0,0,1,0,0
Kirill Skachkov,ROC,Table Tennis,0,0,1,0,0
Polina Mikhailova,ROC,Table Tennis,0,0,1,0,0
Polina Mikhailova,ROC,Table Tennis,0,0,1,0,0
Yana Noskova,ROC,Table Tennis,0,0,1,0,0
Yana Noskova,ROC,Table Tennis,0,0,1,0,0
Maksim Khramtcov,ROC,Taekwondo,0,1,0,0,1
Maksim Khramtcov,ROC,Taekwondo,0,1,0,0,1
Mikhail Artamonov,ROC,Taekwondo,1,0,0,0,1
Mikhail Artamonov,ROC,Taekwondo,1,0,0,0,1
Tatiana Minina,ROC,Taekwondo,0,0,0,1,1
Tatiana Minina,ROC,Taekwondo,0,0,0,1,1
Vladislav Larin,ROC,Taekwondo,0,1,0,0,1
Vladislav Larin,ROC,Taekwondo,0,1,0,0,1
Anastasia Pavlyuchenkova,ROC,Tennis,0,1,1,0,1
Anastasia Pavlyuchenkova,ROC,Tennis,0,1,1,0,1
Andrey Rublev,ROC,Tennis,0,1,2,0,1
Andrey Rublev,ROC,Tennis,0,1,2,0,1
Aslan Karatsev,ROC,Tennis,0,0,2,1,1
Aslan Karatsev,ROC,Tennis,0,0,2,1,1
Daniil Medvedev,ROC,Tennis,0,0,2,0,0
Daniil Medvedev,ROC,Tennis,0,0,2,0,0
Ekaterina Aleksandrova,ROC,Tennis,0,0,1,0,0
Ekaterina Aleksandrova,ROC,Tennis,0,0,1,0,0
Elena Vesnina,ROC,Tennis,0,0,2,1,1
Elena Vesnina,ROC,Tennis,0,0,2,1,1
Karen Khachanov,ROC,Tennis,0,0,1,1,1
Karen Khachanov,ROC,Tennis,0,0,1,1,1
Veronika Kudermetova,ROC,Tennis,0,0,2,0,0
Veronika Kudermetova,ROC,Tennis,0,0,2,0,0
Andrey Yudin,ROC,Trampoline Gymnastics,0,0,1,0,0
Andrey Yudin,ROC,Trampoline Gymnastics,0,0,1,0,0
Iana Lebedeva,ROC,Trampoline Gymnastics,0,0,1,0,0
Iana Lebedeva,ROC,Trampoline Gymnastics,0,0,1,0,0
Susana Kochesok,ROC,Trampoline Gymnastics,0,0,1,0,0
Susana Kochesok,ROC,Trampoline Gymnastics,0,0,1,0,0
Alexandra Razarenova,ROC,Triathlon,0,0,2,0,0
Alexandra Razarenova,ROC,Triathlon,0,0,2,0,0
Anastasia Gorbunova,ROC,Triathlon,0,0,2,0,0
Anastasia Gorbunova,ROC,Triathlon,0,0,2,0,0
Dmitry Polyanskiy,ROC,Triathlon,0,0,2,0,0
Dmitry Polyanskiy,ROC,Triathlon,0,0,2,0,0
Igor Polyanskiy,ROC,Triathlon,0,0,2,0,0
Igor Polyanskiy,ROC,Triathlon,0,0,2,0,0
Anna Lazareva,ROC,Volleyball,0,0,1,0,0
Anna Lazareva,ROC,Volleyball,0,0,1,0,0
Anna Podkopaeva,ROC,Volleyball,0,0,1,0,0
Anna Podkopaeva,ROC,Volleyball,0,0,1,0,0
Arina Fedorovtseva,ROC,Volleyball,0,0,1,0,0
Arina Fedorovtseva,ROC,Volleyball,0,0,1,0,0
Artem Volvich,ROC,Volleyball,0,0,0,1,1
Artem Volvich,ROC,Volleyball,0,0,0,1,1
Daria Pilipenko,ROC,Volleyball,0,0,1,0,0
Daria Pilipenko,ROC,Volleyball,0,0,1,0,0
Denis Bogdan,ROC,Volleyball,0,0,0,1,1
Denis Bogdan,ROC,Volleyball,0,0,0,1,1
Dmitry Volkov,ROC,Volleyball,0,0,0,1,1
Dmitry Volkov,ROC,Volleyball,0,0,0,1,1
Egor Kliuka,ROC,Volleyball,0,0,0,1,1
Egor Kliuka,ROC,Volleyball,0,0,0,1,1
Ekaterina Enina,ROC,Volleyball,0,0,1,0,0
Ekaterina Enina,ROC,Volleyball,0,0,1,0,0
Evgeniya Startseva,ROC,Volleyball,0,0,1,0,0
Evgeniya Startseva,ROC,Volleyball,0,0,1,0,0
Igor Kobzar,ROC,Volleyball,0,0,0,1,1
Igor Kobzar,ROC,Volleyball,0,0,0,1,1
Ilyas Kurkaev,ROC,Volleyball,0,0,0,1,1
Ilyas Kurkaev,ROC,Volleyball,0,0,0,1,1
Irina Fetisova,ROC,Volleyball,0,0,1,0,0
Irina Fetisova,ROC,Volleyball,0,0,1,0,0
Irina Koroleva,ROC,Volleyball,0,0,1,0,0
Irina Koroleva,ROC,Volleyball,0,0,1,0,0
Irina Voronkova,ROC,Volleyball,0,0,1,0,0
Irina Voronkova,ROC,Volleyball,0,0,1,0,0
Ivan Iakovlev,ROC,Volleyball,0,0,0,1,1
Ivan Iakovlev,ROC,Volleyball,0,0,0,1,1
Kseniia Smirnova,ROC,Volleyball,0,0,1,0,0
Kseniia Smirnova,ROC,Volleyball,0,0,1,0,0
Maxim Mikhaylov,ROC,Volleyball,0,0,0,1,1
Maxim Mikhaylov,ROC,Volleyball,0,0,0,1,1
Nataliya Goncharova,ROC,Volleyball,0,0,1,0,0
Nataliya Goncharova,ROC,Volleyball,0,0,1,0,0
Pavel Pankov,ROC,Volleyball,0,0,0,1,1
Pavel Pankov,ROC,Volleyball,0,0,0,1,1
Polina Matveeva,ROC,Volleyball,0,0,1,0,0
Polina Matveeva,ROC,Volleyball,0,0,1,0,0
Valentin Golubev,ROC,Volleyball,0,0,0,1,1
Valentin Golubev,ROC,Volleyball,0,0,0,1,1
Victor Poletaev,ROC,Volleyball,0,0,0,1,1
Victor Poletaev,ROC,Volleyball,0,0,0,1,1
Yaroslav Podlesnykh,ROC,Volleyball,0,0,0,1,1
Yaroslav Podlesnykh,ROC,Volleyball,0,0,0,1,1
Alena Serzhantova,ROC,Water Polo,0,0,1,0,0
Alena Serzhantova,ROC,Water Polo,0,0,1,0,0
Anastasia Fedotova,ROC,Water Polo,0,0,1,0,0
Anastasia Fedotova,ROC,Water Polo,0,0,1,0,0
Anastasia Simanovich,ROC,Water Polo,0,0,1,0,0
Anastasia Simanovich,ROC,Water Polo,0,0,1,0,0
Anna Karnaukh,ROC,Water Polo,0,0,1,0,0
Anna Karnaukh,ROC,Water Polo,0,0,1,0,0
Anna Timofeeva,ROC,Water Polo,0,0,1,0,0
Anna Timofeeva,ROC,Water Polo,0,0,1,0,0
Ekaterina Prokofyeva,ROC,Water Polo,0,0,1,0,0
Ekaterina Prokofyeva,ROC,Water Polo,0,0,1,0,0
Elvina Karimova,ROC,Water Polo,0,0,1,0,0
Elvina Karimova,ROC,Water Polo,0,0,1,0,0
Evgeniia Golovina,ROC,Water Polo,0,0,1,0,0
Evgeniia Golovina,ROC,Water Polo,0,0,1,0,0
Evgeniya Ivanova,ROC,Water Polo,0,0,1,0,0
Evgeniya Ivanova,ROC,Water Polo,0,0,1,0,0
Maria Bersneva,ROC,Water Polo,0,0,1,0,0
Maria Bersneva,ROC,Water Polo,0,0,1,0,0
Nadezhda Glyzina,ROC,Water Polo,0,0,1,0,0
Nadezhda Glyzina,ROC,Water Polo,0,0,1,0,0
Veronika Vakhitova,ROC,Water Polo,0,0,1,0,0
Veronika Vakhitova,ROC,Water Polo,0,0,1,0,0
Ivanovna Sobol,ROC,Weightlifting,0,0,1,0,0
Ivanovna Sobol,ROC,Weightlifting,0,0,1,0,0
Timur Naniev,ROC,Weightlifting,0,0,1,0,0
Timur Naniev,ROC,Weightlifting,0,0,1,0,0
Abdulrashid Sadulaev,ROC,Wrestling,0,1,0,0,1
Abdulrashid Sadulaev,ROC,Wrestling,0,1,0,0,1
Aleksandr Chekhirkin,ROC,Wrestling,0,0,1,0,0
Aleksandr Chekhirkin,ROC,Wrestling,0,0,1,0,0
Artem Surkov,ROC,Wrestling,0,0,1,0,0
Artem Surkov,ROC,Wrestling,0,0,1,0,0
Artur Naifonov,ROC,Wrestling,1,0,0,0,1
Artur Naifonov,ROC,Wrestling,1,0,0,0,1
Gadzhimurad Rashidov,ROC,Wrestling,1,0,0,0,1
Gadzhimurad Rashidov,ROC,Wrestling,1,0,0,0,1
Khanum Velieva,ROC,Wrestling,0,0,1,0,0
Khanum Velieva,ROC,Wrestling,0,0,1,0,0
Liubov Ovcharova,ROC,Wrestling,0,0,1,0,0
Liubov Ovcharova,ROC,Wrestling,0,0,1,0,0
Musa Evloev,ROC,Wrestling,0,1,0,0,1
Musa Evloev,ROC,Wrestling,0,1,0,0,1
Natalia Vorobieva,ROC,Wrestling,0,0,1,0,0
Natalia Vorobieva,ROC,Wrestling,0,0,1,0,0
Olga Khoroshavtseva,ROC,Wrestling,0,0,1,0,0
Olga Khoroshavtseva,ROC,Wrestling,0,0,1,0,0
Sergei Kozyrev,ROC,Wrestling,0,0,1,0,0
Sergei Kozyrev,ROC,Wrestling,0,0,1,0,0
Sergei Semenov,ROC,Wrestling,1,0,0,0,1
Sergei Semenov,ROC,Wrestling,1,0,0,0,1
Sergey Emelin,ROC,Wrestling,1,0,0,0,1
Sergey Emelin,ROC,Wrestling,1,0,0,0,1
Stalvira Orshush,ROC,Wrestling,0,0,1,0,0
Stalvira Orshush,ROC,Wrestling,0,0,1,0,0
Valeria Koblova,ROC,Wrestling,0,0,1,0,0
Valeria Koblova,ROC,Wrestling,0,0,1,0,0
Zaurbek Sidakov,ROC,Wrestling,0,1,0,0,1
Zaurbek Sidakov,ROC,Wrestling,0,1,0,0,1
Zavur Uguev,ROC,Wrestling,0,1,0,0,1
Zavur Uguev,ROC,Wrestling,0,1,0,0,1
Popole Misenga,ROT,Judo,0,0,1,0,0
Popole Misenga,ROT,Judo,0,0,1,0,0
Yusra Mardini,ROT,Swimming,0,0,2,0,0
Yusra Mardini,ROT,Swimming,0,0,2,0,0
Ancuta Stoenescu,ROU,3x3 Basketball,0,0,1,0,0
Ancuta Stoenescu,ROU,3x3 Basketball,0,0,1,0,0
Claudia Cuic,ROU,3x3 Basketball,0,0,1,0,0
Claudia Cuic,ROU,3x3 Basketball,0,0,1,0,0
Gabriela Marginean,ROU,3x3 Basketball,0,0,1,0,0
Gabriela Marginean,ROU,3x3 Basketball,0,0,1,0,0
Sonia Ursu,ROU,3x3 Basketball,0,0,1,0,0
Sonia Ursu,ROU,3x3 Basketball,0,0,1,0,0
Madalina Amaistroaie,ROU,Archery,0,0,1,0,0
Madalina Amaistroaie,ROU,Archery,0,0,2,0,0
Amalia Ghigoarta,ROU,Artistic Gymnastics,0,0,7,0,0
Ana Barbosu,ROU,Artistic Gymnastics,1,0,6,0,1
Andreea Iordache,ROU,Artistic Gymnastics,0,0,1,0,0
Andreea Iordache,ROU,Artistic Gymnastics,0,0,1,0,0
Andreea Preda,ROU,Artistic Gymnastics,0,0,6,0,0
Andrei-vasile Muntean,ROU,Artistic Gymnastics,0,0,2,0,0
Lilia Cosman,ROU,Artistic Gymnastics,0,0,7,0,0
Maria Holbura,ROU,Artistic Gymnastics,0,0,5,0,0
Maria Holbura,ROU,Artistic Gymnastics,0,0,5,0,0
Marian Dragulescu,ROU,Artistic Gymnastics,0,0,1,0,0
Marian Dragulescu,ROU,Artistic Gymnastics,0,0,1,0,0
Sabrina Maneca-voinea,ROU,Artistic Gymnastics,0,0,6,0,0
Alexandru Firfirica,ROU,Athletics,0,0,1,0,0
Alexandru Firfirica,ROU,Athletics,0,0,2,0,0
Alina Rotaru-kottmann,ROU,Athletics,0,0,1,0,0
Alina Rotaru-kottmann,ROU,Athletics,0,0,2,0,0
Andrea Miklos,ROU,Athletics,0,0,1,0,0
Andreea Talos,ROU,Athletics,0,0,1,0,0
Chelimo Melly,ROU,Athletics,0,0,1,0,0
Costina Iusco,ROU,Athletics,0,0,1,0,0
Costina Iusco,ROU,Athletics,0,0,1,0,0
Daniela Stanciu,ROU,Athletics,0,0,1,0,0
Daniela Stanciu,ROU,Athletics,0,0,2,0,0
Florentina Ghelber,ROU,Athletics,0,0,1,0,0
Florentina Ghelber,ROU,Athletics,0,0,2,0,0
Iulian Cocioran,ROU,Athletics,0,0,1,0,0
Iulian Cocioran,ROU,Athletics,0,0,1,0,0
Maria Ion,ROU,Athletics,0,0,1,0,0
Mihaela Bobocea,ROU,Athletics,0,0,1,0,0
Mihaela Bobocea,ROU,Athletics,0,0,1,0,0
Mihaita Novac,ROU,Athletics,0,0,1,0,0
Mihaita Novac,ROU,Athletics,0,0,2,0,0
Rares Toader,ROU,Athletics,0,0,1,0,0
Rares Toader,ROU,Athletics,0,0,2,0,0
Relin Meringor,ROU,Athletics,0,0,1,0,0
Stella Rutto,ROU,Athletics,0,0,1,0,0
Claudia Nechita,ROU,Boxing,0,0,1,0,0
Claudia Nechita,ROU,Boxing,0,0,1,0,0
Catalin Chirila,ROU,Canoe Sprint,0,0,2,0,0
Catalin Chirila,ROU,Canoe Sprint,0,0,3,0,0
Ilie Sprincean,ROU,Canoe Sprint,0,0,1,0,0
Oleg Nuta,ROU,Canoe Sprint,0,0,1,0,0
Victor Mihalachi,ROU,Canoe Sprint,0,0,2,0,0
Victor Mihalachi,ROU,Canoe Sprint,0,0,2,0,0
Victor Mihalachi,ROU,Canoeing,0,0,1,0,0
Victor Mihalachi,ROU,Canoeing,0,0,1,0,0
Ede-karoly Molnar,ROU,Cycling Mountain Bike,0,0,1,0,0
Vlad Dascalu,ROU,Cycling Mountain Bike,0,0,1,0,0
Vlad Dascalu,ROU,Cycling Mountain Bike,0,0,1,0,0
Eduard-michael Grosu,ROU,Cycling Road,0,0,1,0,0
Eduard-michael Grosu,ROU,Cycling Road,0,0,1,0,0
Iulian Teodosiu,ROU,Fencing,0,0,1,0,0
Iulian Teodosiu,ROU,Fencing,0,0,1,0,0
Malina Calugareanu,ROU,Fencing,0,0,1,0,0
Maria Popescu,ROU,Fencing,0,0,0,1,1
Maria Popescu,ROU,Fencing,0,0,0,1,1
Alexandru Dobre,ROU,Football,0,0,1,0,0
Alexandru Dobre,ROU,Football,0,0,1,0,0
Alexandru Pascanu,ROU,Football,0,0,1,0,0
Alexandru Pascanu,ROU,Football,0,0,1,0,0
Andrei Chindris,ROU,Football,0,0,1,0,0
Andrei Chindris,ROU,Football,0,0,1,0,0
Andrei Ciobanu,ROU,Football,0,0,1,0,0
Andrei Ciobanu,ROU,Football,0,0,1,0,0
Andrei Ratiu,ROU,Football,0,0,1,0,0
Andrei Ratiu,ROU,Football,0,0,1,0,0
Andrei Sintean,ROU,Football,0,0,1,0,0
Andrei Sintean,ROU,Football,0,0,1,0,0
Antonio Sefer,ROU,Football,0,0,1,0,0
Antonio Sefer,ROU,Football,0,0,1,0,0
Attila Molnar,ROU,Football,0,0,1,0,0
Attila Molnar,ROU,Football,0,0,1,0,0
Eduard Florescu,ROU,Football,0,0,1,0,0
Eduard Florescu,ROU,Football,0,0,1,0,0
Florin Stefan,ROU,Football,0,0,1,0,0
Florin Stefan,ROU,Football,0,0,1,0,0
George Ganea,ROU,Football,0,0,1,0,0
George Ganea,ROU,Football,0,0,1,0,0
Ion Gheorghe,ROU,Football,0,0,1,0,0
Ion Gheorghe,ROU,Football,0,0,1,0,0
Marco Dulca,ROU,Football,0,0,1,0,0
Marco Dulca,ROU,Football,0,0,1,0,0
Marian Aioani,ROU,Football,0,0,1,0,0
Marian Aioani,ROU,Football,0,0,1,0,0
Marius Marin,ROU,Football,0,0,1,0,0
Marius Marin,ROU,Football,0,0,1,0,0
Mihai Popa,ROU,Football,0,0,1,0,0
Mihai Popa,ROU,Football,0,0,1,0,0
Radu Boboc,ROU,Football,0,0,1,0,0
Radu Boboc,ROU,Football,0,0,1,0,0
Ricardo Grigore,ROU,Football,0,0,1,0,0
Ricardo Grigore,ROU,Football,0,0,1,0,0
Ronaldo Deaconu,ROU,Football,0,0,1,0,0
Ronaldo Deaconu,ROU,Football,0,0,1,0,0
Stefan Tarnovanu,ROU,Football,0,0,1,0,0
Stefan Tarnovanu,ROU,Football,0,0,1,0,0
Tudor Baluta,ROU,Football,0,0,1,0,0
Tudor Baluta,ROU,Football,0,0,1,0,0
Valentin Gheorghe,ROU,Football,0,0,1,0,0
Valentin Gheorghe,ROU,Football,0,0,1,0,0
Virgil Ghita,ROU,Football,0,0,1,0,0
Virgil Ghita,ROU,Football,0,0,1,0,0
Alex Cret,ROU,Judo,0,0,1,0,0
Alexandru Raicu,ROU,Judo,0,0,1,0,0
Alexandru Raicu,ROU,Judo,0,0,1,0,0
Andreea Chitu,ROU,Judo,0,0,1,0,0
Andreea Chitu,ROU,Judo,0,0,1,0,0
Vladut Simionescu,ROU,Judo,0,0,1,0,0
Vladut Simionescu,ROU,Judo,0,0,1,0,0
Annaliese Dragan,ROU,Rhythmic Gymnastics,0,0,1,0,0
Adrian Munteanu,ROU,Rowing,0,0,1,0,0
Adrian Munteanu,ROU,Rowing,0,0,2,0,0
Adriana Adam,ROU,Rowing,0,1,1,0,1
Adriana Ailincai,ROU,Rowing,0,0,1,0,0
Adriana Ailincai,ROU,Rowing,0,0,1,0,0
Alexandra Ungureanu,ROU,Rowing,0,0,1,0,0
Alexandru Chioseaua,ROU,Rowing,0,0,1,0,0
Alexandru Chioseaua,ROU,Rowing,0,0,1,0,0
Amalia Beres,ROU,Rowing,0,0,1,0,0
Amalia Beres,ROU,Rowing,0,1,2,0,1
Ancuta Bodnar,ROU,Rowing,0,1,0,0,1
Ancuta Bodnar,ROU,Rowing,0,2,0,1,3
Andrei Lungu,ROU,Rowing,0,0,1,0,0
Andrei Mandrila,ROU,Rowing,0,0,1,0,0
Bogdan Horodisteanu,ROU,Rowing,0,0,1,0,0
Ciprian Huc,ROU,Rowing,0,0,1,0,0
Ciprian Huc,ROU,Rowing,0,0,1,0,0
Ciprian Tudosa,ROU,Rowing,0,0,0,1,1
Ciprian Tudosa,ROU,Rowing,0,0,1,1,1
Constantin Adam,ROU,Rowing,0,0,2,0,0
Constantin Adam,ROU,Rowing,0,0,3,0,0
Constantin Berariu,ROU,Rowing,0,0,1,0,0
Constantin Radu,ROU,Rowing,0,0,1,0,0
Constantin Radu,ROU,Rowing,0,0,1,0,0
Cosmin Pascari,ROU,Rowing,0,0,0,1,1
Cosmin Pascari,ROU,Rowing,0,0,0,1,1
Cristina Popescu,ROU,Rowing,0,0,1,0,0
Cristina Popescu,ROU,Rowing,0,0,1,0,0
Daniela Druncea,ROU,Rowing,1,0,1,0,1
Daniela Druncea,ROU,Rowing,1,0,1,0,1
Denisa Tilvescu,ROU,Rowing,0,0,1,0,0
Denisa Tilvescu,ROU,Rowing,0,0,1,0,0
Elena Logofatu,ROU,Rowing,0,0,1,0,0
Elena Logofatu,ROU,Rowing,0,0,1,0,0
Florian Enache,ROU,Rowing,0,1,0,0,1
Florin Arteni,ROU,Rowing,0,0,1,0,0
Florin Arteni,ROU,Rowing,0,0,3,0,0
Florin Lehaci,ROU,Rowing,0,0,1,0,0
Florin Lehaci,ROU,Rowing,0,0,1,0,0
Georgiana Dedu,ROU,Rowing,0,0,1,0,0
Georgiana Dedu,ROU,Rowing,0,0,1,0,0
Gianina Beleaga,ROU,Rowing,0,0,1,0,0
Gianina Beleaga,ROU,Rowing,0,0,1,0,0
Ioan Prundeanu,ROU,Rowing,0,0,1,0,0
Ioan Prundeanu,ROU,Rowing,0,0,2,0,0
Ioana Vrinceanu,ROU,Rowing,0,0,1,0,0
Ioana Vrinceanu,ROU,Rowing,0,1,1,1,2
Ionela Cozmiuc,ROU,Rowing,0,0,1,0,0
Ionela Cozmiuc,ROU,Rowing,0,0,1,0,0
