Name,NOC,Sport,Bronze_Medals,Gold_Medals,No Medals,Silve_Medals,Tota_Medals,Participation Count,Cutoff Year,TOPSIS Score,TOPSIS Rank,Birth_Year,Age_in_2028
Meliha Diken,TUR,Volleyball,0,0,1,0,0,1,2024,0,22629,1993,35
Meliha Ismailoglu,TUR,Volleyball,0,0,1,0,0,1,2020,0,22629,1993,35
Meryem Boz,TUR,Volleyball,0,0,1,0,0,1,2020,0,22629,1988,40
Furkan Ozbek,TUR,Weightlifting,0,0,1,0,0,1,2020,0,22629,2001,27
Yasemin Adar,TUR,Wrestling,1,0,1,0,1,2,2020,0.079870749,5334,1991,37
Riza Kayaalp,TUR,Wrestling,1,0,0,0,1,1,2020,0.079861291,6185,1989,39
Buse Cavusoglu,TUR,Wrestling,1,0,0,0,1,1,2024,0.079861291,6185,1995,33
Taha Akgul,TUR,Wrestling,1,0,0,0,1,1,2020,0.079861291,6185,1990,38
Enes Basar,TUR,Wrestling,0,0,1,0,0,1,2024,0,22629,1993,35
Ali Cengiz,TUR,Wrestling,0,0,1,0,0,1,2024,0,22629,1996,32
Burhan Akbudak,TUR,Wrestling,0,0,1,0,0,1,2024,0,22629,1995,33
Ibrahim Ciftci,TUR,Wrestling,0,0,1,0,0,1,2024,0,22629,1997,31
Hamza Bakir,TUR,Wrestling,0,0,1,0,0,1,2024,0,22629,2001,27
Evin Demirhan,TUR,Wrestling,0,0,1,0,0,1,2020,0,22629,1995,33
Kerem Kamal,TUR,Wrestling,0,0,1,0,0,1,2020,0,22629,1999,29
Hepoiteloto Maibuca,TUV,Athletics,0,0,1,0,0,1,2020,0,22629,1999,29
Matie Stanley,TUV,Athletics,0,0,1,0,0,1,2020,0,22629,2003,25
Mohamed Alhammadi,UAE,Athletics,0,0,1,0,0,1,2020,0,22629,1991,37
Mohd Al,UAE,Equestrian,0,0,2,0,0,2,2024,0.001165157,11953,1994,34
Victor Scvortov,UAE,Judo,0,0,2,0,0,2,2020,0.001165157,11953,1988,40
Aram Grigorian,UAE,Judo,0,0,1,0,0,1,2024,0,22629,1998,30
Dzhafar Kostoev,UAE,Judo,0,0,1,0,0,1,2024,0,22629,1999,29
Khorloodoi Bishrelt,UAE,Judo,0,0,1,0,0,1,2024,0,22629,1998,30
Magomedomar Magomedomarov,UAE,Judo,0,0,1,0,0,1,2024,0,22629,2001,27
Maha Alshehhi,UAE,Swimming,0,0,1,0,0,1,2024,0,22629,2006,22
Joshua Cheptegei,UGA,Athletics,0,1,2,1,2,4,2020,0.125278117,788,1996,32
Stephen Kiprotich,UGA,Athletics,0,1,2,0,1,3,2020,0.080645817,3389,1989,39
Peruth Chemutai,UGA,Athletics,0,1,1,0,1,2,2020,0.08062117,3590,1999,29
Jacob Kiplimo,UGA,Athletics,1,0,2,0,1,3,2020,0.079894383,4975,2000,28
Juliet Chekwel,UGA,Athletics,0,0,3,0,0,3,2020,0.002327667,8721,1990,38
Winnie Nanyondo,UGA,Athletics,0,0,3,0,0,3,2020,0.002327667,8721,1993,35
Ronald Musagala,UGA,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1992,36
Chemengich Chelangat,UGA,Athletics,0,0,1,0,0,1,2024,0,22629,1993,35
Fred Musobo,UGA,Athletics,0,0,1,0,0,1,2020,0,22629,1996,32
Filex Chemongesi,UGA,Athletics,0,0,1,0,0,1,2020,0,22629,1995,33
Esther Chebet,UGA,Athletics,0,0,1,0,0,1,2020,0,22629,1997,31
Belinda Chemutai,UGA,Athletics,0,0,1,0,0,1,2024,0,22629,2000,28
Albert Chemutai,UGA,Athletics,0,0,1,0,0,1,2020,0,22629,1999,29
Leni Shida,UGA,Athletics,0,0,1,0,0,1,2020,0,22629,1994,34
Joy Cheptoyek,UGA,Athletics,0,0,1,0,0,1,2024,0,22629,2002,26
Gracious Orogot,UGA,Athletics,0,0,1,0,0,1,2024,0,22629,2002,26
Halimah Nakaayi,UGA,Athletics,0,0,1,0,0,1,2020,0,22629,1994,34
Oscar Chelimo,UGA,Athletics,0,0,1,0,0,1,2020,0,22629,2001,27
Mercyline Chelangat,UGA,Athletics,0,0,1,0,0,1,2020,0,22629,1997,31
Leonard Chemutai,UGA,Athletics,0,0,1,0,0,1,2024,0,22629,2003,25
Martin Kiprotich,UGA,Athletics,0,0,1,0,0,1,2024,0,22629,2003,25
Charles Kagimu,UGA,Cycling Road,0,0,1,0,0,1,2024,0,22629,1998,30
Kathleen Noble,UGA,Rowing,0,0,1,0,0,1,2020,0,22629,1994,34
Anna Muzito,UGA,Swimming,0,0,1,0,0,1,2024,0,22629,2002,26
Kirabo Namutebi,UGA,Swimming,0,0,1,0,0,1,2020,0,22629,2005,23
Anastasiia Pavlova,UKR,Archery,0,0,2,0,0,2,2020,0.001165157,11953,1995,33
Lidiia Sichenikova,UKR,Archery,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Oleg Verniaiev,UKR,Artistic Gymnastics,0,0,9,0,0,9,2024,0.009247373,6846,1993,35
Radomyr Stelmakh,UKR,Artistic Gymnastics,0,0,8,0,0,8,2024,0.008100656,6917,2005,23
Nazar Chepurnyi,UKR,Artistic Gymnastics,0,0,8,0,0,8,2024,0.008100656,6917,2002,26
Petro Pakhniuk,UKR,Artistic Gymnastics,0,0,8,0,0,8,2020,0.008100656,6917,1991,37
Illia Kovtun,UKR,Artistic Gymnastics,0,0,8,0,0,8,2020,0.008100656,6917,2003,25
Yevgen Yudenkov,UKR,Artistic Gymnastics,0,0,8,0,0,8,2020,0.008100656,6917,1993,35
Anastasiya Savchuk,UKR,Artistic Swimming,2,0,0,0,2,2,2020,0.15195446,723,1996,32
Marta Fiedina,UKR,Artistic Swimming,2,0,0,0,2,2,2020,0.15195446,723,2002,26
Yaroslava Mahuchikh,UKR,Athletics,1,0,0,0,1,1,2020,0.079861291,6185,2001,27
Alina Lohvynenko,UKR,Athletics,0,0,5,0,0,5,2020,0.004644761,7393,1990,38
Ihor Hlavan,UKR,Athletics,0,0,3,0,0,3,2020,0.002327667,8721,1990,38
Andriy Protsenko,UKR,Athletics,0,0,3,0,0,3,2020,0.002327667,8721,1988,40
Mykyta Nesterenko,UKR,Athletics,0,0,3,0,0,3,2020,0.002327667,8721,1991,37
Viktoriya Tkachuk,UKR,Athletics,0,0,3,0,0,3,2020,0.002327667,8721,1994,34
Iryna Klymets,UKR,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Anna Ryzhykova,UKR,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1989,39
Kateryna Klymyuk,UKR,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1995,33
Maryna Kylypko,UKR,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1995,33
Yuliya Levchenko,UKR,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1997,31
Tetyana Melnyk,UKR,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1995,33
Ivan Banzeruk,UKR,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1990,38
Artur Felfner,UKR,Athletics,0,0,1,0,0,1,2024,0,22629,2003,25
Andrii Protsenko,UKR,Athletics,0,0,1,0,0,1,2024,0,22629,1988,40
Anastasiya Bryzhina,UKR,Athletics,0,0,1,0,0,1,2020,0,22629,1998,30
Iryna Gerashchenko,UKR,Athletics,0,0,1,0,0,1,2020,0,22629,1995,33
Ihor Musiyenko,UKR,Athletics,0,0,1,0,0,1,2020,0,22629,1993,35
Hanna Shevchuk,UKR,Athletics,0,0,1,0,0,1,2020,0,22629,1996,32
Hlib Piskunov,UKR,Athletics,0,0,1,0,0,1,2020,0,22629,1998,30
Eduard Zabuzhenko,UKR,Athletics,0,0,1,0,0,1,2020,0,22629,1998,30
Darya Mykhaylova,UKR,Athletics,0,0,1,0,0,1,2020,0,22629,1989,39
Bohdan-ivan Horodyskyy,UKR,Athletics,0,0,1,0,0,1,2020,0,22629,1994,34
Danylo Danylenko,UKR,Athletics,0,0,1,0,0,1,2020,0,22629,1994,34
Maryna Bekh-romanchuk,UKR,Athletics,0,0,1,0,0,1,2020,0,22629,1995,33
Maryana Shostak,UKR,Athletics,0,0,1,0,0,1,2024,0,22629,2000,28
Artem Pochtarov,UKR,Badminton,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Oleksandr Khyzhniak,UKR,Boxing,0,0,0,1,1,1,2020,0.086108042,2712,1995,33
Mykola Butsenko,UKR,Boxing,0,0,2,0,0,2,2020,0.001165157,11953,1991,37
Aider Abduraimov,UKR,Boxing,0,0,1,0,0,1,2024,0,22629,2004,24
KUZYA,UKR,Breaking,0,0,1,0,0,1,2024,0,22629,1990,38
Viktoriia Us,UKR,Canoe Slalom,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Liudmyla Luzan,UKR,Canoe Sprint,1,0,0,1,2,2,2020,0.122817166,1169,1997,31
Anastasiia Rybachok,UKR,Canoe Sprint,0,0,1,1,1,2,2024,0.08611725,1957,1998,30
Anastasiia Chetverikova,UKR,Canoe Sprint,0,0,1,1,1,2,2020,0.08611725,1957,1998,30
Ihor Trunov,UKR,Canoe Sprint,0,0,2,0,0,2,2024,0.001165157,11953,1992,36
Mariia Kichasova-skoryk,UKR,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Liudmyla Kuklinovska,UKR,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953,1998,30
Anastasiia Todorova,UKR,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Oleh Kukharyk,UKR,Canoe Sprint,0,0,2,0,0,2,2024,0.001165157,11953,1997,31
Yuliia Biriukova,UKR,Cycling Road,0,0,2,0,0,2,2024,0.001165157,11953,1998,30
Anatolii Budiak,UKR,Cycling Road,0,0,1,0,0,1,2020,0,22629,1995,33
Oleksii Sereda,UKR,Diving,0,0,2,0,0,2,2020,0.001165157,11953,2005,23
Anna Pysmenska,UKR,Diving,0,0,1,0,0,1,2020,0,22629,1991,37
Danylo Konovalov,UKR,Diving,0,0,1,0,0,1,2024,0,22629,2003,25
Kseniia Bailo,UKR,Diving,0,0,1,0,0,1,2024,0,22629,2005,23
Kirill Boliukh,UKR,Diving,0,0,1,0,0,1,2024,0,22629,2007,21
Oleg Kolodiy,UKR,Diving,0,0,1,0,0,1,2020,0,22629,1993,35
Oleh Serbin,UKR,Diving,0,0,1,0,0,1,2020,0,22629,2001,27
Sofiia Lyskun,UKR,Diving,0,0,1,0,0,1,2020,0,22629,2002,26
Alina Komashchuk,UKR,Fencing,0,0,1,1,1,2,2020,0.08611725,1957,1993,35
Olena Kravatska,UKR,Fencing,0,0,1,1,1,2,2020,0.08611725,1957,1992,36
Yuliia Bakastova,UKR,Fencing,0,1,0,0,1,1,2024,0.080611276,4224,1996,32
Feybi Bezhura,UKR,Fencing,0,0,2,0,0,2,2024,0.001165157,11953,1991,37
Vlada Kharkova,UKR,Fencing,0,0,2,0,0,2,2024,0.001165157,11953,1996,32
Roman Svichkar,UKR,Fencing,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Anatolii Herey,UKR,Fencing,0,0,1,0,0,1,2020,0,22629,1989,39
Olga Kharlan,UKR,Fencing,0,0,1,0,0,1,2020,0,22629,1990,38
Danylo Sikan,UKR,Football,0,0,1,0,0,1,2024,0,22629,2001,27
Dmytro Kryskiv,UKR,Football,0,0,1,0,0,1,2024,0,22629,2000,28
Georgiy Yermakov,UKR,Football,0,0,1,0,0,1,2024,0,22629,2002,26
Ihor Krasnopir,UKR,Football,0,0,1,0,0,1,2024,0,22629,2002,26
Kiril Fesiun,UKR,Football,0,0,1,0,0,1,2024,0,22629,2002,26
Maksym Braharu,UKR,Football,0,0,1,0,0,1,2024,0,22629,2002,26
Maksym Khlan,UKR,Football,0,0,1,0,0,1,2024,0,22629,2003,25
Maksym Talovierov,UKR,Football,0,0,1,0,0,1,2024,0,22629,2000,28
Oleh Fedor,UKR,Football,0,0,1,0,0,1,2024,0,22629,2004,24
Oleh Ocheretko,UKR,Football,0,0,1,0,0,1,2024,0,22629,2003,25
Oleksii Sych,UKR,Football,0,0,1,0,0,1,2024,0,22629,2001,27
Valentyn Rubchynskyi,UKR,Football,0,0,1,0,0,1,2024,0,22629,2002,26
Vladyslav Veleten,UKR,Football,0,0,1,0,0,1,2024,0,22629,2002,26
Volodymyr Saliuk,UKR,Football,0,0,1,0,0,1,2024,0,22629,2002,26
Daria Bilodid,UKR,Judo,1,0,0,0,1,1,2020,0.079861291,6185,2000,28
Quedjau Nhabali,UKR,Judo,0,0,2,0,0,2,2020,0.001165157,11953,1990,38
Yakiv Khammo,UKR,Judo,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Anastasiya Turchyn,UKR,Judo,0,0,1,0,0,1,2020,0,22629,1995,33
Artem Lesiuk,UKR,Judo,0,0,1,0,0,1,2020,0,22629,1996,32
Oleksandr Tovkai,UKR,Modern Pentathlon,0,0,1,0,0,1,2024,0,22629,1996,32
Vladyslav Chekan,UKR,Modern Pentathlon,0,0,1,0,0,1,2024,0,22629,2002,26
Alina Melnyk,UKR,Rhythmic Gymnastics,0,0,1,0,0,1,2024,0,22629,2005,23
Anastasiya Voznyak,UKR,Rhythmic Gymnastics,0,0,1,0,0,1,2020,0,22629,1998,30
Daryna Duda,UKR,Rhythmic Gymnastics,0,0,1,0,0,1,2020,0,22629,2003,25
Diana Baieva,UKR,Rhythmic Gymnastics,0,0,1,0,0,1,2024,0,22629,2004,24
Khrystyna Pohranychna,UKR,Rhythmic Gymnastics,0,0,1,0,0,1,2020,0,22629,2003,25
Kira Shyrykina,UKR,Rhythmic Gymnastics,0,0,1,0,0,1,2024,0,22629,2008,20
Daryna Verkhogliad,UKR,Rowing,0,0,1,0,0,1,2024,0,22629,1992,36
Igor Khmara,UKR,Rowing,0,0,1,0,0,1,2020,0,22629,1990,38
Kateryna Dudchenko,UKR,Rowing,0,0,1,0,0,1,2024,0,22629,1996,32
Stanislav Kovalov,UKR,Rowing,0,0,1,0,0,1,2020,0,22629,1991,37
Serhiy Kulish,UKR,Shooting,0,0,7,1,1,8,2020,0.08644918,1403,1993,35
Oleh Tsarkov,UKR,Shooting,0,0,5,0,0,5,2020,0.004644761,7393,1988,40
Pavlo Korostylov,UKR,Shooting,0,0,4,0,0,4,2020,0.003487533,7794,1997,31
Viktor Bankin,UKR,Shooting,0,0,2,0,0,2,2024,0.001165157,11953,1990,38
Maksym Horodynets,UKR,Shooting,0,0,1,0,0,1,2024,0,22629,1998,30
Iryna Malovichko,UKR,Shooting,0,0,1,0,0,1,2020,0,22629,1993,35
Ievgeniia Kazbekova,UKR,Sport Climbing,0,0,1,0,0,1,2024,0,22629,1996,32
Yaroslav Tkach,UKR,Sport Climbing,0,0,1,0,0,1,2024,0,22629,2001,27
Mykhailo Romanchuk,UKR,Swimming,1,0,1,1,2,3,2020,0.122834194,1105,1996,32
Daryna Zevina,UKR,Swimming,0,0,6,0,0,6,2020,0.005799355,7170,1994,34
Ihor Troianovskyi,UKR,Swimming,0,0,2,0,0,2,2020,0.001165157,11953,2002,26
Oleksandr Zheltiakov,UKR,Swimming,0,0,2,0,0,2,2024,0.001165157,11953,2005,23
Denys Kesyl,UKR,Swimming,0,0,1,0,0,1,2020,0,22629,2000,28
Margaryta Pesotska,UKR,Table Tennis,0,0,1,0,0,1,2020,0,22629,1991,37
Solomiya Brateyko,UKR,Table Tennis,0,0,1,0,0,1,2024,0,22629,1999,29
Yaroslav Zhmudenko,UKR,Table Tennis,0,0,1,0,0,1,2020,0,22629,1988,40
Elina Svitolina,UKR,Tennis,1,0,3,0,1,4,2020,0.07993218,4857,1994,34
Dayana Yastremska,UKR,Tennis,0,0,2,0,0,2,2020,0.001165157,11953,2000,28
Liudmyla Kichenok,UKR,Tennis,0,0,2,0,0,2,2020,0.001165157,11953,1992,36
Marta Kostyuk,UKR,Tennis,0,0,2,0,0,2,2024,0.001165157,11953,2002,26
Lyudmyla Kichenok,UKR,Tennis,0,0,1,0,0,1,2024,0,22629,1992,36
Iryna Dekha,UKR,Weightlifting,0,0,2,0,0,2,2020,0.001165157,11953,1996,32
Zhan Beleniuk,UKR,Wrestling,0,1,0,1,2,2,2020,0.125233651,941,1991,37
Parviz Nasibov,UKR,Wrestling,0,0,0,1,1,1,2020,0.086108042,2712,1998,30
Alla Cherkasova,UKR,Wrestling,1,0,1,0,1,2,2020,0.079870749,5334,1989,39
Iryna Koliadenko,UKR,Wrestling,1,0,0,0,1,1,2020,0.079861291,6185,1998,30
Lenur Temirov,UKR,Wrestling,0,0,2,0,0,2,2020,0.001165157,11953,1990,38
Alla Belinska,UKR,Wrestling,0,0,1,0,0,1,2020,0,22629,1995,33
Alina Hrushyna,UKR,Wrestling,0,0,1,0,0,1,2024,0,22629,1999,29
Oksana Livach,UKR,Wrestling,0,0,1,0,0,1,2020,0,22629,1997,31
McHEDLIDZE Murazi,UKR,Wrestling,0,0,1,0,0,1,2024,0,22629,1994,34
Deborah Rodriguez,URU,Athletics,0,0,1,0,0,1,2020,0,22629,1992,36
Emiliano Lasa,URU,Athletics,0,0,1,0,0,1,2020,0,22629,1990,38
Pia Fernandez,URU,Athletics,0,0,1,0,0,1,2020,0,22629,1995,33
Eric Fagundez,URU,Cycling Road,0,0,1,0,0,1,2024,0,22629,1998,30
Alain Aprahamian,URU,Judo,0,0,1,0,0,1,2020,0,22629,1988,40
Bruno Cetraro,URU,Rowing,0,0,1,0,0,1,2020,0,22629,1998,30
Baltazar Amaya,URU,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,1999,29
Dante Soto,URU,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,2003,25
Diego Ardao,URU,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,1995,33
Felipe Arcos,URU,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,2000,28
Guillermo Lijtenstein,URU,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,1990,38
Ignacio Facciolo,URU,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,2001,27
Koba Brazionis,URU,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,1998,30
Mateo Vinals,URU,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,1998,30
Tomas Etcheverry,URU,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,1991,37
Valentin Grille,URU,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,1998,30
Dolores Moreira,URU,Sailing,0,0,1,0,0,1,2020,0,22629,1999,29
Dominique Knuppel,URU,Sailing,0,0,1,0,0,1,2020,0,22629,1993,35
Enzo Martinez,URU,Swimming,0,0,1,0,0,1,2020,0,22629,1998,30
Leo Nolles,URU,Swimming,0,0,1,0,0,1,2024,0,22629,2003,25
Allisha Gray,USA,3x3 Basketball,0,1,0,0,1,1,2020,0.080611276,4224,1995,33
Stefanie Dolson,USA,3x3 Basketball,0,1,0,0,1,1,2020,0.080611276,4224,1992,36
Kelsey Plum,USA,3x3 Basketball,0,1,0,0,1,1,2020,0.080611276,4224,1994,34
Jacquelyn Young,USA,3x3 Basketball,0,1,0,0,1,1,2020,0.080611276,4224,1997,31
van Hailey,USA,3x3 Basketball,1,0,0,0,1,1,2024,0.079861291,6185,2001,27
Dearica Hamby,USA,3x3 Basketball,1,0,0,0,1,1,2024,0.079861291,6185,1993,35
Cierra Burdick,USA,3x3 Basketball,1,0,0,0,1,1,2024,0.079861291,6185,1993,35
Rhyne Howard,USA,3x3 Basketball,1,0,0,0,1,1,2024,0.079861291,6185,2000,28
Brady Ellison,USA,Archery,1,0,6,2,3,9,2020,0.190436641,241,1988,40
Mackenzie Brown,USA,Archery,0,0,4,0,0,4,2020,0.003487533,7794,1995,33
Casey Kaufhold,USA,Archery,0,0,2,0,0,2,2020,0.001165157,11953,2004,24
Catalina Gnoriega,USA,Archery,0,0,2,0,0,2,2024,0.001165157,11953,2003,25
Sunisa Lee,USA,Artistic Gymnastics,1,1,3,1,3,6,2020,0.15936524,418,2003,25
Stephen Nedoroscik,USA,Artistic Gymnastics,2,0,6,0,2,8,2024,0.152126418,615,1998,30
Simone Biles,USA,Artistic Gymnastics,1,0,4,1,2,6,2020,0.12293789,1027,1997,31
Jordan Chiles,USA,Artistic Gymnastics,0,0,5,1,1,6,2020,0.086286002,1431,2001,27
Mc Grace,USA,Artistic Gymnastics,0,0,5,1,1,6,2020,0.086286002,1431,2002,26
Mykayla Skinner,USA,Artistic Gymnastics,0,0,4,1,1,5,2020,0.086224064,1456,1996,32
Hezly Rivera,USA,Artistic Gymnastics,0,1,5,0,1,6,2024,0.080808078,3261,2008,20
Jade Carey,USA,Artistic Gymnastics,0,1,4,0,1,5,2020,0.080739301,3280,2000,28
Paul Juda,USA,Artistic Gymnastics,1,0,8,0,1,9,2024,0.080332454,4713,2001,27
Asher Hong,USA,Artistic Gymnastics,1,0,7,0,1,8,2024,0.080224384,4722,2004,24
Megumi Field,USA,Artistic Swimming,0,0,1,1,1,2,2024,0.08611725,1957,2005,23
Jaime Czarkowski,USA,Artistic Swimming,0,0,1,1,1,2,2024,0.08611725,1957,2003,25
Jacklyn Luu,USA,Artistic Swimming,0,0,0,1,1,1,2024,0.086108042,2712,1999,29
Audrey Kwon,USA,Artistic Swimming,0,0,0,1,1,1,2024,0.086108042,2712,2006,22
Daniella Ramirez,USA,Artistic Swimming,0,0,0,1,1,1,2024,0.086108042,2712,2001,27
Calista Liu,USA,Artistic Swimming,0,0,0,1,1,1,2024,0.086108042,2712,2005,23
Ruby Remati,USA,Artistic Swimming,0,0,0,1,1,1,2024,0.086108042,2712,2002,26
Keana Hunter,USA,Artistic Swimming,0,0,0,1,1,1,2024,0.086108042,2712,2004,24
Anita Alvarez,USA,Artistic Swimming,0,0,1,0,0,1,2020,0,22629,1996,32
Dalilah Muhammad,USA,Athletics,0,2,0,1,3,3,2020,0.190293252,273,1990,38
Athing Mu,USA,Athletics,0,2,0,0,2,2,2020,0.15737653,556,2002,26
Ryan Crouser,USA,Athletics,0,2,0,0,2,2,2020,0.15737653,556,1992,36
McLAUGHLIN Sydney,USA,Athletics,0,2,0,0,2,2,2020,0.15737653,556,1999,29
McLAUGHLIN-LEVRONE Sydney,USA,Athletics,0,2,0,0,2,2,2024,0.15737653,556,1999,29
Quincy Hall,USA,Athletics,0,2,0,0,2,2,2024,0.15737653,556,1998,30
English Gardner,USA,Athletics,0,1,1,1,2,3,2020,0.125251367,833,1992,36
Rai Benjamin,USA,Athletics,0,1,0,1,2,2,2020,0.125233651,941,1997,31
Shamier Little,USA,Athletics,0,1,0,1,2,2,2024,0.125233651,941,1995,33
Sha'carri Richardson,USA,Athletics,0,1,0,1,2,2,2024,0.125233651,941,2000,28
Kaylyn Brown,USA,Athletics,0,1,0,1,2,2,2024,0.125233651,941,2004,24
Quincy Wilson,USA,Athletics,0,1,0,1,2,2,2024,0.125233651,941,2008,20
Gabrielle Thomas,USA,Athletics,1,0,0,1,2,2,2020,0.122817166,1169,1996,32
Paul Chelimo,USA,Athletics,1,0,0,1,2,2,2020,0.122817166,1169,1990,38
Kendall Ellis,USA,Athletics,1,1,0,0,2,2,2020,0.120052988,1338,1996,32
Kaylin Whitney,USA,Athletics,1,1,0,0,2,2,2020,0.120052988,1338,1998,30
Vernon Norwood,USA,Athletics,1,1,0,0,2,2,2020,0.120052988,1338,1992,36
Melissa Jefferson,USA,Athletics,1,1,0,0,2,2,2024,0.120052988,1338,2001,27
Lynna Irby,USA,Athletics,1,1,0,0,2,2,2020,0.120052988,1338,1998,30
Bryce Deadmon,USA,Athletics,1,1,0,0,2,2,2020,0.120052988,1338,1997,31
Jenna Prandini,USA,Athletics,0,0,3,1,1,4,2020,0.086175276,1513,1992,36
Fred Kerley,USA,Athletics,0,0,1,1,1,2,2020,0.08611725,1957,1995,33
Courtney Frerichs,USA,Athletics,0,0,1,1,1,2,2020,0.08611725,1957,1993,35
Sandi Morris,USA,Athletics,0,0,1,1,1,2,2020,0.08611725,1957,1992,36
Raven Saunders,USA,Athletics,0,0,1,1,1,2,2020,0.08611725,1957,1996,32
Teahna Daniels,USA,Athletics,0,0,1,1,1,2,2020,0.08611725,1957,1997,31
Javianne Oliver,USA,Athletics,0,0,1,1,1,2,2020,0.08611725,1957,1994,34
Nneka Echikunwoke,USA,Athletics,0,0,0,1,1,1,2024,0.086108042,2712,1996,32
Katie Moon,USA,Athletics,0,0,0,1,1,1,2024,0.086108042,2712,1991,37
Joe Kovacs,USA,Athletics,0,0,0,1,1,1,2020,0.086108042,2712,1989,39
Grant Holloway,USA,Athletics,0,0,0,1,1,1,2020,0.086108042,2712,1997,31
Kenneth Rooks,USA,Athletics,0,0,0,1,1,1,2024,0.086108042,2712,1999,29
Kenneth Bednarek,USA,Athletics,0,0,0,1,1,1,2020,0.086108042,2712,1998,30
Kendra Harrison,USA,Athletics,0,0,0,1,1,1,2020,0.086108042,2712,1992,36
Isabella Whittaker,USA,Athletics,0,0,0,1,1,1,2024,0.086108042,2712,2002,26
Christopher Nilsen,USA,Athletics,0,0,0,1,1,1,2020,0.086108042,2712,1998,30
Aleia Hobbs,USA,Athletics,0,0,0,1,1,1,2020,0.086108042,2712,1996,32
Randolph Ross,USA,Athletics,0,1,2,0,1,3,2020,0.080645817,3389,2001,27
Wadeline Jonathas,USA,Athletics,0,1,1,0,1,2,2020,0.08062117,3590,1998,30
Alexis Holmes,USA,Athletics,0,1,1,0,1,2,2024,0.08062117,3590,2000,28
Aaliyah Butler,USA,Athletics,0,1,1,0,1,2,2024,0.08062117,3590,2003,25
Courtney Lindsey,USA,Athletics,0,1,1,0,1,2,2024,0.08062117,3590,1998,30
Quanera Hayes,USA,Athletics,0,1,1,0,1,2,2020,0.08062117,3590,1992,36
Michael Cherry,USA,Athletics,0,1,1,0,1,2,2020,0.08062117,3590,1995,33
Twanisha Terry,USA,Athletics,0,1,1,0,1,2,2024,0.08062117,3590,1999,29
Michael Norman,USA,Athletics,0,1,1,0,1,2,2020,0.08062117,3590,1997,31
Katie Nageotte,USA,Athletics,0,1,0,0,1,1,2020,0.080611276,4224,1991,37
Masai Russell,USA,Athletics,0,1,0,0,1,1,2024,0.080611276,4224,2000,28
Tamari Davis,USA,Athletics,0,1,0,0,1,1,2024,0.080611276,4224,2003,25
Tara Davis-woodhall,USA,Athletics,0,1,0,0,1,1,2024,0.080611276,4224,1999,29
Valarie Allman,USA,Athletics,0,1,0,0,1,1,2020,0.080611276,4224,1995,33
Emma Coburn,USA,Athletics,1,0,2,0,1,3,2020,0.079894383,4975,1990,38
Clayton Murphy,USA,Athletics,1,0,1,0,1,2,2020,0.079870749,5334,1995,33
Brittany Brown,USA,Athletics,1,0,0,0,1,1,2024,0.079861291,6185,1995,33
Elija Godwin,USA,Athletics,1,0,0,0,1,1,2020,0.079861291,6185,1999,29
Molly Seidel,USA,Athletics,1,0,0,0,1,1,2020,0.079861291,6185,1994,34
Raevyn Rogers,USA,Athletics,1,0,0,0,1,1,2020,0.079861291,6185,1996,32
Noah Lyles,USA,Athletics,1,0,0,0,1,1,2020,0.079861291,6185,1997,31
Taylor Manson,USA,Athletics,1,0,0,0,1,1,2020,0.079861291,6185,1999,29
Sam Kendricks,USA,Athletics,1,0,0,0,1,1,2020,0.079861291,6185,1992,36
Trayvon Bromell,USA,Athletics,0,0,4,0,0,4,2020,0.003487533,7794,1995,33
Vashti Cunningham,USA,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1998,30
Mason Finley,USA,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1990,38
Keturah Orji,USA,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1996,32
Kelsey Card,USA,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1992,36
