NOC,Year,Bronze,Gold,No medal,Silver,Total_Medals,More_Than_3_Medals,check1,check2
SAA,1908,0,0,0,0,0,0,0,1
SAA,1912,0,0,0,0,0,0,0,1
SAA,1920,0,0,0,0,0,0,0,1
SAA,1924,0,0,0,0,0,0,0,1
SAA,1928,0,0,0,0,0,0,0,1
SAA,1932,0,0,0,0,0,0,0,1
SAA,1936,0,0,0,0,0,0,0,1
SAA,1948,0,0,0,0,0,0,0,1
SAA,1952,0,0,93,0,0,0,0,1
SAA,1956,0,0,0,0,0,0,0,1
SAA,1960,0,0,0,0,0,0,0,1
SAA,1964,0,0,0,0,0,0,0,1
SAA,1968,0,0,0,0,0,0,0,1
SAA,1972,0,0,0,0,0,0,0,1
SAA,1976,0,0,0,0,0,0,0,1
SAA,1980,0,0,0,0,0,0,0,1
SAA,1984,0,0,0,0,0,0,0,1
SAA,1988,0,0,0,0,0,0,0,1
SAA,1992,0,0,0,0,0,0,0,1
SAA,1996,0,0,0,0,0,0,0,1
SAA,2000,0,0,0,0,0,0,0,1
SAA,2004,0,0,0,0,0,0,0,1
SAA,2008,0,0,0,0,0,0,0,1
SAA,2012,0,0,0,0,0,0,0,1
SAA,2016,0,0,0,0,0,0,0,1
SAA,2020,0,0,0,0,0,0,0,1
SAA,2024,0,0,0,0,0,0,0,1
SAM,1896,0,0,0,0,0,0,0,1
SAM,1900,0,0,0,0,0,0,0,1
SAM,1904,0,0,0,0,0,0,0,1
SAM,1906,0,0,0,0,0,0,0,1
SAM,1908,0,0,0,0,0,0,0,1
SAM,1912,0,0,0,0,0,0,0,1
SAM,1920,0,0,0,0,0,0,0,1
SAM,1924,0,0,0,0,0,0,0,1
SAM,1928,0,0,0,0,0,0,0,1
SAM,1932,0,0,0,0,0,0,0,1
SAM,1936,0,0,0,0,0,0,0,1
SAM,1948,0,0,0,0,0,0,0,1
SAM,1952,0,0,0,0,0,0,0,1
SAM,1956,0,0,0,0,0,0,0,1
SAM,1960,0,0,0,0,0,0,0,1
SAM,1964,0,0,0,0,0,0,0,1
SAM,1968,0,0,0,0,0,0,0,1
SAM,1972,0,0,0,0,0,0,0,1
SAM,1976,0,0,0,0,0,0,0,1
SAM,1980,0,0,0,0,0,0,0,1
SAM,1984,0,0,9,0,0,0,0,1
SAM,1988,0,0,11,0,0,0,0,1
SAM,1992,0,0,5,0,0,0,0,1
SAM,1996,0,0,5,0,0,0,0,1
SAM,2000,0,0,5,0,0,0,0,1
SAM,2004,0,0,3,0,0,0,0,1
SAM,2008,0,0,7,0,0,0,0,1
SAM,2012,0,0,9,0,0,0,0,1
SAM,2016,0,0,9,0,0,0,0,1
SAM,2020,0,0,13,0,0,0,0,1
SAM,2024,0,0,24,0,0,0,0,1
SCG,1896,0,0,0,0,0,1,0,0
SCG,1900,0,0,0,0,0,1,0,0
SCG,1904,0,0,0,0,0,1,0,0
SCG,1906,0,0,0,0,0,1,0,0
SCG,1908,0,0,0,0,0,1,0,0
SCG,1912,0,0,0,0,0,1,0,0
SCG,1920,0,0,0,0,0,1,0,0
SCG,1924,0,0,0,0,0,1,0,0
SCG,1928,0,0,0,0,0,1,0,0
SCG,1932,0,0,0,0,0,1,0,0
SCG,1936,0,0,0,0,0,1,0,0
SCG,1948,0,0,0,0,0,1,0,0
SCG,1952,0,0,0,0,0,1,0,0
SCG,1956,0,0,0,0,0,1,0,0
SCG,1960,0,0,0,0,0,1,0,0
SCG,1964,0,0,0,0,0,1,0,0
SCG,1968,0,0,0,0,0,1,0,0
SCG,1972,0,0,0,0,0,1,0,0
SCG,1976,0,0,0,0,0,1,0,0
SCG,1980,0,0,0,0,0,1,0,0
SCG,1984,0,0,0,0,0,1,0,0
SCG,1988,0,0,0,0,0,1,0,0
SCG,1992,0,0,0,0,0,1,0,0
SCG,1996,13,1,53,12,26,1,0,0
SCG,2000,13,11,100,1,25,1,0,0
SCG,2004,0,0,83,13,13,1,0,0
SCG,2008,0,0,0,0,0,1,0,0
SCG,2012,0,0,0,0,0,1,0,0
SCG,2016,0,0,0,0,0,1,0,0
SCG,2020,0,0,0,0,0,1,0,0
SCG,2024,0,0,0,0,0,1,0,0
SEN,1896,0,0,0,0,0,0,1,0
SEN,1900,0,0,0,0,0,0,1,0
SEN,1904,0,0,0,0,0,0,1,0
SEN,1906,0,0,0,0,0,0,1,0
SEN,1908,0,0,0,0,0,0,1,0
SEN,1912,0,0,0,0,0,0,1,0
SEN,1920,0,0,0,0,0,0,1,0
SEN,1924,0,0,0,0,0,0,1,0
SEN,1928,0,0,0,0,0,0,1,0
SEN,1932,0,0,0,0,0,0,1,0
SEN,1936,0,0,0,0,0,0,1,0
SEN,1948,0,0,0,0,0,0,1,0
SEN,1952,0,0,0,0,0,0,1,0
SEN,1956,0,0,0,0,0,0,1,0
SEN,1960,0,0,0,0,0,0,1,0
SEN,1964,0,0,14,0,0,0,1,0
SEN,1968,0,0,24,0,0,0,1,0
SEN,1972,0,0,40,0,0,0,1,0
SEN,1976,0,0,33,0,0,0,1,0
SEN,1980,0,0,39,0,0,0,1,0
SEN,1984,0,0,29,0,0,0,1,0
SEN,1988,0,0,34,1,1,0,1,0
SEN,1992,0,0,25,0,0,0,1,0
SEN,1996,0,0,12,0,0,0,1,0
SEN,2000,0,0,32,0,0,0,1,0
SEN,2004,0,0,21,0,0,0,1,0
SEN,2008,0,0,17,0,0,0,1,0
SEN,2012,0,0,32,0,0,0,1,0
SEN,2016,0,0,22,0,0,0,1,0
SEN,2020,0,0,9,0,0,0,1,0
SEN,2024,0,0,13,0,0,0,1,0
SEY,1896,0,0,0,0,0,0,0,1
SEY,1900,0,0,0,0,0,0,0,1
SEY,1904,0,0,0,0,0,0,0,1
SEY,1906,0,0,0,0,0,0,0,1
SEY,1908,0,0,0,0,0,0,0,1
SEY,1912,0,0,0,0,0,0,0,1
SEY,1920,0,0,0,0,0,0,0,1
SEY,1924,0,0,0,0,0,0,0,1
SEY,1928,0,0,0,0,0,0,0,1
SEY,1932,0,0,0,0,0,0,0,1
SEY,1936,0,0,0,0,0,0,0,1
SEY,1948,0,0,0,0,0,0,0,1
SEY,1952,0,0,0,0,0,0,0,1
SEY,1956,0,0,0,0,0,0,0,1
SEY,1960,0,0,0,0,0,0,0,1
SEY,1964,0,0,0,0,0,0,0,1
SEY,1968,0,0,0,0,0,0,0,1
SEY,1972,0,0,0,0,0,0,0,1
SEY,1976,0,0,0,0,0,0,0,1
SEY,1980,0,0,21,0,0,0,0,1
SEY,1984,0,0,15,0,0,0,0,1
SEY,1988,0,0,0,0,0,0,0,1
SEY,1992,0,0,21,0,0,0,0,1
SEY,1996,0,0,9,0,0,0,0,1
SEY,2000,0,0,9,0,0,0,0,1
SEY,2004,0,0,10,0,0,0,0,1
SEY,2008,0,0,10,0,0,0,0,1
SEY,2012,0,0,6,0,0,0,0,1
SEY,2016,0,0,10,0,0,0,0,1
SEY,2020,0,0,6,0,0,0,0,1
SEY,2024,0,0,3,0,0,0,0,1
SGP,1896,0,0,0,0,0,1,0,0
SGP,1900,0,0,0,0,0,1,0,0
SGP,1904,0,0,0,0,0,1,0,0
SGP,1906,0,0,0,0,0,1,0,0
SGP,1908,0,0,0,0,0,1,0,0
SGP,1912,0,0,0,0,0,1,0,0
SGP,1920,0,0,0,0,0,1,0,0
SGP,1924,0,0,0,0,0,1,0,0
SGP,1928,0,0,0,0,0,1,0,0
SGP,1932,0,0,0,0,0,1,0,0
SGP,1936,0,0,0,0,0,1,0,0
SGP,1948,0,0,1,0,0,1,0,0
SGP,1952,0,0,7,0,0,1,0,0
SGP,1956,0,0,52,0,0,1,0,0
SGP,1960,0,0,4,1,1,1,0,0
SGP,1964,0,0,0,0,0,1,0,0
SGP,1968,0,0,6,0,0,1,0,0
SGP,1972,0,0,12,0,0,1,0,0
SGP,1976,0,0,4,0,0,1,0,0
SGP,1980,0,0,0,0,0,1,0,0
SGP,1984,0,0,14,0,0,1,0,0
SGP,1988,0,0,27,0,0,1,0,0
SGP,1992,0,0,37,0,0,1,0,0
SGP,1996,0,0,35,0,0,1,0,0
SGP,2000,0,0,23,0,0,1,0,0
SGP,2004,0,0,22,0,0,1,0,0
SGP,2008,0,0,33,3,3,1,0,0
SGP,2012,4,0,32,0,4,1,0,0
SGP,2016,0,1,31,0,1,1,0,0
SGP,2020,0,0,30,0,0,1,0,0
SGP,2024,1,0,31,0,1,1,0,0
SKN,1896,0,0,0,0,0,0,0,1
SKN,1900,0,0,0,0,0,0,0,1
SKN,1904,0,0,0,0,0,0,0,1
SKN,1906,0,0,0,0,0,0,0,1
SKN,1908,0,0,0,0,0,0,0,1
SKN,1912,0,0,0,0,0,0,0,1
SKN,1920,0,0,0,0,0,0,0,1
SKN,1924,0,0,0,0,0,0,0,1
SKN,1928,0,0,0,0,0,0,0,1
SKN,1932,0,0,0,0,0,0,0,1
SKN,1936,0,0,0,0,0,0,0,1
SKN,1948,0,0,0,0,0,0,0,1
SKN,1952,0,0,0,0,0,0,0,1
SKN,1956,0,0,0,0,0,0,0,1
SKN,1960,0,0,0,0,0,0,0,1
SKN,1964,0,0,0,0,0,0,0,1
SKN,1968,0,0,0,0,0,0,0,1
SKN,1972,0,0,0,0,0,0,0,1
SKN,1976,0,0,0,0,0,0,0,1
SKN,1980,0,0,0,0,0,0,0,1
SKN,1984,0,0,0,0,0,0,0,1
SKN,1988,0,0,0,0,0,0,0,1
SKN,1992,0,0,0,0,0,0,0,1
SKN,1996,0,0,14,0,0,0,0,1
SKN,2000,0,0,4,0,0,0,0,1
SKN,2004,0,0,2,0,0,0,0,1
SKN,2008,0,0,6,0,0,0,0,1
SKN,2012,0,0,7,0,0,0,0,1
SKN,2016,0,0,9,0,0,0,0,1
SKN,2020,0,0,2,0,0,0,0,1
SKN,2024,0,0,3,0,0,0,0,1
SLE,1896,0,0,0,0,0,0,0,1
SLE,1900,0,0,0,0,0,0,0,1
SLE,1904,0,0,0,0,0,0,0,1
SLE,1906,0,0,0,0,0,0,0,1
SLE,1908,0,0,0,0,0,0,0,1
SLE,1912,0,0,0,0,0,0,0,1
SLE,1920,0,0,0,0,0,0,0,1
SLE,1924,0,0,0,0,0,0,0,1
SLE,1928,0,0,0,0,0,0,0,1
SLE,1932,0,0,0,0,0,0,0,1
SLE,1936,0,0,0,0,0,0,0,1
SLE,1948,0,0,0,0,0,0,0,1
SLE,1952,0,0,0,0,0,0,0,1
SLE,1956,0,0,0,0,0,0,0,1
SLE,1960,0,0,0,0,0,0,0,1
SLE,1964,0,0,0,0,0,0,0,1
SLE,1968,0,0,4,0,0,0,0,1
SLE,1972,0,0,0,0,0,0,0,1
SLE,1976,0,0,0,0,0,0,0,1
SLE,1980,0,0,32,0,0,0,0,1
SLE,1984,0,0,10,0,0,0,0,1
SLE,1988,0,0,20,0,0,0,0,1
SLE,1992,0,0,15,0,0,0,0,1
SLE,1996,0,0,19,0,0,0,0,1
SLE,2000,0,0,3,0,0,0,0,1
SLE,2004,0,0,2,0,0,0,0,1
SLE,2008,0,0,3,0,0,0,0,1
SLE,2012,0,0,2,0,0,0,0,1
SLE,2016,0,0,4,0,0,0,0,1
SLE,2020,0,0,4,0,0,0,0,1
SLE,2024,0,0,4,0,0,0,0,1
SLO,1896,0,0,0,0,0,1,0,0
SLO,1900,0,0,0,0,0,1,0,0
SLO,1904,0,0,0,0,0,1,0,0
SLO,1906,0,0,0,0,0,1,0,0
SLO,1908,0,0,0,0,0,1,0,0
SLO,1912,0,0,0,0,0,1,0,0
SLO,1920,0,0,0,0,0,1,0,0
SLO,1924,0,0,0,0,0,1,0,0
SLO,1928,0,0,0,0,0,1,0,0
SLO,1932,0,0,0,0,0,1,0,0
SLO,1936,0,0,0,0,0,1,0,0
SLO,1948,0,0,0,0,0,1,0,0
SLO,1952,0,0,0,0,0,1,0,0
SLO,1956,0,0,0,0,0,1,0,0
SLO,1960,0,0,0,0,0,1,0,0
SLO,1964,0,0,0,0,0,1,0,0
SLO,1968,0,0,0,0,0,1,0,0
SLO,1972,0,0,0,0,0,1,0,0
SLO,1976,0,0,0,0,0,1,0,0
SLO,1980,0,0,0,0,0,1,0,0
SLO,1984,0,0,0,0,0,1,0,0
SLO,1988,0,0,0,0,0,1,0,0
SLO,1992,6,0,41,0,6,1,0,0
SLO,1996,0,0,45,2,2,1,0,0
SLO,2000,0,3,87,0,3,1,0,0
SLO,2004,3,0,97,2,5,1,0,0
SLO,2008,2,1,68,2,5,1,0,0
SLO,2012,3,1,73,1,5,1,0,0
SLO,2016,1,1,66,2,4,1,0,0
SLO,2020,1,3,59,1,5,1,0,0
SLO,2024,0,2,114,1,3,1,0,0
SMR,1896,0,0,0,0,0,1,0,0
SMR,1900,0,0,0,0,0,1,0,0
SMR,1904,0,0,0,0,0,1,0,0
SMR,1906,0,0,0,0,0,1,0,0
SMR,1908,0,0,0,0,0,1,0,0
SMR,1912,0,0,0,0,0,1,0,0
SMR,1920,0,0,0,0,0,1,0,0
SMR,1924,0,0,0,0,0,1,0,0
SMR,1928,0,0,0,0,0,1,0,0
SMR,1932,0,0,0,0,0,1,0,0
SMR,1936,0,0,0,0,0,1,0,0
SMR,1948,0,0,0,0,0,1,0,0
SMR,1952,0,0,0,0,0,1,0,0
SMR,1956,0,0,0,0,0,1,0,0
SMR,1960,0,0,13,0,0,1,0,0
SMR,1964,0,0,0,0,0,1,0,0
SMR,1968,0,0,4,0,0,1,0,0
SMR,1972,0,0,7,0,0,1,0,0
SMR,1976,0,0,10,0,0,1,0,0
SMR,1980,0,0,16,0,0,1,0,0
SMR,1984,0,0,31,0,0,1,0,0
SMR,1988,0,0,15,0,0,1,0,0
SMR,1992,0,0,20,0,0,1,0,0
SMR,1996,0,0,7,0,0,1,0,0
SMR,2000,0,0,4,0,0,1,0,0
SMR,2004,0,0,5,0,0,1,0,0
SMR,2008,0,0,4,0,0,1,0,0
SMR,2012,0,0,4,0,0,1,0,0
SMR,2016,0,0,4,0,0,1,0,0
SMR,2020,2,0,4,2,4,1,0,0
SMR,2024,0,0,5,0,0,1,0,0
SOL,1896,0,0,0,0,0,0,0,1
SOL,1900,0,0,0,0,0,0,0,1
SOL,1904,0,0,0,0,0,0,0,1
SOL,1906,0,0,0,0,0,0,0,1
SOL,1908,0,0,0,0,0,0,0,1
SOL,1912,0,0,0,0,0,0,0,1
SOL,1920,0,0,0,0,0,0,0,1
SOL,1924,0,0,0,0,0,0,0,1
SOL,1928,0,0,0,0,0,0,0,1
SOL,1932,0,0,0,0,0,0,0,1
SOL,1936,0,0,0,0,0,0,0,1
SOL,1948,0,0,0,0,0,0,0,1
SOL,1952,0,0,0,0,0,0,0,1
SOL,1956,0,0,0,0,0,0,0,1
SOL,1960,0,0,0,0,0,0,0,1
SOL,1964,0,0,0,0,0,0,0,1
SOL,1968,0,0,0,0,0,0,0,1
SOL,1972,0,0,0,0,0,0,0,1
SOL,1976,0,0,0,0,0,0,0,1
SOL,1980,0,0,0,0,0,0,0,1
SOL,1984,0,0,3,0,0,0,0,1
SOL,1988,0,0,5,0,0,0,0,1
SOL,1992,0,0,1,0,0,0,0,1
SOL,1996,0,0,4,0,0,0,0,1
SOL,2000,0,0,2,0,0,0,0,1
SOL,2004,0,0,2,0,0,0,0,1
SOL,2008,0,0,3,0,0,0,0,1
SOL,2012,0,0,4,0,0,0,0,1
SOL,2016,0,0,3,0,0,0,0,1
SOL,2020,0,0,3,0,0,0,0,1
SOL,2024,0,0,2,0,0,0,0,1
SOM,1896,0,0,0,0,0,0,0,1
SOM,1900,0,0,0,0,0,0,0,1
SOM,1904,0,0,0,0,0,0,0,1
SOM,1906,0,0,0,0,0,0,0,1
SOM,1908,0,0,0,0,0,0,0,1
SOM,1912,0,0,0,0,0,0,0,1
SOM,1920,0,0,0,0,0,0,0,1
SOM,1924,0,0,0,0,0,0,0,1
SOM,1928,0,0,0,0,0,0,0,1
SOM,1932,0,0,0,0,0,0,0,1
SOM,1936,0,0,0,0,0,0,0,1
SOM,1948,0,0,0,0,0,0,0,1
SOM,1952,0,0,0,0,0,0,0,1
SOM,1956,0,0,0,0,0,0,0,1
SOM,1960,0,0,0,0,0,0,0,1
SOM,1964,0,0,0,0,0,0,0,1
SOM,1968,0,0,0,0,0,0,0,1
SOM,1972,0,0,4,0,0,0,0,1
SOM,1976,0,0,0,0,0,0,0,1
SOM,1980,0,0,0,0,0,0,0,1
SOM,1984,0,0,9,0,0,0,0,1
SOM,1988,0,0,5,0,0,0,0,1
SOM,1992,0,0,0,0,0,0,0,1
SOM,1996,0,0,4,0,0,0,0,1
SOM,2000,0,0,2,0,0,0,0,1
SOM,2004,0,0,2,0,0,0,0,1
SOM,2008,0,0,2,0,0,0,0,1
SOM,2012,0,0,2,0,0,0,0,1
SOM,2016,0,0,2,0,0,0,0,1
SOM,2020,0,0,2,0,0,0,0,1
SOM,2024,0,0,1,0,0,0,0,1
SRB,1896,0,0,0,0,0,1,0,0
SRB,1900,0,0,0,0,0,1,0,0
SRB,1904,0,0,0,0,0,1,0,0
SRB,1906,0,0,0,0,0,1,0,0
SRB,1908,0,0,0,0,0,1,0,0
SRB,1912,0,0,2,0,0,1,0,0
SRB,1920,0,0,0,0,0,1,0,0
SRB,1924,0,0,0,0,0,1,0,0
SRB,1928,0,0,0,0,0,1,0,0
SRB,1932,0,0,0,0,0,1,0,0
SRB,1936,0,0,0,0,0,1,0,0
SRB,1948,0,0,0,0,0,1,0,0
SRB,1952,0,0,0,0,0,1,0,0
SRB,1956,0,0,0,0,0,1,0,0
SRB,1960,0,0,0,0,0,1,0,0
SRB,1964,0,0,0,0,0,1,0,0
SRB,1968,0,0,0,0,0,1,0,0
SRB,1972,0,0,0,0,0,1,0,0
SRB,1976,0,0,0,0,0,1,0,0
SRB,1980,0,0,0,0,0,1,0,0
SRB,1984,0,0,0,0,0,1,0,0
SRB,1988,0,0,0,0,0,1,0,0
SRB,1992,0,0,0,0,0,1,0,0
SRB,1996,0,0,0,0,0,1,0,0
SRB,2000,0,0,0,0,0,1,0,0
SRB,2004,0,0,0,0,0,1,0,0
SRB,2008,14,0,82,1,15,1,0,0
SRB,2012,14,1,118,1,16,1,0,0
SRB,2016,13,14,73,27,54,1,0,0
SRB,2020,19,15,75,1,35,1,0,0
SRB,2024,12,16,106,1,29,1,0,0
SRI,1896,0,0,0,0,0,0,1,0
SRI,1900,0,0,0,0,0,0,1,0
SRI,1904,0,0,0,0,0,0,1,0
SRI,1906,0,0,0,0,0,0,1,0
SRI,1908,0,0,0,0,0,0,1,0
SRI,1912,0,0,0,0,0,0,1,0
SRI,1920,0,0,0,0,0,0,1,0
SRI,1924,0,0,0,0,0,0,1,0
SRI,1928,0,0,0,0,0,0,1,0
SRI,1932,0,0,0,0,0,0,1,0
SRI,1936,0,0,0,0,0,0,1,0
SRI,1948,0,0,9,1,1,0,1,0
SRI,1952,0,0,7,0,0,0,1,0
SRI,1956,0,0,3,0,0,0,1,0
SRI,1960,0,0,5,0,0,0,1,0
SRI,1964,0,0,7,0,0,0,1,0
SRI,1968,0,0,3,0,0,0,1,0
SRI,1972,0,0,6,0,0,0,1,0
SRI,1976,0,0,0,0,0,0,1,0
SRI,1980,0,0,4,0,0,0,1,0
SRI,1984,0,0,6,0,0,0,1,0
SRI,1988,0,0,9,0,0,0,1,0
SRI,1992,0,0,16,0,0,0,1,0
SRI,1996,0,0,11,0,0,0,1,0
SRI,2000,0,0,23,1,1,0,1,0
SRI,2004,0,0,8,0,0,0,1,0
SRI,2008,0,0,9,0,0,0,1,0
SRI,2012,0,0,8,0,0,0,1,0
SRI,2016,0,0,10,0,0,0,1,0
SRI,2020,0,0,13,0,0,0,1,0
SRI,2024,0,0,6,0,0,0,1,0
SSD,1896,0,0,0,0,0,0,0,1
SSD,1900,0,0,0,0,0,0,0,1
SSD,1904,0,0,0,0,0,0,0,1
SSD,1906,0,0,0,0,0,0,0,1
SSD,1908,0,0,0,0,0,0,0,1
SSD,1912,0,0,0,0,0,0,0,1
SSD,1920,0,0,0,0,0,0,0,1
SSD,1924,0,0,0,0,0,0,0,1
SSD,1928,0,0,0,0,0,0,0,1
SSD,1932,0,0,0,0,0,0,0,1
SSD,1936,0,0,0,0,0,0,0,1
SSD,1948,0,0,0,0,0,0,0,1
SSD,1952,0,0,0,0,0,0,0,1
SSD,1956,0,0,0,0,0,0,0,1
SSD,1960,0,0,0,0,0,0,0,1
SSD,1964,0,0,0,0,0,0,0,1
SSD,1968,0,0,0,0,0,0,0,1
SSD,1972,0,0,0,0,0,0,0,1
SSD,1976,0,0,0,0,0,0,0,1
SSD,1980,0,0,0,0,0,0,0,1
SSD,1984,0,0,0,0,0,0,0,1
SSD,1988,0,0,0,0,0,0,0,1
SSD,1992,0,0,0,0,0,0,0,1
SSD,1996,0,0,0,0,0,0,0,1
SSD,2000,0,0,0,0,0,0,0,1
SSD,2004,0,0,0,0,0,0,0,1
SSD,2008,0,0,0,0,0,0,0,1
SSD,2012,0,0,0,0,0,0,0,1
SSD,2016,0,0,3,0,0,0,0,1
SSD,2020,0,0,2,0,0,0,0,1
SSD,2024,0,0,14,0,0,0,0,1
STP,1896,0,0,0,0,0,0,0,1
STP,1900,0,0,0,0,0,0,0,1
STP,1904,0,0,0,0,0,0,0,1
STP,1906,0,0,0,0,0,0,0,1
STP,1908,0,0,0,0,0,0,0,1
STP,1912,0,0,0,0,0,0,0,1
STP,1920,0,0,0,0,0,0,0,1
STP,1924,0,0,0,0,0,0,0,1
STP,1928,0,0,0,0,0,0,0,1
STP,1932,0,0,0,0,0,0,0,1
STP,1936,0,0,0,0,0,0,0,1
STP,1948,0,0,0,0,0,0,0,1
STP,1952,0,0,0,0,0,0,0,1
STP,1956,0,0,0,0,0,0,0,1
STP,1960,0,0,0,0,0,0,0,1
STP,1964,0,0,0,0,0,0,0,1
STP,1968,0,0,0,0,0,0,0,1
STP,1972,0,0,0,0,0,0,0,1
STP,1976,0,0,0,0,0,0,0,1
STP,1980,0,0,0,0,0,0,0,1
STP,1984,0,0,0,0,0,0,0,1
STP,1988,0,0,0,0,0,0,0,1
STP,1992,0,0,0,0,0,0,0,1
STP,1996,0,0,2,0,0,0,0,1
STP,2000,0,0,2,0,0,0,0,1
STP,2004,0,0,2,0,0,0,0,1
STP,2008,0,0,4,0,0,0,0,1
STP,2012,0,0,2,0,0,0,0,1
STP,2016,0,0,3,0,0,0,0,1
STP,2020,0,0,5,0,0,0,0,1
STP,2024,0,0,3,0,0,0,0,1
SUD,1896,0,0,0,0,0,0,1,0
SUD,1900,0,0,0,0,0,0,1,0
SUD,1904,0,0,0,0,0,0,1,0
SUD,1906,0,0,0,0,0,0,1,0
SUD,1908,0,0,0,0,0,0,1,0
SUD,1912,0,0,0,0,0,0,1,0
SUD,1920,0,0,0,0,0,0,1,0
SUD,1924,0,0,0,0,0,0,1,0
SUD,1928,0,0,0,0,0,0,1,0
SUD,1932,0,0,0,0,0,0,1,0
SUD,1936,0,0,0,0,0,0,1,0
SUD,1948,0,0,0,0,0,0,1,0
SUD,1952,0,0,0,0,0,0,1,0
SUD,1956,0,0,0,0,0,0,1,0
SUD,1960,0,0,13,0,0,0,1,0
SUD,1964,0,0,0,0,0,0,1,0
SUD,1968,0,0,7,0,0,0,1,0
SUD,1972,0,0,31,0,0,0,1,0
SUD,1976,0,0,0,0,0,0,1,0
SUD,1980,0,0,0,0,0,0,1,0
SUD,1984,0,0,9,0,0,0,1,0
SUD,1988,0,0,8,0,0,0,1,0
SUD,1992,0,0,7,0,0,0,1,0
SUD,1996,0,0,4,0,0,0,1,0
SUD,2000,0,0,3,0,0,0,1,0
SUD,2004,0,0,4,0,0,0,1,0
SUD,2008,0,0,8,1,1,0,1,0
SUD,2012,0,0,6,0,0,0,1,0
SUD,2016,0,0,6,0,0,0,1,0
SUD,2020,0,0,5,0,0,0,1,0
SUD,2024,0,0,4,0,0,0,1,0
SUI,1896,0,1,5,2,3,1,0,0
SUI,1900,1,16,31,4,21,1,0,0
SUI,1904,2,1,4,0,3,1,0,0
SUI,1906,1,8,33,3,12,1,0,0
SUI,1908,0,0,1,0,0,1,0,0
SUI,1912,0,2,5,0,2,1,0,0
SUI,1920,21,6,97,2,29,1,0,0
SUI,1924,21,14,202,25,60,1,0,0
SUI,1928,4,16,206,10,30,1,0,0
SUI,1932,0,0,8,1,1,1,0,0
SUI,1936,24,5,276,23,52,1,0,0
SUI,1948,6,5,251,25,36,1,0,0
SUI,1952,12,2,218,19,33,1,0,0
SUI,1956,3,0,15,0,3,1,0,0
SUI,1960,6,0,209,6,12,1,0,0
SUI,1964,1,1,123,4,6,1,0,0
SUI,1968,10,0,142,3,13,1,0,0
SUI,1972,0,0,257,8,8,1,0,0
SUI,1976,6,1,91,3,10,1,0,0
SUI,1980,0,2,84,0,2,1,0,0
SUI,1984,4,0,232,9,13,1,0,0
SUI,1988,2,0,143,6,8,1,0,0
SUI,1992,0,1,170,0,1,1,0,0
SUI,1996,0,5,161,6,11,1,0,0
SUI,2000,2,1,124,11,14,1,0,0
SUI,2004,4,1,131,2,7,1,0,0
SUI,2008,7,3,105,1,11,1,0,0
SUI,2012,0,2,122,2,4,1,0,0
SUI,2016,2,6,141,3,11,1,0,0
SUI,2020,7,3,181,5,15,1,0,0
SUI,2024,7,1,208,2,10,1,0,0
SUR,1896,0,0,0,0,0,0,1,0
SUR,1900,0,0,0,0,0,0,1,0
SUR,1904,0,0,0,0,0,0,1,0
SUR,1906,0,0,0,0,0,0,1,0
SUR,1908,0,0,0,0,0,0,1,0
SUR,1912,0,0,0,0,0,0,1,0
SUR,1920,0,0,0,0,0,0,1,0
SUR,1924,0,0,0,0,0,0,1,0
SUR,1928,0,0,0,0,0,0,1,0
SUR,1932,0,0,0,0,0,0,1,0
SUR,1936,0,0,0,0,0,0,1,0
SUR,1948,0,0,0,0,0,0,1,0
SUR,1952,0,0,0,0,0,0,1,0
SUR,1956,0,0,0,0,0,0,1,0
SUR,1960,0,0,0,0,0,0,1,0
SUR,1964,0,0,0,0,0,0,1,0
SUR,1968,0,0,1,0,0,0,1,0
SUR,1972,0,0,3,0,0,0,1,0
SUR,1976,0,0,4,0,0,0,1,0
SUR,1980,0,0,0,0,0,0,1,0
SUR,1984,0,0,7,0,0,0,1,0
SUR,1988,0,1,9,0,1,0,1,0
SUR,1992,1,0,8,0,1,0,1,0
SUR,1996,0,0,11,0,0,0,1,0
SUR,2000,0,0,5,0,0,0,1,0
SUR,2004,0,0,4,0,0,0,1,0
SUR,2008,0,0,4,0,0,0,1,0
SUR,2012,0,0,5,0,0,0,1,0
SUR,2016,0,0,6,0,0,0,1,0
SUR,2020,0,0,5,0,0,0,1,0
SUR,2024,0,0,6,0,0,0,1,0
SVK,1896,0,0,0,0,0,1,0,0
SVK,1900,0,0,0,0,0,1,0,0
SVK,1904,0,0,0,0,0,1,0,0
SVK,1906,0,0,0,0,0,1,0,0
SVK,1908,0,0,0,0,0,1,0,0
SVK,1912,0,0,0,0,0,1,0,0
SVK,1920,0,0,0,0,0,1,0,0
SVK,1924,0,0,0,0,0,1,0,0
SVK,1928,0,0,0,0,0,1,0,0
SVK,1932,0,0,0,0,0,1,0,0
SVK,1936,0,0,0,0,0,1,0,0
SVK,1948,0,0,0,0,0,1,0,0
SVK,1952,0,0,0,0,0,1,0,0
SVK,1956,0,0,0,0,0,1,0,0
SVK,1960,0,0,0,0,0,1,0,0
SVK,1964,0,0,0,0,0,1,0,0
SVK,1968,0,0,0,0,0,1,0,0
SVK,1972,0,0,0,0,0,1,0,0
SVK,1976,0,0,0,0,0,1,0,0
SVK,1980,0,0,0,0,0,1,0,0
SVK,1984,0,0,0,0,0,1,0,0
SVK,1988,0,0,0,0,0,1,0,0
