NOC,Sport,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Medals,Participation_Count,TOPSIS_Score_Sum,Host,Sport_topsis_score,,
KOR,Artistic Gymnastics,1,0,1,2,42,0.19535613,0,0.037095501,,
KOR,Athletics,0,0,0,0,7,0,0,0.05881487,,
KOR,Badminton,0,0,2,2,11,0.161087504,0,0.27825816,,
KOR,Baseball/Softball,0,0,0,0,24,0,0,0.065436937,,
KOR,Basketball,0,0,0,0,12,0,0,0.127175667,,
KOR,Boxing,0,0,0,0,2,0,0,0.168795172,,
KOR,Canoe Sprint,0,0,0,0,1,0,0,7.29E-05,,
KOR,Cycling Road,0,0,0,0,1,0,0,0.003366224,,
KOR,Cycling Track,0,0,0,0,2,0.001125348,0,0.000766034,,
KOR,Diving,0,0,0,0,8,0.003373572,0,0.012282222,,
KOR,Equestrian,0,0,0,0,1,0,0,0.000842866,,
KOR,Fencing,4,4,9,17,30,1.346458283,0,0.255336311,,
KOR,Football,0,0,0,0,22,0,0,0.160390836,,
KOR,Golf,0,0,0,0,6,0,0,0.057389499,,
KOR,Handball,0,0,0,0,15,0,0,0.504177682,,
KOR,Judo,0,1,2,3,26,0.25625734,0,0.369327367,,
KOR,Karate,0,0,0,0,1,0,0,0.007587506,,
KOR,Modern Pentathlon,0,0,1,1,4,0.079981078,0,0.052584786,,
KOR,Rowing,0,0,0,0,1,0,0,0.015300295,,
KOR,Rugby Sevens,0,0,0,0,12,0,0,0.009158936,,
KOR,Sailing,0,0,0,0,4,0,0,0.010899651,,
KOR,Shooting,0,1,0,1,24,0.096266492,0,0.160944736,,
KOR,Sport Climbing,0,0,0,0,2,0,0,0.030090096,,
KOR,Swimming,0,0,0,0,25,0.014614702,0,0.070701664,,
KOR,Table Tennis,0,0,0,0,12,0.006749616,0,0.291591106,,
KOR,Taekwondo,0,1,2,3,6,0.246102988,0,0.457816353,,
KOR,Tennis,0,0,0,0,1,0,0,0.008537059,,
KOR,Volleyball,0,0,0,0,12,0,0,0.1169262,,
KOR,Weightlifting,0,0,0,0,7,0,0,0.101325033,,
KOR,Wrestling,0,0,0,0,2,0,0,0.229765176,,
KOS,Athletics,0,0,0,0,2,0.001125348,0,0.013325768,,
KOS,Boxing,0,0,0,0,1,0,0,0.01356695,,
KOS,Judo,2,0,0,2,5,0.161173144,0,1,,
KOS,Shooting,0,0,0,0,1,0,0,0.006053487,,
KOS,Swimming,0,0,0,0,2,0,0,0.023454757,,
KOS,Wrestling,0,0,0,0,1,0,0,0.002274508,,
KSA,Athletics,0,0,0,0,2,0,0,0.230370438,,
KSA,Football,0,0,0,0,22,0,0,0.056976754,,
KSA,Judo,0,0,0,0,3,0.001125348,0,0.005949568,,
KSA,Karate,0,1,0,1,1,0.086140832,0,0.475808726,,
KSA,Rowing,0,0,0,0,1,0,0,0,,
KSA,Shooting,0,0,0,0,1,0,0,0.014949176,,
KSA,Swimming,0,0,0,0,1,0,0,0.011209246,,
KSA,Table Tennis,0,0,0,0,1,0,0,0.005595365,,
KSA,Weightlifting,0,0,0,0,2,0,0,0.012346167,,
KUW,Athletics,0,0,0,0,2,0,0,0.045998143,,
KUW,Karate,0,0,0,0,1,0,0,0.059816759,,
KUW,Rowing,0,0,0,0,1,0,0,0.001938769,,
KUW,Shooting,0,0,1,1,4,0.079981078,0,0.945161087,,
KUW,Swimming,0,0,0,0,1,0,0,0.034448039,,
LAO,Athletics,0,0,0,0,1,0,0,0.884855866,,
LAO,Judo,0,0,0,0,2,0.001125348,0,0.067161175,,
LAO,Swimming,0,0,0,0,3,0.001125348,0,0.374067359,,
LAT,3x3 Basketball,4,0,0,4,4,0.322327828,0,0.598990484,,
LAT,Athletics,0,0,0,0,12,0.004496448,0,0.287357195,,
LAT,Beach Volleyball,0,0,0,0,4,0,0,0.322661442,,
LAT,Canoe Sprint,0,0,0,0,1,0,0,0.002693089,,
LAT,Cycling BMX Racing,0,0,0,0,2,0,0,0.070981304,,
LAT,Cycling Road,0,0,0,0,3,0.001125348,0,0.021817724,,
LAT,Equestrian,0,0,0,0,1,0,0,0.00509408,,
LAT,Judo,0,0,0,0,1,0,0,0.214376225,,
LAT,Karate,0,0,0,0,1,0,0,0.02615423,,
LAT,Modern Pentathlon,0,0,0,0,1,0,0,0.134021606,,
LAT,Shooting,0,0,0,0,2,0.001125348,0,0.120601059,,
LAT,Swimming,0,0,0,0,3,0.001125348,0,0.028212844,,
LAT,Tennis,0,0,0,0,4,0.002250696,0,0.010953237,,
LAT,Weightlifting,0,0,1,1,2,0.079981078,0,0.289597215,,
LAT,Wrestling,0,0,0,0,3,0.002248224,0,0.128156476,,
LBA,Athletics,0,0,0,0,1,0,0,0.619988347,,
LBA,Judo,0,0,0,0,1,0,0,0.334614187,,
LBA,Rowing,0,0,0,0,1,0,0,0.065359925,,
LBA,Swimming,0,0,0,0,1,0,0,0.43592372,,
LBN,Athletics,0,0,0,0,1,0,0,0,,
LBN,Judo,0,0,0,0,1,0,0,0.339725235,,
LBN,Shooting,0,0,0,0,1,0,0,0.144524277,,
LBN,Swimming,0,0,0,0,2,0,0,0.255415303,,
LBN,Weightlifting,0,0,0,0,1,0,0,0.177747625,,
LBR,Athletics,0,0,0,0,6,0.003368633,0,1,,
LCA,Athletics,0,0,0,0,4,0.003368633,0,0.993498637,,
LCA,Sailing,0,0,0,0,2,0,0,0.010662946,,
LCA,Swimming,0,0,0,0,2,0,0,0.007056808,,
LES,Athletics,0,0,0,0,2,0,0,0.675261924,,
LIB,Wrestling,0,0,0,0,1,0,0,0.862847217,,
LIE,Artistic Swimming,0,0,0,0,2,0,0,0.581102211,,
LIE,Judo,0,0,0,0,1,0,0,0.459352623,,
LIE,Swimming,0,0,0,0,10,0.008963315,0,0.160105808,,
LTU,Artistic Gymnastics,0,0,0,0,7,0.006715091,0,0.010828986,,
LTU,Athletics,0,0,0,0,11,0,0,0.328445348,,
LTU,Canoe Sprint,0,0,0,0,1,0,0,0.022944248,,
LTU,Cycling Road,0,0,0,0,2,0,0,0.012840999,,
LTU,Cycling Track,0,0,0,0,7,0.004496448,0,0.024913089,,
LTU,Judo,0,0,0,0,1,0,0,0.006415267,,
LTU,Modern Pentathlon,0,1,0,1,5,0.088389056,0,0.268645354,,
LTU,Rowing,0,1,0,1,12,0.087295672,0,0.162066129,,
LTU,Sailing,0,0,0,0,4,0.002248224,0,0.079210741,,
LTU,Shooting,0,0,0,0,2,0.001125348,0,0.347940846,,
LTU,Swimming,0,0,0,0,21,0.016825929,0,0.132840309,,
LTU,Weightlifting,0,0,0,0,1,0,0,0.053122763,,
LTU,Wrestling,0,0,0,0,1,0,0,0.047274686,,
LUX,Archery,0,0,0,0,3,0.002248224,0,0.010193905,,
LUX,Athletics,0,0,0,0,2,0,0,0.389066177,,
LUX,Cycling,0,0,0,0,3,0.002248224,0,0.032581619,,
LUX,Cycling Road,0,0,0,0,2,0,0,0.026431973,,
LUX,Equestrian,0,0,0,0,1,0,0,0.005066302,,
LUX,Swimming,0,0,0,0,3,0.001125348,0,0.023734563,,
LUX,Table Tennis,0,0,0,0,2,0,0,0.010451075,,
LUX,Triathlon,0,0,0,0,1,0,0,0.015986547,,
MAD,Athletics,0,0,0,0,1,0,0,0.836588885,,
MAD,Judo,0,0,0,0,1,0,0,0.356021162,,
MAD,Swimming,0,0,0,0,2,0,0,0.387949239,,
MAD,Weightlifting,0,0,0,0,2,0,0,0.158839299,,
MAR,Athletics,1,0,0,1,20,0.086208044,0,0.752059855,,
MAR,Beach Volleyball,0,0,0,0,2,0,0,0.005881063,,
MAR,Boxing,0,0,0,0,7,0.001125348,0,0.132158796,,
MAR,Canoe Slalom,0,0,0,0,2,0,0,0.017132467,,
MAR,Cycling Road,0,0,0,0,1,0,0,0.006663611,,
MAR,Equestrian,0,0,0,0,8,0.003376044,0,0.013716043,,
MAR,Fencing,0,0,0,0,1,0,0,0.014834341,,
MAR,Golf,0,0,0,0,2,0.001125348,0,0.00674599,,
MAR,Judo,0,0,0,0,3,0.001125348,0,0.016748895,,
MAR,Karate,0,0,0,0,1,0,0,0.013499423,,
MAR,Rowing,0,0,0,0,1,0,0,0.000460067,,
MAR,Shooting,0,0,0,0,1,0,0,0.004650378,,
MAR,Surfing,0,0,0,0,1,0,0,0.024745746,,
MAR,Swimming,0,0,0,0,2,0,0,0.005507485,,
MAR,Taekwondo,0,0,0,0,3,0,0,0.02642198,,
MAR,Triathlon,0,0,0,0,1,0,0,0.002574762,,
MAR,Weightlifting,0,0,0,0,1,0,0,0.005841304,,
MAR,Wrestling,0,0,0,0,1,0,0,0.019430965,,
MAS,Archery,0,0,0,0,4,0.002250696,0,0.031466585,,
MAS,Artistic Gymnastics,0,0,0,0,12,0.011201669,0,0.014667348,,
MAS,Athletics,0,0,0,0,2,0,0,0.039503206,,
MAS,Badminton,0,0,2,2,8,0.159962156,0,0.965703943,,
MAS,Cycling,0,0,0,0,1,0,0,0.100655922,,
MAS,Cycling Track,0,1,0,1,4,0.087274768,0,0.236559593,,
MAS,Diving,0,1,1,2,12,0.123224504,0,0.212844448,,
MAS,Golf,0,0,0,0,4,0.002250696,0,0.041344188,,
MAS,Sailing,0,0,0,0,4,0,0,0.008320486,,
MAS,Shooting,0,0,0,0,1,0,0,0.014369465,,
MAS,Swimming,0,0,0,0,7,0.005611926,0,0.056454806,,
MAW,Archery,0,0,0,0,2,0.001125348,0,0.087500498,,
MAW,Athletics,0,0,0,0,1,0,0,0.797769364,,
MAW,Judo,0,0,0,0,1,0,0,0,,
MAW,Swimming,0,0,0,0,2,0,0,0.197684274,,
MDA,Archery,0,0,0,0,6,0.004496448,0,0.051239156,,
MDA,Athletics,0,0,0,0,8,0.002248224,0,0.139674602,,
MDA,Canoe Sprint,0,0,1,1,5,0.082231774,0,0.336817826,,
MDA,Judo,0,0,0,0,3,0,0,0.268592094,,
MDA,Shooting,0,0,0,0,1,0,0,0.406639504,,
MDA,Swimming,0,0,0,0,5,0.003373572,0,0.09204564,,
MDA,Weightlifting,0,0,0,0,2,0,0,0.248108364,,
MDA,Wrestling,0,0,0,0,2,0,0,0.323337921,,
MDV,Athletics,0,0,0,0,2,0.001125348,0,0.889084407,,
MDV,Badminton,0,0,0,0,1,0,0,0.170997862,,
MDV,Swimming,0,0,0,0,2,0,0,0.520069865,,
MEX,Archery,0,0,2,2,9,0.162252502,0,0.103076245,,
MEX,Artistic Gymnastics,0,0,0,0,12,0.011201669,0,0.006816166,,
MEX,Artistic Swimming,0,0,0,0,2,0,0,0.019777725,,
MEX,Athletics,0,0,0,0,19,0.001125348,0,0.209671939,,
MEX,Badminton,0,0,0,0,2,0,0,0.000943163,,
MEX,Baseball/Softball,0,0,0,0,36,0,0,0.064774344,,
MEX,Basketball,0,0,0,0,2,0.001125348,0,0.148339646,,
MEX,Beach Volleyball,0,0,0,0,2,0,0,0.006960394,,
MEX,Boxing,0,0,0,0,3,0,0,0.227291074,,
MEX,Canoe Slalom,0,0,0,0,1,0,0,0.00373568,,
MEX,Cycling Mountain Bike,0,0,0,0,2,0,0,0.010377731,,
MEX,Cycling Road,0,0,0,0,2,0,0,0.001415137,,
MEX,Cycling Track,0,0,0,0,6,0.004496448,0,0.006475586,,
MEX,Diving,0,0,2,2,16,0.159979788,0,0.343403968,,
MEX,Equestrian,0,0,0,0,7,0.003376044,0,0.006283426,,
MEX,Fencing,0,0,0,0,1,0,0,0.044657809,,
MEX,Football,0,0,20,20,20,1.59962156,0,0.483183658,,
MEX,Golf,0,0,0,0,4,0,0,0.008424846,,
MEX,Judo,0,0,0,0,1,0,0,0.095411073,,
MEX,Marathon Swimming,0,0,0,0,1,0,0,0.012801286,,
MEX,Modern Pentathlon,0,0,0,0,4,0,0,0.027100078,,
MEX,Rhythmic Gymnastics,0,0,0,0,1,0,0,0.002004037,,
MEX,Rowing,0,0,0,0,1,0,0,0.013194896,,
MEX,Sailing,0,0,0,0,4,0,0,0.01288793,,
MEX,Shooting,0,0,0,0,7,0.002250696,0,0.044639994,,
MEX,Swimming,0,0,0,0,4,0.001125348,0,0.077491357,,
MEX,Taekwondo,0,0,0,0,2,0,0,0.399897067,,
MEX,Tennis,0,0,0,0,3,0.001125348,0,0.006507479,,
MEX,Trampoline Gymnastics,0,0,0,0,1,0,0,0.005341692,,
MEX,Triathlon,0,0,0,0,8,0.004501392,0,0.011187307,,
MEX,Weightlifting,0,0,1,1,4,0.079981078,0,0.112382366,,
MEX,Wrestling,0,0,0,0,2,0,0,0.052474794,,
MGL,3x3 Basketball,0,0,0,0,4,0,0,0.105637175,,
MGL,Archery,0,0,0,0,4,0.002250696,0,0.03800779,,
MGL,Athletics,0,0,0,0,3,0,0,0.01961088,,
MGL,Boxing,0,0,0,0,3,0,0,0.770301155,,
MGL,Judo,0,0,2,2,20,0.168973756,0,0.719913178,,
MGL,Shooting,0,0,0,0,10,0.006747144,0,0.150361375,,
MGL,Swimming,0,0,0,0,2,0,0,0.008799834,,
MGL,Table Tennis,0,0,0,0,2,0,0,0.001406262,,
MGL,Weightlifting,0,0,0,0,2,0,0,0.01644089,,
MGL,Wrestling,0,0,1,1,9,0.079981078,0,0.444055193,,
MHL,Swimming,0,0,0,0,3,0.001125348,0,0.624457237,,
MKD,Athletics,0,0,0,0,1,0,0,0.025785708,,
MKD,Judo,0,0,0,0,1,0,0,0.006393111,,
MKD,Karate,0,0,0,0,1,0,0,0.133628174,,
MKD,Shooting,0,0,0,0,1,0,0,0.019647349,,
MKD,Swimming,0,0,0,0,2,0,0,0.072541768,,
MKD,Taekwondo,0,1,0,1,1,0.086140832,0,0.536152111,,
MKD,Wrestling,0,0,0,0,1,0,0,0.487309012,,
MLI,Athletics,0,0,0,0,2,0,0,0.441256864,,
MLI,Swimming,0,0,0,0,1,0,0,0.142868993,,
MLI,Taekwondo,0,0,0,0,1,0,0,0.576071025,,
MLT,Athletics,0,0,0,0,1,0,0,0.439454142,,
MLT,Badminton,0,0,0,0,1,0,0,0.017633569,,
MLT,Shooting,0,0,0,0,4,0.003368633,0,0.547988884,,
MLT,Swimming,0,0,0,0,5,0.003373572,0,0.433400873,,
MLT,Weightlifting,0,0,0,0,1,0,0,0.028850128,,
MNE,Athletics,0,0,0,0,4,0.002248224,0,0.013401149,,
MNE,Handball,0,0,0,0,16,0.001125348,0,0.931140448,,
MNE,Judo,0,0,0,0,1,0,0,0.008648504,,
MNE,Sailing,0,0,0,0,1,0,0,0.00580821,,
MNE,Shooting,0,0,0,0,1,0,0,0.006261208,,
MNE,Swimming,0,0,0,0,2,0,0,0.009633001,,
MNE,Water Polo,0,0,0,0,13,0,0,0.185001827,,
MON,Athletics,0,0,0,0,1,0,0,0.027307704,,
MON,Judo,0,0,0,0,1,0,0,0.02345652,,
MON,Rowing,0,0,0,0,1,0,0,0.015090825,,
MON,Swimming,0,0,0,0,2,0,0,0.024234898,,
MON,Table Tennis,0,0,0,0,1,0,0,0.006787755,,
MOZ,Athletics,0,0,0,0,1,0,0,0.998352918,,
MOZ,Boxing,0,0,0,0,2,0,0,0.016590109,,
MOZ,Canoe Sprint,0,0,0,0,1,0,0,0.002725778,,
MOZ,Judo,0,0,0,0,1,0,0,0.008402831,,
MOZ,Sailing,0,0,0,0,3,0,0,0.006189583,,
MOZ,Swimming,0,0,0,0,3,0.001125348,0,0.062486,,
MRI,Athletics,0,0,0,0,1,0,0,0.073888668,,
MRI,Badminton,0,0,0,0,1,0,0,0.103186085,,
MRI,Boxing,0,0,0,0,3,0.001125348,0,0.90292538,,
MRI,Judo,0,0,0,0,1,0,0,0.013310017,,
MRI,Swimming,0,0,0,0,3,0.001125348,0,0.0423139,,
MRI,Weightlifting,0,0,0,0,1,0,0,0.014388568,,
MTN,Athletics,0,0,0,0,3,0.001125348,0,0.817323507,,
MYA,Badminton,0,0,0,0,1,0,0,0.167274862,,
MYA,Shooting,0,0,0,0,1,0,0,0.141861876,,
NAM,Athletics,0,1,0,1,7,0.089509465,0,0.871635504,,
NAM,Boxing,0,0,0,0,2,0.001125348,0,0.032058675,,
NAM,Cycling Mountain Bike,0,0,0,0,2,0,0,0.123699895,,
NAM,Cycling Road,0,0,0,0,2,0,0,0.039211388,,
NAM,Marathon Swimming,0,0,0,0,1,0,0,0.132115577,,
NAM,Rowing,0,0,0,0,1,0,0,0,,
NCA,Athletics,0,0,0,0,1,0,0,0.271641578,,
NCA,Judo,0,0,0,0,1,0,0,0.075284785,,
NCA,Rowing,0,0,0,0,2,0,0,0.017986842,,
NCA,Shooting,0,0,0,0,1,0,0,0.080126519,,
NCA,Swimming,0,0,0,0,2,0,0,0.186622418,,
NCA,Weightlifting,0,0,0,0,1,0,0,0.146767423,,
NED,3x3 Basketball,0,0,0,0,4,0,0,0.259136938,,
NED,Archery,0,2,0,2,9,0.17457044,0,0.081215414,,
NED,Artistic Gymnastics,0,0,0,0,25,0.021292767,0,0.019521281,,
NED,Artistic Swimming,0,0,0,0,2,0,0,0.2151621,,
NED,Athletics,2,8,3,13,79,1.056480745,0,0.160232561,,
NED,Badminton,0,0,0,0,7,0.003368633,0,0.015626103,,
NED,Beach Volleyball,0,0,2,2,11,0.16335336,0,0.030285632,,
NED,Boxing,0,1,1,2,3,0.123006887,0,0.049403809,,
NED,Canoe Slalom,0,0,0,0,1,0,0,0.006238937,,
NED,Cycling,2,1,1,4,19,0.326924377,0,0.184936277,,
NED,Cycling BMX Racing,0,0,1,1,4,0.079981078,0,0.088569397,,
NED,Cycling Mountain Bike,0,0,0,0,3,0,0,0.010203214,,
NED,Cycling Road,1,1,1,3,8,0.205309077,0,0.082555526,,
NED,Cycling Track,5,0,1,6,15,0.430843106,0,0.156174147,,
NED,Diving,0,0,0,0,2,0,0,0.006175626,,
NED,Equestrian,0,0,1,1,18,0.08786733,0,0.029722826,,
NED,Fencing,0,0,0,0,4,0.003368633,0,0.119782279,,
NED,Football,0,0,0,0,22,0,0,0.194221765,,
NED,Handball,0,0,0,0,21,0.006752088,0,0.007369097,,
NED,Hockey,18,4,0,22,47,1.717914594,0,0.635530316,,
NED,Judo,0,0,1,1,22,0.092363778,0,0.103340331,,
NED,Marathon Swimming,0,1,0,1,2,0.086140832,0,0.245913557,,
NED,Rowing,5,8,6,19,42,1.452007252,0,0.412741829,,
NED,Sailing,2,2,4,8,16,0.523128041,0,0.151883528,,
NED,Skateboarding,0,0,0,0,2,0,0,0.005216154,,
NED,Swimming,3,3,0,6,50,0.447152995,0,0.296860561,,
NED,Table Tennis,0,0,0,0,2,0.001125348,0,0.007726491,,
NED,Tennis,0,0,0,0,7,0.003368633,0,0.027216583,,
NED,Triathlon,0,0,0,0,8,0.004493981,0,0.007209022,,
NED,Water Polo,0,0,0,0,13,0,0,0.147181514,,
NED,Weightlifting,0,0,0,0,1,0,0,0.063520253,,
NEP,Athletics,0,0,0,0,1,0,0,0.771457924,,
NEP,Judo,0,0,0,0,1,0,0,0.151264077,,
NEP,Shooting,0,0,0,0,1,0,0,0.191604076,,
NEP,Swimming,0,0,0,0,3,0.001125348,0,0.346254578,,
NGR,Artistic Gymnastics,0,0,0,0,7,0.006715091,0,0.005001248,,
NGR,Athletics,0,0,1,1,22,0.08900728,0,0.480452026,,
NGR,Badminton,0,0,0,0,3,0,0,0.008094515,,
NGR,Basketball,0,0,0,0,24,0,0,0.034856118,,
NGR,Canoe Sprint,0,0,0,0,1,0,0,0.010248798,,
NGR,Rowing,0,0,0,0,1,0,0,0,,
NGR,Swimming,0,0,0,0,1,0,0,0.005358192,,
NGR,Table Tennis,0,0,0,0,10,0.006737266,0,0.057599344,,
NGR,Taekwondo,0,0,0,0,1,0,0,0.210630687,,
NGR,Wrestling,0,1,0,1,7,0.086170324,0,0.06814285,,
NIG,Athletics,0,0,0,0,2,0,0,0.064852926,,
NIG,Judo,0,0,0,0,1,0,0,0.026658131,,
NIG,Swimming,0,0,0,0,2,0,0,0.032892626,,
NIG,Taekwondo,0,0,0,0,2,0,0,0.538101473,,
NOR,Artistic Gymnastics,0,0,0,0,5,0.003368633,0,0.002341721,,
NOR,Athletics,2,1,0,3,21,0.251823956,0,0.187616411,,
NOR,Beach Volleyball,2,0,0,2,2,0.161163914,0,0.117868646,,
NOR,Canoe Sprint,0,0,0,0,1,0,0,0.012686471,,
NOR,Cycling,0,0,0,0,1,0,0,0.066309854,,
NOR,Cycling Mountain Bike,0,0,0,0,1,0,0,0.016530088,,
NOR,Cycling Road,0,0,0,0,8,0.002250696,0,0.034686857,,
NOR,Cycling Track,0,0,0,0,1,0,0,0.00190771,,
NOR,Diving,0,0,0,0,1,0,0,0.013456274,,
NOR,Equestrian,0,0,0,0,1,0,0,0.003631637,,
NOR,Golf,0,0,0,0,3,0,0,0.024993986,,
NOR,Handball,1,0,18,19,34,1.446448835,0,0.616139123,,
NOR,Rowing,0,1,2,3,11,0.203034668,0,0.387436544,,
NOR,Sailing,0,0,1,1,8,0.079981078,0,0.588292297,,
NOR,Shooting,0,0,0,0,14,0.010118244,0,0.38838957,,
NOR,Swimming,0,0,0,0,12,0.008975635,0,0.046653709,,
NOR,Taekwondo,0,0,0,0,1,0,0,0.240376278,,
NOR,Triathlon,1,0,0,1,4,0.080581957,0,0.109125399,,
NRU,Athletics,0,0,0,0,1,0,0,0,,
NRU,Weightlifting,0,0,0,0,1,0,0,1,,
NZL,Artistic Gymnastics,0,0,0,0,7,0.006715091,0,0.005744178,,
NZL,Athletics,0,0,3,3,19,0.237786676,0,0.22560033,,
NZL,Boxing,0,0,1,1,1,0.079981078,0,0.096144032,,
NZL,Canoe Slalom,0,0,0,0,3,0.001125348,0,0.072046831,,
NZL,Canoe Sprint,4,0,0,4,13,0.312458923,0,0.189442461,,
NZL,Cycling,0,2,1,3,12,0.253434986,0,0.186778557,,
NZL,Cycling BMX Racing,0,0,0,0,1,0,0,0.024563841,,
NZL,Cycling Mountain Bike,0,0,0,0,1,0,0,0.014791637,,
NZL,Cycling Road,0,0,0,0,2,0.001125348,0,0.01471978,,
NZL,Cycling Track,0,2,0,2,21,0.179071832,0,0.243913367,,
NZL,Diving,0,0,0,0,1,0,0,0.002954932,,
NZL,Equestrian,0,0,0,0,15,0.007877436,0,0.021807536,,
NZL,Football,0,0,0,0,60,0.01798333,0,0.056119735,,
NZL,Golf,0,0,1,1,3,0.081106426,0,0.206597323,,
NZL,Hockey,0,0,0,0,49,0.014619636,0,0.161681824,,
NZL,Karate,0,0,0,0,1,0,0,0.008739774,,
NZL,Rowing,14,11,0,25,50,1.987630891,0,0.588797085,,
NZL,Rugby Sevens,13,19,0,32,37,2.435862553,0,0.480222381,,
NZL,Sailing,2,5,1,8,20,0.55946556,0,0.305420216,,
NZL,Shooting,0,1,0,1,4,0.087274768,0,0.042894375,,
NZL,Surfing,0,0,0,0,2,0,0,0.031903829,,
NZL,Swimming,0,0,0,0,18,0.011243592,0,0.119155759,,
NZL,Taekwondo,0,0,0,0,1,0,0,0.007818958,,
NZL,Tennis,0,0,2,2,4,0.159979788,0,0.148065057,,
NZL,Trampoline Gymnastics,0,0,1,1,2,0.079981078,0,0.234822464,,
NZL,Triathlon,0,0,1,1,8,0.083365938,0,0.105026473,,
NZL,Weightlifting,0,0,0,0,5,0,0,0.011207959,,
OMA,Athletics,0,0,0,0,2,0,0,0.778154103,,
OMA,Shooting,0,0,0,0,1,0,0,0.635274084,,
OMA,Weightlifting,0,0,0,0,1,0,0,0.041606653,,
PAK,Athletics,0,0,0,0,3,0.001125348,0,0.057003841,,
PAK,Badminton,0,0,0,0,1,0,0,0.001102203,,
PAK,Judo,0,0,0,0,1,0,0,0.00070832,,
PAK,Shooting,0,0,0,0,3,0,0,0.01482051,,
PAK,Swimming,0,0,0,0,2,0,0,0.011955364,,
PAK,Weightlifting,0,0,0,0,1,0,0,0.011556159,,
PAN,Athletics,0,0,0,0,4,0,0,0.598037202,,
PAN,Boxing,0,0,0,0,2,0.001125348,0,0.434896533,,
PAN,Cycling Road,0,0,0,0,1,0,0,0.021707601,,
PAN,Judo,0,0,0,0,2,0,0,0.00971174,,
PAN,Swimming,0,0,0,0,3,0.001125348,0,0.039483744,,
PAR,Athletics,0,0,0,0,2,0,0,0.047203713,,
PAR,Cycling Road,0,0,0,0,1,0,0,0.012603459,,
PAR,Golf,0,0,0,0,1,0,0,0.05485449,,
PAR,Rowing,0,0,0,0,1,0,0,0.010474909,,
PAR,Swimming,0,0,0,0,3,0.001125348,0,0.033993825,,
PAR,Tennis,0,0,0,0,1,0,0,0.022652632,,
PER,Artistic Gymnastics,0,0,0,0,5,0.004486578,0,0.003382058,,
PER,Athletics,0,0,0,0,8,0,0,0.044221271,,
PER,Badminton,0,0,0,0,1,0,0,0.005862948,,
PER,Boxing,0,0,0,0,2,0,0,0.004554021,,
PER,Cycling Road,0,0,0,0,1,0,0,0.002632628,,
PER,Fencing,0,0,0,0,1,0,0,0.004252116,,
PER,Judo,0,0,0,0,1,0,0,0.003293682,,
PER,Karate,0,0,0,0,1,0,0,0.016871728,,
PER,Rowing,0,0,0,0,1,0,0,0.007079473,,
PER,Sailing,0,0,0,0,5,0,0,0.412037298,,
PER,Shooting,0,0,0,0,4,0.001125348,0,0.426523988,,
PER,Skateboarding,0,0,0,0,1,0,0,0.008091767,,
PER,Surfing,0,0,0,0,4,0,0,0.10093913,,
PER,Swimming,0,0,0,0,4,0.002250696,0,0.037556817,,
PER,Tennis,0,0,0,0,1,0,0,0.001978783,,
PER,Weightlifting,0,0,0,0,1,0,0,0.007391352,,
PER,Wrestling,0,0,0,0,1,0,0,0.010782068,,
PHI,Artistic Gymnastics,0,0,0,0,7,0.006715091,0,0.406105441,,
PHI,Athletics,0,0,0,0,2,0,0,0.164056249,,
PHI,Boxing,0,2,1,3,4,0.252262742,0,0.61298436,,
PHI,Golf,0,0,0,0,3,0,0,0.028149609,,
PHI,Judo,0,0,0,0,1,0,0,0.010605332,,
PHI,Rowing,0,0,0,0,1,0,0,0.001404817,,
PHI,Shooting,0,0,0,0,1,0,0,0.034795473,,
PHI,Skateboarding,0,0,0,0,1,0,0,0.013438664,,
PHI,Swimming,0,0,0,0,4,0.002250696,0,0.154746828,,
PHI,Taekwondo,0,0,0,0,1,0,0,0.0291392,,
PHI,Weightlifting,1,1,0,2,5,0.125360635,0,0.375306824,,
PLE,Athletics,0,0,0,0,1,0,0,0.683219588,,
PLE,Judo,0,0,0,0,1,0,0,0.382576705,,
PLE,Swimming,0,0,0,0,2,0,0,0.705960141,,
PLE,Weightlifting,0,0,0,0,1,0,0,0.070969313,,
PLW,Athletics,0,0,0,0,1,0,0,0.935028305,,
PLW,Swimming,0,0,0,0,2,0,0,0.974111755,,
PNG,Athletics,0,0,0,0,1,0,0,0.59779539,,
PNG,Boxing,0,0,0,0,1,0,0,0.294024128,,
PNG,Sailing,0,0,0,0,2,0,0,0.039385199,,
PNG,Swimming,0,0,0,0,3,0.001125348,0,0.178283511,,
PNG,Weightlifting,0,0,0,0,7,0.005611926,0,0.294773969,,
POL,3x3 Basketball,0,0,0,0,4,0,0,0.021641791,,
POL,Archery,0,0,0,0,4,0.002250696,0,0.049845427,,
POL,Artistic Gymnastics,0,0,0,0,5,0.004486578,0,0.00080588,,
POL,Athletics,14,6,4,24,103,1.779355655,0,0.491758108,,
POL,Beach Volleyball,0,0,0,0,5,0.001125348,0,0.006488283,,
POL,Boxing,0,0,0,0,4,0,0,0.293070275,,
POL,Canoe Slalom,0,0,0,0,4,0,0,0.104371815,,
POL,Canoe Sprint,0,2,4,6,15,0.408244258,0,0.136717174,,
POL,Cycling,0,0,0,0,12,0.007870025,0,0.17055551,,
POL,Cycling Mountain Bike,0,0,0,0,2,0,0,0.009298708,,
POL,Cycling Road,0,0,0,0,3,0,0,0.010605218,,
