Year,NOC,Sport,Name,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals
2020,UKR,Shooting,Oleh Omelchuk,1,0,1,0,1
2020,UKR,Shooting,Oleh Omelchuk,1,0,1,0,1
2020,UKR,Shooting,Oleh Tsarkov,0,0,2,0,0
2020,UKR,Shooting,Oleh Tsarkov,0,0,2,0,0
2020,UKR,Shooting,Olena Kostevych,1,0,2,0,1
2020,UKR,Shooting,Olena Kostevych,1,0,2,0,1
2020,UKR,Shooting,Pavlo Korostylov,0,0,2,0,0
2020,UKR,Shooting,Pavlo Korostylov,0,0,2,0,0
2020,UKR,Shooting,Serhiy Kulish,0,0,2,0,0
2020,UKR,Shooting,Serhiy Kulish,0,0,2,0,0
2020,UKR,Swimming,Daryna Zevina,0,0,2,0,0
2020,UKR,Swimming,Daryna Zevina,0,0,2,0,0
2020,UKR,Swimming,Denys Kesyl,0,0,1,0,0
2020,UKR,Swimming,Denys Kesyl,0,0,1,0,0
2020,UKR,Swimming,Ihor Troianovskyi,0,0,2,0,0
2020,UKR,Swimming,Ihor Troianovskyi,0,0,2,0,0
2020,UKR,Swimming,Mykhailo Romanchuk,1,0,0,1,2
2020,UKR,Swimming,Mykhailo Romanchuk,1,0,0,1,2
2020,UKR,Swimming,Serhii Shevtsov,0,0,1,0,0
2020,UKR,Swimming,Serhii Shevtsov,0,0,1,0,0
2020,UKR,Swimming,Vladyslav Bukhov,0,0,1,0,0
2020,UKR,Swimming,Vladyslav Bukhov,0,0,1,0,0
2020,UKR,Table Tennis,Ganna Gaponova,0,0,1,0,0
2020,UKR,Table Tennis,Ganna Gaponova,0,0,1,0,0
2020,UKR,Table Tennis,Lei Kou,0,0,1,0,0
2020,UKR,Table Tennis,Lei Kou,0,0,1,0,0
2020,UKR,Table Tennis,Margaryta Pesotska,0,0,1,0,0
2020,UKR,Table Tennis,Margaryta Pesotska,0,0,1,0,0
2020,UKR,Tennis,Dayana Yastremska,0,0,2,0,0
2020,UKR,Tennis,Dayana Yastremska,0,0,2,0,0
2020,UKR,Tennis,Elina Svitolina,1,0,1,0,1
2020,UKR,Tennis,Elina Svitolina,1,0,1,0,1
2020,UKR,Tennis,Liudmyla Kichenok,0,0,1,0,0
2020,UKR,Tennis,Liudmyla Kichenok,0,0,1,0,0
2020,UKR,Tennis,Nadiia Kichenok,0,0,1,0,0
2020,UKR,Tennis,Nadiia Kichenok,0,0,1,0,0
2020,UKR,Trampoline Gymnastics,Mykola Prostorov,0,0,1,0,0
2020,UKR,Trampoline Gymnastics,Mykola Prostorov,0,0,1,0,0
2020,UKR,Triathlon,Yuliya Yelistratova,0,0,1,0,0
2020,UKR,Triathlon,Yuliya Yelistratova,0,0,1,0,0
2020,UKR,Weightlifting,Iryna Dekha,0,0,1,0,0
2020,UKR,Weightlifting,Iryna Dekha,0,0,1,0,0
2020,UKR,Weightlifting,Kamila Konotop,0,0,1,0,0
2020,UKR,Weightlifting,Kamila Konotop,0,0,1,0,0
2020,UKR,Wrestling,Alla Belinska,0,0,1,0,0
2020,UKR,Wrestling,Alla Belinska,0,0,1,0,0
2020,UKR,Wrestling,Alla Cherkasova,1,0,0,0,1
2020,UKR,Wrestling,Alla Cherkasova,1,0,0,0,1
2020,UKR,Wrestling,Iryna Koliadenko,1,0,0,0,1
2020,UKR,Wrestling,Iryna Koliadenko,1,0,0,0,1
2020,UKR,Wrestling,Lenur Temirov,0,0,1,0,0
2020,UKR,Wrestling,Lenur Temirov,0,0,1,0,0
2020,UKR,Wrestling,Oksana Livach,0,0,1,0,0
2020,UKR,Wrestling,Oksana Livach,0,0,1,0,0
2020,UKR,Wrestling,Oleksandr Khotsianivskyi,0,0,1,0,0
2020,UKR,Wrestling,Oleksandr Khotsianivskyi,0,0,1,0,0
2020,UKR,Wrestling,Parviz Nasibov,0,0,0,1,1
2020,UKR,Wrestling,Parviz Nasibov,0,0,0,1,1
2020,UKR,Wrestling,Tetyana Kit,0,0,1,0,0
2020,UKR,Wrestling,Tetyana Kit,0,0,1,0,0
2020,UKR,Wrestling,Vasyl Mykhailov,0,0,1,0,0
2020,UKR,Wrestling,Vasyl Mykhailov,0,0,1,0,0
2020,UKR,Wrestling,Zhan Beleniuk,0,1,0,0,1
2020,UKR,Wrestling,Zhan Beleniuk,0,1,0,0,1
2020,URU,Athletics,Deborah Rodriguez,0,0,1,0,0
2020,URU,Athletics,Deborah Rodriguez,0,0,1,0,0
2020,URU,Athletics,Emiliano Lasa,0,0,1,0,0
2020,URU,Athletics,Emiliano Lasa,0,0,1,0,0
2020,URU,Athletics,Pia Fernandez,0,0,1,0,0
2020,URU,Athletics,Pia Fernandez,0,0,1,0,0
2020,URU,Judo,Alain Aprahamian,0,0,1,0,0
2020,URU,Judo,Alain Aprahamian,0,0,1,0,0
2020,URU,Rowing,Bruno Cetraro,0,0,1,0,0
2020,URU,Rowing,Bruno Cetraro,0,0,1,0,0
2020,URU,Rowing,Felipe Kluver,0,0,1,0,0
2020,URU,Rowing,Felipe Kluver,0,0,1,0,0
2020,URU,Sailing,Dolores Moreira,0,0,1,0,0
2020,URU,Sailing,Dolores Moreira,0,0,1,0,0
2020,URU,Sailing,Dominique Knuppel,0,0,1,0,0
2020,URU,Sailing,Dominique Knuppel,0,0,1,0,0
2020,URU,Sailing,Pablo Defazio,0,0,1,0,0
2020,URU,Sailing,Pablo Defazio,0,0,1,0,0
2020,URU,Swimming,Enzo Martinez,0,0,1,0,0
2020,URU,Swimming,Enzo Martinez,0,0,1,0,0
2020,URU,Swimming,Nicole Frank,0,0,1,0,0
2020,URU,Swimming,Nicole Frank,0,0,1,0,0
2020,USA,3x3 Basketball,Allisha Gray,0,1,0,0,1
2020,USA,3x3 Basketball,Allisha Gray,0,1,0,0,1
2020,USA,3x3 Basketball,Jacquelyn Young,0,1,0,0,1
2020,USA,3x3 Basketball,Jacquelyn Young,0,1,0,0,1
2020,USA,3x3 Basketball,Kelsey Plum,0,1,0,0,1
2020,USA,3x3 Basketball,Kelsey Plum,0,1,0,0,1
2020,USA,3x3 Basketball,Stefanie Dolson,0,1,0,0,1
2020,USA,3x3 Basketball,Stefanie Dolson,0,1,0,0,1
2020,USA,Archery,Brady Ellison,0,0,3,0,0
2020,USA,Archery,Brady Ellison,0,0,3,0,0
2020,USA,Archery,Casey Kaufhold,0,0,2,0,0
2020,USA,Archery,Casey Kaufhold,0,0,2,0,0
2020,USA,Archery,Jack Williams,0,0,2,0,0
2020,USA,Archery,Jack Williams,0,0,2,0,0
2020,USA,Archery,Jacob Wukie,0,0,2,0,0
2020,USA,Archery,Jacob Wukie,0,0,2,0,0
2020,USA,Archery,Jennifer Mucino-fernandez,0,0,2,0,0
2020,USA,Archery,Jennifer Mucino-fernandez,0,0,2,0,0
2020,USA,Archery,Mackenzie Brown,0,0,3,0,0
2020,USA,Archery,Mackenzie Brown,0,0,3,0,0
2020,USA,Artistic Gymnastics,Alec Yoder,0,0,1,0,0
2020,USA,Artistic Gymnastics,Alec Yoder,0,0,1,0,0
2020,USA,Artistic Gymnastics,Brody Malone,0,0,8,0,0
2020,USA,Artistic Gymnastics,Brody Malone,0,0,8,0,0
2020,USA,Artistic Gymnastics,Jade Carey,0,1,4,0,1
2020,USA,Artistic Gymnastics,Jade Carey,0,1,4,0,1
2020,USA,Artistic Gymnastics,Jordan Chiles,0,0,5,1,1
2020,USA,Artistic Gymnastics,Jordan Chiles,0,0,5,1,1
2020,USA,Artistic Gymnastics,Mc Grace,0,0,5,1,1
2020,USA,Artistic Gymnastics,Mc Grace,0,0,5,1,1
2020,USA,Artistic Gymnastics,Mykayla Skinner,0,0,4,1,1
2020,USA,Artistic Gymnastics,Mykayla Skinner,0,0,4,1,1
2020,USA,Artistic Gymnastics,Samuel Mikulak,0,0,8,0,0
2020,USA,Artistic Gymnastics,Samuel Mikulak,0,0,8,0,0
2020,USA,Artistic Gymnastics,Shane Wiskus,0,0,8,0,0
2020,USA,Artistic Gymnastics,Shane Wiskus,0,0,8,0,0
2020,USA,Artistic Gymnastics,Simone Biles,1,0,4,1,2
2020,USA,Artistic Gymnastics,Simone Biles,1,0,4,1,2
2020,USA,Artistic Gymnastics,Sunisa Lee,1,1,3,1,3
2020,USA,Artistic Gymnastics,Sunisa Lee,1,1,3,1,3
2020,USA,Artistic Gymnastics,Yul Moldauer,0,0,8,0,0
2020,USA,Artistic Gymnastics,Yul Moldauer,0,0,8,0,0
2020,USA,Artistic Swimming,Anita Alvarez,0,0,1,0,0
2020,USA,Artistic Swimming,Anita Alvarez,0,0,1,0,0
2020,USA,Artistic Swimming,Lindi Schroeder,0,0,1,0,0
2020,USA,Artistic Swimming,Lindi Schroeder,0,0,1,0,0
2020,USA,Athletics,Abdi Abdirahman,0,0,1,0,0
2020,USA,Athletics,Abdi Abdirahman,0,0,1,0,0
2020,USA,Athletics,Adelaide Aquilla,0,0,1,0,0
2020,USA,Athletics,Adelaide Aquilla,0,0,1,0,0
2020,USA,Athletics,Ajee Wilson,0,0,1,0,0
2020,USA,Athletics,Ajee Wilson,0,0,1,0,0
2020,USA,Athletics,Aleia Hobbs,0,0,0,1,1
2020,USA,Athletics,Aleia Hobbs,0,0,0,1,1
2020,USA,Athletics,Alex Young,0,0,1,0,0
2020,USA,Athletics,Alex Young,0,0,1,0,0
2020,USA,Athletics,Alicia Monson,0,0,1,0,0
2020,USA,Athletics,Alicia Monson,0,0,1,0,0
2020,USA,Athletics,Allyson Felix,1,1,0,0,2
2020,USA,Athletics,Allyson Felix,1,1,0,0,2
2020,USA,Athletics,Anavia Battle,0,0,1,0,0
2020,USA,Athletics,Anavia Battle,0,0,1,0,0
2020,USA,Athletics,Anna Cockrell,0,0,1,0,0
2020,USA,Athletics,Anna Cockrell,0,0,1,0,0
2020,USA,Athletics,Annie Kunz,0,0,1,0,0
2020,USA,Athletics,Annie Kunz,0,0,1,0,0
2020,USA,Athletics,Ariana Ince,0,0,1,0,0
2020,USA,Athletics,Ariana Ince,0,0,1,0,0
2020,USA,Athletics,Athing Mu,0,2,0,0,2
2020,USA,Athletics,Athing Mu,0,2,0,0,2
2020,USA,Athletics,Benard Keter,0,0,1,0,0
2020,USA,Athletics,Benard Keter,0,0,1,0,0
2020,USA,Athletics,Brittney Reese,0,0,0,1,1
2020,USA,Athletics,Brittney Reese,0,0,0,1,1
2020,USA,Athletics,Brooke Andersen,0,0,1,0,0
2020,USA,Athletics,Brooke Andersen,0,0,1,0,0
2020,USA,Athletics,Bryce Deadmon,1,1,0,0,2
2020,USA,Athletics,Bryce Deadmon,1,1,0,0,2
2020,USA,Athletics,Bryce Hoppel,0,0,1,0,0
2020,USA,Athletics,Bryce Hoppel,0,0,1,0,0
2020,USA,Athletics,Chepkerker Tuliamuk,0,0,1,0,0
2020,USA,Athletics,Chepkerker Tuliamuk,0,0,1,0,0
2020,USA,Athletics,Chris Benard,0,0,1,0,0
2020,USA,Athletics,Chris Benard,0,0,1,0,0
2020,USA,Athletics,Christina Clemons,0,0,1,0,0
2020,USA,Athletics,Christina Clemons,0,0,1,0,0
2020,USA,Athletics,Christopher Nilsen,0,0,0,1,1
2020,USA,Athletics,Christopher Nilsen,0,0,0,1,1
2020,USA,Athletics,Clayton Murphy,0,0,1,0,0
2020,USA,Athletics,Clayton Murphy,0,0,1,0,0
2020,USA,Athletics,Cole Hocker,0,0,1,0,0
2020,USA,Athletics,Cole Hocker,0,0,1,0,0
2020,USA,Athletics,Courtney Frerichs,0,0,0,1,1
2020,USA,Athletics,Courtney Frerichs,0,0,0,1,1
2020,USA,Athletics,Cravon Gillespie,0,0,1,0,0
2020,USA,Athletics,Cravon Gillespie,0,0,1,0,0
2020,USA,Athletics,Curtis Thompson,0,0,1,0,0
2020,USA,Athletics,Curtis Thompson,0,0,1,0,0
2020,USA,Athletics,Dalilah Muhammad,0,1,0,1,2
2020,USA,Athletics,Dalilah Muhammad,0,1,0,1,2
2020,USA,Athletics,Daniel Haugh,0,0,1,0,0
2020,USA,Athletics,Daniel Haugh,0,0,1,0,0
2020,USA,Athletics,Daniel Roberts,0,0,1,0,0
2020,USA,Athletics,Daniel Roberts,0,0,1,0,0
2020,USA,Athletics,Darryl Sullivan,0,0,1,0,0
2020,USA,Athletics,Darryl Sullivan,0,0,1,0,0
2020,USA,Athletics,David Kendziera,0,0,1,0,0
2020,USA,Athletics,David Kendziera,0,0,1,0,0
2020,USA,Athletics,Deanna Price,0,0,1,0,0
2020,USA,Athletics,Deanna Price,0,0,1,0,0
2020,USA,Athletics,Devon Allen,0,0,1,0,0
2020,USA,Athletics,Devon Allen,0,0,1,0,0
2020,USA,Athletics,Donald Scott,0,0,1,0,0
2020,USA,Athletics,Donald Scott,0,0,1,0,0
2020,USA,Athletics,Elija Godwin,1,0,0,0,1
2020,USA,Athletics,Elija Godwin,1,0,0,0,1
2020,USA,Athletics,Elinor Purrier,0,0,1,0,0
2020,USA,Athletics,Elinor Purrier,0,0,1,0,0
2020,USA,Athletics,Elise Cranny,0,0,2,0,0
2020,USA,Athletics,Elise Cranny,0,0,2,0,0
2020,USA,Athletics,Emily Sisson,0,0,1,0,0
2020,USA,Athletics,Emily Sisson,0,0,1,0,0
2020,USA,Athletics,Emma Coburn,0,0,1,0,0
2020,USA,Athletics,Emma Coburn,0,0,1,0,0
2020,USA,Athletics,English Gardner,0,0,0,1,1
2020,USA,Athletics,English Gardner,0,0,0,1,1
2020,USA,Athletics,Erica Bougard,0,0,1,0,0
2020,USA,Athletics,Erica Bougard,0,0,1,0,0
2020,USA,Athletics,Erriyon Knighton,0,0,1,0,0
2020,USA,Athletics,Erriyon Knighton,0,0,1,0,0
2020,USA,Athletics,Fred Kerley,0,0,1,1,1
2020,USA,Athletics,Fred Kerley,0,0,1,1,1
2020,USA,Athletics,Gabriele Cunningham,0,0,1,0,0
2020,USA,Athletics,Gabriele Cunningham,0,0,1,0,0
2020,USA,Athletics,Gabrielle Thomas,1,0,0,1,2
2020,USA,Athletics,Gabrielle Thomas,1,0,0,1,2
2020,USA,Athletics,Galen Rupp,0,0,1,0,0
2020,USA,Athletics,Galen Rupp,0,0,1,0,0
2020,USA,Athletics,Garrett Scantling,0,0,1,0,0
2020,USA,Athletics,Garrett Scantling,0,0,1,0,0
2020,USA,Athletics,Grant Fisher,0,0,2,0,0
2020,USA,Athletics,Grant Fisher,0,0,2,0,0
2020,USA,Athletics,Grant Holloway,0,0,0,1,1
2020,USA,Athletics,Grant Holloway,0,0,0,1,1
2020,USA,Athletics,Gwen Berry,0,0,1,0,0
2020,USA,Athletics,Gwen Berry,0,0,1,0,0
2020,USA,Athletics,Heather Maclean,0,0,1,0,0
2020,USA,Athletics,Heather Maclean,0,0,1,0,0
2020,USA,Athletics,Hillary Bor,0,0,1,0,0
2020,USA,Athletics,Hillary Bor,0,0,1,0,0
2020,USA,Athletics,Isaiah Jewett,0,0,1,0,0
2020,USA,Athletics,Isaiah Jewett,0,0,1,0,0
2020,USA,Athletics,Jacob Riley,0,0,1,0,0
2020,USA,Athletics,Jacob Riley,0,0,1,0,0
2020,USA,Athletics,Jasmine Moore,0,0,1,0,0
2020,USA,Athletics,Jasmine Moore,0,0,1,0,0
2020,USA,Athletics,Javianne Oliver,0,0,1,1,1
2020,USA,Athletics,Javianne Oliver,0,0,1,1,1
2020,USA,Athletics,Jenna Prandini,0,0,2,1,1
2020,USA,Athletics,Jenna Prandini,0,0,2,1,1
2020,USA,Athletics,Jessica Ramsey,0,0,1,0,0
2020,USA,Athletics,Jessica Ramsey,0,0,1,0,0
2020,USA,Athletics,Joe Klecker,0,0,1,0,0
2020,USA,Athletics,Joe Klecker,0,0,1,0,0
2020,USA,Athletics,Joe Kovacs,0,0,0,1,1
2020,USA,Athletics,Joe Kovacs,0,0,0,1,1
2020,USA,Athletics,Juvaughn Harrison,0,0,2,0,0
2020,USA,Athletics,Juvaughn Harrison,0,0,2,0,0
2020,USA,Athletics,Kara Winger,0,0,1,0,0
2020,USA,Athletics,Kara Winger,0,0,1,0,0
2020,USA,Athletics,Karissa Schweizer,0,0,2,0,0
2020,USA,Athletics,Karissa Schweizer,0,0,2,0,0
2020,USA,Athletics,Katie Nageotte,0,1,0,0,1
2020,USA,Athletics,Katie Nageotte,0,1,0,0,1
2020,USA,Athletics,Kaylin Whitney,1,1,0,0,2
2020,USA,Athletics,Kaylin Whitney,1,1,0,0,2
2020,USA,Athletics,Kc Lightfoot,0,0,1,0,0
2020,USA,Athletics,Kc Lightfoot,0,0,1,0,0
2020,USA,Athletics,Kelsey Card,0,0,1,0,0
2020,USA,Athletics,Kelsey Card,0,0,1,0,0
2020,USA,Athletics,Kendall Ellis,1,1,0,0,2
2020,USA,Athletics,Kendall Ellis,1,1,0,0,2
2020,USA,Athletics,Kendell Williams,0,0,1,0,0
2020,USA,Athletics,Kendell Williams,0,0,1,0,0
2020,USA,Athletics,Kendra Harrison,0,0,0,1,1
2020,USA,Athletics,Kendra Harrison,0,0,0,1,1
2020,USA,Athletics,Kenneth Bednarek,0,0,0,1,1
2020,USA,Athletics,Kenneth Bednarek,0,0,0,1,1
2020,USA,Athletics,Kenneth Selmon,0,0,1,0,0
2020,USA,Athletics,Kenneth Selmon,0,0,1,0,0
2020,USA,Athletics,Keturah Orji,0,0,1,0,0
2020,USA,Athletics,Keturah Orji,0,0,1,0,0
2020,USA,Athletics,Lynna Irby,1,1,0,0,2
2020,USA,Athletics,Lynna Irby,1,1,0,0,2
2020,USA,Athletics,Maggie Malone,0,0,1,0,0
2020,USA,Athletics,Maggie Malone,0,0,1,0,0
2020,USA,Athletics,Marquis Dendy,0,0,1,0,0
2020,USA,Athletics,Marquis Dendy,0,0,1,0,0
2020,USA,Athletics,Mason Ferlic,0,0,1,0,0
2020,USA,Athletics,Mason Ferlic,0,0,1,0,0
2020,USA,Athletics,Mason Finley,0,0,1,0,0
2020,USA,Athletics,Mason Finley,0,0,1,0,0
2020,USA,Athletics,Matt Ludwig,0,0,1,0,0
2020,USA,Athletics,Matt Ludwig,0,0,1,0,0
2020,USA,Athletics,Matthew Centrowitz,0,0,1,0,0
2020,USA,Athletics,Matthew Centrowitz,0,0,1,0,0
2020,USA,Athletics,McCARTER Steffin,0,0,1,0,0
2020,USA,Athletics,McCARTER Steffin,0,0,1,0,0
2020,USA,Athletics,McCOY Rachel,0,0,1,0,0
2020,USA,Athletics,McCOY Rachel,0,0,1,0,0
2020,USA,Athletics,McCULLOUGH Conor,0,0,1,0,0
2020,USA,Athletics,McCULLOUGH Conor,0,0,1,0,0
2020,USA,Athletics,McEWEN Shelby,0,0,1,0,0
2020,USA,Athletics,McEWEN Shelby,0,0,1,0,0
2020,USA,Athletics,McGEE Ann,0,0,1,0,0
2020,USA,Athletics,McGEE Ann,0,0,1,0,0
2020,USA,Athletics,McLAUGHLIN Sydney,0,2,0,0,2
2020,USA,Athletics,McLAUGHLIN Sydney,0,2,0,0,2
2020,USA,Athletics,Michael Cherry,0,1,1,0,1
2020,USA,Athletics,Michael Cherry,0,1,1,0,1
2020,USA,Athletics,Michael Norman,0,1,1,0,1
2020,USA,Athletics,Michael Norman,0,1,1,0,1
2020,USA,Athletics,Michael Shuey,0,0,1,0,0
2020,USA,Athletics,Michael Shuey,0,0,1,0,0
2020,USA,Athletics,Molly Seidel,1,0,0,0,1
2020,USA,Athletics,Molly Seidel,1,0,0,0,1
2020,USA,Athletics,Morgann Leleux,0,0,1,0,0
2020,USA,Athletics,Morgann Leleux,0,0,1,0,0
2020,USA,Athletics,Nick Christie,0,0,1,0,0
2020,USA,Athletics,Nick Christie,0,0,1,0,0
2020,USA,Athletics,Noah Lyles,1,0,0,0,1
2020,USA,Athletics,Noah Lyles,1,0,0,0,1
2020,USA,Athletics,Paul Chelimo,1,0,0,0,1
2020,USA,Athletics,Paul Chelimo,1,0,0,0,1
2020,USA,Athletics,Payton Otterdahl,0,0,1,0,0
2020,USA,Athletics,Payton Otterdahl,0,0,1,0,0
2020,USA,Athletics,Quanera Hayes,0,1,1,0,1
2020,USA,Athletics,Quanera Hayes,0,1,1,0,1
2020,USA,Athletics,Quanesha Burks,0,0,1,0,0
2020,USA,Athletics,Quanesha Burks,0,0,1,0,0
2020,USA,Athletics,Rachel Dincoff,0,0,1,0,0
2020,USA,Athletics,Rachel Dincoff,0,0,1,0,0
2020,USA,Athletics,Rachel Schneider,0,0,1,0,0
2020,USA,Athletics,Rachel Schneider,0,0,1,0,0
2020,USA,Athletics,Raevyn Rogers,1,0,0,0,1
2020,USA,Athletics,Raevyn Rogers,1,0,0,0,1
2020,USA,Athletics,Rai Benjamin,0,1,0,1,2
2020,USA,Athletics,Rai Benjamin,0,1,0,1,2
2020,USA,Athletics,Randolph Ross,0,1,1,0,1
2020,USA,Athletics,Randolph Ross,0,1,1,0,1
2020,USA,Athletics,Raven Saunders,0,0,0,1,1
2020,USA,Athletics,Raven Saunders,0,0,0,1,1
2020,USA,Athletics,Reggie Jagers,0,0,1,0,0
2020,USA,Athletics,Reggie Jagers,0,0,1,0,0
2020,USA,Athletics,Robyn Stevens,0,0,1,0,0
2020,USA,Athletics,Robyn Stevens,0,0,1,0,0
2020,USA,Athletics,Ronnie Baker,0,0,2,0,0
2020,USA,Athletics,Ronnie Baker,0,0,2,0,0
2020,USA,Athletics,Rudy Winkler,0,0,1,0,0
2020,USA,Athletics,Rudy Winkler,0,0,1,0,0
2020,USA,Athletics,Ryan Crouser,0,1,0,0,1
2020,USA,Athletics,Ryan Crouser,0,1,0,0,1
2020,USA,Athletics,Sally Kipyego,0,0,1,0,0
2020,USA,Athletics,Sally Kipyego,0,0,1,0,0
2020,USA,Athletics,Sam Mattis,0,0,1,0,0
2020,USA,Athletics,Sam Mattis,0,0,1,0,0
2020,USA,Athletics,Sandi Morris,0,0,1,0,0
2020,USA,Athletics,Sandi Morris,0,0,1,0,0
2020,USA,Athletics,Shae Anderson,0,0,1,0,0
2020,USA,Athletics,Shae Anderson,0,0,1,0,0
2020,USA,Athletics,Steven Bastien,0,0,1,0,0
2020,USA,Athletics,Steven Bastien,0,0,1,0,0
2020,USA,Athletics,Tara Davis,0,0,1,0,0
2020,USA,Athletics,Tara Davis,0,0,1,0,0
2020,USA,Athletics,Taylor Manson,1,0,0,0,1
2020,USA,Athletics,Taylor Manson,1,0,0,0,1
2020,USA,Athletics,Teahna Daniels,0,0,1,1,1
2020,USA,Athletics,Teahna Daniels,0,0,1,1,1
2020,USA,Athletics,Tori Franklin,0,0,1,0,0
2020,USA,Athletics,Tori Franklin,0,0,1,0,0
2020,USA,Athletics,Trayvon Bromell,0,0,2,0,0
2020,USA,Athletics,Trayvon Bromell,0,0,2,0,0
2020,USA,Athletics,Trevor Stewart,1,1,0,0,2
2020,USA,Athletics,Trevor Stewart,1,1,0,0,2
2020,USA,Athletics,Tynita Butts-townsend,0,0,1,0,0
2020,USA,Athletics,Tynita Butts-townsend,0,0,1,0,0
2020,USA,Athletics,Valarie Allman,0,1,0,0,1
2020,USA,Athletics,Valarie Allman,0,1,0,0,1
2020,USA,Athletics,Valerie Constien,0,0,1,0,0
2020,USA,Athletics,Valerie Constien,0,0,1,0,0
2020,USA,Athletics,Vashti Cunningham,0,0,1,0,0
2020,USA,Athletics,Vashti Cunningham,0,0,1,0,0
2020,USA,Athletics,Vernon Norwood,1,1,0,0,2
2020,USA,Athletics,Vernon Norwood,1,1,0,0,2
2020,USA,Athletics,Wadeline Jonathas,0,1,1,0,1
2020,USA,Athletics,Wadeline Jonathas,0,1,1,0,1
2020,USA,Athletics,Wilbert London,0,0,1,0,0
2020,USA,Athletics,Wilbert London,0,0,1,0,0
2020,USA,Athletics,Will Claye,0,0,1,0,0
2020,USA,Athletics,Will Claye,0,0,1,0,0
2020,USA,Athletics,William Kincaid,0,0,2,0,0
2020,USA,Athletics,William Kincaid,0,0,2,0,0
2020,USA,Athletics,Yared Nuguse,0,0,1,0,0
2020,USA,Athletics,Yared Nuguse,0,0,1,0,0
2020,USA,Athletics,Zachery Ziemek,0,0,1,0,0
2020,USA,Athletics,Zachery Ziemek,0,0,1,0,0
2020,USA,Badminton,Beiwen Zhang,0,0,1,0,0
2020,USA,Badminton,Beiwen Zhang,0,0,1,0,0
2020,USA,Badminton,Phillip Chew,0,0,1,0,0
2020,USA,Badminton,Phillip Chew,0,0,1,0,0
2020,USA,Badminton,Ryan Chew,0,0,1,0,0
2020,USA,Badminton,Ryan Chew,0,0,1,0,0
2020,USA,Badminton,Timothy Lam,0,0,1,0,0
2020,USA,Badminton,Timothy Lam,0,0,1,0,0
2020,USA,Baseball/Softball,Ali Aguilar,0,0,0,1,1
2020,USA,Baseball/Softball,Ali Aguilar,0,0,0,1,1
2020,USA,Baseball/Softball,Ally Carda,0,0,0,1,1
2020,USA,Baseball/Softball,Ally Carda,0,0,0,1,1
2020,USA,Baseball/Softball,Amanda Chidester,0,0,0,1,1
2020,USA,Baseball/Softball,Amanda Chidester,0,0,0,1,1
2020,USA,Baseball/Softball,Anthony Carter,0,0,0,1,1
2020,USA,Baseball/Softball,Anthony Carter,0,0,0,1,1
2020,USA,Baseball/Softball,Anthony Gose,0,0,0,1,1
2020,USA,Baseball/Softball,Anthony Gose,0,0,0,1,1
2020,USA,Baseball/Softball,Aubree Munro,0,0,0,1,1
2020,USA,Baseball/Softball,Aubree Munro,0,0,0,1,1
2020,USA,Baseball/Softball,Brandon Dickson,0,0,0,1,1
2020,USA,Baseball/Softball,Brandon Dickson,0,0,0,1,1
2020,USA,Baseball/Softball,Bubba Nickles,0,0,0,1,1
2020,USA,Baseball/Softball,Bubba Nickles,0,0,0,1,1
2020,USA,Baseball/Softball,Bubba Starling,0,0,0,1,1
2020,USA,Baseball/Softball,Bubba Starling,0,0,0,1,1
2020,USA,Baseball/Softball,Cat Osterman,0,0,0,1,1
2020,USA,Baseball/Softball,Cat Osterman,0,0,0,1,1
2020,USA,Baseball/Softball,David Robertson,0,0,0,1,1
2020,USA,Baseball/Softball,David Robertson,0,0,0,1,1
2020,USA,Baseball/Softball,Dejah Mulipola,0,0,0,1,1
2020,USA,Baseball/Softball,Dejah Mulipola,0,0,0,1,1
2020,USA,Baseball/Softball,Delaney Spaulding,0,0,0,1,1
2020,USA,Baseball/Softball,Delaney Spaulding,0,0,0,1,1
2020,USA,Baseball/Softball,Eddy Alvarez,0,0,0,1,1
2020,USA,Baseball/Softball,Eddy Alvarez,0,0,0,1,1
2020,USA,Baseball/Softball,Edwin Jackson,0,0,0,1,1
2020,USA,Baseball/Softball,Edwin Jackson,0,0,0,1,1
2020,USA,Baseball/Softball,Eric Filia,0,0,0,1,1
2020,USA,Baseball/Softball,Eric Filia,0,0,0,1,1
2020,USA,Baseball/Softball,Jack Lopez,0,0,0,1,1
2020,USA,Baseball/Softball,Jack Lopez,0,0,0,1,1
2020,USA,Baseball/Softball,Jamie Westbrook,0,0,0,1,1
2020,USA,Baseball/Softball,Jamie Westbrook,0,0,0,1,1
2020,USA,Baseball/Softball,Janie Reed,0,0,0,1,1
2020,USA,Baseball/Softball,Janie Reed,0,0,0,1,1
2020,USA,Baseball/Softball,Joe Ryan,0,0,0,1,1
2020,USA,Baseball/Softball,Joe Ryan,0,0,0,1,1
2020,USA,Baseball/Softball,Kelsey Stewart,0,0,0,1,1
2020,USA,Baseball/Softball,Kelsey Stewart,0,0,0,1,1
2020,USA,Baseball/Softball,Mark Kolozsvary,0,0,0,1,1
2020,USA,Baseball/Softball,Mark Kolozsvary,0,0,0,1,1
2020,USA,Baseball/Softball,Mc Haylie,0,0,0,1,1
2020,USA,Baseball/Softball,Mc Haylie,0,0,0,1,1
2020,USA,Baseball/Softball,McGOUGH Scott,0,0,0,1,1
2020,USA,Baseball/Softball,McGOUGH Scott,0,0,0,1,1
