NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total_Bronze,Total_Gold,Total_No_Medal,Total_Silver,Gold_Ratio,Silver_Ratio,Bronze_Ratio,No_Medal_Ratio
ROC,Trampoline Gymnastics,0,0,4,0,2,2,26,2,0.0,0.0,0.0,0.15384615384615385
ROC,Triathlon,0,0,8,0,17,17,660,17,0.0,0.0,0.0,0.012121212121212121
ROC,Volleyball,0,0,12,12,349,346,2651,346,0.0,0.03468208092485549,0.0,0.004526593738211996
ROC,Water Polo,0,0,13,0,386,376,2997,373,0.0,0.0,0.0,0.004337671004337671
ROC,Weightlifting,0,0,2,0,230,231,3446,227,0.0,0.0,0.0,0.0005803830528148578
ROC,Wrestling,4,4,9,0,504,431,6075,433,0.009280742459396751,0.0,0.007936507936507936,0.0014814814814814814
ROT,Athletics,0,0,6,0,1373,1422,36743,1404,0.0,0.0,0.0,0.00016329641020058243
ROT,Judo,0,0,2,0,325,162,3668,162,0.0,0.0,0.0,0.0005452562704471102
ROT,Swimming,0,0,4,0,1027,1169,21573,1060,0.0,0.0,0.0,0.00018541695638066101
ROU,3x3 Basketball,0,0,4,0,8,8,40,8,0.0,0.0,0.0,0.1
ROU,Archery,0,0,6,0,108,145,2209,130,0.0,0.0,0.0,0.002716161158895428
ROU,Art Competitions,0,0,3,0,51,49,3422,56,0.0,0.0,0.0,0.0008766803039158387
ROU,Artistic Gymnastics,0,0,7,0,21,20,1000,20,0.0,0.0,0.0,0.007
ROU,Athletics,10,11,299,14,1373,1422,36743,1404,0.007735583684950774,0.009971509971509971,0.007283321194464676,0.008137604441662357
ROU,Badminton,0,0,1,0,68,62,1446,62,0.0,0.0,0.0,0.0006915629322268327
ROU,Basketball,0,0,12,0,380,389,3672,383,0.0,0.0,0.0,0.0032679738562091504
ROU,Boxing,15,1,92,9,467,265,5340,264,0.0037735849056603774,0.03409090909090909,0.032119914346895075,0.017228464419475654
ROU,Canoe Sprint,0,0,4,0,22,22,346,22,0.0,0.0,0.0,0.011560693641618497
ROU,Canoeing,25,18,155,24,389,388,5006,388,0.04639175257731959,0.061855670103092786,0.06426735218508997,0.030962844586496206
ROU,Cycling,0,0,35,0,414,424,9596,425,0.0,0.0,0.0,0.0036473530637765737
ROU,Cycling Mountain Bike,0,0,1,0,2,2,70,2,0.0,0.0,0.0,0.014285714285714285
ROU,Cycling Road,0,0,1,0,4,4,247,4,0.0,0.0,0.0,0.004048582995951417
ROU,Diving,0,0,23,0,155,154,2558,154,0.0,0.0,0.0,0.008991399530883503
ROU,Equestrianism,3,0,53,1,319,324,5379,322,0.0,0.003105590062111801,0.009404388714733543,0.009853132552519055
ROU,Fencing,26,7,265,15,596,624,9321,613,0.011217948717948718,0.024469820554649267,0.0436241610738255,0.02843042591996567
ROU,Football,0,0,62,0,587,559,5650,557,0.0,0.0,0.0,0.010973451327433627
ROU,Gymnastics,55,40,1037,40,719,791,24451,746,0.05056890012642225,0.05361930294906166,0.07649513212795549,0.04241135331888266
ROU,Handball,44,0,87,14,384,381,2880,388,0.0,0.03608247422680412,0.11458333333333333,0.030208333333333334
ROU,Judo,3,1,42,2,325,162,3668,162,0.006172839506172839,0.012345679012345678,0.009230769230769232,0.011450381679389313
ROU,Modern Pentathlon,0,0,21,0,64,64,1557,64,0.0,0.0,0.0,0.01348747591522158
ROU,Rhythmic Gymnastics,0,0,6,1,50,50,604,50,0.0,0.02,0.0,0.009933774834437087
ROU,Rowing,52,67,211,64,1038,1026,8032,1025,0.06530214424951267,0.0624390243902439,0.05009633911368015,0.0262699203187251
ROU,Rugby,16,0,0,0,16,67,0,79,0.0,0.0,1.0,0.0
ROU,Sailing,0,0,7,0,382,465,5659,430,0.0,0.0,0.0,0.0012369676621311187
ROU,Shooting,5,6,121,4,425,428,10743,429,0.014018691588785047,0.009324009324009324,0.011764705882352941,0.011263148096434888
ROU,Swimming,4,3,202,2,1027,1169,21573,1060,0.0025662959794696323,0.0018867924528301887,0.0038948393378773127,0.009363556297223382
ROU,Table Tennis,0,0,47,0,70,64,2020,64,0.0,0.0,0.0,0.023267326732673267
ROU,Tennis,0,0,47,2,136,114,2788,114,0.0,0.017543859649122806,0.0,0.01685796269727403
ROU,Triathlon,0,0,1,0,17,17,660,17,0.0,0.0,0.0,0.0015151515151515152
ROU,Volleyball,10,0,44,0,349,346,2651,346,0.0,0.0,0.02865329512893983,0.016597510373443983
ROU,Water Polo,0,0,93,0,386,376,2997,373,0.0,0.0,0.0,0.031031031031031032
ROU,Weightlifting,4,2,58,7,230,231,3446,227,0.008658008658008658,0.030837004405286344,0.017391304347826087,0.016831108531630876
ROU,Wrestling,18,7,143,8,504,431,6075,433,0.016241299303944315,0.018475750577367205,0.03571428571428571,0.02353909465020576
RSA,Archery,0,0,13,0,108,145,2209,130,0.0,0.0,0.0,0.005885015844273427
RSA,Art Competitions,1,0,19,1,51,49,3422,56,0.0,0.017857142857142856,0.0196078431372549,0.005552308591466978
RSA,Artistic Gymnastics,0,0,10,0,21,20,1000,20,0.0,0.0,0.0,0.01
RSA,Artistic Swimming,0,0,2,0,10,10,94,10,0.0,0.0,0.0,0.02127659574468085
RSA,Athletics,6,8,385,17,1373,1422,36743,1404,0.005625879043600563,0.012108262108262107,0.004369992716678805,0.01047818632120404
RSA,Badminton,0,0,22,0,68,62,1446,62,0.0,0.0,0.0,0.015214384508990318
RSA,Baseball,0,0,24,0,112,112,558,112,0.0,0.0,0.0,0.043010752688172046
RSA,Beach Volleyball,0,0,8,0,28,28,576,28,0.0,0.0,0.0,0.013888888888888888
RSA,Boxing,9,6,56,4,467,265,5340,264,0.022641509433962263,0.015151515151515152,0.019271948608137045,0.010486891385767791
RSA,Canoeing,1,0,39,0,389,388,5006,388,0.0,0.0,0.002570694087403599,0.007790651218537755
RSA,Cycling,6,1,120,9,414,424,9596,425,0.0023584905660377358,0.021176470588235293,0.014492753623188406,0.012505210504376824
RSA,Cycling BMX Racing,0,0,1,0,2,2,42,2,0.0,0.0,0.0,0.023809523809523808
RSA,Cycling Mountain Bike,0,0,2,0,2,2,70,2,0.0,0.0,0.0,0.02857142857142857
RSA,Cycling Road,0,0,7,0,4,4,247,4,0.0,0.0,0.0,0.02834008097165992
RSA,Cycling Track,0,0,5,0,29,29,339,29,0.0,0.0,0.0,0.014749262536873156
RSA,Diving,0,0,9,0,155,154,2558,154,0.0,0.0,0.0,0.003518373729476153
RSA,Equestrian,0,0,1,0,14,15,377,14,0.0,0.0,0.0,0.002652519893899204
RSA,Equestrianism,0,0,5,0,319,324,5379,322,0.0,0.0,0.0,0.0009295408068414204
RSA,Fencing,0,0,33,0,596,624,9321,613,0.0,0.0,0.0,0.003540392661731574
RSA,Football,0,0,85,0,587,559,5650,557,0.0,0.0,0.0,0.01504424778761062
RSA,Golf,0,0,6,0,18,17,315,17,0.0,0.0,0.0,0.01904761904761905
RSA,Gymnastics,0,0,51,0,719,791,24451,746,0.0,0.0,0.0,0.002085804261584393
RSA,Hockey,0,0,165,0,548,554,4213,534,0.0,0.0,0.0,0.0391644908616188
RSA,Judo,0,0,9,0,325,162,3668,162,0.0,0.0,0.0,0.0024536532170119957
RSA,Marathon Swimming,0,0,2,0,2,2,45,2,0.0,0.0,0.0,0.044444444444444446
RSA,Modern Pentathlon,0,0,11,0,64,64,1557,64,0.0,0.0,0.0,0.007064868336544637
RSA,Rhythmic Gymnastics,0,0,2,0,50,50,604,50,0.0,0.0,0.0,0.0033112582781456954
RSA,Rowing,2,4,65,2,1038,1026,8032,1025,0.003898635477582846,0.001951219512195122,0.0019267822736030828,0.008092629482071713
RSA,Rugby Sevens,13,0,13,0,51,51,459,50,0.0,0.0,0.2549019607843137,0.02832244008714597
RSA,Sailing,0,0,49,0,382,465,5659,430,0.0,0.0,0.0,0.00865877363491783
RSA,Shooting,0,0,97,5,425,428,10743,429,0.0,0.011655011655011656,0.0,0.009029135250861025
RSA,Skateboarding,0,0,3,0,4,4,68,4,0.0,0.0,0.0,0.04411764705882353
RSA,Sport Climbing,0,0,2,0,2,2,34,2,0.0,0.0,0.0,0.058823529411764705
RSA,Surfing,0,0,0,1,2,2,34,2,0.0,0.5,0.0,0.0
RSA,Swimming,12,10,286,7,1027,1169,21573,1060,0.00855431993156544,0.006603773584905661,0.011684518013631937,0.013257312381217263
RSA,Synchronized Swimming,0,0,4,0,70,74,694,71,0.0,0.0,0.0,0.005763688760806916
RSA,Table Tennis,0,0,2,0,70,64,2020,64,0.0,0.0,0.0,0.0009900990099009901
RSA,Taekwondo,0,0,1,0,80,48,560,48,0.0,0.0,0.0,0.0017857142857142857
RSA,Tennis,1,4,43,3,136,114,2788,114,0.03508771929824561,0.02631578947368421,0.007352941176470588,0.015423242467718794
RSA,Triathlon,1,0,15,0,17,17,660,17,0.0,0.0,0.058823529411764705,0.022727272727272728
RSA,Tug-Of-War,0,0,5,0,29,43,55,43,0.0,0.0,0.0,0.09090909090909091
RSA,Water Polo,0,0,43,0,386,376,2997,373,0.0,0.0,0.0,0.01434768101434768
RSA,Weightlifting,0,0,15,0,230,231,3446,227,0.0,0.0,0.0,0.004352872896111433
RSA,Wrestling,0,0,28,0,504,431,6075,433,0.0,0.0,0.0,0.004609053497942387
RUS,Archery,1,0,43,3,108,145,2209,130,0.0,0.023076923076923078,0.009259259259259259,0.019465821638750568
RUS,Art Competitions,0,0,4,0,51,49,3422,56,0.0,0.0,0.0,0.0011689070718877848
RUS,Athletics,29,29,501,45,1373,1422,36743,1404,0.020393811533052038,0.03205128205128205,0.02112163146394756,0.013635250251748632
RUS,Badminton,2,0,28,0,68,62,1446,62,0.0,0.0,0.029411764705882353,0.019363762102351315
RUS,Basketball,36,0,58,0,380,389,3672,383,0.0,0.0,0.09473684210526316,0.01579520697167756
RUS,Beach Volleyball,0,0,18,0,28,28,576,28,0.0,0.0,0.0,0.03125
RUS,Boxing,15,10,34,5,467,265,5340,264,0.03773584905660377,0.01893939393939394,0.032119914346895075,0.006367041198501872
RUS,Canoeing,14,3,92,5,389,388,5006,388,0.007731958762886598,0.01288659793814433,0.03598971722365039,0.018377946464242907
RUS,Cycling,10,5,150,9,414,424,9596,425,0.01179245283018868,0.021176470588235293,0.024154589371980676,0.01563151313047103
RUS,Diving,7,6,50,14,155,154,2558,154,0.03896103896103896,0.09090909090909091,0.04516129032258064,0.019546520719311962
RUS,Equestrianism,0,0,35,0,319,324,5379,322,0.0,0.0,0.0,0.006506785647889942
RUS,Fencing,19,33,156,10,596,624,9321,613,0.052884615384615384,0.01631321370309951,0.031879194630872486,0.016736401673640166
RUS,Figure Skating,0,1,1,0,9,9,27,9,0.1111111111111111,0.0,0.0,0.037037037037037035
RUS,Football,0,0,15,0,587,559,5650,557,0.0,0.0,0.0,0.002654867256637168
RUS,Golf,0,0,1,0,18,17,315,17,0.0,0.0,0.0,0.0031746031746031746
RUS,Gymnastics,29,16,325,38,719,791,24451,746,0.020227560050568902,0.05093833780160858,0.04033379694019471,0.013291889902253487
RUS,Handball,14,30,42,14,384,381,2880,388,0.07874015748031496,0.03608247422680412,0.036458333333333336,0.014583333333333334
RUS,Judo,7,5,55,4,325,162,3668,162,0.030864197530864196,0.024691358024691357,0.021538461538461538,0.014994547437295528
RUS,Modern Pentathlon,0,4,21,1,64,64,1557,64,0.0625,0.015625,0.0,0.01348747591522158
RUS,Rhythmic Gymnastics,7,34,2,4,50,50,604,50,0.68,0.08,0.14,0.0033112582781456954
RUS,Rowing,14,4,68,0,1038,1026,8032,1025,0.003898635477582846,0.0,0.01348747591522158,0.00846613545816733
RUS,Sailing,8,0,70,3,382,465,5659,430,0.0,0.0069767441860465115,0.020942408376963352,0.012369676621311186
RUS,Shooting,12,7,214,17,425,428,10743,429,0.016355140186915886,0.039627039627039624,0.02823529411764706,0.019919947873033604
RUS,Swimming,14,5,338,24,1027,1169,21573,1060,0.00427715996578272,0.022641509433962263,0.013631937682570594,0.015667732814165856
RUS,Synchronized Swimming,0,54,9,0,70,74,694,71,0.7297297297297297,0.0,0.0,0.012968299711815562
RUS,Table Tennis,0,0,39,0,70,64,2020,64,0.0,0.0,0.0,0.019306930693069307
RUS,Taekwondo,2,0,7,2,80,48,560,48,0.0,0.041666666666666664,0.025,0.0125
RUS,Tennis,3,4,67,3,136,114,2788,114,0.03508771929824561,0.02631578947368421,0.022058823529411766,0.024031563845050216
RUS,Trampolining,0,2,12,2,10,10,122,10,0.2,0.2,0.0,0.09836065573770492
RUS,Triathlon,0,0,20,0,17,17,660,17,0.0,0.0,0.0,0.030303030303030304
RUS,Volleyball,24,12,72,34,349,346,2651,346,0.03468208092485549,0.09826589595375723,0.06876790830945559,0.027159562429271974
RUS,Water Polo,39,0,52,12,386,376,2997,373,0.0,0.032171581769437,0.10103626943005181,0.017350684017350685
RUS,Weightlifting,10,3,19,13,230,231,3446,227,0.012987012987012988,0.05726872246696035,0.043478260869565216,0.005513639001741149
RUS,Wrestling,15,29,60,16,504,431,6075,433,0.06728538283062645,0.03695150115473441,0.02976190476190476,0.009876543209876543
RWA,Athletics,0,0,41,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0011158588030373132
RWA,Cycling,0,0,6,0,414,424,9596,425,0.0,0.0,0.0,0.0006252605252188412
RWA,Cycling Road,0,0,1,0,4,4,247,4,0.0,0.0,0.0,0.004048582995951417
RWA,Judo,0,0,1,0,325,162,3668,162,0.0,0.0,0.0,0.0002726281352235551
RWA,Swimming,0,0,12,0,1027,1169,21573,1060,0.0,0.0,0.0,0.000556250869141983
SAA,Athletics,0,0,8,0,1373,1422,36743,1404,0.0,0.0,0.0,0.00021772854693410989
SAA,Boxing,0,0,3,0,467,265,5340,264,0.0,0.0,0.0,0.0005617977528089888
SAA,Canoeing,0,0,5,0,389,388,5006,388,0.0,0.0,0.0,0.000998801438274071
SAA,Fencing,0,0,15,0,596,624,9321,613,0.0,0.0,0.0,0.0016092693916961698
SAA,Gymnastics,0,0,48,0,719,791,24451,746,0.0,0.0,0.0,0.0019631098932558996
SAA,Rowing,0,0,7,0,1038,1026,8032,1025,0.0,0.0,0.0,0.0008715139442231076
SAA,Shooting,0,0,3,0,425,428,10743,429,0.0,0.0,0.0,0.00027925160569673273
SAA,Swimming,0,0,1,0,1027,1169,21573,1060,0.0,0.0,0.0,4.6354239095165254e-05
SAA,Wrestling,0,0,3,0,504,431,6075,433,0.0,0.0,0.0,0.0004938271604938272
SAM,Archery,0,0,2,0,108,145,2209,130,0.0,0.0,0.0,0.0009053870529651426
SAM,Athletics,0,0,14,0,1373,1422,36743,1404,0.0,0.0,0.0,0.00038102495713469235
SAM,Boxing,0,0,20,0,467,265,5340,264,0.0,0.0,0.0,0.003745318352059925
SAM,Canoe Sprint,0,0,8,0,22,22,346,22,0.0,0.0,0.0,0.023121387283236993
SAM,Canoeing,0,0,6,0,389,388,5006,388,0.0,0.0,0.0,0.0011985617259288853
SAM,Cycling,0,0,1,0,414,424,9596,425,0.0,0.0,0.0,0.00010421008753647353
SAM,Judo,0,0,4,0,325,162,3668,162,0.0,0.0,0.0,0.0010905125408942203
SAM,Sailing,0,0,1,0,382,465,5659,430,0.0,0.0,0.0,0.00017670966601873123
SAM,Swimming,0,0,2,0,1027,1169,21573,1060,0.0,0.0,0.0,9.270847819033051e-05
SAM,Taekwondo,0,0,2,0,80,48,560,48,0.0,0.0,0.0,0.0035714285714285713
SAM,Weightlifting,0,0,13,0,230,231,3446,227,0.0,0.0,0.0,0.0037724898432965758
SAM,Wrestling,0,0,3,0,504,431,6075,433,0.0,0.0,0.0,0.0004938271604938272
SCG,Athletics,0,0,46,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0012519391448711319
SCG,Basketball,0,0,24,12,380,389,3672,383,0.0,0.031331592689295036,0.0,0.006535947712418301
SCG,Boxing,0,0,1,0,467,265,5340,264,0.0,0.0,0.0,0.00018726591760299626
SCG,Canoeing,0,0,11,0,389,388,5006,388,0.0,0.0,0.0,0.0021973631642029563
SCG,Cycling,0,0,1,0,414,424,9596,425,0.0,0.0,0.0,0.00010421008753647353
SCG,Diving,0,0,2,0,155,154,2558,154,0.0,0.0,0.0,0.0007818608287724785
SCG,Fencing,0,0,2,0,596,624,9321,613,0.0,0.0,0.0,0.000214569252226156
SCG,Football,0,0,17,0,587,559,5650,557,0.0,0.0,0.0,0.003008849557522124
SCG,Handball,0,0,15,0,384,381,2880,388,0.0,0.0,0.0,0.005208333333333333
SCG,Judo,0,0,4,0,325,162,3668,162,0.0,0.0,0.0,0.0010905125408942203
SCG,Rowing,0,0,12,0,1038,1026,8032,1025,0.0,0.0,0.0,0.00149402390438247
SCG,Shooting,1,1,28,2,425,428,10743,429,0.002336448598130841,0.004662004662004662,0.002352941176470588,0.0026063483198361724
SCG,Swimming,0,0,28,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0012979186946646272
SCG,Table Tennis,0,0,13,0,70,64,2020,64,0.0,0.0,0.0,0.006435643564356435
SCG,Tennis,0,0,3,0,136,114,2788,114,0.0,0.0,0.0,0.0010760401721664275
SCG,Volleyball,12,11,12,0,349,346,2651,346,0.031791907514450865,0.0,0.034383954154727794,0.004526593738211996
SCG,Water Polo,13,0,13,12,386,376,2997,373,0.0,0.032171581769437,0.03367875647668394,0.004337671004337671
SCG,Weightlifting,0,0,1,0,230,231,3446,227,0.0,0.0,0.0,0.0002901915264074289
SCG,Wrestling,0,0,3,0,504,431,6075,433,0.0,0.0,0.0,0.0004938271604938272
SEN,Athletics,0,0,162,1,1373,1422,36743,1404,0.0,0.0007122507122507123,0.0,0.004409003075415726
SEN,Basketball,0,0,60,0,380,389,3672,383,0.0,0.0,0.0,0.016339869281045753
SEN,Boxing,0,0,6,0,467,265,5340,264,0.0,0.0,0.0,0.0011235955056179776
SEN,Canoe Slalom,0,0,1,0,4,4,79,4,0.0,0.0,0.0,0.012658227848101266
SEN,Canoeing,0,0,6,0,389,388,5006,388,0.0,0.0,0.0,0.0011985617259288853
SEN,Fencing,0,0,7,0,596,624,9321,613,0.0,0.0,0.0,0.000750992382791546
SEN,Football,0,0,17,0,587,559,5650,557,0.0,0.0,0.0,0.003008849557522124
SEN,Judo,0,0,48,0,325,162,3668,162,0.0,0.0,0.0,0.013086150490730643
SEN,Sailing,0,0,1,0,382,465,5659,430,0.0,0.0,0.0,0.00017670966601873123
SEN,Shooting,0,0,3,0,425,428,10743,429,0.0,0.0,0.0,0.00027925160569673273
SEN,Swimming,0,0,26,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0012052102164742966
SEN,Table Tennis,0,0,2,0,70,64,2020,64,0.0,0.0,0.0,0.0009900990099009901
SEN,Taekwondo,0,0,3,0,80,48,560,48,0.0,0.0,0.0,0.005357142857142857
SEN,Wrestling,0,0,41,0,504,431,6075,433,0.0,0.0,0.0,0.006748971193415638
SEY,Athletics,0,0,48,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0013063712816046595
SEY,Badminton,0,0,2,0,68,62,1446,62,0.0,0.0,0.0,0.0013831258644536654
SEY,Boxing,0,0,14,0,467,265,5340,264,0.0,0.0,0.0,0.0026217228464419477
SEY,Canoeing,0,0,4,0,389,388,5006,388,0.0,0.0,0.0,0.0007990411506192569
SEY,Judo,0,0,5,0,325,162,3668,162,0.0,0.0,0.0,0.0013631406761177754
SEY,Sailing,0,0,12,0,382,465,5659,430,0.0,0.0,0.0,0.002120515992224775
SEY,Swimming,0,0,27,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0012515644555694619
SEY,Weightlifting,0,0,5,0,230,231,3446,227,0.0,0.0,0.0,0.0014509576320371445
SGP,Artistic Gymnastics,0,0,2,0,21,20,1000,20,0.0,0.0,0.0,0.002
SGP,Athletics,0,0,29,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0007892659826361484
SGP,Badminton,0,0,23,0,68,62,1446,62,0.0,0.0,0.0,0.01590594744121715
SGP,Basketball,0,0,10,0,380,389,3672,383,0.0,0.0,0.0,0.0027233115468409588
SGP,Boxing,0,0,1,0,467,265,5340,264,0.0,0.0,0.0,0.00018726591760299626
SGP,Canoeing,0,0,2,0,389,388,5006,388,0.0,0.0,0.0,0.00039952057530962844
SGP,Diving,0,0,2,0,155,154,2558,154,0.0,0.0,0.0,0.0007818608287724785
SGP,Equestrian,0,0,1,0,14,15,377,14,0.0,0.0,0.0,0.002652519893899204
SGP,Fencing,0,0,6,0,596,624,9321,613,0.0,0.0,0.0,0.000643707756678468
SGP,Gymnastics,0,0,4,0,719,791,24451,746,0.0,0.0,0.0,0.0001635924911046583
SGP,Hockey,0,0,17,0,548,554,4213,534,0.0,0.0,0.0,0.004035129361500119
SGP,Judo,0,0,2,0,325,162,3668,162,0.0,0.0,0.0,0.0005452562704471102
SGP,Marathon Swimming,0,0,1,0,2,2,45,2,0.0,0.0,0.0,0.022222222222222223
SGP,Rowing,0,0,2,0,1038,1026,8032,1025,0.0,0.0,0.0,0.000249003984063745
SGP,Sailing,0,0,43,0,382,465,5659,430,0.0,0.0,0.0,0.007598515638805443
SGP,Shooting,0,0,17,0,425,428,10743,429,0.0,0.0,0.0,0.0015824257656148189
SGP,Swimming,0,1,149,0,1027,1169,21573,1060,0.000855431993156544,0.0,0.0,0.006906781625179622
SGP,Table Tennis,4,0,39,3,70,64,2020,64,0.0,0.046875,0.05714285714285714,0.019306930693069307
SGP,Water Polo,0,0,10,0,386,376,2997,373,0.0,0.0,0.0,0.00333667000333667
SGP,Weightlifting,0,0,10,1,230,231,3446,227,0.0,0.004405286343612335,0.0,0.002901915264074289
SKN,Athletics,0,0,44,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0011975070081376045
SLE,Athletics,0,0,100,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0027216068366763737
SLE,Boxing,0,0,9,0,467,265,5340,264,0.0,0.0,0.0,0.0016853932584269663
SLE,Cycling,0,0,1,0,414,424,9596,425,0.0,0.0,0.0,0.00010421008753647353
SLE,Judo,0,0,1,0,325,162,3668,162,0.0,0.0,0.0,0.0002726281352235551
SLE,Swimming,0,0,5,0,1027,1169,21573,1060,0.0,0.0,0.0,0.00023177119547582625
SLE,Weightlifting,0,0,2,0,230,231,3446,227,0.0,0.0,0.0,0.0005803830528148578
SLO,Archery,0,0,10,0,108,145,2209,130,0.0,0.0,0.0,0.004526935264825713
SLO,Athletics,1,1,101,2,1373,1422,36743,1404,0.0007032348804500703,0.0014245014245014246,0.0007283321194464676,0.0027488229050431374
SLO,Badminton,0,0,3,0,68,62,1446,62,0.0,0.0,0.0,0.002074688796680498
SLO,Basketball,0,0,12,0,380,389,3672,383,0.0,0.0,0.0,0.0032679738562091504
SLO,Canoe Slalom,0,1,3,0,4,4,79,4,0.25,0.0,0.0,0.0379746835443038
SLO,Canoe Sprint,0,0,4,0,22,22,346,22,0.0,0.0,0.0,0.011560693641618497
SLO,Canoeing,0,0,34,2,389,388,5006,388,0.0,0.005154639175257732,0.0,0.0067918497802636835
SLO,Cycling,0,0,36,0,414,424,9596,425,0.0,0.0,0.0,0.003751563151313047
SLO,Cycling Mountain Bike,0,0,1,0,2,2,70,2,0.0,0.0,0.0,0.014285714285714285
SLO,Cycling Road,1,1,4,0,4,4,247,4,0.25,0.0,0.25,0.016194331983805668
SLO,Golf,0,0,1,0,18,17,315,17,0.0,0.0,0.0,0.0031746031746031746
SLO,Gymnastics,0,0,24,0,719,791,24451,746,0.0,0.0,0.0,0.0009815549466279498
SLO,Handball,0,0,47,0,384,381,2880,388,0.0,0.0,0.0,0.016319444444444445
SLO,Judo,3,2,24,1,325,162,3668,162,0.012345679012345678,0.006172839506172839,0.009230769230769232,0.006543075245365322
SLO,Marathon Swimming,0,0,1,0,2,2,45,2,0.0,0.0,0.0,0.022222222222222223
SLO,Rhythmic Gymnastics,0,0,1,0,50,50,604,50,0.0,0.0,0.0,0.0016556291390728477
SLO,Rowing,8,2,30,2,1038,1026,8032,1025,0.001949317738791423,0.001951219512195122,0.007707129094412331,0.0037350597609561755
SLO,Sailing,1,0,33,2,382,465,5659,430,0.0,0.004651162790697674,0.002617801047120419,0.005831418978618131
SLO,Shooting,2,1,24,0,425,428,10743,429,0.002336448598130841,0.0,0.004705882352941176,0.002234012845573862
SLO,Sport Climbing,0,1,1,0,2,2,34,2,0.5,0.0,0.0,0.029411764705882353
SLO,Swimming,0,0,106,1,1027,1169,21573,1060,0.0,0.0009433962264150943,0.0,0.004913549344087517
SLO,Table Tennis,0,0,9,0,70,64,2020,64,0.0,0.0,0.0,0.004455445544554455
SLO,Taekwondo,0,0,5,0,80,48,560,48,0.0,0.0,0.0,0.008928571428571428
SLO,Tennis,0,0,20,0,136,114,2788,114,0.0,0.0,0.0,0.007173601147776184
SLO,Triathlon,0,0,2,0,17,17,660,17,0.0,0.0,0.0,0.0030303030303030303
SMR,Archery,0,0,3,0,108,145,2209,130,0.0,0.0,0.0,0.001358080579447714
SMR,Athletics,0,0,20,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0005443213673352748
SMR,Cycling,0,0,16,0,414,424,9596,425,0.0,0.0,0.0,0.0016673614005835765
SMR,Gymnastics,0,0,7,0,719,791,24451,746,0.0,0.0,0.0,0.000286286859433152
SMR,Judo,0,0,10,0,325,162,3668,162,0.0,0.0,0.0,0.0027262813522355507
SMR,Sailing,0,0,3,0,382,465,5659,430,0.0,0.0,0.0,0.0005301289980561937
SMR,Shooting,1,0,56,2,425,428,10743,429,0.0,0.004662004662004662,0.002352941176470588,0.005212696639672345
SMR,Swimming,0,0,28,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0012979186946646272
SMR,Tennis,0,0,2,0,136,114,2788,114,0.0,0.0,0.0,0.0007173601147776184
SMR,Weightlifting,0,0,2,0,230,231,3446,227,0.0,0.0,0.0,0.0005803830528148578
SMR,Wrestling,1,0,1,0,504,431,6075,433,0.0,0.0,0.001984126984126984,0.0001646090534979424
SOL,Archery,0,0,1,0,108,145,2209,130,0.0,0.0,0.0,0.0004526935264825713
SOL,Athletics,0,0,18,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0004898892306017473
SOL,Boxing,0,0,1,0,467,265,5340,264,0.0,0.0,0.0,0.00018726591760299626
SOL,Judo,0,0,1,0,325,162,3668,162,0.0,0.0,0.0,0.0002726281352235551
SOL,Swimming,0,0,1,0,1027,1169,21573,1060,0.0,0.0,0.0,4.6354239095165254e-05
SOL,Weightlifting,0,0,8,0,230,231,3446,227,0.0,0.0,0.0,0.0023215322112594312
SOM,Athletics,0,0,33,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0008981302561032033
SOM,Boxing,0,0,1,0,467,265,5340,264,0.0,0.0,0.0,0.00018726591760299626
SRB,3x3 Basketball,4,0,0,0,8,8,40,8,0.0,0.0,0.5,0.0
SRB,Athletics,1,0,43,0,1373,1422,36743,1404,0.0,0.0,0.0007283321194464676,0.0011702909397708406
SRB,Basketball,12,0,12,12,380,389,3672,383,0.0,0.031331592689295036,0.031578947368421054,0.0032679738562091504
SRB,Boxing,0,0,2,0,467,265,5340,264,0.0,0.0,0.0,0.0003745318352059925
SRB,Canoe Sprint,0,0,5,0,22,22,346,22,0.0,0.0,0.0,0.014450867052023121
SRB,Canoeing,0,0,29,2,389,388,5006,388,0.0,0.005154639175257732,0.0,0.005793048341989612
SRB,Cycling,0,0,6,0,414,424,9596,425,0.0,0.0,0.0,0.0006252605252188412
SRB,Football,0,0,15,0,587,559,5650,557,0.0,0.0,0.0,0.002654867256637168
SRB,Handball,0,0,15,0,384,381,2880,388,0.0,0.0,0.0,0.005208333333333333
SRB,Judo,0,0,7,0,325,162,3668,162,0.0,0.0,0.0,0.0019083969465648854
SRB,Karate,0,1,0,0,16,8,49,8,0.125,0.0,0.0,0.0
