NOC,Sport,Gold_Medals,Silver_Medals,Bronze_Medals,No_Medals,Total_Medals,Country_Event_Participation,Event_Total_Participation,Parti_to_Gold,Parti_to_Silver,Parti_to_Bronze,Parti_to_Medal,Participate_Rate,Weight,Score,Rank
SLO,Triathlon,0,0,0,2,0,2,822,0,0,0,0,0.00243309,0,0.003112268,25
SLO,indoor.1,0,0,0,13,0,13,4003,0,0,0,0,0.003247564,0,0.010226573,21
SMR,Archery,0,0,0,4,0,4,2846,0,0,0,0,0.001405481,0,0.015751664,7
SMR,Athletics,0,0,0,21,0,21,43294,0,0,0,0,0.000485056,0,0.027835653,4
SMR,Cycling,0,0,0,16,0,16,10859,0,0,0,0,0.001473432,0,0.026103317,6
SMR,Gymnastics,0,0,0,7,0,7,26707,0,0,0,0,0.000262104,0,0.007423784,8
SMR,Judo,0,0,0,10,0,10,4876,0,0,0,0,0.002050861,0,0.026654356,5
SMR,Sailing,0,0,0,3,0,3,7266,0,0,0,0,0.000412882,0,0.002548243,11
SMR,Shooting,0,2,1,57,3,60,12580,0,0.033333333,0.016666667,0.05,0.004769475,22211,0.600603795,1
SMR,Swimming,0,0,0,29,0,29,26416,0,0,0,0,0.00109782,0,0.040402881,3
SMR,Tennis,0,0,0,2,0,2,3446,0,0,0,0,0.000580383,0,0.004353586,9
SMR,Weightlifting,0,0,0,2,0,2,4256,0,0,0,0,0.000469925,0,0.002846734,10
SMR,Wrestling,0,0,1,2,1,3,7734,0,0,0.333333333,0.333333333,0.000387898,11,0.473364138,2
SOL,Archery,0,0,0,1,0,1,2846,0,0,0,0,0.00035137,0,0.098754369,3
SOL,Athletics,0,0,0,19,0,19,43294,0,0,0,0,0.00043886,0,0.585004085,2
SOL,Boxing,0,0,0,1,0,1,6584,0,0,0,0,0.000151883,0,0.02802981,6
SOL,Judo,0,0,0,1,0,1,4876,0,0,0,0,0.000205086,0,0.04727907,4
SOL,Swimming,0,0,0,2,0,2,26416,0,0,0,0,7.57E-05,0,0.040788402,5
SOL,Weightlifting,0,0,0,8,0,8,4256,0,0,0,0,0.001879699,0,0.616629866,1
SOM,Athletics,0,0,0,34,0,34,43294,0,0,0,0,0.000785328,0,1,1
SOM,Boxing,0,0,0,1,0,1,6584,0,0,0,0,0.000151883,0,0,2
SRB,3x3 Basketball,0,0,4,4,4,8,128,0,0,0.5,0.5,0.0625,44,0.229198023,6
SRB,Athletics,0,0,1,49,1,50,43294,0,0,0.02,0.02,0.001154894,11,0.031414642,13
SRB,Basketball,0,12,24,24,36,60,5111,0,0.2,0.4,0.6,0.011739386,1212122424,0.411530242,2
SRB,Boxing,0,0,0,5,0,5,6584,0,0,0,0,0.000759417,0,0.002355129,21
SRB,Canoe Sprint,0,0,0,18,0,18,756,0,0,0,0,0.023809524,0,0.049609895,10
SRB,Canoeing,0,2,0,29,2,31,6171,0,0.064516129,0,0.064516129,0.005023497,22200,0.094047,7
SRB,Cycling,0,0,0,6,0,6,10859,0,0,0,0,0.000552537,0,0.002887525,20
SRB,Cycling Road,0,0,0,2,0,2,493,0,0,0,0,0.004056795,0,0.007645891,19
SRB,Football,0,0,0,15,0,15,7906,0,0,0,0,0.001897293,0,0.008558761,18
SRB,Handball,0,0,0,15,0,15,4419,0,0,0,0,0.003394433,0,0.010130027,16
SRB,Judo,0,0,0,19,0,19,4876,0,0,0,0,0.003896637,0,0.012597785,14
SRB,Karate,1,0,0,0,1,1,81,1,0,0,1,0.012345679,1111100000,0.337769336,3
SRB,Rowing,0,0,0,19,0,19,11625,0,0,0,0,0.001634409,0,0.010585268,15
SRB,Shooting,2,2,2,64,6,70,12580,0.028571429,0.028571429,0.028571429,0.085714286,0.005564388,2222222222,0.090229207,8
SRB,Swimming,0,1,0,54,1,55,26416,0,0.018181818,0,0.018181818,0.002082071,11100,0.045599249,11
SRB,Table Tennis,0,0,0,10,0,10,2480,0,0,0,0,0.004032258,0,0.009160008,17
SRB,Taekwondo,2,2,1,5,5,10,870,0.2,0.2,0.1,0.5,0.011494253,2222222211,0.253496778,5
SRB,Tennis,1,0,1,32,2,34,3446,0.029411765,0,0.029411765,0.058823529,0.009866512,1111100011,0.04031108,12
SRB,indoor.1,0,12,12,73,24,97,4003,0,0.12371134,0.12371134,0.24742268,0.024231826,1212121212,0.323992146,4
SRB,Water Polo,39,0,26,0,65,65,4418,0.6,0,0.4,1,0.01471254,3.94E+16,0.650970661,1
SRB,Wrestling,1,0,1,13,2,15,7734,0.066666667,0,0.066666667,0.133333333,0.001939488,1111100011,0.051037103,9
SRI,Artistic Gymnastics,0,0,0,5,0,5,2297,0,0,0,0,0.002176752,0,0.021580161,6
SRI,Athletics,0,2,0,70,2,72,43294,0,0.027777778,0,0.027777778,0.001663048,22200,0.978645155,1
SRI,Badminton,0,0,0,7,0,7,1816,0,0,0,0,0.003854626,0,0.037657723,4
SRI,Boxing,0,0,0,14,0,14,6584,0,0,0,0,0.002126367,0,0.030567279,5
SRI,Cycling,0,0,0,1,0,1,10859,0,0,0,0,9.21E-05,0,0,13
SRI,Diving,0,0,0,2,0,2,3193,0,0,0,0,0.00062637,0,0.00559962,10
SRI,Equestrian,0,0,0,1,0,1,835,0,0,0,0,0.001197605,0,0.010884863,7
SRI,Judo,0,0,0,2,0,2,4876,0,0,0,0,0.000410172,0,0.003653403,11
SRI,Sailing,0,0,0,4,0,4,7266,0,0,0,0,0.000550509,0,0.007136211,9
SRI,Shooting,0,0,0,23,0,23,12580,0,0,0,0,0.001828299,0,0.042524802,3
SRI,Swimming,0,0,0,29,0,29,26416,0,0,0,0,0.00109782,0,0.050361062,2
SRI,Weightlifting,0,0,0,4,0,4,4256,0,0,0,0,0.00093985,0,0.010004775,8
SRI,Wrestling,0,0,0,1,0,1,7734,0,0,0,0,0.000129299,0,0.000370032,12
SSD,Athletics,0,0,0,7,0,7,43294,0,0,0,0,0.000161685,0,0,2
SSD,Basketball,0,0,0,12,0,12,5111,0,0,0,0,0.002347877,0,1,1
STP,Athletics,0,0,0,14,0,14,43294,0,0,0,0,0.00032337,0,0.270187583,2
STP,Canoe Sprint,0,0,0,5,0,5,756,0,0,0,0,0.006613757,0,0.800194878,1
STP,Canoeing,0,0,0,3,0,3,6171,0,0,0,0,0.000486145,0,0.066029289,3
STP,Judo,0,0,0,1,0,1,4876,0,0,0,0,0.000205086,0,0,4
SUD,Athletics,0,1,0,54,1,55,43294,0,0.018181818,0,0.018181818,0.001270384,11100,0.970737606,1
SUD,Boxing,0,0,0,20,0,20,6584,0,0,0,0,0.003037667,0,0.059775649,2
SUD,Football,0,0,0,14,0,14,7906,0,0,0,0,0.001770807,0,0.037411832,3
SUD,Judo,0,0,0,4,0,4,4876,0,0,0,0,0.000820345,0,0.012596248,6
SUD,Rowing,0,0,0,2,0,2,11625,0,0,0,0,0.000172043,0,0.002112687,9
SUD,Shooting,0,0,0,6,0,6,12580,0,0,0,0,0.000476948,0,0.011668459,7
SUD,Swimming,0,0,0,10,0,10,26416,0,0,0,0,0.000378558,0,0.019044434,4
SUD,Table Tennis,0,0,0,1,0,1,2480,0,0,0,0,0.000403226,0,0.003924534,8
SUD,Weightlifting,0,0,0,4,0,4,4256,0,0,0,0,0.00093985,0,0.01435207,5
SUI,Aeronautics,1,0,0,0,1,1,1,1,0,0,1,1,1111100000,0.473498766,1
SUI,Alpinism,2,0,0,0,2,2,4,1,0,0,1,0.5,2222200000,0.435040145,2
SUI,Archery,0,0,0,16,0,16,2846,0,0,0,0,0.005621926,0,0.003907459,44
SUI,Art Competitions,3,5,1,149,9,158,3578,0.018987342,0.03164557,0.006329114,0.056962025,0.044158748,3333355511,0.077262265,20
SUI,Artistic Gymnastics,0,0,0,86,0,86,2297,0,0,0,0,0.037440139,0,0.023630054,28
SUI,Athletics,0,6,2,493,8,501,43294,0,0.011976048,0.003992016,0.015968064,0.011572042,66622,0.117772814,14
SUI,Badminton,0,0,0,15,0,15,1816,0,0,0,0,0.008259912,0,0.004262476,43
SUI,Basketball,0,0,0,36,0,36,5111,0,0,0,0,0.007043631,0,0.008403023,35
SUI,Beach Volleyball,0,0,6,28,6,34,756,0,0,0.176470588,0.176470588,0.044973545,66,0.134728768,13
SUI,Boxing,0,0,0,38,0,38,6584,0,0,0,0,0.005771567,0,0.008733389,33
SUI,Canoe Slalom,0,0,0,9,0,9,256,0,0,0,0,0.03515625,0,0.012814721,31
SUI,Canoeing,0,4,0,78,4,82,6171,0,0.048780488,0,0.048780488,0.01328796,44400,0.055792554,25
SUI,Cycling,5,15,6,264,26,290,10859,0.017241379,0.051724138,0.020689655,0.089655172,0.026705958,5.56E+12,0.166954007,11
SUI,Cycling BMX Freestyle,0,0,1,1,1,2,42,0,0,0.5,0.5,0.047619048,11,0.293465496,6
SUI,Cycling BMX Racing,0,0,1,8,1,9,115,0,0,0.111111111,0.111111111,0.07826087,11,0.085048513,18
SUI,Cycling Mountain Bike,1,2,1,6,4,10,144,0.1,0.2,0.1,0.4,0.069444444,1111122211,0.1999994,10
SUI,Cycling Road,0,1,0,15,1,16,493,0,0.0625,0,0.0625,0.032454361,11100,0.056789246,23
SUI,Cycling Track,0,0,0,16,0,16,878,0,0,0,0,0.018223235,0,0.007326265,36
SUI,Diving,0,0,0,23,0,23,3193,0,0,0,0,0.007203257,0,0.005615579,39
SUI,Equestrian,0,1,0,33,1,34,835,0,0.029411765,0,0.029411765,0.040718563,11100,0.032009518,27
SUI,Equestrianism,5,30,15,226,50,276,6344,0.018115942,0.108695652,0.054347826,0.18115942,0.043505675,5.56E+14,0.283884207,7
SUI,Fencing,1,10,12,224,23,247,11558,0.004048583,0.04048583,0.048582996,0.093117409,0.021370479,1.11E+14,0.154004849,12
SUI,Figure Skating,0,0,0,1,0,1,54,0,0,0,0,0.018518519,0,0.006563145,38
SUI,Football,0,15,0,28,15,43,7906,0,0.348837209,0,0.348837209,0.005438907,15151500,0.272984171,8
SUI,Golf,0,0,0,7,0,7,487,0,0,0,0,0.014373717,0,0.005220858,40
SUI,Gymnastics,23,40,21,779,84,863,26707,0.026651217,0.046349942,0.02433372,0.097334878,0.032313626,2.32E+19,0.415982745,3
SUI,Handball,0,0,17,42,17,59,4419,0,0,0.288135593,0.288135593,0.013351437,1717,0.231061061,9
SUI,Hockey,0,0,0,72,0,72,6264,0,0,0,0,0.011494253,0,0.01675585,29
SUI,Ice Hockey,0,0,0,8,0,8,60,0,0,0,0,0.133333333,0,0.047820497,26
SUI,Judo,1,1,2,35,4,39,4876,0.025641026,0.025641026,0.051282051,0.102564103,0.007998359,1111111122,0.0564161,24
SUI,Karate,0,0,0,1,0,1,81,0,0,0,0,0.012345679,0,0.00428202,42
SUI,Modern Pentathlon,0,0,0,45,0,45,1821,0,0,0,0,0.024711697,0,0.01343662,30
SUI,Rhythmic Gymnastics,0,0,0,2,0,2,848,0,0,0,0,0.002358491,0,0.00062222,45
SUI,Rowing,24,27,26,202,77,279,11625,0.086021505,0.096774194,0.093189964,0.275985663,0.024,2.42E+19,0.409677756,4
SUI,Sailing,3,6,3,161,12,173,7266,0.01734104,0.034682081,0.01734104,0.069364162,0.023809524,3333366633,0.089188998,17
SUI,Shooting,24,9,24,249,57,306,12580,0.078431373,0.029411765,0.078431373,0.18627451,0.024324324,2.42E+16,0.353450788,5
SUI,Sport Climbing,0,0,0,2,0,2,108,0,0,0,0,0.018518519,0,0.006567497,37
SUI,Swimming,0,0,4,290,4,294,26416,0,0,0.013605442,0.013605442,0.011129618,44,0.074477114,21
SUI,Synchronized Swimming,0,0,0,25,0,25,909,0,0,0,0,0.02750275,0,0.011315271,32
SUI,Table Tennis,0,0,0,2,0,2,2480,0,0,0,0,0.000806452,0,0.000232202,46
SUI,Taekwondo,0,0,0,1,0,1,870,0,0,0,0,0.001149425,0,0.000127606,47
SUI,Tennis,4,5,0,53,9,62,3446,0.064516129,0.080645161,0,0.14516129,0.017991875,4444455500,0.10652248,16
SUI,Trampolining,0,0,0,2,0,2,152,0,0,0,0,0.013157895,0,0.004588581,41
SUI,Triathlon,2,2,2,33,6,39,822,0.051282051,0.051282051,0.051282051,0.153846154,0.047445255,2222222222,0.082918086,19
SUI,Water Polo,0,0,0,36,0,36,4418,0,0,0,0,0.008148483,0,0.008524531,34
SUI,Weightlifting,0,2,2,36,4,40,4256,0,0.05,0.05,0.1,0.009398496,22222,0.064978108,22
SUI,Wrestling,4,4,7,100,15,115,7734,0.034782609,0.034782609,0.060869565,0.130434783,0.014869408,4444444477,0.114987629,15
SUR,Athletics,0,0,0,30,0,30,43294,0,0,0,0,0.000692937,0,0.056288018,2
SUR,Badminton,0,0,0,5,0,5,1816,0,0,0,0,0.002753304,0,0.031878871,4
SUR,Cycling,0,0,0,3,0,3,10859,0,0,0,0,0.000276269,0,0,6
SUR,Cycling Track,0,0,0,4,0,4,878,0,0,0,0,0.004555809,0,0.053417636,3
SUR,Judo,0,0,0,5,0,5,4876,0,0,0,0,0.001025431,0,0.010680518,5
SUR,Swimming,1,0,1,31,2,33,26416,0.03030303,0,0.03030303,0.060606061,0.001249243,1111100011,0.958259079,1
SVK,Archery,0,0,0,4,0,4,2846,0,0,0,0,0.001405481,0,0.002484843,26
SVK,Artistic Gymnastics,0,0,0,5,0,5,2297,0,0,0,0,0.002176752,0,0.003950735,24
SVK,Athletics,1,0,0,111,1,112,43294,0.008928571,0,0,0.008928571,0.002586964,1111100000,0.078524896,6
SVK,Badminton,0,0,0,3,0,3,1816,0,0,0,0,0.001651982,0,0.002534133,25
SVK,Basketball,0,0,0,12,0,12,5111,0,0,0,0,0.002347877,0,0.007158945,20
SVK,Boxing,0,0,0,4,0,4,6584,0,0,0,0,0.000607533,0,0.001736808,28
SVK,Canoe Slalom,0,1,1,10,2,12,256,0,0.083333333,0.083333333,0.166666667,0.046875,11111,0.115113797,5
SVK,Canoe Sprint,0,0,4,3,4,7,756,0,0,0.571428571,0.571428571,0.009259259,44,0.31766082,3
SVK,Canoeing,12,12,8,74,32,106,6171,0.113207547,0.113207547,0.075471698,0.301886792,0.017177119,1.21E+17,0.634867547,1
SVK,Cycling,0,0,0,45,0,45,10859,0,0,0,0,0.004144028,0,0.025372243,11
SVK,Cycling Road,0,0,0,6,0,6,493,0,0,0,0,0.012170385,0,0.021564186,12
SVK,Football,0,0,0,18,0,18,7906,0,0,0,0,0.002276752,0,0.010173483,16
SVK,Golf,0,1,0,0,1,1,487,0,1,0,1,0.002053388,11100,0.326657814,2
SVK,Gymnastics,0,0,0,28,0,28,26707,0,0,0,0,0.001048414,0,0.015195734,13
SVK,Judo,0,1,0,7,1,8,4876,0,0.125,0,0.125,0.001640689,11100,0.059700421,8
SVK,Rowing,0,0,0,5,0,5,11625,0,0,0,0,0.000430108,0,0.002272574,27
SVK,Sailing,0,0,0,8,0,8,7266,0,0,0,0,0.001101018,0,0.004159998,23
SVK,Shooting,1,2,3,57,6,63,12580,0.015873016,0.031746032,0.047619048,0.095238095,0.005007949,1111122233,0.152660128,4
SVK,Skateboarding,0,0,0,1,0,1,168,0,0,0,0,0.005952381,0,0.010164969,17
SVK,Swimming,0,2,0,44,2,46,26416,0,0.043478261,0,0.043478261,0.001741369,22200,0.064035292,7
SVK,Synchronized Swimming,0,0,0,6,0,6,909,0,0,0,0,0.00660066,0,0.011688267,14
SVK,Table Tennis,0,0,0,10,0,10,2480,0,0,0,0,0.004032258,0,0.008366122,18
SVK,Tennis,0,0,0,51,0,51,3446,0,0,0,0,0.014799768,0,0.037684849,10
SVK,Trampolining,0,0,0,1,0,1,152,0,0,0,0,0.006578947,0,0.011306247,15
SVK,Triathlon,0,0,0,3,0,3,822,0,0,0,0,0.003649635,0,0.006056111,22
SVK,Water Polo,0,0,0,13,0,13,4418,0,0,0,0,0.002942508,0,0.008213423,19
SVK,Weightlifting,0,0,0,10,0,10,4256,0,0,0,0,0.002349624,0,0.006208298,21
SVK,Wrestling,0,0,1,14,1,15,7734,0,0,0.066666667,0.066666667,0.001939488,11,0.055544826,9
SWE,Archery,0,2,0,67,2,69,2846,0,0.028985507,0,0.028985507,0.024244554,22200,0.035197608,31
SWE,Art Competitions,2,0,2,103,4,107,3578,0.018691589,0,0.018691589,0.037383178,0.029904975,2222200022,0.045604976,30
SWE,Artistic Gymnastics,0,0,0,8,0,8,2297,0,0,0,0,0.003482804,0,0.002539445,40
SWE,Athletics,35,36,61,919,132,1051,43294,0.033301618,0.034253092,0.058039962,0.125594672,0.024275881,3.54E+19,0.449172709,2
SWE,Badminton,0,0,0,36,0,36,1816,0,0,0,0,0.019823789,0,0.016633652,33
SWE,Basketball,0,0,0,12,0,12,5111,0,0,0,0,0.002347877,0,0.002943745,39
SWE,Beach Volleyball,2,0,0,6,2,8,756,0.25,0,0,0.25,0.010582011,2222200000,0.214076303,15
SWE,Boxing,0,5,6,70,11,81,6584,0,0.061728395,0.074074074,0.135802469,0.012302552,55566,0.093991059,24
SWE,Canoe Slalom,0,0,0,3,0,3,256,0,0,0,0,0.01171875,0,0.008076486,35
SWE,Canoe Sprint,0,0,0,8,0,8,756,0,0,0,0,0.010582011,0,0.007417455,36
SWE,Canoeing,23,23,11,172,57,229,6171,0.100436681,0.100436681,0.048034934,0.248908297,0.037109058,2.32E+19,0.247940507,13
SWE,Cycling,15,11,22,190,48,238,10859,0.06302521,0.046218487,0.092436975,0.201680672,0.021917304,1.52E+19,0.213376378,16
SWE,Cycling Mountain Bike,0,0,1,1,1,2,144,0,0,0.5,0.5,0.013888889,11,0.318709133,9
SWE,Cycling Road,0,0,0,2,0,2,493,0,0,0,0,0.004056795,0,0.002269844,41
SWE,Diving,6,8,7,134,21,155,3193,0.038709677,0.051612903,0.04516129,0.135483871,0.048543689,6666688877,0.114339222,21
SWE,Equestrian,4,1,0,40,5,45,835,0.088888889,0.022222222,0,0.111111111,0.053892216,4444411100,0.099290236,22
SWE,Equestrianism,37,24,24,306,85,391,6344,0.094629156,0.061381074,0.061381074,0.217391304,0.061633039,3.74E+19,0.332876214,8
SWE,Fencing,6,13,7,220,26,246,11558,0.024390244,0.052845528,0.028455285,0.105691057,0.021283959,6.67E+12,0.121717941,20
SWE,Figure Skating,3,2,1,2,6,8,54,0.375,0.25,0.125,0.75,0.148148148,3333322211,0.369944106,6
SWE,Football,12,40,30,181,82,263,7906,0.045627376,0.152091255,0.114068441,0.311787072,0.033265874,1.21E+19,0.316416519,10
SWE,Golf,0,1,0,11,1,12,487,0,0.083333333,0,0.083333333,0.024640657,11100,0.068534136,26
SWE,Gymnastics,95,7,1,386,103,489,26707,0.194274029,0.014314928,0.00204499,0.210633947,0.018309806,9.60E+14,0.467476903,1
SWE,Handball,0,61,0,168,61,229,4419,0,0.266375546,0,0.266375546,0.051821679,61616100,0.296078853,12
SWE,Ice Hockey,0,0,0,11,0,11,60,0,0,0,0,0.183333333,0,0.123407595,19
SWE,Judo,0,0,1,33,1,34,4876,0,0,0.029411765,0.029411765,0.006972929,11,0.02675484,32
SWE,"Marathon Swimming, Swimming",0,0,0,4,0,4,52,0,0,0,0,0.076923077,0,0.055129731,29
SWE,Modern Pentathlon,9,9,7,78,25,103,1821,0.087378641,0.087378641,0.067961165,0.242718447,0.056562328,9999999977,0.16406447,17
SWE,Rhythmic Gymnastics,0,0,0,1,0,1,848,0,0,0,0,0.001179245,0,6.05E-05,42
SWE,Rowing,0,10,0,140,10,150,11625,0,0.066666667,0,0.066666667,0.012903226,10101000,0.079621913,25
SWE,Sailing,33,50,37,223,120,343,7266,0.096209913,0.145772595,0.10787172,0.349854227,0.047206166,3.33E+19,0.422557148,3
SWE,Shooting,32,55,40,459,127,586,12580,0.054607509,0.093856655,0.068259386,0.216723549,0.046581876,3.23E+19,0.417018965,4
SWE,Skateboarding,0,0,0,2,0,2,168,0,0,0,0,0.011904762,0,0.008204357,34
SWE,Swimming,11,27,35,733,73,806,26416,0.013647643,0.033498759,0.043424318,0.09057072,0.030511811,1.11E+19,0.299757283,11
SWE,Synchronized Swimming,0,0,0,1,0,1,909,0,0,0,0,0.00110011,0,0,43
SWE,Table Tennis,1,5,1,73,7,80,2480,0.0125,0.0625,0.0125,0.0875,0.032258065,1111155511,0.067762518,27
SWE,Taekwondo,0,0,0,8,0,8,870,0,0,0,0,0.009195402,0,0.006404759,37
SWE,Tennis,0,6,8,116,14,130,3446,0,0.046153846,0.061538462,0.107692308,0.037724898,66688,0.094910742,23
SWE,Triathlon,0,1,0,4,1,5,822,0,0.2,0,0.2,0.006082725,11100,0.14712541,18
SWE,Tug-Of-War,11,0,8,8,19,27,170,0.407407407,0,0.296296296,0.703703704,0.158823529,1.11E+14,0.405819538,5
SWE,indoor.1,0,0,0,12,0,12,4003,0,0,0,0,0.002997752,0,0.003138857,38
SWE,Water Polo,0,7,17,47,24,71,4418,0,0.098591549,0.23943662,0.338028169,0.01607062,7771717,0.224195894,14
SWE,Weightlifting,0,0,4,61,4,65,4256,0,0,0.061538462,0.061538462,0.015272556,44,0.058450593,28
SWE,Wrestling,28,27,31,205,86,291,7734,0.096219931,0.092783505,0.10652921,0.295532646,0.037626067,2.83E+19,0.336680163,7
SWZ,Athletics,0,0,0,36,0,36,43294,0,0,0,0,0.000831524,0,0.936624965,1
SWZ,Boxing,0,0,0,9,0,9,6584,0,0,0,0,0.00136695,0,0.2629173,3
SWZ,Shooting,0,0,0,2,0,2,12580,0,0,0,0,0.000158983,0,0.028232431,6
SWZ,Swimming,0,0,0,20,0,20,26416,0,0,0,0,0.000757117,0,0.541754604,2
SWZ,Taekwondo,0,0,0,1,0,1,870,0,0,0,0,0.001149425,0,0.11156244,4
SWZ,Weightlifting,0,0,0,3,0,3,4256,0,0,0,0,0.000704887,0,0.086623181,5
SYR,Artistic Gymnastics,0,0,0,5,0,5,2297,0,0,0,0,0.002176752,0,0.0128809,11
SYR,Athletics,1,0,0,33,1,34,43294,0.029411765,0,0,0.029411765,0.000785328,1111100000,0.468499414,1
SYR,Boxing,0,0,1,18,1,19,6584,0,0,0.052631579,0.052631579,0.002885784,11,0.280869667,4
SYR,Cycling,0,0,0,1,0,1,10859,0,0,0,0,9.21E-05,0,0,15
SYR,Diving,0,0,0,2,0,2,3193,0,0,0,0,0.00062637,0,0.003320451,13
SYR,Equestrian,0,0,0,2,0,2,835,0,0,0,0,0.00239521,0,0.013220848,10
SYR,Equestrianism,0,0,0,1,0,1,6344,0,0,0,0,0.000157629,0,0.000379313,14
SYR,Football,0,0,0,15,0,15,7906,0,0,0,0,0.001897293,0,0.019818621,5
SYR,Judo,0,0,0,10,0,10,4876,0,0,0,0,0.002050861,0,0.015641738,7
SYR,Shooting,0,0,0,12,0,12,12580,0,0,0,0,0.000953895,0,0.014273083,8
SYR,Swimming,0,0,0,15,0,15,26416,0,0,0,0,0.000567838,0,0.017215913,6
SYR,Table Tennis,0,0,0,2,0,2,2480,0,0,0,0,0.000806452,0,0.004299032,12
SYR,Triathlon,0,0,0,2,0,2,822,0,0,0,0,0.00243309,0,0.013433608,9
SYR,Weightlifting,0,0,1,13,1,14,4256,0,0,0.071428571,0.071428571,0.003289474,11,0.31510399,3
SYR,Wrestling,0,1,0,37,1,38,7734,0,0.026315789,0,0.026315789,0.00491337,11100,0.468329156,2
TAN,Athletics,0,2,0,107,2,109,43294,0,0.018348624,0,0.018348624,0.00251767,22200,0.951606622,1
TAN,Boxing,0,0,0,36,0,36,6584,0,0,0,0,0.005467801,0,0.094034959,2
TAN,Hockey,0,0,0,16,0,16,6264,0,0,0,0,0.002554278,0,0.042508547,3
TAN,Judo,0,0,0,2,0,2,4876,0,0,0,0,0.000410172,0,0.001841017,5
TAN,Swimming,0,0,0,8,0,8,26416,0,0,0,0,0.000302847,0,0.009033692,4
TCH,Archery,0,0,0,4,0,4,2846,0,0,0,0,0.001405481,0,0.000730252,28
TCH,Art Competitions,0,1,2,84,3,87,3578,0,0.011494253,0.022988506,0.034482759,0.02431526,11122,0.041430307,18
TCH,Athletics,11,8,5,339,24,363,43294,0.03030303,0.022038567,0.013774105,0.066115702,0.008384534,1.11E+14,0.182745848,6
TCH,Badminton,0,0,0,2,0,2,1816,0,0,0,0,0.001101322,0,0.000210787,29
TCH,Basketball,0,0,0,123,0,123,5111,0,0,0,0,0.024065741,0,0.036628515,19
TCH,Boxing,3,1,2,45,6,51,6584,0.058823529,0.019607843,0.039215686,0.117647059,0.007746051,3333311122,0.111804669,10
TCH,Canoeing,10,7,1,151,18,169,6171,0.059171598,0.041420118,0.00591716,0.106508876,0.027386161,1.01E+14,0.174750272,8
TCH,Cycling,2,3,8,160,13,173,10859,0.011560694,0.01734104,0.046242775,0.075144509,0.015931485,2222233388,0.099942883,14
TCH,Diving,1,1,0,17,2,19,3193,0.052631579,0.052631579,0,0.105263158,0.005950517,1111111100,0.092617702,15
TCH,Equestrianism,1,0,0,56,1,57,6344,0.01754386,0,0,0.01754386,0.008984868,1111100000,0.035790814,20
TCH,Fencing,0,0,0,108,0,108,11558,0,0,0,0,0.009344177,0,0.024181803,22
TCH,Football,16,17,0,51,33,84,7906,0.19047619,0.202380952,0,0.392857143,0.010624842,1.62E+17,0.350562197,4
TCH,Gymnastics,19,42,17,979,78,1057,26707,0.017975402,0.039735099,0.016083254,0.073793756,0.039577639,1.92E+19,0.389320191,2
TCH,Handball,0,16,0,72,16,88,4419,0,0.181818182,0,0.181818182,0.019914008,16161600,0.138391139,9
TCH,Hockey,0,16,0,0,16,16,6264,0,1,0,1,0.002554278,16161600,0.382940264,3
TCH,Ice Hockey,0,0,8,0,8,8,60,0,0,1,1,0.133333333,88,0.437240311,1
TCH,Judo,0,0,1,16,1,17,4876,0,0,0.058823529,0.058823529,0.003486464,11,0.034940438,21
TCH,Modern Pentathlon,0,3,1,29,4,33,1821,0,0.090909091,0.03030303,0.121212121,0.018121911,33311,0.059452299,17
TCH,Rhythmic Gymnastics,0,0,0,4,0,4,848,0,0,0,0,0.004716981,0,0.00436353,26
TCH,Rowing,7,4,34,201,45,246,11625,0.028455285,0.016260163,0.138211382,0.182926829,0.02116129,7.78E+11,0.30826702,5
TCH,Sailing,0,0,0,12,0,12,7266,0,0,0,0,0.001651528,0,0.002406926,27
TCH,Shooting,4,3,2,184,9,193,12580,0.020725389,0.015544041,0.010362694,0.046632124,0.015341812,4444433322,0.084279522,16
TCH,Swimming,0,0,0,110,0,110,26416,0,0,0,0,0.004164143,0,0.022862712,23
TCH,Synchronized Swimming,0,0,0,1,0,1,909,0,0,0,0,0.00110011,0,0,30
TCH,Table Tennis,0,0,0,12,0,12,2480,0,0,0,0,0.00483871,0,0.005024471,25
TCH,Tennis,1,2,4,28,7,35,3446,0.028571429,0.057142857,0.114285714,0.2,0.010156703,1111122244,0.102051993,12
TCH,indoor.1,0,11,12,60,23,83,4003,0,0.13253012,0.144578313,0.277108434,0.020734449,1111111212,0.17861781,7
TCH,Water Polo,0,0,0,43,0,43,4418,0,0,0,0,0.009732911,0,0.013478838,24
TCH,Weightlifting,3,2,3,58,8,66,4256,0.045454545,0.03030303,0.045454545,0.121212121,0.015507519,3333322233,0.101777761,13
TCH,Wrestling,1,7,7,90,15,105,7734,0.00952381,0.066666667,0.066666667,0.142857143,0.013576416,1111177777,0.107228076,11
TGA,Archery,0,0,0,3,0,3,2846,0,0,0,0,0.001054111,0,0.018387429,6
TGA,Athletics,0,0,0,22,0,22,43294,0,0,0,0,0.000508154,0,0.065534822,2
TGA,Boxing,0,1,0,13,1,14,6584,0,0.071428571,0,0.071428571,0.002126367,11100,0.963268101,1
TGA,Judo,0,0,0,1,0,1,4876,0,0,0,0,0.000205086,0,0,7
TGA,Swimming,0,0,0,7,0,7,26416,0,0,0,0,0.000264991,0,0.019573763,5
TGA,Taekwondo,0,0,0,3,0,3,870,0,0,0,0,0.003448276,0,0.063068445,3
