Name,NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,Participation Count,Cutoff Year,TOPSIS Score,TOPSIS Rank
Annemiek Bekkering,NED,Sailing,1,0,1,0,1,2,2024,0.079870749,5334
Annette Duetz,NED,Sailing,1,1,1,0,2,3,2024,0.120070875,1267
Bart Lambriex,NED,Sailing,0,0,2,0,0,2,2024,0.001165157,11953
Kiran Badloe,NED,Sailing,0,1,0,0,1,1,2024,0.080611276,4224
Lobke Berkhout,NED,Sailing,1,0,1,1,2,3,2024,0.122834194,1105
Marit Bouwmeester,NED,Sailing,1,2,0,1,4,4,2024,0.219467073,189
Nicholas Heiner,NED,Sailing,0,0,1,0,0,1,2024,0,22629
van Luuc,NED,Sailing,1,0,0,0,1,1,2024,0.079861291,6185
van Odile,NED,Sailing,0,1,0,0,1,1,2024,0.080611276,4224
Keet Oldenbeuving,NED,Skateboarding,0,0,2,0,0,2,2024,0.001165157,11953
Roos Zwetsloot,NED,Skateboarding,0,0,2,0,0,2,2024,0.001165157,11953
Arjan Knipping,NED,Swimming,0,0,2,0,0,2,2024,0.001165157,11953
Arno Kamminga,NED,Swimming,0,0,3,2,2,5,2024,0.164816753,356
Caspar Corbeau,NED,Swimming,1,0,5,0,1,6,2024,0.080050158,4757
Femke Heemskerk,NED,Swimming,0,0,5,0,0,5,2024,0.004644761,7393
Ferry Weertman,NED,Swimming,0,1,0,0,1,1,2024,0.080611276,4224
Jesse Puts,NED,Swimming,0,0,2,0,0,2,2024,0.001165157,11953
Kenzo Simons,NED,Swimming,0,0,1,0,0,1,2024,0,22629
Kim Busch,NED,Swimming,0,0,3,0,0,3,2024,0.002327667,8721
Kira Toussaint,NED,Swimming,0,0,7,0,0,7,2024,0.006951319,7022
Marrit Steenbergen,NED,Swimming,0,0,10,0,0,10,2024,0.010391472,6816
Nyls Korstanje,NED,Swimming,0,0,6,0,0,6,2024,0.005799355,7170
Ranomi Kromowidjojo,NED,Swimming,0,3,11,1,4,15,2024,0.259831413,92
Renzo Tjon-a-joe,NED,Swimming,0,0,1,0,0,1,2024,0,22629
Sean Niewold,NED,Swimming,0,0,1,0,0,1,2024,0,22629
Silke Holkenborg,NED,Swimming,0,0,2,0,0,2,2024,0.001165157,11953
Stan Pijnenburg,NED,Swimming,0,0,4,0,0,4,2024,0.003487533,7794
Tes Schouten,NED,Swimming,1,0,4,0,1,5,2024,0.079984116,4793
Tessa Giele,NED,Swimming,0,0,4,0,0,4,2024,0.003487533,7794
de Imani,NED,Swimming,0,0,2,0,0,2,2024,0.001165157,11953
de Maaike,NED,Swimming,0,0,4,0,0,4,2024,0.003487533,7794
van Janna,NED,Swimming,0,0,2,0,0,2,2024,0.001165157,11953
van Sam,NED,Swimming,0,0,2,0,0,2,2024,0.001165157,11953
van Sharon,NED,Swimming,0,0,1,0,0,1,2024,0,22629
Britt Eerland,NED,Table Tennis,0,0,3,0,0,3,2024,0.002327667,8721
Arantxa Rus,NED,Tennis,0,0,2,0,0,2,2024,0.001165157,11953
Demi Schuurs,NED,Tennis,0,0,3,0,0,3,2024,0.002327667,8721
Jean-julien Rojer,NED,Tennis,0,0,2,0,0,2,2024,0.001165157,11953
Kiki Bertens,NED,Tennis,0,0,4,0,0,4,2024,0.003487533,7794
Robin Haase,NED,Tennis,0,0,6,0,0,6,2024,0.005799355,7170
Tallon Griekspoor,NED,Tennis,0,0,2,0,0,2,2024,0.001165157,11953
Wesley Koolhof,NED,Tennis,0,0,3,0,0,3,2024,0.002327667,8721
Maya Kingma,NED,Triathlon,0,0,3,0,0,3,2024,0.002327667,8721
Mitch Kolkman,NED,Triathlon,0,0,1,0,0,1,2024,0,22629
Rachel Klamer,NED,Triathlon,0,0,5,0,0,5,2024,0.004644761,7393
Richard Murray,NED,Triathlon,0,0,1,0,0,1,2024,0,22629
van Jorik,NED,Triathlon,0,0,1,0,0,1,2024,0,22629
van Marco,NED,Triathlon,0,0,1,0,0,1,2024,0,22629
Anne Buijs,NED,Volleyball,0,0,2,0,0,2,2024,0.001165157,11953
Britt Bongaerts,NED,Volleyball,0,0,1,0,0,1,2024,0,22629
Celeste Plak,NED,Volleyball,0,0,2,0,0,2,2024,0.001165157,11953
Eline Timmerman,NED,Volleyball,0,0,1,0,0,1,2024,0,22629
Elles Dambrink,NED,Volleyball,0,0,1,0,0,1,2024,0,22629
Florien Reesink,NED,Volleyball,0,0,1,0,0,1,2024,0,22629
Indy Baijens,NED,Volleyball,0,0,1,0,0,1,2024,0,22629
Jolien Knollema,NED,Volleyball,0,0,1,0,0,1,2024,0,22629
Juliet Lohuis,NED,Volleyball,0,0,1,0,0,1,2024,0,22629
Marrit Jasper,NED,Volleyball,0,0,1,0,0,1,2024,0,22629
Nika Daalderop,NED,Volleyball,0,0,1,0,0,1,2024,0,22629
Nova Marring,NED,Volleyball,0,0,1,0,0,1,2024,0,22629
van Sarah,NED,Volleyball,0,0,1,0,0,1,2024,0,22629
Bente Rogge,NED,Water Polo,1,0,0,0,1,1,2024,0.079861291,6185
Brigitte Sleeking,NED,Water Polo,1,0,1,0,1,2,2024,0.079870749,5334
Dagmar Genee,NED,Water Polo,0,0,1,0,0,1,2024,0,22629
Debby Willemsz,NED,Water Polo,0,0,1,0,0,1,2024,0,22629
Ilse Koolhaas,NED,Water Polo,0,0,1,0,0,1,2024,0,22629
Iris Wolves,NED,Water Polo,1,0,1,0,1,2,2024,0.079870749,5334
Joanne Koenders,NED,Water Polo,0,0,1,0,0,1,2024,0,22629
Kittylynn Joustra,NED,Water Polo,1,0,0,0,1,1,2024,0.079861291,6185
Laura Aarts,NED,Water Polo,1,0,0,0,1,1,2024,0.079861291,6185
Lieke Rogge,NED,Water Polo,1,0,0,0,1,1,2024,0.079861291,6185
Lola Moolhuijzen,NED,Water Polo,1,0,0,0,1,1,2024,0.079861291,6185
Lynn Joustra,NED,Water Polo,0,0,1,0,0,1,2024,0,22629
Maartje Keuning,NED,Water Polo,1,0,1,0,1,2,2024,0.079870749,5334
Maud Megens,NED,Water Polo,0,0,1,0,0,1,2024,0,22629
Nina Ten,NED,Water Polo,1,0,0,0,1,1,2024,0.079861291,6185
Nomi Stomphorst,NED,Water Polo,0,0,1,0,0,1,2024,0,22629
Sarah Buis,NED,Water Polo,1,0,0,0,1,1,2024,0.079861291,6185
Vivian Sevenich,NED,Water Polo,1,0,1,0,1,2,2024,0.079870749,5334
van Sabrina,NED,Water Polo,1,0,1,0,1,2,2024,0.079870749,5334
van Simone,NED,Water Polo,1,0,1,0,1,2,2024,0.079870749,5334
Kofi Kuworge,NED,Weightlifting,0,0,1,0,0,1,2024,0,22629
Sarswati Chaudhary,NEP,Athletics,0,0,1,0,0,1,2024,0,22629
Shantoshi Shrestha,NEP,Athletics,0,0,1,0,0,1,2024,0,22629
Prince Dahal,NEP,Badminton,0,0,1,0,0,1,2024,0,22629
Manita Shrestha,NEP,Judo,0,0,1,0,0,1,2024,0,22629
Soniya Bhatta,NEP,Judo,0,0,1,0,0,1,2024,0,22629
Kalpana Pariyar,NEP,Shooting,0,0,1,0,0,1,2024,0,22629
Alexander Shah,NEP,Swimming,0,0,2,0,0,2,2024,0.001165157,11953
Duana Lama,NEP,Swimming,0,0,1,0,0,1,2024,0,22629
Gaurika Singh,NEP,Swimming,0,0,2,0,0,2,2024,0.001165157,11953
Uche Eke,NGR,Artistic Gymnastics,0,0,7,0,0,7,2024,0.006951319,7022
Adewale Adeyemi,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Ashley Anumba,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Blessing Okagbare,NGR,Athletics,0,0,3,0,0,3,2024,0.002327667,8721
Chidi Okezie,NGR,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Chinecherem Nnamdi,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Chioma Onyekwere,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Chudi Onwuzurike,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Chukwuebuka Enekwechi,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Cornnell Enekwechi,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Divine Oduduru,NGR,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Dubem Amene,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Dubem Nwachukwu,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Edose Ibadin,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Ella Onojuvwevwo,NGR,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Elo Joseph,NGR,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Emmanuel Ojeli,NGR,Athletics,0,0,3,0,0,3,2024,0.002327667,8721
Enoch Adegoke,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Ese Brume,NGR,Athletics,1,0,3,0,1,4,2024,0.07993218,4857
Ezekiel Nathaniel,NGR,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Favour Ofili,NGR,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Grace Nwokocha,NGR,Athletics,0,0,3,0,0,3,2024,0.002327667,8721
Kayinsola Ajayi,NGR,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Nse Uko,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Oghenewegba Nathaniel,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Oke Oghenebrume,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Okon George,NGR,Athletics,0,0,4,0,0,4,2024,0.003487533,7794
Okon Sunday,NGR,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Olayinka Olajide,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Oluchi Ochonogor,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Olukunle Akintola,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Omolara Ogunmakinju,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Oyesade Olatoye,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Pamela Amaechi,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Rosemary Chukwuma,NGR,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Ruth Usoro,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Samuel Ogazi,NGR,Athletics,0,0,3,0,0,3,2024,0.002327667,8721
Simbiat Adeshina,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Tiana Eyakpobeyan,NGR,Athletics,0,0,1,0,0,1,2024,0,22629
Tima Godbless,NGR,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Tobi Amusan,NGR,Athletics,0,0,3,0,0,3,2024,0.002327667,8721
Usheoritse Itsekiri,NGR,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Ajoke Adesokan,NGR,Badminton,0,0,1,0,0,1,2024,0,22629
Godwin Olofua,NGR,Badminton,0,0,1,0,0,1,2024,0,22629
Juwon Opeyori,NGR,Badminton,0,0,2,0,0,2,2024,0.001165157,11953
Adaora Elonu,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Adebola Adeyeye,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Aisha Mohammed,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Amy Okonkwo,NGR,Basketball,0,0,2,0,0,2,2024,0.001165157,11953
Atonye Nyingifa,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Blessing Ejiofor,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Caleb Agada,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Chimezie Metu,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Ekpe Udoh,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Elizabeth Balogun,NGR,Basketball,0,0,2,0,0,2,2024,0.001165157,11953
Erica Ogwumike,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Ezinne Kalu,NGR,Basketball,0,0,2,0,0,2,2024,0.001165157,11953
Ifunanya Okoro,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Ify Ibekwe,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Ike Nwamu,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Jahlil Okafor,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Jordan Nwora,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Josh Okogie,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Kz Okpala,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Miye Oni,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Murjanatu Musa,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Nicole Enabosi,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Nnamdi Vincent,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Obi Emegano,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Oderah Chidom,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Pallas Kunaiyi-akpanah,NGR,Basketball,0,0,2,0,0,2,2024,0.001165157,11953
Precious Achiuwa,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Promise Amukamara,NGR,Basketball,0,0,2,0,0,2,2024,0.001165157,11953
Tomi Taiwo,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Victoria Macaulay,NGR,Basketball,0,0,1,0,0,1,2024,0,22629
Temitayo Ogunsemilore,NGR,Boxing,0,0,1,0,0,1,2024,0,22629
Akinaere Otuedo,NGR,Canoe Sprint,0,0,2,0,0,2,2024,0.001165157,11953
Emmanuel Bello,NGR,Canoe Sprint,0,0,1,0,0,1,2024,0,22629
Powei Bello,NGR,Canoe Sprint,0,0,2,0,0,2,2024,0.001165157,11953
Ese Ukpeseraye,NGR,"Cycling Road, Cycling Track",0,0,3,0,0,3,2024,0.002327667,8721
Asisat Oshoala,NGR,Football,0,0,1,0,0,1,2024,0,22629
Blessing Demehin,NGR,Football,0,0,1,0,0,1,2024,0,22629
Chiamaka Nnadozie,NGR,Football,0,0,1,0,0,1,2024,0,22629
Chidinma Okeke,NGR,Football,0,0,1,0,0,1,2024,0,22629
Chinonyerem Macleans,NGR,Football,0,0,1,0,0,1,2024,0,22629
Chinwendu Ihezuo,NGR,Football,0,0,1,0,0,1,2024,0,22629
Christy Ucheibe,NGR,Football,0,0,1,0,0,1,2024,0,22629
Deborah Abiodun,NGR,Football,0,0,1,0,0,1,2024,0,22629
Esther Okoronkwo,NGR,Football,0,0,1,0,0,1,2024,0,22629
Ifeoma Onumonu,NGR,Football,0,0,1,0,0,1,2024,0,22629
Jennifer Echegini,NGR,Football,0,0,1,0,0,1,2024,0,22629
Michelle Alozie,NGR,Football,0,0,1,0,0,1,2024,0,22629
Nicole Payne,NGR,Football,0,0,1,0,0,1,2024,0,22629
Osinachi Ohale,NGR,Football,0,0,1,0,0,1,2024,0,22629
Rasheedat Ajibade,NGR,Football,0,0,1,0,0,1,2024,0,22629
Tochukwu Oluehi,NGR,Football,0,0,1,0,0,1,2024,0,22629
Toni Payne,NGR,Football,0,0,1,0,0,1,2024,0,22629
Uchenna Kanu,NGR,Football,0,0,1,0,0,1,2024,0,22629
Esther Toko,NGR,Rowing,0,0,1,0,0,1,2024,0,22629
Abiola Ogunbanwo,NGR,Swimming,0,0,1,0,0,1,2024,0,22629
Adaku Nwandu,NGR,Swimming,0,0,1,0,0,1,2024,0,22629
Tobi Sijuade,NGR,Swimming,0,0,1,0,0,1,2024,0,22629
Fatimo Bello,NGR,Table Tennis,0,0,1,0,0,1,2024,0,22629
Offiong Edem,NGR,Table Tennis,0,0,5,0,0,5,2024,0.004644761,7393
Olajide Omotayo,NGR,Table Tennis,0,0,2,0,0,2,2024,0.001165157,11953
Olufunke Oshonaike,NGR,Table Tennis,0,0,1,0,0,1,2024,0,22629
Quadri Aruna,NGR,Table Tennis,0,0,5,0,0,5,2024,0.004644761,7393
Oluchi Anyanacho,NGR,Taekwondo,0,0,2,0,0,2,2024,0.001165157,11953
Folashade Lawal,NGR,Weightlifting,0,0,1,0,0,1,2024,0,22629
Ogbonne Eze,NGR,Weightlifting,0,0,1,0,0,1,2024,0,22629
Adeyemi Mutuwa,NGR,Wrestling,0,0,1,0,0,1,2024,0,22629
Amuchechi Rueben,NGR,Wrestling,0,0,1,0,0,1,2024,0,22629
Avorshai Idris,NGR,Wrestling,0,0,1,0,0,1,2024,0,22629
Blessing Oborududu,NGR,Wrestling,0,0,3,1,1,4,2024,0.086175276,1513
Ekerekeme Agiomor,NGR,Wrestling,0,0,1,0,0,1,2024,0,22629
Folasade Adekuoroye,NGR,Wrestling,0,0,2,0,0,2,2024,0.001165157,11953
Oluwafunmilayo Adeniyi,NGR,Wrestling,0,0,1,0,0,1,2024,0,22629
Omolayo Kolawole,NGR,Wrestling,0,0,1,0,0,1,2024,0,22629
Tolulope Ogunsanya,NGR,Wrestling,0,0,1,0,0,1,2024,0,22629
Aminatou Seyni,NIG,Athletics,0,0,1,0,0,1,2024,0,22629
Badamassi Saguirou,NIG,Athletics,0,0,1,0,0,1,2024,0,22629
Samira Awali,NIG,Athletics,0,0,1,0,0,1,2024,0,22629
Abba Girault,NIG,Fencing,0,0,1,0,0,1,2024,0,22629
Ismael Alhassane,NIG,Judo,0,0,2,0,0,2,2024,0.001165157,11953
Alassane Seydou,NIG,Swimming,0,0,1,0,0,1,2024,0,22629
Marouane Mamane,NIG,Swimming,0,0,1,0,0,1,2024,0,22629
Roukaya Moussa,NIG,Swimming,0,0,1,0,0,1,2024,0,22629
Salima Ahmadou,NIG,Swimming,0,0,1,0,0,1,2024,0,22629
Abdoul Issoufou,NIG,Taekwondo,0,0,1,0,0,1,2024,0,22629
Nouridine Issaka,NIG,Taekwondo,0,0,1,0,0,1,2024,0,22629
Razak Issoufou,NIG,Taekwondo,0,0,1,0,0,1,2024,0,22629
Tekiath Ben,NIG,Taekwondo,0,0,1,0,0,1,2024,0,22629
Julie Erichsen,NOR,Artistic Gymnastics,0,0,1,0,0,1,2024,0,22629
Sofus Heggemsnes,NOR,Artistic Gymnastics,0,0,4,0,0,4,2024,0.003487533,7794
Amalie Iuel,NOR,Athletics,0,0,4,0,0,4,2024,0.003487533,7794
Astri Ertzgaard,NOR,Athletics,0,0,1,0,0,1,2024,0,22629
Bentdal Ingvaldsen,NOR,Athletics,0,0,1,0,0,1,2024,0,22629
Bjerkeli Grovdal,NOR,Athletics,0,0,3,0,0,3,2024,0.002327667,8721
Eivind Henriksen,NOR,Athletics,0,0,2,1,1,3,2024,0.086139666,1640
Elisabeth Slettum,NOR,Athletics,0,0,1,0,0,1,2024,0,22629
Filip Ingebrigtsen,NOR,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Gilje Nordas,NOR,Athletics,0,0,3,0,0,3,2024,0.002327667,8721
Haugen Lillefosse,NOR,Athletics,0,0,1,0,0,1,2024,0,22629
Havard Haukenes,NOR,Athletics,0,0,1,0,0,1,2024,0,22629
Hedda Hynne,NOR,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Henriette Jaeger,NOR,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Jakob Ingebrigtsen,NOR,Athletics,0,2,1,0,2,3,2024,0.157391265,486
Karsten Warholm,NOR,Athletics,0,1,1,1,2,3,2024,0.125251367,833
Kbrom Mezngi,NOR,Athletics,0,0,1,0,0,1,2024,0,22629
Line Kloster,NOR,Athletics,0,0,3,0,0,3,2024,0.002327667,8721
Marcus Thomsen,NOR,Athletics,0,0,1,0,0,1,2024,0,22629
Marie-therese Obst,NOR,Athletics,0,0,1,0,0,1,2024,0,22629
Markus Rooth,NOR,Athletics,0,1,0,0,1,1,2024,0.080611276,4224
Martin Roe,NOR,Athletics,0,0,1,0,0,1,2024,0,22629
Nedberge Llano,NOR,Athletics,0,0,1,0,0,1,2024,0,22629
Nordstad Moen,NOR,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Ola Stunes,NOR,Athletics,0,0,1,0,0,1,2024,0,22629
Onsrud Retzius,NOR,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Sander Skotheim,NOR,Athletics,0,0,1,0,0,1,2024,0,22629
Simen Guttormsen,NOR,Athletics,0,0,1,0,0,1,2024,0,22629
Sondre Guttormsen,NOR,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Thomas Mardal,NOR,Athletics,0,0,1,0,0,1,2024,0,22629
Tobias Gronstad,NOR,Athletics,0,0,1,0,0,1,2024,0,22629
Tomine Eriksen,NOR,Athletics,0,0,1,0,0,1,2024,0,22629
Berntsen Mol,NOR,Beach Volleyball,1,1,0,0,2,2,2024,0.120052988,1338
Sandlie Soerum,NOR,Beach Volleyball,1,0,0,0,1,1,2024,0.079861291,6185
Sandlie Sorum,NOR,Beach Volleyball,0,1,0,0,1,1,2024,0.080611276,4224
Omar Shiha,NOR,Boxing,0,0,1,0,0,1,2024,0,22629
Sunniva Hofstad,NOR,Boxing,0,0,1,0,0,1,2024,0,22629
Hedda Oritsland,NOR,Canoe Sprint,0,0,2,0,0,2,2024,0.001165157,11953
Magne Ullvang,NOR,Canoe Sprint,0,0,1,0,0,1,2024,0,22629
Margrete Sletsjoee,NOR,Canoe Sprint,0,0,2,0,0,2,2024,0.001165157,11953
Maria Virik,NOR,Canoe Sprint,0,0,2,0,0,2,2024,0.001165157,11953
Strand Amundsen,NOR,Canoe Sprint,0,0,1,0,0,1,2024,0,22629
Tore Navrestad,NOR,Cycling,0,0,1,0,0,1,2024,0,22629
Tore Navrestad,NOR,Cycling BMX Racing,0,0,1,0,0,1,2024,0,22629
Erik Haegstad,NOR,Cycling Mountain Bike,0,0,1,0,0,1,2024,0,22629
Knut Roehme,NOR,Cycling Mountain Bike,0,0,1,0,0,1,2024,0,22629
Andreas Leknessund,NOR,Cycling Road,0,0,1,0,0,1,2024,0,22629
Berg Edseth,NOR,Cycling Road,0,0,1,0,0,1,2024,0,22629
Halland Johannessen,NOR,Cycling Road,0,0,1,0,0,1,2024,0,22629
Ingvild Gaskjenn,NOR,Cycling Road,0,0,1,0,0,1,2024,0,22629
Katrine Aalerud,NOR,Cycling Road,0,0,2,0,0,2,2024,0.001165157,11953
Markus Hoelgaard,NOR,Cycling Road,0,0,1,0,0,1,2024,0,22629
S. Foss,NOR,Cycling Road,0,0,2,0,0,2,2024,0.001165157,11953
Soeren Waerenskjold,NOR,Cycling Road,0,0,2,0,0,2,2024,0.001165157,11953
Stine Borgli,NOR,Cycling Road,0,0,1,0,0,1,2024,0,22629
Tobias Foss,NOR,Cycling Road,0,0,2,0,0,2,2024,0.001165157,11953
Anita Stenberg,NOR,Cycling Track,0,0,1,0,0,1,2024,0,22629
Yvonne Stenberg,NOR,Cycling Track,0,0,1,0,0,1,2024,0,22629
Anne Tuxen,NOR,Diving,0,0,1,0,0,1,2024,0,22629
Helle Tuxen,NOR,Diving,0,0,1,0,0,1,2024,0,22629
Geir Gulliksen,NOR,Equestrian,0,0,1,0,0,1,2024,0,22629
Isabel Freese,NOR,Equestrian,0,0,1,0,0,1,2024,0,22629
Victoria Gulliksen,NOR,Equestrian,0,0,1,0,0,1,2024,0,22629
Geir Gulliksen,NOR,Equestrianism,0,0,2,0,0,2,2024,0.001165157,11953
Celine Borge,NOR,Golf,0,0,1,0,0,1,2024,0,22629
Kristoffer Ventura,NOR,Golf,0,0,1,0,0,1,2024,0,22629
Krogh Johannessen,NOR,Golf,0,0,1,0,0,1,2024,0,22629
Madelene Stavnar,NOR,Golf,0,0,1,0,0,1,2024,0,22629
Tonje Daffinrud,NOR,Golf,0,0,1,0,0,1,2024,0,22629
Viktor Hovland,NOR,Golf,0,0,2,0,0,2,2024,0.001165157,11953
Ask Setterblom,NOR,Handball,0,0,1,0,0,1,2024,0,22629
Bjarte Myrhol,NOR,Handball,0,0,1,0,0,1,2024,0,22629
Bredal Oftedal,NOR,Handball,0,1,0,0,1,1,2024,0.080611276,4224
Camilla Herrem,NOR,Handball,2,2,0,0,4,4,2024,0.233088903,144
Christian O'sullivan,NOR,Handball,0,0,1,0,0,1,2024,0,22629
Christoffersen Blonz,NOR,Handball,0,0,1,0,0,1,2024,0,22629
Eck Aga,NOR,Handball,0,0,1,0,0,1,2024,0,22629
Harald Reinkind,NOR,Handball,0,0,2,0,0,2,2024,0.001165157,11953
Hein Barthold,NOR,Handball,0,0,1,0,0,1,2024,0,22629
Henny Reistad,NOR,Handball,1,1,0,0,2,2,2024,0.120052988,1338
Ingeborg Johansen,NOR,Handball,1,0,0,0,1,1,2024,0.079861291,6185
Ingvild Bakkerud,NOR,Handball,0,0,1,0,0,1,2024,0,22629
Kari Brattset,NOR,Handball,1,1,0,0,2,2,2024,0.120052988,1338
Katrine Lunde,NOR,Handball,1,1,0,0,2,2,2024,0.120052988,1338
Kevin Gulliksen,NOR,Handball,0,0,1,0,0,1,2024,0,22629
Kristian Bjoernsen,NOR,Handball,0,0,2,0,0,2,2024,0.001165157,11953
Kristian Saeveraas,NOR,Handball,0,0,1,0,0,1,2024,0,22629
Kristine Breistoel,NOR,Handball,1,1,0,0,2,2,2024,0.120052988,1338
Magnus Abelvik,NOR,Handball,0,0,1,0,0,1,2024,0,22629
Magnus Fredriksen,NOR,Handball,0,0,1,0,0,1,2024,0,22629
Magnus Gullerud,NOR,Handball,0,0,2,0,0,2,2024,0.001165157,11953
Magnus Joendal,NOR,Handball,0,0,1,0,0,1,2024,0,22629
Malm Frafjord,NOR,Handball,1,0,0,0,1,1,2024,0.079861291,6185
Maren Aardahl,NOR,Handball,0,1,0,0,1,1,2024,0.080611276,4224
Marie Davidsen,NOR,Handball,0,0,1,0,0,1,2024,0,22629
Marit Jacobsen,NOR,Handball,1,1,0,0,2,2,2024,0.120052988,1338
Marta Tomac,NOR,Handball,1,0,0,0,1,1,2024,0.079861291,6185
Nora Moerk,NOR,Handball,1,1,0,0,2,2,2024,0.120052988,1338
Petter Oeverby,NOR,Handball,0,0,2,0,0,2,2024,0.001165157,11953
Robin Toennesen,NOR,Handball,0,0,1,0,0,1,2024,0,22629
Sander Sagosen,NOR,Handball,0,0,2,0,0,2,2024,0.001165157,11953
Sanna Solberg,NOR,Handball,2,0,0,0,2,2,2024,0.15195446,723
Sanna Solberg-isaksen,NOR,Handball,0,1,0,0,1,1,2024,0.080611276,4224
Schjoelberg Groendahl,NOR,Handball,0,0,1,0,0,1,2024,0,22629
Silje Solberg,NOR,Handball,1,0,0,0,1,1,2024,0.079861291,6185
Silje Solberg-oesthassel,NOR,Handball,0,1,0,0,1,1,2024,0.080611276,4224
Simen Pettersen,NOR,Handball,0,0,1,0,0,1,2024,0,22629
Skinstad Saeveraas,NOR,Handball,0,0,1,0,0,1,2024,0,22629
Stine Bredal,NOR,Handball,1,0,0,0,1,1,2024,0.079861291,6185
Stine Skogrand,NOR,Handball,1,1,0,0,2,2,2024,0.120052988,1338
Thale Rushfeldt,NOR,Handball,0,1,0,0,1,1,2024,0.080611276,4224
Torbjoern Bergerud,NOR,Handball,0,0,1,0,0,1,2024,0,22629
Ulstad Lyse,NOR,Handball,0,0,1,0,0,1,2024,0,22629
Veronica Kristiansen,NOR,Handball,2,1,0,0,3,3,2024,0.182010352,347
Vilde Ingstad,NOR,Handball,0,1,0,0,1,1,2024,0.080611276,4224
Henrik Christiansen,NOR,"Marathon Swimming, Swimming",0,0,3,0,0,3,2024,0.002327667,8721
Andre Solbakken,NOR,Rowing,0,0,2,0,0,2,2024,0.001165157,11953
Jarl Tjoem,NOR,Rowing,0,0,1,0,0,1,2024,0,22629
Karl Tufte,NOR,Rowing,0,0,1,0,0,1,2024,0,22629
Kjetil Borch,NOR,Rowing,1,0,2,1,2,4,2024,0.122859995,1066
