NOC,Sport,Gold_Medals,Silver_Medals,Bronze_Medals,No_Medals,Total_Medals,Country_Event_Participation,Event_Total_Participation,Parti_to_Gold,Parti_to_Silver,Parti_to_Bronze,Parti_to_Medal,Participate_Rate,Weight
SLO,Tennis,0,0,0,20,0,20,3446,0,0,0,0,0.005803831,0
SLO,Triathlon,0,0,0,2,0,2,822,0,0,0,0,0.00243309,0
SLO,Volleyball,0,0,0,13,0,13,4003,0,0,0,0,0.003247564,0
SMR,Archery,0,0,0,4,0,4,2846,0,0,0,0,0.001405481,0
SMR,Athletics,0,0,0,21,0,21,43294,0,0,0,0,0.000485056,0
SMR,Cycling,0,0,0,16,0,16,10859,0,0,0,0,0.001473432,0
SMR,Gymnastics,0,0,0,7,0,7,26707,0,0,0,0,0.000262104,0
SMR,Judo,0,0,0,10,0,10,4876,0,0,0,0,0.002050861,0
SMR,Sailing,0,0,0,3,0,3,7266,0,0,0,0,0.000412882,0
SMR,Shooting,0,2,1,57,3,60,12580,0,0.033333333,0.016666667,0.05,0.004769475,22211
SMR,Swimming,0,0,0,29,0,29,26416,0,0,0,0,0.00109782,0
SMR,Tennis,0,0,0,2,0,2,3446,0,0,0,0,0.000580383,0
SMR,Weightlifting,0,0,0,2,0,2,4256,0,0,0,0,0.000469925,0
SMR,Wrestling,0,0,1,2,1,3,7734,0,0,0.333333333,0.333333333,0.000387898,11
SOL,Archery,0,0,0,1,0,1,2846,0,0,0,0,0.00035137,0
SOL,Athletics,0,0,0,19,0,19,43294,0,0,0,0,0.00043886,0
SOL,Boxing,0,0,0,1,0,1,6584,0,0,0,0,0.000151883,0
SOL,Judo,0,0,0,1,0,1,4876,0,0,0,0,0.000205086,0
SOL,Swimming,0,0,0,2,0,2,26416,0,0,0,0,7.57E-05,0
SOL,Weightlifting,0,0,0,8,0,8,4256,0,0,0,0,0.001879699,0
SOM,Athletics,0,0,0,34,0,34,43294,0,0,0,0,0.000785328,0
SOM,Boxing,0,0,0,1,0,1,6584,0,0,0,0,0.000151883,0
SRB,3x3 Basketball,0,0,4,4,4,8,128,0,0,0.5,0.5,0.0625,44
SRB,Athletics,0,0,1,49,1,50,43294,0,0,0.02,0.02,0.001154894,11
SRB,Basketball,0,12,24,24,36,60,5111,0,0.2,0.4,0.6,0.011739386,1212122424
SRB,Boxing,0,0,0,5,0,5,6584,0,0,0,0,0.000759417,0
SRB,Canoe Sprint,0,0,0,18,0,18,756,0,0,0,0,0.023809524,0
SRB,Canoeing,0,2,0,29,2,31,6171,0,0.064516129,0,0.064516129,0.005023497,22200
SRB,Cycling,0,0,0,6,0,6,10859,0,0,0,0,0.000552537,0
SRB,Cycling Road,0,0,0,2,0,2,493,0,0,0,0,0.004056795,0
SRB,Football,0,0,0,15,0,15,7906,0,0,0,0,0.001897293,0
SRB,Handball,0,0,0,15,0,15,4419,0,0,0,0,0.003394433,0
SRB,Judo,0,0,0,19,0,19,4876,0,0,0,0,0.003896637,0
SRB,Karate,1,0,0,0,1,1,81,1,0,0,1,0.012345679,1111100000
SRB,Rowing,0,0,0,19,0,19,11625,0,0,0,0,0.001634409,0
SRB,Shooting,2,2,2,64,6,70,12580,0.028571429,0.028571429,0.028571429,0.085714286,0.005564388,2222222222
SRB,Swimming,0,1,0,54,1,55,26416,0,0.018181818,0,0.018181818,0.002082071,11100
SRB,Table Tennis,0,0,0,10,0,10,2480,0,0,0,0,0.004032258,0
SRB,Taekwondo,2,2,1,5,5,10,870,0.2,0.2,0.1,0.5,0.011494253,2222222211
SRB,Tennis,1,0,1,32,2,34,3446,0.029411765,0,0.029411765,0.058823529,0.009866512,1111100011
SRB,Volleyball,0,12,12,73,24,97,4003,0,0.12371134,0.12371134,0.24742268,0.024231826,1212121212
SRB,Water Polo,39,0,26,0,65,65,4418,0.6,0,0.4,1,0.01471254,3.93939E+16
SRB,Wrestling,1,0,1,13,2,15,7734,0.066666667,0,0.066666667,0.133333333,0.001939488,1111100011
SRI,Artistic Gymnastics,0,0,0,5,0,5,2297,0,0,0,0,0.002176752,0
SRI,Athletics,0,2,0,70,2,72,43294,0,0.027777778,0,0.027777778,0.001663048,22200
SRI,Badminton,0,0,0,7,0,7,1816,0,0,0,0,0.003854626,0
SRI,Boxing,0,0,0,14,0,14,6584,0,0,0,0,0.002126367,0
SRI,Cycling,0,0,0,1,0,1,10859,0,0,0,0,9.21E-05,0
SRI,Diving,0,0,0,2,0,2,3193,0,0,0,0,0.00062637,0
SRI,Equestrian,0,0,0,1,0,1,835,0,0,0,0,0.001197605,0
SRI,Judo,0,0,0,2,0,2,4876,0,0,0,0,0.000410172,0
SRI,Sailing,0,0,0,4,0,4,7266,0,0,0,0,0.000550509,0
SRI,Shooting,0,0,0,23,0,23,12580,0,0,0,0,0.001828299,0
SRI,Swimming,0,0,0,29,0,29,26416,0,0,0,0,0.00109782,0
SRI,Weightlifting,0,0,0,4,0,4,4256,0,0,0,0,0.00093985,0
SRI,Wrestling,0,0,0,1,0,1,7734,0,0,0,0,0.000129299,0
SSD,Athletics,0,0,0,7,0,7,43294,0,0,0,0,0.000161685,0
SSD,Basketball,0,0,0,12,0,12,5111,0,0,0,0,0.002347877,0
STP,Athletics,0,0,0,14,0,14,43294,0,0,0,0,0.00032337,0
STP,Canoe Sprint,0,0,0,5,0,5,756,0,0,0,0,0.006613757,0
STP,Canoeing,0,0,0,3,0,3,6171,0,0,0,0,0.000486145,0
STP,Judo,0,0,0,1,0,1,4876,0,0,0,0,0.000205086,0
SUD,Athletics,0,1,0,54,1,55,43294,0,0.018181818,0,0.018181818,0.001270384,11100
SUD,Boxing,0,0,0,20,0,20,6584,0,0,0,0,0.003037667,0
SUD,Football,0,0,0,14,0,14,7906,0,0,0,0,0.001770807,0
SUD,Judo,0,0,0,4,0,4,4876,0,0,0,0,0.000820345,0
SUD,Rowing,0,0,0,2,0,2,11625,0,0,0,0,0.000172043,0
SUD,Shooting,0,0,0,6,0,6,12580,0,0,0,0,0.000476948,0
SUD,Swimming,0,0,0,10,0,10,26416,0,0,0,0,0.000378558,0
SUD,Table Tennis,0,0,0,1,0,1,2480,0,0,0,0,0.000403226,0
SUD,Weightlifting,0,0,0,4,0,4,4256,0,0,0,0,0.00093985,0
SUI,Aeronautics,1,0,0,0,1,1,1,1,0,0,1,1,1111100000
SUI,Alpinism,2,0,0,0,2,2,4,1,0,0,1,0.5,2222200000
SUI,Archery,0,0,0,16,0,16,2846,0,0,0,0,0.005621926,0
SUI,Art Competitions,3,5,1,149,9,158,3578,0.018987342,0.03164557,0.006329114,0.056962025,0.044158748,3333355511
SUI,Artistic Gymnastics,0,0,0,86,0,86,2297,0,0,0,0,0.037440139,0
SUI,Athletics,0,6,2,493,8,501,43294,0,0.011976048,0.003992016,0.015968064,0.011572042,66622
SUI,Badminton,0,0,0,15,0,15,1816,0,0,0,0,0.008259912,0
SUI,Basketball,0,0,0,36,0,36,5111,0,0,0,0,0.007043631,0
SUI,Beach Volleyball,0,0,6,28,6,34,756,0,0,0.176470588,0.176470588,0.044973545,66
SUI,Boxing,0,0,0,38,0,38,6584,0,0,0,0,0.005771567,0
SUI,Canoe Slalom,0,0,0,9,0,9,256,0,0,0,0,0.03515625,0
SUI,Canoeing,0,4,0,78,4,82,6171,0,0.048780488,0,0.048780488,0.01328796,44400
SUI,Cycling,5,15,6,264,26,290,10859,0.017241379,0.051724138,0.020689655,0.089655172,0.026705958,5.55552E+12
SUI,Cycling BMX Freestyle,0,0,1,1,1,2,42,0,0,0.5,0.5,0.047619048,11
SUI,Cycling BMX Racing,0,0,1,8,1,9,115,0,0,0.111111111,0.111111111,0.07826087,11
SUI,Cycling Mountain Bike,1,2,1,6,4,10,144,0.1,0.2,0.1,0.4,0.069444444,1111122211
SUI,Cycling Road,0,1,0,15,1,16,493,0,0.0625,0,0.0625,0.032454361,11100
SUI,Cycling Track,0,0,0,16,0,16,878,0,0,0,0,0.018223235,0
SUI,Diving,0,0,0,23,0,23,3193,0,0,0,0,0.007203257,0
SUI,Equestrian,0,1,0,33,1,34,835,0,0.029411765,0,0.029411765,0.040718563,11100
SUI,Equestrianism,5,30,15,226,50,276,6344,0.018115942,0.108695652,0.054347826,0.18115942,0.043505675,5.55553E+14
SUI,Fencing,1,10,12,224,23,247,11558,0.004048583,0.04048583,0.048582996,0.093117409,0.021370479,1.11111E+14
SUI,Figure Skating,0,0,0,1,0,1,54,0,0,0,0,0.018518519,0
SUI,Football,0,15,0,28,15,43,7906,0,0.348837209,0,0.348837209,0.005438907,15151500
SUI,Golf,0,0,0,7,0,7,487,0,0,0,0,0.014373717,0
SUI,Gymnastics,23,40,21,779,84,863,26707,0.026651217,0.046349942,0.02433372,0.097334878,0.032313626,2.32323E+19
SUI,Handball,0,0,17,42,17,59,4419,0,0,0.288135593,0.288135593,0.013351437,1717
SUI,Hockey,0,0,0,72,0,72,6264,0,0,0,0,0.011494253,0
SUI,Ice Hockey,0,0,0,8,0,8,60,0,0,0,0,0.133333333,0
SUI,Judo,1,1,2,35,4,39,4876,0.025641026,0.025641026,0.051282051,0.102564103,0.007998359,1111111122
SUI,Karate,0,0,0,1,0,1,81,0,0,0,0,0.012345679,0
SUI,Modern Pentathlon,0,0,0,45,0,45,1821,0,0,0,0,0.024711697,0
SUI,Rhythmic Gymnastics,0,0,0,2,0,2,848,0,0,0,0,0.002358491,0
SUI,Rowing,24,27,26,202,77,279,11625,0.086021505,0.096774194,0.093189964,0.275985663,0.024,2.42424E+19
SUI,Sailing,3,6,3,161,12,173,7266,0.01734104,0.034682081,0.01734104,0.069364162,0.023809524,3333366633
SUI,Shooting,24,9,24,249,57,306,12580,0.078431373,0.029411765,0.078431373,0.18627451,0.024324324,2.42424E+16
SUI,Sport Climbing,0,0,0,2,0,2,108,0,0,0,0,0.018518519,0
SUI,Swimming,0,0,4,290,4,294,26416,0,0,0.013605442,0.013605442,0.011129618,44
SUI,Synchronized Swimming,0,0,0,25,0,25,909,0,0,0,0,0.02750275,0
SUI,Table Tennis,0,0,0,2,0,2,2480,0,0,0,0,0.000806452,0
SUI,Taekwondo,0,0,0,1,0,1,870,0,0,0,0,0.001149425,0
SUI,Tennis,4,5,0,53,9,62,3446,0.064516129,0.080645161,0,0.14516129,0.017991875,4444455500
SUI,Trampolining,0,0,0,2,0,2,152,0,0,0,0,0.013157895,0
SUI,Triathlon,2,2,2,33,6,39,822,0.051282051,0.051282051,0.051282051,0.153846154,0.047445255,2222222222
SUI,Water Polo,0,0,0,36,0,36,4418,0,0,0,0,0.008148483,0
SUI,Weightlifting,0,2,2,36,4,40,4256,0,0.05,0.05,0.1,0.009398496,22222
SUI,Wrestling,4,4,7,100,15,115,7734,0.034782609,0.034782609,0.060869565,0.130434783,0.014869408,4444444477
SUR,Athletics,0,0,0,30,0,30,43294,0,0,0,0,0.000692937,0
SUR,Badminton,0,0,0,5,0,5,1816,0,0,0,0,0.002753304,0
SUR,Cycling,0,0,0,3,0,3,10859,0,0,0,0,0.000276269,0
SUR,Cycling Track,0,0,0,4,0,4,878,0,0,0,0,0.004555809,0
SUR,Judo,0,0,0,5,0,5,4876,0,0,0,0,0.001025431,0
SUR,Swimming,1,0,1,31,2,33,26416,0.03030303,0,0.03030303,0.060606061,0.001249243,1111100011
SVK,Archery,0,0,0,4,0,4,2846,0,0,0,0,0.001405481,0
SVK,Artistic Gymnastics,0,0,0,5,0,5,2297,0,0,0,0,0.002176752,0
SVK,Athletics,1,0,0,111,1,112,43294,0.008928571,0,0,0.008928571,0.002586964,1111100000
SVK,Badminton,0,0,0,3,0,3,1816,0,0,0,0,0.001651982,0
SVK,Basketball,0,0,0,12,0,12,5111,0,0,0,0,0.002347877,0
SVK,Boxing,0,0,0,4,0,4,6584,0,0,0,0,0.000607533,0
SVK,Canoe Slalom,0,1,1,10,2,12,256,0,0.083333333,0.083333333,0.166666667,0.046875,11111
SVK,Canoe Sprint,0,0,4,3,4,7,756,0,0,0.571428571,0.571428571,0.009259259,44
SVK,Canoeing,12,12,8,74,32,106,6171,0.113207547,0.113207547,0.075471698,0.301886792,0.017177119,1.21212E+17
SVK,Cycling,0,0,0,45,0,45,10859,0,0,0,0,0.004144028,0
SVK,Cycling Road,0,0,0,6,0,6,493,0,0,0,0,0.012170385,0
SVK,Football,0,0,0,18,0,18,7906,0,0,0,0,0.002276752,0
SVK,Golf,0,1,0,0,1,1,487,0,1,0,1,0.002053388,11100
SVK,Gymnastics,0,0,0,28,0,28,26707,0,0,0,0,0.001048414,0
SVK,Judo,0,1,0,7,1,8,4876,0,0.125,0,0.125,0.001640689,11100
SVK,Rowing,0,0,0,5,0,5,11625,0,0,0,0,0.000430108,0
SVK,Sailing,0,0,0,8,0,8,7266,0,0,0,0,0.001101018,0
SVK,Shooting,1,2,3,57,6,63,12580,0.015873016,0.031746032,0.047619048,0.095238095,0.005007949,1111122233
SVK,Skateboarding,0,0,0,1,0,1,168,0,0,0,0,0.005952381,0
SVK,Swimming,0,2,0,44,2,46,26416,0,0.043478261,0,0.043478261,0.001741369,22200
SVK,Synchronized Swimming,0,0,0,6,0,6,909,0,0,0,0,0.00660066,0
SVK,Table Tennis,0,0,0,10,0,10,2480,0,0,0,0,0.004032258,0
SVK,Tennis,0,0,0,51,0,51,3446,0,0,0,0,0.014799768,0
SVK,Trampolining,0,0,0,1,0,1,152,0,0,0,0,0.006578947,0
SVK,Triathlon,0,0,0,3,0,3,822,0,0,0,0,0.003649635,0
SVK,Water Polo,0,0,0,13,0,13,4418,0,0,0,0,0.002942508,0
SVK,Weightlifting,0,0,0,10,0,10,4256,0,0,0,0,0.002349624,0
SVK,Wrestling,0,0,1,14,1,15,7734,0,0,0.066666667,0.066666667,0.001939488,11
SWE,Archery,0,2,0,67,2,69,2846,0,0.028985507,0,0.028985507,0.024244554,22200
SWE,Art Competitions,2,0,2,103,4,107,3578,0.018691589,0,0.018691589,0.037383178,0.029904975,2222200022
SWE,Artistic Gymnastics,0,0,0,8,0,8,2297,0,0,0,0,0.003482804,0
SWE,Athletics,35,36,61,919,132,1051,43294,0.033301618,0.034253092,0.058039962,0.125594672,0.024275881,3.53535E+19
SWE,Badminton,0,0,0,36,0,36,1816,0,0,0,0,0.019823789,0
SWE,Basketball,0,0,0,12,0,12,5111,0,0,0,0,0.002347877,0
SWE,Beach Volleyball,2,0,0,6,2,8,756,0.25,0,0,0.25,0.010582011,2222200000
SWE,Boxing,0,5,6,70,11,81,6584,0,0.061728395,0.074074074,0.135802469,0.012302552,55566
SWE,Canoe Slalom,0,0,0,3,0,3,256,0,0,0,0,0.01171875,0
SWE,Canoe Sprint,0,0,0,8,0,8,756,0,0,0,0,0.010582011,0
SWE,Canoeing,23,23,11,172,57,229,6171,0.100436681,0.100436681,0.048034934,0.248908297,0.037109058,2.32323E+19
SWE,Cycling,15,11,22,190,48,238,10859,0.06302521,0.046218487,0.092436975,0.201680672,0.021917304,1.51515E+19
SWE,Cycling Mountain Bike,0,0,1,1,1,2,144,0,0,0.5,0.5,0.013888889,11
SWE,Cycling Road,0,0,0,2,0,2,493,0,0,0,0,0.004056795,0
SWE,Diving,6,8,7,134,21,155,3193,0.038709677,0.051612903,0.04516129,0.135483871,0.048543689,6666688877
SWE,Equestrian,4,1,0,40,5,45,835,0.088888889,0.022222222,0,0.111111111,0.053892216,4444411100
SWE,Equestrianism,37,24,24,306,85,391,6344,0.094629156,0.061381074,0.061381074,0.217391304,0.061633039,3.73737E+19
SWE,Fencing,6,13,7,220,26,246,11558,0.024390244,0.052845528,0.028455285,0.105691057,0.021283959,6.66661E+12
SWE,Figure Skating,3,2,1,2,6,8,54,0.375,0.25,0.125,0.75,0.148148148,3333322211
SWE,Football,12,40,30,181,82,263,7906,0.045627376,0.152091255,0.114068441,0.311787072,0.033265874,1.21212E+19
SWE,Golf,0,1,0,11,1,12,487,0,0.083333333,0,0.083333333,0.024640657,11100
SWE,Gymnastics,95,7,1,386,103,489,26707,0.194274029,0.014314928,0.00204499,0.210633947,0.018309806,9.59596E+14
SWE,Handball,0,61,0,168,61,229,4419,0,0.266375546,0,0.266375546,0.051821679,61616100
SWE,Ice Hockey,0,0,0,11,0,11,60,0,0,0,0,0.183333333,0
SWE,Judo,0,0,1,33,1,34,4876,0,0,0.029411765,0.029411765,0.006972929,11
SWE,"Marathon Swimming, Swimming",0,0,0,4,0,4,52,0,0,0,0,0.076923077,0
SWE,Modern Pentathlon,9,9,7,78,25,103,1821,0.087378641,0.087378641,0.067961165,0.242718447,0.056562328,9999999977
SWE,Rhythmic Gymnastics,0,0,0,1,0,1,848,0,0,0,0,0.001179245,0
SWE,Rowing,0,10,0,140,10,150,11625,0,0.066666667,0,0.066666667,0.012903226,10101000
SWE,Sailing,33,50,37,223,120,343,7266,0.096209913,0.145772595,0.10787172,0.349854227,0.047206166,3.33333E+19
SWE,Shooting,32,55,40,459,127,586,12580,0.054607509,0.093856655,0.068259386,0.216723549,0.046581876,3.23232E+19
SWE,Skateboarding,0,0,0,2,0,2,168,0,0,0,0,0.011904762,0
SWE,Swimming,11,27,35,733,73,806,26416,0.013647643,0.033498759,0.043424318,0.09057072,0.030511811,1.11111E+19
SWE,Synchronized Swimming,0,0,0,1,0,1,909,0,0,0,0,0.00110011,0
SWE,Table Tennis,1,5,1,73,7,80,2480,0.0125,0.0625,0.0125,0.0875,0.032258065,1111155511
SWE,Taekwondo,0,0,0,8,0,8,870,0,0,0,0,0.009195402,0
SWE,Tennis,0,6,8,116,14,130,3446,0,0.046153846,0.061538462,0.107692308,0.037724898,66688
SWE,Triathlon,0,1,0,4,1,5,822,0,0.2,0,0.2,0.006082725,11100
SWE,Tug-Of-War,11,0,8,8,19,27,170,0.407407407,0,0.296296296,0.703703704,0.158823529,1.11111E+14
SWE,Volleyball,0,0,0,12,0,12,4003,0,0,0,0,0.002997752,0
SWE,Water Polo,0,7,17,47,24,71,4418,0,0.098591549,0.23943662,0.338028169,0.01607062,7771717
SWE,Weightlifting,0,0,4,61,4,65,4256,0,0,0.061538462,0.061538462,0.015272556,44
SWE,Wrestling,28,27,31,205,86,291,7734,0.096219931,0.092783505,0.10652921,0.295532646,0.037626067,2.82828E+19
SWZ,Athletics,0,0,0,36,0,36,43294,0,0,0,0,0.000831524,0
SWZ,Boxing,0,0,0,9,0,9,6584,0,0,0,0,0.00136695,0
SWZ,Shooting,0,0,0,2,0,2,12580,0,0,0,0,0.000158983,0
SWZ,Swimming,0,0,0,20,0,20,26416,0,0,0,0,0.000757117,0
SWZ,Taekwondo,0,0,0,1,0,1,870,0,0,0,0,0.001149425,0
SWZ,Weightlifting,0,0,0,3,0,3,4256,0,0,0,0,0.000704887,0
SYR,Artistic Gymnastics,0,0,0,5,0,5,2297,0,0,0,0,0.002176752,0
SYR,Athletics,1,0,0,33,1,34,43294,0.029411765,0,0,0.029411765,0.000785328,1111100000
SYR,Boxing,0,0,1,18,1,19,6584,0,0,0.052631579,0.052631579,0.002885784,11
SYR,Cycling,0,0,0,1,0,1,10859,0,0,0,0,9.21E-05,0
SYR,Diving,0,0,0,2,0,2,3193,0,0,0,0,0.00062637,0
SYR,Equestrian,0,0,0,2,0,2,835,0,0,0,0,0.00239521,0
SYR,Equestrianism,0,0,0,1,0,1,6344,0,0,0,0,0.000157629,0
SYR,Football,0,0,0,15,0,15,7906,0,0,0,0,0.001897293,0
SYR,Judo,0,0,0,10,0,10,4876,0,0,0,0,0.002050861,0
SYR,Shooting,0,0,0,12,0,12,12580,0,0,0,0,0.000953895,0
SYR,Swimming,0,0,0,15,0,15,26416,0,0,0,0,0.000567838,0
SYR,Table Tennis,0,0,0,2,0,2,2480,0,0,0,0,0.000806452,0
SYR,Triathlon,0,0,0,2,0,2,822,0,0,0,0,0.00243309,0
SYR,Weightlifting,0,0,1,13,1,14,4256,0,0,0.071428571,0.071428571,0.003289474,11
SYR,Wrestling,0,1,0,37,1,38,7734,0,0.026315789,0,0.026315789,0.00491337,11100
TAN,Athletics,0,2,0,107,2,109,43294,0,0.018348624,0,0.018348624,0.00251767,22200
TAN,Boxing,0,0,0,36,0,36,6584,0,0,0,0,0.005467801,0
TAN,Hockey,0,0,0,16,0,16,6264,0,0,0,0,0.002554278,0
TAN,Judo,0,0,0,2,0,2,4876,0,0,0,0,0.000410172,0
TAN,Swimming,0,0,0,8,0,8,26416,0,0,0,0,0.000302847,0
TCH,Archery,0,0,0,4,0,4,2846,0,0,0,0,0.001405481,0
TCH,Art Competitions,0,1,2,84,3,87,3578,0,0.011494253,0.022988506,0.034482759,0.02431526,11122
TCH,Athletics,11,8,5,339,24,363,43294,0.03030303,0.022038567,0.013774105,0.066115702,0.008384534,1.11111E+14
TCH,Badminton,0,0,0,2,0,2,1816,0,0,0,0,0.001101322,0
TCH,Basketball,0,0,0,123,0,123,5111,0,0,0,0,0.024065741,0
TCH,Boxing,3,1,2,45,6,51,6584,0.058823529,0.019607843,0.039215686,0.117647059,0.007746051,3333311122
TCH,Canoeing,10,7,1,151,18,169,6171,0.059171598,0.041420118,0.00591716,0.106508876,0.027386161,1.0101E+14
TCH,Cycling,2,3,8,160,13,173,10859,0.011560694,0.01734104,0.046242775,0.075144509,0.015931485,2222233388
TCH,Diving,1,1,0,17,2,19,3193,0.052631579,0.052631579,0,0.105263158,0.005950517,1111111100
TCH,Equestrianism,1,0,0,56,1,57,6344,0.01754386,0,0,0.01754386,0.008984868,1111100000
TCH,Fencing,0,0,0,108,0,108,11558,0,0,0,0,0.009344177,0
TCH,Football,16,17,0,51,33,84,7906,0.19047619,0.202380952,0,0.392857143,0.010624842,1.61616E+17
TCH,Gymnastics,19,42,17,979,78,1057,26707,0.017975402,0.039735099,0.016083254,0.073793756,0.039577639,1.91919E+19
TCH,Handball,0,16,0,72,16,88,4419,0,0.181818182,0,0.181818182,0.019914008,16161600
TCH,Hockey,0,16,0,0,16,16,6264,0,1,0,1,0.002554278,16161600
TCH,Ice Hockey,0,0,8,0,8,8,60,0,0,1,1,0.133333333,88
TCH,Judo,0,0,1,16,1,17,4876,0,0,0.058823529,0.058823529,0.003486464,11
TCH,Modern Pentathlon,0,3,1,29,4,33,1821,0,0.090909091,0.03030303,0.121212121,0.018121911,33311
TCH,Rhythmic Gymnastics,0,0,0,4,0,4,848,0,0,0,0,0.004716981,0
TCH,Rowing,7,4,34,201,45,246,11625,0.028455285,0.016260163,0.138211382,0.182926829,0.02116129,7.77774E+11
TCH,Sailing,0,0,0,12,0,12,7266,0,0,0,0,0.001651528,0
TCH,Shooting,4,3,2,184,9,193,12580,0.020725389,0.015544041,0.010362694,0.046632124,0.015341812,4444433322
TCH,Swimming,0,0,0,110,0,110,26416,0,0,0,0,0.004164143,0
TCH,Synchronized Swimming,0,0,0,1,0,1,909,0,0,0,0,0.00110011,0
TCH,Table Tennis,0,0,0,12,0,12,2480,0,0,0,0,0.00483871,0
TCH,Tennis,1,2,4,28,7,35,3446,0.028571429,0.057142857,0.114285714,0.2,0.010156703,1111122244
TCH,Volleyball,0,11,12,60,23,83,4003,0,0.13253012,0.144578313,0.277108434,0.020734449,1111111212
TCH,Water Polo,0,0,0,43,0,43,4418,0,0,0,0,0.009732911,0
TCH,Weightlifting,3,2,3,58,8,66,4256,0.045454545,0.03030303,0.045454545,0.121212121,0.015507519,3333322233
TCH,Wrestling,1,7,7,90,15,105,7734,0.00952381,0.066666667,0.066666667,0.142857143,0.013576416,1111177777
TGA,Archery,0,0,0,3,0,3,2846,0,0,0,0,0.001054111,0
TGA,Athletics,0,0,0,22,0,22,43294,0,0,0,0,0.000508154,0
TGA,Boxing,0,1,0,13,1,14,6584,0,0.071428571,0,0.071428571,0.002126367,11100
TGA,Judo,0,0,0,1,0,1,4876,0,0,0,0,0.000205086,0
TGA,Swimming,0,0,0,7,0,7,26416,0,0,0,0,0.000264991,0
TGA,Taekwondo,0,0,0,3,0,3,870,0,0,0,0,0.003448276,0
TGA,Weightlifting,0,0,0,5,0,5,4256,0,0,0,0,0.001174812,0
THA,Archery,0,0,0,7,0,7,2846,0,0,0,0,0.002459592,0
THA,Athletics,0,0,0,163,0,163,43294,0,0,0,0,0.003764956,0
THA,Badminton,0,1,0,65,1,66,1816,0,0.015151515,0,0.015151515,0.036343612,11100
THA,Basketball,0,0,0,9,0,9,5111,0,0,0,0,0.001760908,0
THA,Boxing,4,4,8,79,16,95,6584,0.042105263,0.042105263,0.084210526,0.168421053,0.014428919,4444444488
THA,Canoe Sprint,0,0,0,1,0,1,756,0,0,0,0,0.001322751,0
THA,Canoeing,0,0,0,1,0,1,6171,0,0,0,0,0.000162048,0
THA,Cycling,0,0,0,50,0,50,10859,0,0,0,0,0.004604476,0
THA,Cycling BMX Racing,0,0,0,3,0,3,115,0,0,0,0,0.026086957,0
THA,Cycling Road,0,0,0,4,0,4,493,0,0,0,0,0.00811359,0
THA,Cycling Track,0,0,0,2,0,2,878,0,0,0,0,0.002277904,0
THA,Diving,0,0,0,6,0,6,3193,0,0,0,0,0.001879111,0
THA,Equestrian,0,0,0,7,0,7,835,0,0,0,0,0.008383234,0
THA,Equestrianism,0,0,0,2,0,2,6344,0,0,0,0,0.000315259,0
THA,Fencing,0,0,0,19,0,19,11558,0,0,0,0,0.001643883,0
THA,Football,0,0,0,28,0,28,7906,0,0,0,0,0.003541614,0
THA,Golf,0,0,0,12,0,12,487,0,0,0,0,0.024640657,0
THA,Judo,0,0,0,12,0,12,4876,0,0,0,0,0.002461034,0
THA,Modern Pentathlon,0,0,0,1,0,1,1821,0,0,0,0,0.000549149,0
THA,Rowing,0,0,0,8,0,8,11625,0,0,0,0,0.000688172,0
THA,Sailing,0,0,0,39,0,39,7266,0,0,0,0,0.005367465,0
THA,Shooting,0,0,0,131,0,131,12580,0,0,0,0,0.010413355,0
THA,Skateboarding,0,0,0,1,0,1,168,0,0,0,0,0.005952381,0
THA,Swimming,0,0,0,88,0,88,26416,0,0,0,0,0.003331314,0
THA,Table Tennis,0,0,0,14,0,14,2480,0,0,0,0,0.005645161,0
THA,Taekwondo,2,2,3,11,7,18,870,0.111111111,0.111111111,0.166666667,0.388888889,0.020689655,2222222233
THA,Tennis,0,0,0,13,0,13,3446,0,0,0,0,0.00377249,0
THA,Weightlifting,5,4,5,33,14,47,4256,0.106382979,0.085106383,0.106382979,0.29787234,0.011043233,5555544455
TJK,Archery,0,0,0,2,0,2,2846,0,0,0,0,0.000702741,0
TJK,Athletics,1,0,0,12,1,13,43294,0.076923077,0,0,0.076923077,0.000300273,1111100000
TJK,Boxing,0,0,2,14,2,16,6584,0,0,0.125,0.125,0.002430134,22
TJK,Diving,0,0,0,2,0,2,3193,0,0,0,0,0.00062637,0
TJK,Judo,0,0,3,17,3,20,4876,0,0,0.15,0.15,0.004101723,33
TJK,Shooting,0,0,0,4,0,4,12580,0,0,0,0,0.000317965,0
TJK,Swimming,0,0,0,11,0,11,26416,0,0,0,0,0.000416414,0
TJK,Taekwondo,0,0,0,3,0,3,870,0,0,0,0,0.003448276,0
TJK,Weightlifting,0,0,0,1,0,1,4256,0,0,0,0,0.000234962,0
TJK,Wrestling,0,1,0,11,1,12,7734,0,0.083333333,0,0.083333333,0.00155159,11100
TKM,Athletics,0,0,0,13,0,13,43294,0,0,0,0,0.000300273,0
TKM,Boxing,0,0,0,7,0,7,6584,0,0,0,0,0.001063183,0
TKM,Judo,0,0,0,13,0,13,4876,0,0,0,0,0.00266612,0
TKM,Shooting,0,0,0,5,0,5,12580,0,0,0,0,0.000397456,0
TKM,Swimming,0,0,0,13,0,13,26416,0,0,0,0,0.000492126,0
TKM,Table Tennis,0,0,0,2,0,2,2480,0,0,0,0,0.000806452,0
TKM,Weightlifting,0,1,0,14,1,15,4256,0,0.066666667,0,0.066666667,0.003524436,11100
