Name,NOC,Sport,Participation_Count,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Medals,TOPSIS Score,TOPSIS Score Sum,
Malin Baryard-johnsson,SWE,Equestrian,2,1,0,0,1,0.080591187,0.376086298,1
Patrik Kittel,SWE,Equestrian,2,0,0,0,0,0.001125348,0.376086298,1
Peder Fredricson,SWE,Equestrian,2,1,1,0,2,0.125319183,0.376086298,1
Rolf-goran Bengtsson,SWE,Equestrian,1,1,0,0,1,0.080581957,0.376086298,1
Sara Algotsson,SWE,Equestrian,2,0,0,0,0,0.001125348,0.376086298,1
Therese Nilshagen,SWE,Equestrian,2,0,0,0,0,0.001125348,0.376086298,1
Therese Viklund,SWE,Equestrian,2,0,0,0,0,0.001125348,0.376086298,1
von Henrik,SWE,Equestrian,2,1,0,0,1,0.080591187,0.376086298,1
Amanda Ilestedt,SWE,Football,1,0,1,0,1,0.086140832,2.209872852,1
Anna Anvegard,SWE,Football,1,0,1,0,1,0.086140832,2.209872852,1
Caroline Seger,SWE,Football,1,0,1,0,1,0.086140832,2.209872852,1
Emma Kullberg,SWE,Football,1,0,1,0,1,0.086140832,2.209872852,1
Erik Persson,SWE,Football,1,0,0,0,0,0,2.209872852,1
Filippa Angeldal,SWE,Football,1,0,1,0,1,0.086140832,2.209872852,1
Fridolina Rolfo,SWE,Football,1,0,1,0,1,0.086140832,2.209872852,1
Hanna Bennison,SWE,Football,1,0,1,0,1,0.086140832,2.209872852,1
Hanna Glas,SWE,Football,1,0,1,0,1,0.086140832,2.209872852,1
Hedvig Lindahl,SWE,Football,1,0,1,0,1,0.086140832,2.209872852,1
Jennifer Falk,SWE,Football,1,0,1,0,1,0.086140832,2.209872852,1
Jonna Andersson,SWE,Football,2,0,2,0,2,0.164831348,2.209872852,1
Julia Roddar,SWE,Football,1,0,1,0,1,0.086140832,2.209872852,1
Kosovare Asllani,SWE,Football,3,0,2,0,2,0.164843837,2.209872852,1
Lina Hurtig,SWE,Football,1,0,1,0,1,0.086140832,2.209872852,1
Madelen Janogy,SWE,Football,1,0,1,0,1,0.086140832,2.209872852,1
Magdalena Eriksson,SWE,Football,2,0,2,0,2,0.164831348,2.209872852,1
Nathalie Bjorn,SWE,Football,1,0,1,0,1,0.086140832,2.209872852,1
Olivia Schough,SWE,Football,2,0,2,0,2,0.164831348,2.209872852,1
Rebecka Blomqvist,SWE,Football,1,0,1,0,1,0.086140832,2.209872852,1
Sofia Jakobsson,SWE,Football,1,0,1,0,1,0.086140832,2.209872852,1
Stina Blackstenius,SWE,Football,1,0,1,0,1,0.086140832,2.209872852,1
Zecira Musovic,SWE,Football,1,0,1,0,1,0.086140832,2.209872852,1
Alex Noren,SWE,Golf,1,0,0,0,0,0,0.001125348,1
Anna Nordqvist,SWE,Golf,2,0,0,0,0,0.001125348,0.001125348,1
Henrik Norlander,SWE,Golf,1,0,0,0,0,0,0.001125348,1
Madelene Sagstrom,SWE,Golf,1,0,0,0,0,0,0.001125348,1
Albin Lagergren,SWE,Handball,2,0,0,0,0,0.001125348,0.007874964,1
Andreas Palicka,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Anna Lagerquist,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Anton Lindskog,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Carin Stromberg,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Daniel Pettersson,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Elin Hansson,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Emma Lindqvist,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Felix Claar,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Fredric Pettersson,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Hampus Wanne,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Jamina Roberts,SWE,Handball,3,0,0,0,0,0.002248224,0.007874964,1
Jenny Carlson,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Jessica Ryde,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Jim Gottfridsson,SWE,Handball,2,0,0,0,0,0.001125348,0.007874964,1
Johanna Bundsen,SWE,Handball,2,0,0,0,0,0.001125348,0.007874964,1
Johanna Westberg,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Jonathan Carlsbogard,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Kristin Thorleifsdottir,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Linn Blohm,SWE,Handball,2,0,0,0,0,0.001125348,0.007874964,1
Lucas Pellas,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Lukas Sandell,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Mathilda Lundstrom,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Max Darj,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Melissa Petren,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Mikael Aggefors,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Nathalie Hagman,SWE,Handball,2,0,0,0,0,0.001125348,0.007874964,1
Niclas Ekberg,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Nina Dano,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Oskar Sunnefeldt,SWE,Handball,1,0,0,0,0,0,0.007874964,1
Anna Bernholm,SWE,Judo,1,0,0,0,0,0,0.003373572,1
Marcus Nyman,SWE,Judo,3,0,0,0,0,0.002248224,0.003373572,1
Robin Pacek,SWE,Judo,2,0,0,0,0,0.001125348,0.003373572,1
Tommy Macias,SWE,Judo,1,0,0,0,0,0,0.003373572,1
Lovisa Claesson,SWE,Rowing,1,0,0,0,0,0,0,1
Anton Dahlberg,SWE,Sailing,4,0,1,0,1,0.086203533,0.339128874,1
Cecilia Jonsson,SWE,Sailing,1,0,0,0,0,0,0.339128874,1
Emil Jarudd,SWE,Sailing,1,0,0,0,0,0,0.339128874,1
Fredrik Bergstrom,SWE,Sailing,1,0,1,0,1,0.086140832,0.339128874,1
Jesper Stalheim,SWE,Sailing,1,0,0,0,0,0,0.339128874,1
Josefin Olsson,SWE,Sailing,3,0,1,0,1,0.086170324,0.339128874,1
Lovisa Karlsson,SWE,Sailing,1,0,0,0,0,0,0.339128874,1
Max Salminen,SWE,Sailing,3,1,0,0,1,0.080614185,0.339128874,1
Olivia Bergstrom,SWE,Sailing,1,0,0,0,0,0,0.339128874,1
Stefan Nilsson,SWE,Shooting,1,0,0,0,0,0,0,1
Oskar Rozenberg,SWE,Skateboarding,1,0,0,0,0,0,0,1
Bjoern Seeliger,SWE,Swimming,1,0,0,0,0,0,0.11417831,1
Emelie Fast,SWE,Swimming,1,0,0,0,0,0,0.11417831,1
Louise Hansson,SWE,Swimming,9,0,0,0,0,0.008933796,0.11417831,1
Michelle Coleman,SWE,Swimming,11,0,0,0,0,0.011142723,0.11417831,1
Robin Hanson,SWE,Swimming,2,0,0,0,0,0.001125348,0.11417831,1
Sara Junevik,SWE,Swimming,1,0,0,0,0,0,0.11417831,1
Sarah Sjoestroem,SWE,Swimming,5,0,1,0,1,0.086249032,0.11417831,1
Sophie Hansson,SWE,Swimming,6,0,0,0,0,0.005602063,0.11417831,1
Victor Johansson,SWE,Swimming,2,0,0,0,0,0.001125348,0.11417831,1
Anton Kaellberg,SWE,Table Tennis,2,0,0,0,0,0.001125348,0.00449892,1
Christina Kaellberg,SWE,Table Tennis,1,0,0,0,0,0,0.00449892,1
Kristian Karlsson,SWE,Table Tennis,3,0,0,0,0,0.002248224,0.00449892,1
Linda Bergstroem,SWE,Table Tennis,1,0,0,0,0,0,0.00449892,1
Mattias Falck,SWE,Table Tennis,2,0,0,0,0,0.001125348,0.00449892,1
Rebecca Peterson,SWE,Tennis,1,0,0,0,0,0,0,1
Caroline Strenius,SWE,Weightlifting,1,0,0,0,0,0,0,1
Katarina Johansson,SWE,Wrestling,1,0,0,0,0,0,0,1
Magdalena Mattsson,SWE,Wrestling,1,0,0,0,0,0,0,1
Michel Bjurberg,SWE,Wrestling,1,0,0,0,0,0,0,1
Sibusiso Matsenjwa,SWZ,Athletics,3,0,0,0,0,0.002248224,0.002248224,1
Thabiso Dlamini,SWZ,Boxing,1,0,0,0,0,0,0,1
Robyn Young,SWZ,Swimming,1,0,0,0,0,0,0,1
Simanga Dlamini,SWZ,Swimming,1,0,0,0,0,0,0,1
Eddin Ghazal,SYR,Athletics,1,0,0,0,0,0,0,1
Saber Hamcho,SYR,Equestrian,1,0,0,0,0,0,0,1
Ayman Kelzi,SYR,Swimming,1,0,0,0,0,0,0,1
Hend Zaza,SYR,Table Tennis,1,0,0,0,0,0,0,1
Mohamad Maso,SYR,Triathlon,1,0,0,0,0,0,0,1
Man Asaad,SYR,Weightlifting,2,0,0,1,1,0.079989894,0.079989894,1
Failuna Matanga,TAN,Athletics,1,0,0,0,0,0,0,1
Felix Simbu,TAN,Athletics,1,0,0,0,0,0,0,1
Gerald Geay,TAN,Athletics,1,0,0,0,0,0,0,1
Lawrence Fotofili,TGA,Athletics,1,0,0,0,0,0,0,1
Amini Fonua,TGA,Swimming,3,0,0,0,0,0.002248224,0.002248224,1
Malia Day,TGA,Swimming,1,0,0,0,0,0,0.002248224,1
Malia Paseka,TGA,Taekwondo,1,0,0,0,0,0,0.001125348,1
Pita Taufatofua,TGA,Taekwondo,2,0,0,0,0,0.001125348,0.001125348,1
Mechteld Manumua,TGA,Weightlifting,1,0,0,0,0,0,0,1
Kieran Tuntivate,THA,Athletics,1,0,0,0,0,0,0.001125348,1
Subenrat Insaeng,THA,Athletics,2,0,0,0,0,0.001125348,0.001125348,1
Busanan Ongbamrungphan,THA,Badminton,1,0,0,0,0,0,0.003373572,1
Dechapol Puavaranukroh,THA,Badminton,1,0,0,0,0,0,0.003373572,1
Jongkolphan Kititharakul,THA,Badminton,1,0,0,0,0,0,0.003373572,1
Kantaphon Wangcharoen,THA,Badminton,1,0,0,0,0,0,0.003373572,1
Ratchanok Intanon,THA,Badminton,3,0,0,0,0,0.002248224,0.003373572,1
Rawinda Prajongjai,THA,Badminton,1,0,0,0,0,0,0.003373572,1
Sapsiree Taerattanachai,THA,Badminton,2,0,0,0,0,0.001125348,0.003373572,1
Baison Manikon,THA,Boxing,1,0,0,0,0,0,0.079981078,1
Chatchai-decha Butdee,THA,Boxing,1,0,0,0,0,0,0.079981078,1
Jutamas Jitpong,THA,Boxing,1,0,0,0,0,0,0.079981078,1
Sudaporn Seesondee,THA,Boxing,1,0,0,1,1,0.079981078,0.079981078,1
Orasa Thiangkathok,THA,Canoe Sprint,1,0,0,0,0,0,0,1
Jutatip Maneephan,THA,Cycling,2,0,0,0,0,0.001125348,0.001125348,1
Chutikan Kitwanitsathian,THA,Cycling BMX Racing,1,0,0,0,0,0,0,1
Arinadtha Chavatanont,THA,Equestrian,2,0,0,0,0,0.001125348,0.003376044,1
Korntawat Samran,THA,Equestrian,2,0,0,0,0,0.001125348,0.003376044,1
Weerapat Pitakanonda,THA,Equestrian,2,0,0,0,0,0.001125348,0.003376044,1
Ariya Jutanugarn,THA,Golf,2,0,0,0,0,0.001125348,0.001125348,1
Gunn Charoenkul,THA,Golf,1,0,0,0,0,0,0.001125348,1
Jazz Janewattananond,THA,Golf,1,0,0,0,0,0,0.001125348,1
Patty Tavatanakit,THA,Golf,1,0,0,0,0,0,0.001125348,1
Kachakorn Warasiha,THA,Judo,1,0,0,0,0,0,0,1
Nawamin Deenoi,THA,Rowing,1,0,0,0,0,0,0,1
Siwakorn Wongpin,THA,Rowing,1,0,0,0,0,0,0,1
Kamolwan Chanyim,THA,Sailing,2,0,0,0,0,0.001125348,0.003376044,1
Natthaphong Phonoppharat,THA,Sailing,2,0,0,0,0,0.001125348,0.003376044,1
Siripon Kaewduang-ngam,THA,Sailing,2,0,0,0,0,0.001125348,0.003376044,1
Isaranuudom Phurihiranphat,THA,Shooting,1,0,0,0,0,0,0.014562934,1
Isarapa Imprasertsuk,THA,Shooting,1,0,0,0,0,0,0.014562934,1
Naphaswan Yangpaiboon,THA,Shooting,4,0,0,0,0,0.003368633,0.014562934,1
Savate Sresthaporn,THA,Shooting,1,0,0,0,0,0,0.014562934,1
Sutiya Jiewchaloemmit,THA,Shooting,4,0,0,0,0,0.003368633,0.014562934,1
Tanyaporn Prucksakorn,THA,Shooting,8,0,0,0,0,0.007825668,0.014562934,1
Jenjira Srisa,THA,Swimming,2,0,0,0,0,0.001125348,0.002250696,1
Navaphat Wongcharoen,THA,Swimming,2,0,0,0,0,0.001125348,0.002250696,1
Orawan Paranang,THA,Table Tennis,1,0,0,0,0,0,0.001125348,1
Suthasini Sawettabut,THA,Table Tennis,2,0,0,0,0,0.001125348,0.001125348,1
Panipak Wongpattanakit,THA,Taekwondo,2,1,0,1,2,0.12020334,0.12020334,1
Ramnarong Sawekwiharee,THA,Taekwondo,1,0,0,0,0,0,0.12020334,1
Ildar Akhmadiev,TJK,Athletics,1,0,0,0,0,0,0,1
Bakhodur Usmonov,TJK,Boxing,1,0,0,0,0,0,0,1
Shabbos Negmatulloev,TJK,Boxing,1,0,0,0,0,0,0,1
Siyovush Zukhurov,TJK,Boxing,1,0,0,0,0,0,0,1
Akmal Murodov,TJK,Judo,1,0,0,0,0,0,0.001125348,1
Komronshokh Ustopiriyon,TJK,Judo,2,0,0,0,0,0.001125348,0.001125348,1
Somon Makhmadbekov,TJK,Judo,1,0,0,0,0,0,0.001125348,1
Temur Rakhimov,TJK,Judo,1,0,0,0,0,0,0.001125348,1
Anastasiya Tyurina,TJK,Swimming,2,0,0,0,0,0.001125348,0.001125348,1
Olimjon Ishanov,TJK,Swimming,1,0,0,0,0,0,0.001125348,1
Mergen Mamedov,TKM,Athletics,1,0,0,0,0,0,0,1
Gulbadam Babamuratova,TKM,Judo,1,0,0,0,0,0,0,1
Darya Semyonova,TKM,Swimming,1,0,0,0,0,0,0.001125348,1
Merdan Atayev,TKM,Swimming,2,0,0,0,0,0.001125348,0.001125348,1
Hojamuhammet Toychyyev,TKM,Weightlifting,1,0,0,0,0,0,0.086140832,1
Kristina Shermetova,TKM,Weightlifting,1,0,0,0,0,0,0.086140832,1
Ovez Ovezov,TKM,Weightlifting,1,0,0,0,0,0,0.086140832,1
Polina Guryeva,TKM,Weightlifting,1,0,1,0,1,0.086140832,0.086140832,1
Rejepbay Rejepov,TKM,Weightlifting,1,0,0,0,0,0,0.086140832,1
de Felisberto,TLS,Athletics,1,0,0,0,0,0,0,1
Imelda Ximenes,TLS,Swimming,1,0,0,0,0,0,0,1
da Joao,TLS,Swimming,1,0,0,0,0,0,0,1
Fabrice Dabla,TOG,Athletics,1,0,0,0,0,0,0,1
Claire Ayivon,TOG,Rowing,1,0,0,0,0,0,0,1
Mawupemon Otogbe,TOG,Swimming,1,0,0,0,0,0,0,1
Dodji Fanny,TOG,Table Tennis,1,0,0,0,0,0,0,1
Chia-en Lin,TPE,Archery,3,0,0,0,0,0.002248224,0.262968084,1
Chien-ying Lei,TPE,Archery,2,0,0,0,0,0.001125348,0.262968084,1
Chih-chun Tang,TPE,Archery,3,0,1,0,1,0.086170324,0.262968084,1
Chun-heng Wei,TPE,Archery,2,0,1,0,1,0.08614942,0.262968084,1
Ya-ting Tan,TPE,Archery,2,0,0,0,0,0.001125348,0.262968084,1
Yu-cheng Deng,TPE,Archery,2,0,1,0,1,0.08614942,0.262968084,1
Chia-hung Tang,TPE,Artistic Gymnastics,8,0,0,0,0,0.007825668,0.111061347,1
Hua-tien Ting,TPE,Artistic Gymnastics,2,0,0,0,0,0.001125348,0.111061347,1
Kai Lee,TPE,Artistic Gymnastics,8,0,1,0,1,0.086458996,0.111061347,1
Yu-jan Shiao,TPE,Artistic Gymnastics,8,0,0,0,0,0.007825668,0.111061347,1
Yuan-hsi Hung,TPE,Artistic Gymnastics,8,0,0,0,0,0.007825668,0.111061347,1
Chao-tsun Cheng,TPE,Athletics,1,0,0,0,0,0,0,1
Chieh Chen,TPE,Athletics,1,0,0,0,0,0,0,1
Chun-han Yang,TPE,Athletics,1,0,0,0,0,0,0,1
Hsi-en Hsieh,TPE,Athletics,1,0,0,0,0,0,0,1
Kuei-ru Chen,TPE,Athletics,1,0,0,0,0,0,0,1
Shih-feng Huang,TPE,Athletics,1,0,0,0,0,0,0,1
Chi-lin Wang,TPE,Badminton,1,1,0,0,1,0.080581957,0.247304745,1
Tien-chen Chou,TPE,Badminton,1,0,0,0,0,0,0.247304745,1
Tzu-wei Wang,TPE,Badminton,1,0,0,0,0,0,0.247304745,1
Tzu-ying Tai,TPE,Badminton,1,0,1,0,1,0.086140832,0.247304745,1
Yang Lee,TPE,Badminton,1,1,0,0,1,0.080581957,0.247304745,1
Hsiao-wen Huang,TPE,Boxing,1,0,0,1,1,0.079981078,0.079981078,1
Nien-chin Chen,TPE,Boxing,1,0,0,0,0,0,0.079981078,1
Shih-yi Wu,TPE,Boxing,1,0,0,0,0,0,0.079981078,1
Yu-ting Lin,TPE,Boxing,1,0,0,0,0,0,0.079981078,1
Chu-han Chang,TPE,Canoe Slalom,1,0,0,0,0,0,0,1
Kai Feng,TPE,Cycling Road,1,0,0,0,0,0,0,1
Shao-man Chen,TPE,Equestrian,1,0,0,0,0,0,0,1
Min Lee,TPE,Golf,1,0,0,0,0,0,0.079981078,1
T Pan,TPE,Golf,1,0,0,1,1,0.079981078,0.079981078,1
Wei-ling Hsu,TPE,Golf,1,0,0,0,0,0,0.079981078,1
Chen-hao Lin,TPE,Judo,1,0,0,0,0,0,0.086140832,1
Chen-ling Lien,TPE,Judo,1,0,0,0,0,0,0.086140832,1
Wei Yang,TPE,Judo,1,0,1,0,1,0.086140832,0.086140832,1
Tzuyun Wen,TPE,Karate,1,0,0,1,1,0.079981078,0.079981078,1
Yi-ta Wang,TPE,Karate,1,0,0,0,0,0,0.079981078,1
Yi-ting Huang,TPE,Rowing,1,0,0,0,0,0,0,1
Chen Tien,TPE,Shooting,2,0,0,0,0,0.001125348,0.004501392,1
Chia-ying Wu,TPE,Shooting,2,0,0,0,0,0.001125348,0.004501392,1
Kun-pi Yang,TPE,Shooting,1,0,0,0,0,0,0.004501392,1
Shao-chuan Lu,TPE,Shooting,2,0,0,0,0,0.001125348,0.004501392,1
Ying-shin Lin,TPE,Shooting,2,0,0,0,0,0.001125348,0.004501392,1
Hsing-hao Wang,TPE,Swimming,2,0,0,0,0,0.001125348,0.002250696,1
Kuan-hung Wang,TPE,Swimming,2,0,0,0,0,0.001125348,0.002250696,1
Mei-chien Huang,TPE,Swimming,1,0,0,0,0,0,0.002250696,1
An Chen,TPE,Table Tennis,1,0,0,0,0,0,0.082262608,1
Ching Cheng,TPE,Table Tennis,3,0,0,1,1,0.080011912,0.082262608,1
Tzu Cheng,TPE,Table Tennis,1,0,0,0,0,0,0.082262608,1
Yu Chen,TPE,Table Tennis,2,0,0,0,0,0.001125348,0.082262608,1
Yuan Chuang,TPE,Table Tennis,2,0,0,0,0,0.001125348,0.082262608,1
Chia-ling Lo,TPE,Taekwondo,1,0,0,1,1,0.079981078,0.079981078,1
Po-ya Su,TPE,Taekwondo,1,0,0,0,0,0,0.079981078,1
Wei-ting Liu,TPE,Taekwondo,1,0,0,0,0,0,0.079981078,1
Yu-jen Huang,TPE,Taekwondo,1,0,0,0,0,0,0.079981078,1
Chieh-yu Hsu,TPE,Tennis,1,0,0,0,0,0,0,1
Hao-ching Chan,TPE,Tennis,1,0,0,0,0,0,0,1
Latisha Chan,TPE,Tennis,1,0,0,0,0,0,0,1
Yen-hsun Lu,TPE,Tennis,1,0,0,0,0,0,0,1
Yu-chieh Hsieh,TPE,Tennis,1,0,0,0,0,0,0,1
Chan-hung Kao,TPE,Weightlifting,1,0,0,0,0,0,0.160563035,1
Hsing-chun Kuo,TPE,Weightlifting,1,1,0,0,1,0.080581957,0.160563035,1
Nien-hsin Chiang,TPE,Weightlifting,1,0,0,0,0,0,0.160563035,1
Po-jen Chen,TPE,Weightlifting,1,0,0,0,0,0,0.160563035,1
Wan-ling Fang,TPE,Weightlifting,1,0,0,0,0,0,0.160563035,1
Wen-huei Chen,TPE,Weightlifting,1,0,0,1,1,0.079981078,0.160563035,1
Yun-ting Hsieh,TPE,Weightlifting,1,0,0,0,0,0,0.160563035,1
Adell Colthrust,TTO,Athletics,1,0,0,0,0,0,0.220554426,1
Akanni Hislop,TTO,Athletics,1,0,0,0,0,0,0.220554426,1
Andwuelle Wright,TTO,Athletics,1,0,0,0,0,0,0.220554426,1
Asa Guevara,TTO,Athletics,1,0,0,0,0,0,0.220554426,1
Ayla Stanisclaus,TTO,Athletics,1,0,0,0,0,0,0.220554426,1
Che Lara,TTO,Athletics,1,0,0,0,0,0,0.220554426,1
Deon Lendore,TTO,Athletics,6,0,0,1,1,0.080157022,0.220554426,1
Dwight St.,TTO,Athletics,2,0,0,0,0,0.001125348,0.220554426,1
Jereem Richards,TTO,Athletics,2,0,0,0,0,0.001125348,0.220554426,1
Jonathan Farinha,TTO,Athletics,1,0,0,0,0,0,0.220554426,1
Kai Selvon,TTO,Athletics,3,0,0,0,0,0.002248224,0.220554426,1
Kelly-ann Baptiste,TTO,Athletics,2,0,0,0,0,0.001125348,0.220554426,1
Keshorn Walcott,TTO,Athletics,3,1,0,1,2,0.12022001,0.220554426,1
Khalifa St.,TTO,Athletics,1,0,0,0,0,0,0.220554426,1
Kion Benjamin,TTO,Athletics,1,0,0,0,0,0,0.220554426,1
Kyle Greaux,TTO,Athletics,2,0,0,0,0,0.001125348,0.220554426,1
Machel Cedenio,TTO,Athletics,4,0,0,0,0,0.003368633,0.220554426,1
McKNIGHT Sparkle,TTO,Athletics,1,0,0,0,0,0,0.220554426,1
Michelle-lee Ahye,TTO,Athletics,2,0,0,0,0,0.001125348,0.220554426,1
Portious Warren,TTO,Athletics,1,0,0,0,0,0,0.220554426,1
Semoy Hackett,TTO,Athletics,9,0,0,0,0,0.008933796,0.220554426,1
Tyra Gittens,TTO,Athletics,1,0,0,0,0,0,0.220554426,1
Solomon Prince,TTO,Boxing,1,0,0,0,0,0,0,1
Teniel Campbell,TTO,Cycling Road,1,0,0,0,0,0,0,1
Kwesi Browne,TTO,Cycling Track,2,0,0,0,0,0.001125348,0.002250696,1
Nicholas Paul,TTO,Cycling Track,2,0,0,0,0,0.001125348,0.002250696,1
Gabriella Wood,TTO,Judo,1,0,0,0,0,0,0,1
Aisha Chow,TTO,Rowing,1,0,0,0,0,0,0,1
Cherelle Thompson,TTO,Swimming,1,0,0,0,0,0,0.004486578,1
Dylan Carter,TTO,Swimming,5,0,0,0,0,0.004486578,0.004486578,1
Mohamed Hammed,TUN,Archery,2,0,0,0,0,0.001125348,0.002250696,1
Rihab Elwalid,TUN,Archery,2,0,0,0,0,0.001125348,0.002250696,1
Abdessalem Ayouni,TUN,Athletics,1,0,0,0,0,0,0,1
Marwa Bouzayani,TUN,Athletics,1,0,0,0,0,0,0,1
Mohamed Touati,TUN,Athletics,1,0,0,0,0,0,0,1
Khouloud Hlimi,TUN,Boxing,1,0,0,0,0,0,0,1
Mariem Homrani,TUN,Boxing,1,0,0,0,0,0,0,1
Afef Ben,TUN,Canoe Sprint,1,0,0,0,0,0,0.001125348,1
Ali Mrabet,TUN,Canoe Sprint,1,0,0,0,0,0,0.001125348,1
Ghailene Khattali,TUN,Canoe Sprint,1,0,0,0,0,0,0.001125348,1
Khaoula Sassi,TUN,Canoe Sprint,2,0,0,0,0,0.001125348,0.001125348,1
Amira Ben,TUN,Fencing,2,0,0,0,0,0.001125348,0.006749616,1
Fares Ferjani,TUN,Fencing,1,0,0,0,0,0,0.006749616,1
Ines Boubakri,TUN,Fencing,1,0,0,0,0,0,0.006749616,1
Mohamed Samandi,TUN,Fencing,2,0,0,0,0,0.001125348,0.006749616,1
Nadia Ben,TUN,Fencing,2,0,0,0,0,0.001125348,0.006749616,1
Olfa Hezami,TUN,Fencing,1,0,0,0,0,0,0.006749616,1
Sarra Besbes,TUN,Fencing,3,0,0,0,0,0.002248224,0.006749616,1
Yasmine Daghfous,TUN,Fencing,2,0,0,0,0,0.001125348,0.006749616,1
Ghofran Khelifi,TUN,Judo,1,0,0,0,0,0,0,1
Nihel Cheikh,TUN,Judo,1,0,0,0,0,0,0,1
Nihel Landolsi,TUN,Judo,1,0,0,0,0,0,0,1
Oussama Mellouli,TUN,Marathon Swimming,1,0,0,0,0,0,0,1
Elhouda Ettaieb,TUN,Rowing,1,0,0,0,0,0,0,1
Khadija Krimi,TUN,Rowing,1,0,0,0,0,0,0,1
Eya Guezguez,TUN,Sailing,1,0,0,0,0,0,0,1
Mehdi Gharbi,TUN,Sailing,1,0,0,0,0,0,0,1
Rania Rahali,TUN,Sailing,1,0,0,0,0,0,0,1
Sarra Guezguez,TUN,Sailing,1,0,0,0,0,0,0,1
Ala Alothmani,TUN,Shooting,2,0,0,0,0,0.001125348,0.003373572,1
Olfa Charni,TUN,Shooting,3,0,0,0,0,0.002248224,0.003373572,1
Ahmed Hafnaoui,TUN,Swimming,2,1,0,0,1,0.080591187,0.080591187,1
Adam Hmam,TUN,Table Tennis,1,0,0,0,0,0,0,1
Fadwa Garci,TUN,Table Tennis,1,0,0,0,0,0,0,1
Khalil Jendoubi,TUN,Taekwondo,1,0,1,0,1,0.086140832,0.086140832,1
Ons Jabeur,TUN,Tennis,3,0,0,0,0,0.002248224,0.002248224,1
Ahmed Kadhi,TUN,Volleyball,1,0,0,0,0,0,0.002250696,1
Ali Ben,TUN,Volleyball,1,0,0,0,0,0,0.002250696,1
Aymen Bouguerra,TUN,Volleyball,1,0,0,0,0,0,0.002250696,1
Elyes Karamosli,TUN,Volleyball,1,0,0,0,0,0,0.002250696,1
Hamza Nagga,TUN,Volleyball,2,0,0,0,0,0.001125348,0.002250696,1
Ismail Moalla,TUN,Volleyball,2,0,0,0,0,0.001125348,0.002250696,1
Khaled Ben,TUN,Volleyball,1,0,0,0,0,0,0.002250696,1
Mehdi Ben,TUN,Volleyball,1,0,0,0,0,0,0.002250696,1
Omar Agrebi,TUN,Volleyball,1,0,0,0,0,0,0.002250696,1
Saddem Hmissi,TUN,Volleyball,1,0,0,0,0,0,0.002250696,1
Selim Mbareki,TUN,Volleyball,1,0,0,0,0,0,0.002250696,1
Wassim Ben,TUN,Volleyball,1,0,0,0,0,0,0.002250696,1
Aymen Bacha,TUN,Weightlifting,1,0,0,0,0,0,0,1
Chaima Rahmouni,TUN,Weightlifting,1,0,0,0,0,0,0,1
Karem Ben,TUN,Weightlifting,1,0,0,0,0,0,0,1
Nouha Landoulsi,TUN,Weightlifting,1,0,0,0,0,0,0,1
Ramzi Bahloul,TUN,Weightlifting,1,0,0,0,0,0,0,1
Amine Guennichi,TUN,Wrestling,1,0,0,0,0,0,0,1
Haikel Achouri,TUN,Wrestling,1,0,0,0,0,0,0,1
Haithem Dakhlaoui,TUN,Wrestling,1,0,0,0,0,0,0,1
Lamjed Maafi,TUN,Wrestling,1,0,0,0,0,0,0,1
Marwa Amri,TUN,Wrestling,1,0,0,0,0,0,0,1
Mohamed Saadaoui,TUN,Wrestling,1,0,0,0,0,0,0,1
Sarra Hamdi,TUN,Wrestling,1,0,0,0,0,0,0,1
Siwar Bouseta,TUN,Wrestling,1,0,0,0,0,0,0,1
Souleymen Nasr,TUN,Wrestling,1,0,0,0,0,0,0,1
Zaineb Sghaier,TUN,Wrestling,1,0,0,0,0,0,0,1
Mete Gazoz,TUR,Archery,3,1,0,0,1,0.080614185,0.081739533,1
Yasemin Anagoz,TUR,Archery,2,0,0,0,0,0.001125348,0.081739533,1
Adem Asil,TUR,Artistic Gymnastics,7,0,0,0,0,0.006715091,0.097906654,1
Ahmet Onder,TUR,Artistic Gymnastics,7,0,0,0,0,0.006715091,0.097906654,1
