Name,Sex,Team,NOC,Year,City,Sport,Event,Medal,Treated,Intervention_Year
Gina (-groza),F,Romania,ROU,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,2000
Gina (-groza),F,Romania,ROU,1996,Atlanta,Gymnastics,Gymnastics Women's Horse Vault,Bronze,0,2000
Gina (-groza),F,Romania,ROU,1996,Atlanta,Gymnastics,Gymnastics Women's Balance Beam,Bronze,0,2000
Yelena (-barakatt),F,Russia,RUS,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Silver,0,2000
Valeriy Honcharov,M,Ukraine,UKR,2000,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,2000
Valeriy Honcharov,M,Ukraine,UKR,2004,Athina,Gymnastics,Gymnastics Men's Parallel Bars,Gold,0,2000
Huang Huadong,M,China,CHN,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,2000
Huang Liping,M,China,CHN,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,2000
Huang Xu,M,China,CHN,2000,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,2000
Florena Isrescu,F,Romania,ROU,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,2000
Takehiro Kashima,M,Japan,JPN,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,2000
Takehiro Kashima,M,Japan,JPN,2004,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,0,2000
Sergey Kharkov,M,Russia,RUS,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,2000
Svetlana Khorkina,F,Russia,RUS,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Silver,0,2000
Svetlana Khorkina,F,Russia,RUS,1996,Atlanta,Gymnastics,Gymnastics Women's Uneven Bars,Gold,0,2000
Svetlana Khorkina,F,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Silver,0,2000
Svetlana Khorkina,F,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,Silver,0,2000
Svetlana Khorkina,F,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,Gold,0,2000
Svetlana Khorkina,F,Russia,RUS,2004,Athina,Gymnastics,Gymnastics Women's Individual All-Around,Silver,0,2000
Svetlana Khorkina,F,Russia,RUS,2004,Athina,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,2000
Kim Dae-eun,M,South Korea,KOR,2004,Athina,Gymnastics,Gymnastics Men's Individual All-Around,Silver,0,2000
Dina Kochetkova,F,Russia,RUS,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Silver,0,2000
Anastasiya Kolesnikova,F,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Silver,0,2000
Ihor Korobchinskiy,M,Ukraine,UKR,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,2000
Oleh Kosiak,M,Ukraine,UKR,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,2000
Mariya Kryuchkova,F,Russia,RUS,2004,Athina,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,2000
Nikolay Kryukov,M,Russia,RUS,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,2000
Nikolay Kryukov,M,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,2000
Yevgeniya Kuznetsova,F,Russia,RUS,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Silver,0,2000
milie Pennec,F,France,FRA,2004,Athina,Gymnastics,Gymnastics Women's Uneven Bars,Gold,0,2000
Lee Ju-hyeong,M,South Korea,KOR,2000,Sydney,Gymnastics,Gymnastics Men's Parallel Bars,Silver,0,2000
Lee Ju-hyeong,M,South Korea,KOR,2000,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze,0,2000
Donghua Li,M,Switzerland,SUI,1996,Atlanta,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,0,2000
Li Xiaopeng,M,China,CHN,2000,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,2000
Li Xiaopeng,M,China,CHN,2000,Sydney,Gymnastics,Gymnastics Men's Parallel Bars,Gold,0,2000
Li Xiaopeng,M,China,CHN,2004,Athina,Gymnastics,Gymnastics Men's Parallel Bars,Bronze,0,2000
Li Xiaoshuang,M,China,CHN,1996,Atlanta,Gymnastics,Gymnastics Men's Individual All-Around,Gold,0,2000
Li Xiaoshuang,M,China,CHN,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,2000
Li Xiaoshuang,M,China,CHN,1996,Atlanta,Gymnastics,Gymnastics Men's Floor Exercise,Silver,0,2000
Ling Jie,F,China,CHN,2000,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,Silver,0,2000
Liu Xuan,F,China,CHN,2000,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,Bronze,0,2000
Liu Xuan,F,China,CHN,2000,Sydney,Gymnastics,Gymnastics Women's Balance Beam,Gold,0,2000
Ionela Loaie,F,Romania,ROU,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,2000
Yekaterina Lobaznyuk,F,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Silver,0,2000
Yekaterina Lobaznyuk,F,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Women's Horse Vault,Bronze,0,2000
Yekaterina Lobaznyuk,F,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Women's Balance Beam,Silver,0,2000
Oksana Lyapina,F,Russia,RUS,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Silver,0,2000
Alexandra Marinescu,F,Romania,ROU,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,2000
Ioannis Melissanidis,M,Greece,GRE,1996,Atlanta,Gymnastics,Gymnastics Men's Floor Exercise,Gold,0,2000
Ruslan Mezentsev,M,Ukraine,UKR,2000,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,2000
Lavinia Miloovici,F,Romania,ROU,1996,Atlanta,Gymnastics,Gymnastics Women's Individual All-Around,Bronze,0,2000
Lavinia Miloovici,F,Romania,ROU,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,2000
Hryhoriy Misiutin,M,Ukraine,UKR,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,2000
Hisashi Mizutori,M,Japan,JPN,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,2000
Mo Huilan,F,China,CHN,1996,Atlanta,Gymnastics,Gymnastics Women's Horse Vault,Silver,0,2000
Patricia Snchez,F,Spain,ESP,2004,Athina,Gymnastics,Gymnastics Women's Floor Exercise,Bronze,0,2000
Daisuke Nakano,M,Japan,JPN,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,2000
Aleksey Nemov,M,Russia,RUS,1996,Atlanta,Gymnastics,Gymnastics Men's Individual All-Around,Silver,0,2000
Aleksey Nemov,M,Russia,RUS,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,2000
Aleksey Nemov,M,Russia,RUS,1996,Atlanta,Gymnastics,Gymnastics Men's Floor Exercise,Bronze,0,2000
Aleksey Nemov,M,Russia,RUS,1996,Atlanta,Gymnastics,Gymnastics Men's Horse Vault,Gold,0,2000
Aleksey Nemov,M,Russia,RUS,1996,Atlanta,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze,0,2000
Aleksey Nemov,M,Russia,RUS,1996,Atlanta,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,0,2000
Aleksey Nemov,M,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,Gold,0,2000
Aleksey Nemov,M,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,2000
Aleksey Nemov,M,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Men's Floor Exercise,Silver,0,2000
Aleksey Nemov,M,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Men's Parallel Bars,Bronze,0,2000
Aleksey Nemov,M,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,0,2000
Aleksey Nemov,M,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,0,2000
Maria Olaru,F,Romania,ROU,2000,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,Silver,0,2000
Maria Olaru,F,Romania,ROU,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,2000
Anna Pavlova,F,Russia,RUS,2004,Athina,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,2000
Anna Pavlova,F,Russia,RUS,2004,Athina,Gymnastics,Gymnastics Women's Horse Vault,Bronze,0,2000
Valeriy Pereshkura,M,Ukraine,UKR,2000,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,2000
Yevgeny Podgorny,M,Russia,RUS,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,2000
Yevgeny Podgorny,M,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,2000
Liliya (-nahorniy),F,Ukraine,UKR,1996,Atlanta,Gymnastics,Gymnastics Women's Individual All-Around,Gold,0,2000
Liliya (-nahorniy),F,Ukraine,UKR,1996,Atlanta,Gymnastics,Gymnastics Women's Floor Exercise,Gold,0,2000
Liliya (-nahorniy),F,Ukraine,UKR,1996,Atlanta,Gymnastics,Gymnastics Women's Balance Beam,Silver,0,2000
Ctlina Ponor,F,Romania,ROU,2004,Athina,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,2000
Ctlina Ponor,F,Romania,ROU,2004,Athina,Gymnastics,Gymnastics Women's Floor Exercise,Gold,0,2000
Ctlina Ponor,F,Romania,ROU,2004,Athina,Gymnastics,Gymnastics Women's Balance Beam,Gold,0,2000
Ilie Popescu,M,Romania,ROU,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,2000
Dan Potra,M,Romania,ROU,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,2000
ric Poujade,M,France,FRA,2000,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,Silver,0,2000
Maria Prescan,F,Romania,ROU,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,2000
Yelena Produnova,F,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Silver,0,2000
Yelena Produnova,F,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Women's Balance Beam,Bronze,0,2000
Andreea Rducan,F,Romania,ROU,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,2000
Andreea Rducan,F,Romania,ROU,2000,Sydney,Gymnastics,Gymnastics Women's Horse Vault,Silver,0,2000
Monica Rou,F,Romania,ROU,2004,Athina,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,2000
Monica Rou,F,Romania,ROU,2004,Athina,Gymnastics,Gymnastics Women's Horse Vault,Gold,0,2000
Jevgijs Saproenko,M,Latvia,LAT,2004,Athina,Gymnastics,Gymnastics Men's Horse Vault,Silver,0,2000
Rzvan Elariu,M,Romania,ROU,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,2000
Volomymyr Shamenko,M,Ukraine,UKR,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,2000
Rustam Sharipov,M,Ukraine,UKR,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,2000
Rustam Sharipov,M,Ukraine,UKR,1996,Atlanta,Gymnastics,Gymnastics Men's Parallel Bars,Gold,0,2000
Vitaly Shcherbo,M,Belarus,BLR,1996,Atlanta,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,0,2000
Vitaly Shcherbo,M,Belarus,BLR,1996,Atlanta,Gymnastics,Gymnastics Men's Horse Vault,Bronze,0,2000
Vitaly Shcherbo,M,Belarus,BLR,1996,Atlanta,Gymnastics,Gymnastics Men's Parallel Bars,Bronze,0,2000
Vitaly Shcherbo,M,Belarus,BLR,1996,Atlanta,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze,0,2000
Shen Jian,M,China,CHN,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,2000
Kyle Shewfelt,M,Canada,CAN,2004,Athina,Gymnastics,Gymnastics Men's Floor Exercise,Gold,0,2000
Nicoleta Ofronie,F,Romania,ROU,2004,Athina,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,2000
Nicoleta Ofronie,F,Romania,ROU,2004,Athina,Gymnastics,Gymnastics Women's Floor Exercise,Silver,0,2000
Silvia Stroescu,F,Romania,ROU,2004,Athina,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,2000
Ioan Suciu,M,Romania,ROU,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,2000
Oleksandr Svitlychniy,M,Ukraine,UKR,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,2000
Oleksandr Svitlychniy,M,Ukraine,UKR,2000,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,2000
Dimosthenis Tambakos,M,Greece,GRE,2000,Sydney,Gymnastics,Gymnastics Men's Rings,Silver,0,2000
Dimosthenis Tambakos,M,Greece,GRE,2004,Athina,Gymnastics,Gymnastics Men's Rings,Gold,0,2000
Teng Haibin,M,China,CHN,2004,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,0,2000
Hiroyuki Tomita,M,Japan,JPN,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,2000
Hiroyuki Tomita,M,Japan,JPN,2004,Athina,Gymnastics,Gymnastics Men's Parallel Bars,Silver,0,2000
Dmitry Trush,M,Russia,RUS,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,2000
Naoya Tsukahara,M,Japan,JPN,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,2000
Mirela Ugurlan,F,Romania,ROU,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,2000
Marius Urzic,M,Romania,ROU,1996,Atlanta,Gymnastics,Gymnastics Men's Pommelled Horse,Silver,0,2000
Marius Urzic,M,Romania,ROU,2000,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,0,2000
Marius Urzic,M,Romania,ROU,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,2000
Marius Urzic,M,Romania,ROU,2004,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,Silver,0,2000
Benjamin Varonian,M,France,FRA,2000,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar,Silver,0,2000
Dmitry Vasilenko,M,Russia,RUS,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,2000
Igors Vihrovs,M,Latvia,LAT,2000,Sydney,Gymnastics,Gymnastics Men's Floor Exercise,Gold,0,2000
Aleksey Voropayev,M,Russia,RUS,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,2000
Andreas Wecker,M,Germany,GER,1996,Atlanta,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,0,2000
Xiao Junfeng,M,China,CHN,2000,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,2000
Xing Aowei,M,China,CHN,2000,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,2000
Yang Tae-yeong,M,South Korea,KOR,2004,Athina,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,0,2000
Yang Wei,M,China,CHN,2000,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,Silver,0,2000
Yang Wei,M,China,CHN,2000,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,2000
Yang Yun,F,China,CHN,2000,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,Bronze,0,2000
Yeo Hong-cheol,M,South Korea,KOR,1996,Atlanta,Gymnastics,Gymnastics Men's Horse Vault,Silver,0,2000
Yuriy Yermakov,M,Ukraine,UKR,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,2000
Lyudmila Yezhova-grebenkova,F,Russia,RUS,2004,Athina,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,2000
Isao Yoneda,M,Japan,JPN,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,2000
Isao Yoneda,M,Japan,JPN,2004,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze,0,2000
Yordan Yovchev,M,Bulgaria,BUL,2000,Sydney,Gymnastics,Gymnastics Men's Floor Exercise,Bronze,0,2000
Yordan Yovchev,M,Bulgaria,BUL,2000,Sydney,Gymnastics,Gymnastics Men's Rings,Bronze,0,2000
Yordan Yovchev,M,Bulgaria,BUL,2004,Athina,Gymnastics,Gymnastics Men's Floor Exercise,Bronze,0,2000
Yordan Yovchev,M,Bulgaria,BUL,2004,Athina,Gymnastics,Gymnastics Men's Rings,Silver,0,2000
Yelena Zamolodchikova,F,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Silver,0,2000
Yelena Zamolodchikova,F,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,Gold,0,2000
Yelena Zamolodchikova,F,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Women's Horse Vault,Gold,0,2000
Yelena Zamolodchikova,F,Russia,RUS,2004,Athina,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,2000
Zhang Jingjin,M,China,CHN,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,2000
Zhang Nan,F,China,CHN,2004,Athina,Gymnastics,Gymnastics Women's Individual All-Around,Bronze,0,2000
Zheng Lihui,M,China,CHN,2000,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,2000
Nataliya Ziganshina,F,Russia,RUS,2004,Athina,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,2000
Roman Zozulia,M,Ukraine,UKR,2000,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,2000
Steven Barnett,M,Australia,AUS,2004,Athina,Diving,Diving Men's Synchronized Springboard,Bronze,1,2004
Briony Cole,F,Australia,AUS,2008,Beijing,Diving,Diving Women's Synchronized Platform,Silver,1,2004
Rebecca (-manuel),F,Australia,AUS,2000,Sydney,Diving,Diving Women's Synchronized Platform,Bronze,1,2004
Mathew Helm,M,Australia,AUS,2004,Athina,Diving,Diving Men's Platform,Silver,1,2004
Mathew Helm,M,Australia,AUS,2004,Athina,Diving,Diving Men's Synchronized Platform,Bronze,1,2004
Irina (-furler-),F,Australia,AUS,2004,Athina,Diving,Diving Women's Synchronized Springboard,Bronze,1,2004
Chantelle Michell-newbery,F,Australia,AUS,2004,Athina,Diving,Diving Women's Platform,Gold,1,2004
Chantelle Michell-newbery,F,Australia,AUS,2004,Athina,Diving,Diving Women's Synchronized Springboard,Bronze,1,2004
Matthew Mitcham,M,Australia,AUS,2008,Beijing,Diving,Diving Men's Platform,Gold,1,2004
Robert Newbery,M,Australia,AUS,2000,Sydney,Diving,Diving Men's Synchronized Springboard,Bronze,1,2004
Robert Newbery,M,Australia,AUS,2004,Athina,Diving,Diving Men's Synchronized Springboard,Bronze,1,2004
Robert Newbery,M,Australia,AUS,2004,Athina,Diving,Diving Men's Synchronized Platform,Bronze,1,2004
Dean Pullar,M,Australia,AUS,2000,Sydney,Diving,Diving Men's Synchronized Springboard,Bronze,1,2004
Khuloud Tourky-wiggins,F,Australia,AUS,2000,Sydney,Diving,Diving Women's Synchronized Platform,Bronze,1,2004
Khuloud Tourky-wiggins,F,Australia,AUS,2004,Athina,Diving,Diving Women's Platform,Bronze,1,2004
Melissa Wu,F,Australia,AUS,2008,Beijing,Diving,Diving Women's Synchronized Platform,Silver,1,2004
Thomas Bimis,M,Greece,GRE,2004,Athina,Diving,Diving Men's Synchronized Springboard,Gold,0,2004
Chen Ruolin,F,China,CHN,2008,Beijing,Diving,Diving Women's Platform,Gold,0,2004
Chen Ruolin,F,China,CHN,2008,Beijing,Diving,Diving Women's Synchronized Platform,Gold,0,2004
Alexandre Despatie,M,Canada,CAN,2004,Athina,Diving,Diving Men's Springboard,Silver,0,2004
Alexandre Despatie,M,Canada,CAN,2008,Beijing,Diving,Diving Men's Springboard,Silver,0,2004
Aleksandr Dobroskok,M,Russia,RUS,2000,Sydney,Diving,Diving Men's Synchronized Springboard,Silver,0,2004
Dmitry Dobroskok,M,Russia,RUS,2008,Beijing,Diving,Diving Men's Synchronized Platform,Bronze,0,2004
Paola Snchez,F,Mexico,MEX,2008,Beijing,Diving,Diving Women's Synchronized Platform,Bronze,0,2004
Heike Fischer,F,Germany,GER,2008,Beijing,Diving,Diving Women's Synchronized Springboard,Bronze,0,2004
Fu Mingxia,F,China,CHN,2000,Sydney,Diving,Diving Women's Springboard,Gold,0,2004
Fu Mingxia,F,China,CHN,2000,Sydney,Diving,Diving Women's Synchronized Springboard,Silver,0,2004
Gleb Galperin,M,Russia,RUS,2008,Beijing,Diving,Diving Men's Platform,Bronze,0,2004
Gleb Galperin,M,Russia,RUS,2008,Beijing,Diving,Diving Men's Synchronized Platform,Bronze,0,2004
Nataliya Goncharova,F,Russia,RUS,2004,Athina,Diving,Diving Women's Synchronized Platform,Silver,0,2004
Guo Jingjing,F,China,CHN,2000,Sydney,Diving,Diving Women's Springboard,Silver,0,2004
Guo Jingjing,F,China,CHN,2000,Sydney,Diving,Diving Women's Synchronized Springboard,Silver,0,2004
Guo Jingjing,F,China,CHN,2004,Athina,Diving,Diving Women's Springboard,Gold,0,2004
Guo Jingjing,F,China,CHN,2004,Athina,Diving,Diving Women's Synchronized Springboard,Gold,0,2004
Guo Jingjing,F,China,CHN,2008,Beijing,Diving,Diving Women's Springboard,Gold,0,2004
Guo Jingjing,F,China,CHN,2008,Beijing,Diving,Diving Women's Synchronized Springboard,Gold,0,2004
Blythe Hartley,F,Canada,CAN,2004,Athina,Diving,Diving Women's Synchronized Platform,Bronze,0,2004
Patrick Hausding,M,Germany,GER,2008,Beijing,Diving,Diving Men's Synchronized Platform,Silver,0,2004
He Chong,M,China,CHN,2008,Beijing,Diving,Diving Men's Springboard,Gold,0,2004
Jan Hempel,M,Germany,GER,2000,Sydney,Diving,Diving Men's Synchronized Platform,Bronze,0,2004
Emilie-Joane Heymans,F,Canada,CAN,2000,Sydney,Diving,Diving Women's Synchronized Platform,Silver,0,2004
Emilie-Joane Heymans,F,Canada,CAN,2004,Athina,Diving,Diving Women's Synchronized Platform,Bronze,0,2004
Emilie-Joane Heymans,F,Canada,CAN,2008,Beijing,Diving,Diving Women's Platform,Silver,0,2004
Hu Jia,M,China,CHN,2000,Sydney,Diving,Diving Men's Platform,Silver,0,2004
Hu Jia,M,China,CHN,2000,Sydney,Diving,Diving Men's Synchronized Platform,Silver,0,2004
Hu Jia,M,China,CHN,2004,Athina,Diving,Diving Men's Platform,Gold,0,2004
Huo Liang,M,China,CHN,2008,Beijing,Diving,Diving Men's Synchronized Platform,Gold,0,2004
Vera Ilyina,F,Russia,RUS,2000,Sydney,Diving,Diving Women's Synchronized Springboard,Gold,0,2004
Vera Ilyina,F,Russia,RUS,2004,Athina,Diving,Diving Women's Synchronized Springboard,Silver,0,2004
Sascha Klein,M,Germany,GER,2008,Beijing,Diving,Diving Men's Synchronized Platform,Silver,0,2004
Yuliya Koltunova,F,Russia,RUS,2004,Athina,Diving,Diving Women's Synchronized Platform,Silver,0,2004
Ditte Kotzian,F,Germany,GER,2008,Beijing,Diving,Diving Women's Synchronized Springboard,Bronze,0,2004
Yury Kunakov,M,Russia,RUS,2008,Beijing,Diving,Diving Men's Synchronized Springboard,Silver,0,2004
Illia Kvasha,M,Ukraine,UKR,2008,Beijing,Diving,Diving Men's Synchronized Springboard,Bronze,0,2004
Lao Lishi,F,China,CHN,2004,Athina,Diving,Diving Women's Platform,Silver,0,2004
Lao Lishi,F,China,CHN,2004,Athina,Diving,Diving Women's Synchronized Platform,Gold,0,2004
Li Na,F,China,CHN,2000,Sydney,Diving,Diving Women's Platform,Silver,0,2004
Li Na,F,China,CHN,2000,Sydney,Diving,Diving Women's Synchronized Platform,Gold,0,2004
Li Ting,F,China,CHN,2004,Athina,Diving,Diving Women's Synchronized Platform,Gold,0,2004
Lin Yue,M,China,CHN,2008,Beijing,Diving,Diving Men's Synchronized Platform,Gold,0,2004
Drte Lindner,F,Germany,GER,2000,Sydney,Diving,Diving Women's Springboard,Bronze,0,2004
Igor Lukashin,M,Russia,RUS,2000,Sydney,Diving,Diving Men's Synchronized Platform,Gold,0,2004
Heiko Meyer,M,Germany,GER,2000,Sydney,Diving,Diving Men's Synchronized Platform,Bronze,0,2004
Anne (-goldman),F,Canada,CAN,2000,Sydney,Diving,Diving Women's Platform,Bronze,0,2004
Anne (-goldman),F,Canada,CAN,2000,Sydney,Diving,Diving Women's Synchronized Platform,Silver,0,2004
Tatiana Galicia,F,Mexico,MEX,2008,Beijing,Diving,Diving Women's Synchronized Platform,Bronze,0,2004
Yuliya Pakhalina,F,Russia,RUS,2000,Sydney,Diving,Diving Women's Synchronized Springboard,Gold,0,2004
Yuliya Pakhalina,F,Russia,RUS,2004,Athina,Diving,Diving Women's Springboard,Bronze,0,2004
Yuliya Pakhalina,F,Russia,RUS,2004,Athina,Diving,Diving Women's Synchronized Springboard,Silver,0,2004
Yuliya Pakhalina,F,Russia,RUS,2008,Beijing,Diving,Diving Women's Springboard,Silver,0,2004
Yuliya Pakhalina,F,Russia,RUS,2008,Beijing,Diving,Diving Women's Synchronized Springboard,Silver,0,2004
Peng Bo,M,China,CHN,2004,Athina,Diving,Diving Men's Springboard,Gold,0,2004
Fernando Lvarez,M,Mexico,MEX,2000,Sydney,Diving,Diving Men's Springboard,Silver,0,2004
Anastasiya Pozdnyakova,F,Russia,RUS,2008,Beijing,Diving,Diving Women's Synchronized Springboard,Silver,0,2004
Oleksiy Pryhorov,M,Ukraine,UKR,2008,Beijing,Diving,Diving Men's Synchronized Springboard,Bronze,0,2004
Qin Kai,M,China,CHN,2008,Beijing,Diving,Diving Men's Springboard,Bronze,0,2004
Qin Kai,M,China,CHN,2008,Beijing,Diving,Diving Men's Synchronized Springboard,Gold,0,2004
Sang Xue,F,China,CHN,2000,Sydney,Diving,Diving Women's Synchronized Platform,Gold,0,2004
Dmitry Sautin,M,Russia,RUS,2000,Sydney,Diving,Diving Men's Springboard,Bronze,0,2004
Dmitry Sautin,M,Russia,RUS,2000,Sydney,Diving,Diving Men's Platform,Bronze,0,2004
Dmitry Sautin,M,Russia,RUS,2000,Sydney,Diving,Diving Men's Synchronized Springboard,Silver,0,2004
Dmitry Sautin,M,Russia,RUS,2000,Sydney,Diving,Diving Men's Synchronized Platform,Gold,0,2004
Dmitry Sautin,M,Russia,RUS,2004,Athina,Diving,Diving Men's Springboard,Bronze,0,2004
Dmitry Sautin,M,Russia,RUS,2008,Beijing,Diving,Diving Men's Synchronized Springboard,Silver,0,2004
Tobias Schellenberg,M,Germany,GER,2004,Athina,Diving,Diving Men's Synchronized Springboard,Silver,0,2004
Nikolaos Siranidis,M,Greece,GRE,2004,Athina,Diving,Diving Men's Synchronized Springboard,Gold,0,2004
Hanna Sorokina,F,Ukraine,UKR,2000,Sydney,Diving,Diving Women's Synchronized Springboard,Bronze,0,2004
Leon Taylor,M,Great Britain,GBR,2004,Athina,Diving,Diving Men's Synchronized Platform,Silver,0,2004
